lock_version,model_run_id,slice_type,slice_value,n_rows,n_interval_rows,interval_coverage,p25_p75_coverage,p10_p90_coverage,mean_interval_width,median_residual
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T205028Z_8378671c,pooled,all,3696,3289,0.8898809523809523,0.49498327759197325,0.7917300091213134,7.597192158912321,-0.5017369654086132
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T205028Z_8378671c,position,QB,380,338,0.8894736842105263,0.4526627218934911,0.742603550295858,8.153532636984,0.01898473435616399
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T205028Z_8378671c,position,RB,1011,901,0.8911968348170128,0.5094339622641509,0.7968923418423973,8.555622196722226,-0.6855483946977987
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T205028Z_8378671c,position,TE,802,715,0.8915211970074813,0.48951048951048953,0.7916083916083916,5.596009452250808,-0.5952691555846323
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T205028Z_8378671c,position,WR,1503,1335,0.8882235528942116,0.49887640449438203,0.800749063670412,7.881279866483881,-0.466868187916873
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T205028Z_8378671c,history_depth,other_no_history,27,19,0.7037037037037037,0.631578947368421,0.8947368421052632,7.773128432177286,-0.8402547914370473
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T205028Z_8378671c,history_depth,rookie,531,470,0.8851224105461394,0.4723404255319149,0.7680851063829788,8.067695178040875,-0.7625129833537789
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T205028Z_8378671c,history_depth,second_year,567,509,0.8977072310405644,0.5068762278978389,0.8035363457760314,7.683578310972904,-0.534669162301034
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T205028Z_8378671c,history_depth,veteran_with_history,2571,2291,0.8910929599377674,0.49585333915320823,0.7931034482758621,7.480016358134803,-0.46916203961803316
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T205028Z_8378671c,season,2018,405,405,1.0,0.5135802469135803,0.7901234567901234,7.924692988331628,0.14057947501721602
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T205028Z_8378671c,season,2019,388,388,1.0,0.45618556701030927,0.7989690721649485,7.554487768690897,-0.08816599337832542
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T205028Z_8378671c,season,2020,414,414,1.0,0.49033816425120774,0.7898550724637681,7.605351425076118,-0.24680717861035717
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T205028Z_8378671c,season,2021,419,419,1.0,0.4892601431980907,0.8162291169451074,7.663379332718871,-0.5601810490124008
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T205028Z_8378671c,season,2022,426,426,1.0,0.49061032863849763,0.7934272300469484,7.509828145910659,-1.0105458213184941
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T205028Z_8378671c,season,2023,413,413,1.0,0.5302663438256658,0.7893462469733656,7.516956500467571,-0.9124126183619072
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T205028Z_8378671c,season,2024,407,407,1.0,0.44471744471744473,0.7592137592137592,7.470641081705876,-0.5671377603911414
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T205028Z_8378671c,season,2025,417,417,1.0,0.5419664268585132,0.7961630695443646,7.53647702791412,-0.5522907195886839
