provider,rows,season_count,first_season,last_season,provider_rmse,consensus_rmse_same_rows,delta_provider_minus_consensus,provider_bias,spearman
fantasypoints,522,1,2025,2025,3.1740552792981176,3.370150465417712,-0.19609518611959453,0.5550495830516115,0.8062382211961175
fff,461,1,2025,2025,3.5558707693297387,3.5542397629842677,0.0016310063454709756,0.7201382161541405,0.7748071332415767
fftoday,2991,9,2017,2025,4.082247898388101,4.078462384514954,0.003785513873147295,0.9105603083761087,0.7123398896264252
ffa,4125,9,2017,2025,3.6071383142644815,3.5758473567366513,0.03129095752783018,0.9363882338536696,0.8072735882809393
fantasydata,7425,9,2017,2025,2.8116695390330335,2.7667527386205677,0.04491680041246582,0.47817154882154883,0.8263619355113638
fantasypros,3479,9,2017,2025,3.2574943301986394,3.1987076757906654,0.05878665440797404,0.6645754516595371,0.7823513902089715
pff,975,2,2024,2025,3.4275624237888387,3.36314635204614,0.06441607174269848,0.6311772937293978,0.7776900068031734
fanduel,488,1,2025,2025,3.229063259297626,2.934142238314662,0.29492102098296424,0.6533813886210221,0.7115314288128662
