model_family,variant,added_feature_count,total_feature_count,reference_rmse,challenger_rmse,pooled_delta,mean_season_delta,median_season_delta,challenger_wins,season_count,bootstrap_95_low,bootstrap_95_high
lasso,plus_projection_shape,10,45,3.155559363659485,3.150922871007377,-0.004636492652108082,-0.004303374609711764,-0.0005167907101015778,5,9,-0.016755665114469537,0.006883258028538088
lasso,plus_projection_disagreement,8,43,3.155559363659485,3.1651851051312905,0.009625741471805505,0.009478336378579262,0.007444534025832006,3,9,-0.00021007397910949917,0.02118113894662736
lasso,plus_all,26,61,3.155559363659485,3.1764671453759563,0.02090778171647134,0.01972447672148488,0.005240184392147906,4,9,-0.008435354839031609,0.057852842298046735
lasso,plus_provider_projection,8,43,3.155559363659485,3.1830534255675484,0.027494061908063472,0.02549684797054012,0.0027313419604655387,2,9,-0.0034327254515734915,0.06525991154791501
lightgbm,plus_provider_projection,8,43,3.1229683424927983,3.114457306845103,-0.008511035647695397,-0.008505727885408623,-0.0032416938245178883,6,9,-0.019754178713504798,0.0020978900077190943
lightgbm,plus_all,26,61,3.1229683424927983,3.122033902620985,-0.0009344398718131863,-0.001021545216906598,-0.002623184906513476,5,9,-0.01296409897638242,0.011619318961486701
lightgbm,plus_projection_shape,10,45,3.1229683424927983,3.1278337851860414,0.004865442693243072,0.004978863036612571,0.00829831849093221,3,9,-0.004245079553628755,0.01378028753708217
lightgbm,plus_projection_disagreement,8,43,3.1229683424927983,3.1287089502801275,0.0057406077873292105,0.005943019822464418,0.0019233964064722109,4,9,-0.004407714193286437,0.016677484706378854
