provider,feature_name,reference_rmse,challenger_rmse,pooled_delta,mean_season_delta,median_season_delta,challenger_wins,season_count,bootstrap_95_low,bootstrap_95_high
fftoday,provider_fftoday_ppg_team_game,3.1229683424927983,3.1156272161820313,-0.007341126310766999,-0.0073111574572500716,-0.010500393972220134,6,9,-0.013636362267009667,-0.00039217675586855914
fantasypros,provider_fantasypros_ppg_team_game,3.1229683424927983,3.120577446581547,-0.0023908959112515227,-0.0024675132323284605,-0.0001210303300998028,5,9,-0.006695279807341692,0.0012428492759447227
fantasydata,provider_fantasydata_ppg_team_game,3.1229683424927983,3.120705313516733,-0.002263028976065229,-0.0024186274517821182,-0.0001889334415534627,5,9,-0.009808463317193587,0.00529847304554956
ffa,provider_ffa_ppg_team_game,3.1229683424927983,3.122862475976555,-0.00010586651624322485,-0.0001908380556151871,-0.0013285813591608076,6,9,-0.007505726454126775,0.007786138802094875
fantasypoints,provider_fantasypoints_ppg_team_game,3.1229683424927983,3.1229683424927983,0.0,0.0,0.0,0,9,0.0,0.0
fanduel,provider_fanduel_ppg_team_game,3.1229683424927983,3.1229683424927983,0.0,0.0,0.0,0,9,0.0,0.0
fff,provider_fff_ppg_team_game,3.1229683424927983,3.1229683424927983,0.0,0.0,0.0,0,9,0.0,0.0
pff,provider_pff_ppg_team_game,3.1229683424927983,3.1229683424927983,0.0,0.0,0.0,0,9,0.0,0.0
