player,player_id,position,player_game_count,team_name,targets,deep_targets,deep_receptions,deep_drops,deep_yards,deep_catchable,deep_touchdowns,target_rate,drop_rate,catch_rate
Craig Stevens,4399,TE,5,TEN,2,0,0,0,0,0,0,0.0,,
Marcus Smith,4420,WR,5,BLT,3,0,0,0,0,0,0,0.0,,
Martin Rucker,4425,TE,4,CLV,5,0,0,0,0,0,0,0.0,,
Jacob Tamme,4441,TE,2,IND,4,0,0,0,0,0,0,0.0,,
Jerome Felton,4460,FB,10,DET,9,0,0,0,0,0,0,0.0,,
Tim Hightower,4463,HB,16,ARZ,43,0,0,0,0,0,0,0.0,,
Matthew Slater,4467,WR,4,NE,2,0,0,0,0,0,0,0.0,,
Mike Hart,4516,HB,2,IND,1,0,0,0,0,0,0,0.0,,
Pierre Garcon,4519,WR,4,IND,4,0,0,0,0,0,0,0.0,,
James Johnson,4634,HB,4,CIN,7,0,0,0,0,0,0,0.0,,
Chad Simpson,4692,HB,3,IND,3,0,0,0,0,0,0,0.0,,
Kregg Lumpkin,4714,HB,1,GB,3,0,0,0,0,0,0,0.0,,
Mike Cox,4716,FB,16,KC,11,0,0,0,0,0,0,0.0,,
Lance Ball,4808,HB,1,IND,1,0,0,0,0,0,0,0.0,,
Clifton Smith,4854,HB,7,TB,5,0,0,0,0,0,0,0.0,,
Lorenzo Neal,47,FB,12,BLT,10,0,0,0,0,0,0,0.0,,
Fred Taylor,333,HB,13,JAX,20,0,0,0,0,0,0,0.0,,
Ahman Green,374,HB,8,HST,14,0,0,0,0,0,0,0.0,,
Michael Pittman,382,HB,8,DEN,12,0,0,0,0,0,0,0.0,,
Aaron Stecker,572,HB,6,NO,10,0,0,0,0,0,0,0.0,,
Bubba Franks,592,TE,8,NYJ,9,0,0,0,0,0,0,0.0,,
Shaun Alexander,597,HB,2,WAS,1,0,0,0,0,0,0,0.0,,
Terrelle Smith,651,FB,13,ARZ,4,0,0,0,0,0,0,0.0,,
Marc Bulger,684,QB,2,STR,2,0,0,0,0,0,0,0.0,,
Brad Hoover,740,FB,16,CAR,11,0,0,0,0,0,0,0.0,,
Dan Kreider,749,FB,11,STR,4,0,0,0,0,0,0,0.0,,
Todd Yoder,772,TE,11,WAS,9,0,0,0,0,0,0,0.0,,
LaDainian Tomlinson,777,HB,16,SD,69,0,0,0,0,0,0,0.0,,
Michael Bennett,797,HB,1,TB,1,0,0,0,0,0,0,0.0,,
Robert Ferguson,811,WR,4,MIN,4,0,0,0,0,0,0,0.0,,
Moran Norris,865,FB,10,DET,7,0,0,0,0,0,0,0.0,,
Brandon Manumaleuna,876,TE,16,SD,18,0,0,0,0,0,0,0.0,,
Aveion Cason,945,HB,6,DET,3,0,0,0,0,0,0,0.0,,
T.J. Duckett,1025,HB,11,SEA,1,0,0,0,0,0,0,0.0,,
Clinton Portis,1058,HB,16,WAS,35,0,0,0,0,0,0,0.0,,
Maurice Morris,1061,HB,13,SEA,25,0,0,0,0,0,0,0.0,,
Ladell Betts,1063,HB,13,WAS,29,0,0,0,0,0,0,0.0,,
Cliff Russell,1090,WR,2,DEN,2,0,0,0,0,0,0,0.0,,
Brian Westbrook,1094,HB,14,PHI,65,0,0,0,0,0,0,0.0,,
Adrian Peterson,1177,HB,8,CHI,9,0,0,0,0,0,0,0.0,,
Rock Cartwright,1211,HB,4,WAS,1,0,0,0,0,0,0,0.0,,
Darian Barnes,1216,FB,3,BUF,3,0,0,0,0,0,0,0.0,,
Corey McIntyre,1278,FB,9,BUF,3,0,0,0,0,0,0,0.0,,
Larry Johnson,1343,HB,12,KC,14,0,0,0,0,0,0,0.0,,
Kelley Washington,1380,WR,1,NE,2,0,0,0,0,0,0,0.0,,
B.J. Askew,1400,FB,10,TB,17,0,0,0,0,0,0,0.0,,
Justin Fargas,1410,HB,14,OAK,14,0,0,0,0,0,0,0.0,,
Ovie Mughelli,1445,FB,16,ATL,8,0,0,0,0,0,0,0.0,,
Earnest Graham,1613,HB,10,TB,32,0,0,0,0,0,0,0.0,,
Steven Jackson,1745,HB,12,STR,55,0,0,0,0,0,0,0.0,,
Tatum Bell,1762,HB,7,DEN,13,0,0,0,0,0,0,0.0,,
Julius Jones,1764,HB,15,SEA,22,0,0,0,0,0,0,0.0,,
Casey Cramer,1942,FB,6,MIA,2,0,0,0,0,0,0,0.0,,
Vonta Leach,2100,FB,16,HST,17,0,0,0,0,0,0,0.0,,
Jason Rader,2154,TE,6,ATL,1,0,0,0,0,0,0,0.0,,
Jason Wright,2212,HB,15,CLV,35,0,0,0,0,0,0,0.0,,
Antrel Rolle,2225,S,1,ARZ,1,0,0,0,0,0,0,0.0,,
Mark Bradley,2256,WR,1,CHI,1,0,0,0,0,0,0,0.0,,
Brandon Jacobs,2327,HB,13,NYG,11,0,0,0,0,0,0,0.0,,
Darren Sproles,2347,HB,15,SD,32,0,0,0,0,0,0,0.0,,
Billy Bajema,2466,TE,11,SF,4,0,0,0,0,0,0,0.0,,
Madison Hedgecock,2468,FB,16,NYG,14,0,0,0,0,0,0,0.0,,
Tony Curtis,2552,TE,14,DAL,10,0,0,0,0,0,0,0.0,,
Tory Humphrey,2644,TE,15,GB,14,0,0,0,0,0,0,0.0,,
Darrell Reid,2758,DI,3,IND,1,0,0,0,0,0,0,0.0,,
Jesse Chatman,2861,HB,2,NYJ,2,0,0,0,0,0,0,0.0,,
Chad Jackson,2981,WR,4,DEN,1,0,0,0,0,0,0,0.0,,
LenDale White,2990,HB,16,TEN,10,0,0,0,0,0,0,0.0,,
Derek Hagan,3027,WR,2,MIA,6,0,0,0,0,0,0,0.0,,
Brad Smith,3048,WR,15,NYJ,19,0,0,0,0,0,0,0.0,,
Jerome Harrison,3090,HB,14,CLV,18,0,0,0,0,0,0,0.0,,
Quinton Ganther,3191,HB,3,TEN,6,0,0,0,0,0,0,0.0,,
David Anderson,3196,WR,16,HST,27,0,0,0,0,0,0,0.0,,
Jason Davis,3285,FB,5,CHI,3,0,0,0,0,0,0,0.0,,
Ahmard Hall,3336,FB,16,TEN,18,0,0,0,0,0,0,0.0,,
John Madsen,3408,TE,2,OAK,1,0,0,0,0,0,0,0.0,,
Montell Owens,3452,FB,5,JAX,3,0,0,0,0,0,0,0.0,,
JaMarcus Russell,3617,QB,1,OAK,1,0,0,0,0,0,0,0.0,,
Dwayne Jarrett,3661,WR,9,CAR,16,0,0,0,0,0,0,0.0,,
Laurent Robinson,3691,WR,6,ATL,6,0,0,0,0,0,0,0.0,,
Matt Spaeth,3693,TE,16,PIT,26,0,0,0,0,0,0,0.0,,
Michael Bush,3716,HB,13,OAK,27,0,0,0,0,0,0,0.0,,
Isaiah Stanback,3719,WR,3,DAL,2,0,0,0,0,0,0,0.0,,
Antonio Pittman,3723,HB,9,STR,26,0,0,0,0,0,0,0.0,,
Chris Davis,3744,WR,4,TEN,3,0,0,0,0,0,0,0.0,,
Le'Ron McClain,3753,HB,16,BLT,27,0,0,0,0,0,0,0.0,,
Korey Hall,3807,FB,10,GB,7,0,0,0,0,0,0,0.0,,
Deon Anderson,3811,FB,14,DAL,3,0,0,0,0,0,0,0.0,,
Deshawn Wynn,3844,HB,3,GB,3,0,0,0,0,0,0,0.0,,
Tim Castille,3906,FB,14,ARZ,4,0,0,0,0,0,0,0.0,,
Daniel Coats,3908,FB,15,CIN,10,0,0,0,0,0,0,0.0,,
Gijon Robinson,4056,TE,15,IND,23,0,0,0,0,0,0,0.0,,
Pierre Thomas,4080,HB,13,NO,37,0,0,0,0,0,0,0.0,,
Eric Weems,4097,WR,3,ATL,1,0,0,0,0,0,0,0.0,,
Selvin Young,4109,HB,8,DEN,7,0,0,0,0,0,0,0.0,,
Charles Ali,4187,FB,9,CLV,6,0,0,0,0,0,0,0.0,,
Darren McFadden,4318,HB,13,OAK,37,0,0,0,0,0,0,0.0,,
Jonathan Stewart,4327,HB,16,CAR,13,0,0,0,0,0,0,0.0,,
Rashard Mendenhall,4337,HB,2,PIT,3,0,0,0,0,0,0,0.0,,
Chris Johnson,4338,HB,15,TEN,58,0,0,0,0,0,0,0.0,,
Jerome Simpson,4360,WR,4,CIN,3,0,0,0,0,0,0,0.0,,
Jacob Hester,4383,FB,9,SD,13,0,0,0,0,0,0,0.0,,
Earl Bennett,4384,WR,4,CHI,1,0,0,0,0,0,0,0.0,,
Mario Manningham,4409,WR,5,NYG,5,0,0,0,0,0,0,0.0,,
Tashard Choice,4436,HB,11,DAL,28,0,0,0,0,0,0,0.0,,
Lavelle Hawkins,4440,WR,7,TEN,9,0,0,0,0,0,0,0.0,,
Derek Fine,4446,TE,9,BUF,11,0,0,0,0,0,0,0.0,,
Owen Schmitt,4477,FB,8,SEA,8,0,0,0,0,0,0,0.0,,
Tom Santi,4510,TE,4,IND,13,0,0,0,0,0,0,0.0,,
Chauncey Washington,4527,HB,2,JAX,1,0,0,0,0,0,0,0.0,,
Peyton Hillis,4541,FB,10,DEN,18,0,0,0,0,0,0,0.0,,
BenJarvus Green-Ellis,4599,HB,7,NE,6,0,0,0,0,0,0,0.0,,
Mike Tolbert,4740,FB,11,SD,14,0,0,0,0,0,0,0.0,,
Olaniyi Sobomehin,4782,FB,1,NO,3,0,0,0,0,0,0,0.0,,
Dantrell Savage,4822,HB,2,KC,2,0,0,0,0,0,0,0.0,,
Tony Richardson,110,FB,16,NYJ,5,0,0,0,0,0,0,0.0,,
Ike Hilliard,233,WR,16,TB,55,1,1,0,36,1,1,1.8,0.0,100.0
Dominic Rhodes,979,HB,15,IND,51,1,1,0,29,1,0,2.0,0.0,100.0
Joe Flacco,4332,QB,3,BLT,1,1,1,0,43,1,0,100.0,0.0,100.0
Owen Daniels,3043,TE,16,HST,87,1,1,0,30,1,0,1.1,0.0,100.0
Alvin Pearman,2344,HB,1,JAX,1,1,1,0,23,1,1,100.0,0.0,100.0
Nate Burleson,1386,WR,1,SEA,7,1,1,0,20,1,1,14.3,0.0,100.0
Steve Johnson,4538,WR,10,BUF,13,1,1,0,21,1,0,7.7,0.0,100.0
Logan Payne,4037,WR,2,SEA,4,1,1,0,22,1,0,25.0,0.0,100.0
Anthony Fasano,2998,TE,16,MIA,49,2,2,0,40,2,2,4.1,0.0,100.0
Michael Gaines,1946,TE,16,DET,30,2,2,0,60,2,0,6.7,0.0,100.0
David Clowney,3773,WR,2,NYJ,2,1,1,0,26,1,0,50.0,0.0,100.0
Fred Jackson,3368,HB,16,BUF,43,1,1,0,65,1,0,2.3,0.0,100.0
Tyler Thigpen,3833,QB,1,KC,1,1,1,0,37,1,1,100.0,0.0,100.0
Brandon Middleton,2123,WR,7,DET,3,1,1,0,23,1,0,33.3,0.0,100.0
Syndric Steptoe,3850,WR,16,CLV,36,1,1,0,53,1,0,2.8,0.0,100.0
Steve Slaton,4403,HB,16,HST,56,1,1,0,30,1,1,1.8,0.0,100.0
Robert Royal,1151,TE,15,BUF,51,1,1,0,30,1,1,2.0,0.0,100.0
Michael Robinson,3045,FB,11,SF,20,1,1,0,36,1,0,5.0,0.0,100.0
Joey Haynos,4711,TE,5,MIA,4,1,1,0,19,1,1,25.0,0.0,100.0
Ronnie Brown,2219,HB,16,MIA,39,1,1,0,39,1,0,2.6,0.0,100.0
Darnell Dinkins,1236,TE,10,CLV,9,1,1,0,22,1,1,11.1,0.0,100.0
John Gilmore,1176,TE,16,TB,20,1,1,0,36,1,0,5.0,0.0,100.0
Najeh Davenport,1131,HB,1,IND,4,1,1,0,33,1,0,25.0,0.0,100.0
Warrick Dunn,236,HB,15,TB,61,1,1,0,36,1,0,1.6,0.0,100.0
Darrell Jackson,639,WR,11,DEN,20,5,4,0,129,4,1,25.0,0.0,80.0
David Martin,916,TE,16,MIA,42,5,4,0,138,4,1,11.9,0.0,80.0
Kevin Boss,3769,TE,15,NYG,54,4,3,0,73,3,0,7.4,0.0,75.0
Daniel Graham,1028,TE,16,DEN,47,4,3,0,68,3,0,8.5,0.0,75.0
Martellus Bennett,4375,TE,16,DAL,25,4,3,0,83,3,2,16.0,0.0,75.0
Billy Miller,534,TE,15,NO,59,7,5,0,145,5,0,11.9,0.0,71.4
Anthony Gonzalez,3648,WR,16,IND,78,6,4,1,151,5,0,7.7,20.0,66.7
Chansi Stuckey,3851,WR,15,NYJ,43,3,2,0,50,2,1,7.0,0.0,66.7
T.J. Houshmandzadeh,921,WR,15,CIN,129,6,4,0,92,4,2,4.7,0.0,66.7
Jermichael Finley,4405,TE,13,GB,12,3,2,1,61,3,0,25.0,33.3,66.7
Larry Fitzgerald,1724,WR,16,ARZ,146,18,12,0,456,12,3,12.3,0.0,66.7
Chris Cooley,1802,TE,16,WAS,106,3,2,0,51,2,0,2.8,0.0,66.7
Billy McMullen,1409,WR,4,SEA,17,3,2,0,65,2,0,17.6,0.0,66.7
Zach Miller,3654,TE,16,OAK,82,8,5,0,168,5,1,9.8,0.0,62.5
Jerheme Urban,1709,WR,16,ARZ,48,8,5,1,153,6,2,16.7,16.7,62.5
Jerry Porter,617,WR,10,JAX,27,5,3,1,84,4,0,18.5,25.0,60.0
James Jones,3694,WR,10,GB,29,5,3,1,120,4,0,17.2,25.0,60.0
Bobby Wade,1448,WR,16,MIN,86,5,3,0,115,3,1,5.8,0.0,60.0
Hank Baskett,3220,WR,14,PHI,51,7,4,0,155,4,1,13.7,0.0,57.1
Josh Reed,1043,WR,13,BUF,72,7,4,0,86,4,0,9.7,0.0,57.1
Robert Meachem,3643,WR,14,NO,20,9,5,0,213,5,2,45.0,0.0,55.6
Kevin Walter,1549,WR,16,HST,84,11,6,0,242,6,2,13.1,0.0,54.5
Dallas Clark,1340,TE,15,IND,103,13,7,2,194,9,0,12.6,22.2,53.8
Jason Witten,1384,TE,16,DAL,119,13,7,1,217,8,2,10.9,12.5,53.8
Isaac Bruce,80,WR,16,SF,101,21,11,0,329,11,1,20.8,0.0,52.4
Joe Klopfenstein,2991,TE,15,STR,18,2,1,0,29,1,0,11.1,0.0,50.0
Greg Olsen,3647,TE,16,CHI,76,8,4,0,122,4,2,10.5,0.0,50.0
Jason Hill,3692,WR,12,SF,42,4,2,0,57,2,0,9.5,0.0,50.0
Jacoby Jones,3689,WR,6,HST,5,2,1,0,45,1,0,40.0,0.0,50.0
Mike Furrey,726,WR,9,DET,32,4,2,0,48,2,0,12.5,0.0,50.0
Wes Welker,2204,WR,16,NE,140,4,2,0,51,2,0,2.9,0.0,50.0
Dennis Northcutt,605,WR,14,JAX,66,10,5,1,154,6,2,15.2,16.7,50.0
Limas Sweed,4367,WR,10,PIT,10,2,1,0,12,1,0,20.0,0.0,50.0
Josh Morgan,4488,WR,12,SF,39,10,5,1,160,6,3,25.6,16.7,50.0
Alex Smith,2288,TE,14,TB,36,2,1,0,29,1,0,5.6,0.0,50.0
Jabar Gaffney,1040,WR,16,NE,59,8,4,2,100,6,1,13.6,33.3,50.0
Steve Smith,837,WR,14,CAR,123,34,17,3,605,20,2,27.6,15.0,50.0
Marcedes Lewis,2973,TE,16,JAX,64,4,2,0,56,2,0,6.3,0.0,50.0
Arnaz Battle,1499,WR,8,SF,39,6,3,0,79,3,0,15.4,0.0,50.0
Sinorice Moss,2989,WR,9,NYG,14,2,1,0,23,1,1,14.3,0.0,50.0
Ricky Williams,440,HB,16,MIA,37,2,1,1,23,2,0,5.4,50.0,50.0
Darcy Johnson,3377,TE,8,NYG,6,2,1,0,26,1,0,33.3,0.0,50.0
Roddy White,2244,WR,16,ATL,142,28,14,6,478,20,3,19.7,30.0,50.0
Greg Estandia,3597,TE,16,JAX,13,2,1,0,23,1,0,15.4,0.0,50.0
Antonio Gates,1609,TE,16,SD,84,10,5,1,128,6,2,11.9,16.7,50.0
Leonard Pope,3017,TE,12,ARZ,11,2,1,0,25,1,0,18.2,0.0,50.0
Patrick Cobbs,3272,HB,15,MIA,25,2,1,0,53,1,1,8.0,0.0,50.0
Tony Scheffler,3006,TE,13,DEN,58,15,7,1,246,8,1,25.9,12.5,46.7
Muhsin Muhammad,173,WR,16,CAR,104,11,5,1,189,6,2,10.6,16.7,45.5
Justin Gage,1452,WR,12,TEN,70,20,9,0,323,9,3,28.6,0.0,45.0
Lee Evans,1734,WR,16,BUF,99,20,9,0,391,9,2,20.2,0.0,45.0
Greg Camarillo,2523,WR,11,MIA,77,9,4,0,94,4,1,11.7,0.0,44.4
Donald Driver,533,WR,16,GB,110,18,8,2,351,10,2,16.4,20.0,44.4
Antonio Bryant,1070,WR,16,TB,135,27,12,0,455,12,6,20.0,0.0,44.4
Donald Lee,1465,TE,16,GB,49,7,3,0,71,3,1,14.3,0.0,42.9
Harry Douglas,4398,WR,16,ATL,39,7,3,0,96,3,0,17.9,0.0,42.9
John Carlson,4352,TE,16,SEA,77,7,3,0,75,3,0,9.1,0.0,42.9
Vincent Jackson,2278,WR,16,SD,96,28,12,1,504,13,2,29.2,7.7,42.9
Brandon Lloyd,1436,WR,11,CHI,46,14,6,0,151,6,1,30.4,0.0,42.9
Ted Ginn Jr.,3625,WR,16,MIA,91,12,5,0,202,5,2,13.2,0.0,41.7
DeSean Jackson,4363,WR,16,PHI,115,27,11,2,334,13,1,23.5,15.4,40.7
Dustin Keller,4344,TE,16,NYJ,74,10,4,1,131,5,1,13.5,20.0,40.0
Michael Clayton,1736,WR,15,TB,59,5,2,0,78,2,1,8.5,0.0,40.0
Jeff King,3100,TE,16,CAR,29,5,2,1,54,3,0,17.2,33.3,40.0
Michael Jenkins,1750,WR,16,ATL,76,18,7,2,215,9,2,23.7,22.2,38.9
Lance Moore,2718,WR,16,NO,113,13,5,1,169,6,4,11.5,16.7,38.5
Marques Colston,3197,WR,11,NO,88,13,5,0,230,5,2,14.8,0.0,38.5
Devery Henderson,1771,WR,16,NO,56,21,8,1,438,9,1,37.5,11.1,38.1
Greg Jennings,2997,WR,16,GB,132,32,12,3,460,15,5,24.2,20.0,37.5
Brandon Jones,2313,WR,16,TEN,60,8,3,0,91,3,0,13.3,0.0,37.5
Visanthe Shiancoe,1406,TE,16,MIN,57,8,3,1,80,4,1,14.0,25.0,37.5
Steve Breaston,3758,WR,16,ARZ,106,16,6,2,245,8,0,15.1,25.0,37.5
Mark Bradley,2256,WR,10,KC,59,16,6,0,210,6,3,27.1,0.0,37.5
Andre Johnson,1319,WR,16,HST,162,19,7,3,243,10,1,11.7,30.0,36.8
Jason Avant,3054,WR,15,PHI,54,11,4,0,100,4,0,20.4,0.0,36.4
Chris Chambers,821,WR,14,SD,57,11,4,0,136,4,4,19.3,0.0,36.4
Tony Gonzalez,237,TE,16,KC,150,11,4,1,110,5,0,7.3,20.0,36.4
Hines Ward,380,WR,16,PIT,119,11,4,0,158,4,0,9.2,0.0,36.4
Vernon Davis,2951,TE,16,SF,47,11,4,2,122,6,1,23.4,33.3,36.4
Bernard Berrian,1799,WR,16,MIN,92,25,9,1,428,10,4,27.2,10.0,36.0
Derrick Mason,271,WR,16,BLT,117,14,5,1,138,6,3,12.0,16.7,35.7
Desmond Clark,529,TE,16,CHI,66,3,1,0,26,1,0,4.5,0.0,33.3
Ashley Lelie,1026,WR,13,OAK,41,12,4,0,119,4,0,29.3,0.0,33.3
Santana Moss,786,WR,16,WAS,131,18,6,2,241,8,2,13.7,25.0,33.3
Jerramy Stevens,1035,TE,14,TB,56,6,2,1,55,3,1,10.7,33.3,33.3
Miles Austin,3211,WR,11,DAL,22,6,2,0,115,2,1,27.3,0.0,33.3
Dominique Zeigler,4111,WR,6,SF,8,3,1,0,30,1,0,37.5,0.0,33.3
Delanie Walker,3120,TE,15,SF,16,3,1,0,24,1,1,18.8,0.0,33.3
