player,player_id,position,player_game_count,team_name,targets,deep_targets,deep_receptions,deep_drops,deep_yards,deep_catchable,deep_touchdowns,target_rate,drop_rate,catch_rate
Taylor Thompson,7140,TE,11,TEN,6,0,0,0,0,0,0,0.0,,
Arian Foster,5398,HB,8,HST,31,0,0,0,0,0,0,0.0,,
Rhett Ellison,7128,FB,10,MIN,7,0,0,0,0,0,0,0.0,,
Tom Crabtree,5458,TE,7,TB,6,0,0,0,0,0,0,0.0,,
Marcus Thigpen,5488,HB,10,MIA,11,0,0,0,0,0,0,0.0,,
Chad Hall,5523,WR,6,KC,7,0,0,0,0,0,0,0.0,,
C.J. Spiller,5534,HB,15,BUF,40,0,0,0,0,0,0,0.0,,
Ryan Mathews,5537,HB,15,SD,29,0,0,0,0,0,0,0.0,,
Zach Sudfeld,8313,TE,10,NYJ,7,0,0,0,0,0,0,0.0,,
Orson Charles,7116,FB,2,CIN,1,0,0,0,0,0,0,0.0,,
Evan Rodriguez,7111,FB,4,BUF,1,0,0,0,0,0,0,0.0,,
Robert Turbin,7106,HB,16,SEA,10,0,0,0,0,0,0,0.0,,
Toby Gerhart,5576,HB,14,MIN,18,0,0,0,0,0,0,0.0,,
Ben Tate,5583,HB,14,HST,42,0,0,0,0,0,0,0.0,,
Lamar Miller,7097,HB,16,MIA,30,0,0,0,0,0,0,0.0,,
Bernard Pierce,7085,HB,16,BLT,25,0,0,0,0,0,0,0.0,,
Michael Egnew,7080,TE,16,MIA,10,0,0,0,0,0,0,0.0,,
Ronnie Hillman,7069,HB,8,DEN,12,0,0,0,0,0,0,0.0,,
Dwayne Allen,7066,TE,1,IND,2,0,0,0,0,0,0,0.0,,
LaMichael James,7063,HB,6,SF,3,0,0,0,0,0,0,0.0,,
Armanti Edwards,5613,WR,3,CAR,4,0,0,0,0,0,0,0.0,,
Armanti Edwards,5613,WR,1,CLV,1,0,0,0,0,0,0,0.0,,
Isaiah Pead,7053,HB,7,STR,14,0,0,0,0,0,0,0.0,,
David Wilson,7036,HB,5,NYG,5,0,0,0,0,0,0,0.0,,
Marcus Easley,5631,WR,7,BUF,5,0,0,0,0,0,0,0.0,,
Trent Richardson,7009,HB,14,IND,37,0,0,0,0,0,0,0.0,,
Trent Richardson,7009,HB,2,CLV,9,0,0,0,0,0,0,0.0,,
Patrick DiMarco,6997,FB,13,ATL,9,0,0,0,0,0,0,0.0,,
Kassim Osgood,1676,WR,8,SF,1,0,0,0,0,0,0,0.0,,
Michael Hoomanawanui,5655,TE,13,NE,16,0,0,0,0,0,0,0.0,,
John Conner,5662,FB,11,NYG,8,0,0,0,0,0,0,0.0,,
Dominique Jones,6988,TE,4,IND,3,0,0,0,0,0,0,0.0,,
Kevin Cone,6889,WR,6,ATL,1,0,0,0,0,0,0,0.0,,
Mike McNeill,6787,TE,3,STR,1,0,0,0,0,0,0,0.0,,
Anthony Dixon,5696,HB,3,SF,3,0,0,0,0,0,0,0.0,,
Deji Karim,5703,HB,2,HST,2,0,0,0,0,0,0,0.0,,
Jonathan Dwyer,5711,HB,14,PIT,10,0,0,0,0,0,0,0.0,,
James Starks,5716,HB,13,GB,11,0,0,0,0,0,0,0.0,,
Kerry Taylor,6760,WR,1,ARZ,3,0,0,0,0,0,0,0.0,,
Joe Webb III,5722,WR,16,MIN,11,0,0,0,0,0,0,0.0,,
Tori Gurley,6750,WR,2,CLV,1,0,0,0,0,0,0,0.0,,
Henry Hynoski,6666,FB,3,NYG,2,0,0,0,0,0,0,0.0,,
Jim Dray,5756,TE,16,ARZ,30,0,0,0,0,0,0,0.0,,
Erik Lorig,5775,FB,14,TB,12,0,0,0,0,0,0,0.0,,
Michael Palmer,5784,TE,5,PIT,1,0,0,0,0,0,0,0.0,,
Quinton Patton,7910,WR,6,SF,6,1,1,0,29,1,0,16.7,0.0,100.0
Taiwan Jones,6277,CB,2,OAK,2,1,1,0,52,1,0,50.0,0.0,100.0
Danny Woodhead,4914,HB,16,SD,83,2,2,0,65,2,1,2.4,0.0,100.0
Teddy Williams,6073,WR,3,ARZ,1,1,1,0,51,1,0,100.0,0.0,100.0
Darrel Young,5438,FB,13,WAS,9,1,1,0,62,1,1,11.1,0.0,100.0
Owen Daniels,3043,TE,5,HST,39,1,1,0,21,1,0,2.6,0.0,100.0
Malcom Floyd,2044,WR,2,SD,11,2,2,0,78,2,0,18.2,0.0,100.0
John Carlson,4352,TE,13,MIN,44,1,1,0,30,1,0,2.3,0.0,100.0
Gavin Escobar,7828,TE,16,DAL,14,1,1,0,24,1,1,7.1,0.0,100.0
Matt Forte,4358,HB,16,CHI,85,2,2,0,50,2,0,2.4,0.0,100.0
Chris Gragg,8004,TE,5,BUF,7,1,1,0,28,1,0,14.3,0.0,100.0
David Johnson,5165,TE,4,PIT,6,1,1,0,32,1,0,16.7,0.0,100.0
Leonard Hankerson,6231,WR,10,WAS,46,3,3,0,74,3,1,6.5,0.0,100.0
Nate Byham,5705,TE,4,TB,3,1,1,0,34,1,0,33.3,0.0,100.0
Jordan Todman,6335,HB,14,JAX,20,1,1,0,21,1,1,5.0,0.0,100.0
Marcedes Lewis,2973,TE,10,JAX,45,2,2,0,71,2,0,4.4,0.0,100.0
Tim Wright,8392,TE,16,TB,72,5,4,1,87,5,2,6.9,20.0,80.0
Heath Miller,2247,TE,14,PIT,73,4,3,0,80,3,0,5.5,0.0,75.0
Santonio Holmes,2970,WR,11,NYJ,55,11,8,0,279,8,1,20.0,0.0,72.7
Mychal Rivera,7965,TE,16,OAK,53,7,5,0,121,5,3,13.2,0.0,71.4
Jordy Nelson,4350,WR,16,GB,120,19,13,0,439,13,1,15.8,0.0,68.4
Randall Cobb,6216,WR,6,GB,40,6,4,0,134,4,1,15.0,0.0,66.7
Tandon Doss,6275,WR,14,BLT,35,3,2,0,103,2,0,8.6,0.0,66.7
Ladarius Green,7110,TE,16,SD,28,6,4,0,113,4,1,21.4,0.0,66.7
Julius Thomas,6281,TE,14,DEN,87,8,5,0,123,5,2,9.2,0.0,62.5
Eric Decker,5611,WR,16,DEN,135,25,15,1,509,16,5,18.5,6.3,60.0
Doug Baldwin,6615,WR,16,SEA,73,15,9,1,302,10,2,20.5,10.0,60.0
Kyle Rudolph,6195,TE,8,MIN,43,5,3,0,72,3,2,11.6,0.0,60.0
Zach Miller,3654,TE,14,SEA,49,5,3,0,109,3,1,10.2,0.0,60.0
Zach Ertz,7816,TE,16,PHI,54,7,4,0,90,4,2,13.0,0.0,57.1
Marvin Jones Jr.,7158,WR,16,CIN,77,14,8,0,172,8,4,18.2,0.0,57.1
Jeff Cumberland,5861,TE,15,NYJ,37,9,5,2,151,7,1,24.3,28.6,55.6
Tony Gonzalez,237,TE,16,ATL,112,6,3,0,65,3,1,5.4,0.0,50.0
Reggie Wayne,800,WR,7,IND,57,4,2,0,58,2,0,7.0,0.0,50.0
Jason Witten,1384,TE,16,DAL,108,12,6,0,150,6,2,11.1,0.0,50.0
Nate Burleson,1386,WR,9,DET,51,2,1,0,27,1,0,3.9,0.0,50.0
Kellen Winslow,1727,TE,12,NYJ,43,2,1,0,25,1,0,4.7,0.0,50.0
Roddy White,2244,WR,13,ATL,94,10,5,0,150,5,2,10.6,0.0,50.0
Lance Moore,2718,WR,13,NO,52,10,5,1,141,6,1,19.2,16.7,50.0
Reggie Bush,2947,HB,14,DET,76,2,1,0,32,1,0,2.6,0.0,50.0
Jamaal Charles,4387,HB,15,KC,94,2,1,0,71,1,1,2.1,0.0,50.0
Marcel Reece,4702,FB,16,OAK,52,4,2,0,43,2,2,7.7,0.0,50.0
Jared Cook,5012,TE,16,STR,79,8,4,1,134,5,0,10.1,20.0,50.0
Brandon Gibson,5118,WR,7,MIA,43,2,1,0,46,1,0,4.7,0.0,50.0
Brandon Myers,5126,TE,16,NYG,71,2,1,0,20,1,0,2.8,0.0,50.0
Jermaine Gresham,5546,TE,14,CIN,62,6,3,1,81,4,1,9.7,25.0,50.0
Clay Harbor,5648,TE,16,JAX,32,2,1,1,31,2,0,6.3,50.0,50.0
Jeron Mastrud,5948,TE,16,OAK,11,2,1,0,41,1,0,18.2,0.0,50.0
Seyi Ajirotutu,6035,WR,7,SD,4,2,1,0,26,1,1,50.0,0.0,50.0
Andrew Hawkins,6125,WR,8,CIN,16,4,2,0,72,2,0,25.0,0.0,50.0
Jeremy Kerley,6305,WR,12,NYJ,63,6,3,0,73,3,1,9.5,0.0,50.0
Dwayne Harris,6328,WR,9,DAL,14,2,1,1,24,2,1,14.3,50.0,50.0
A.J. Jenkins,7034,WR,15,KC,15,4,2,0,74,2,0,26.7,0.0,50.0
Keshawn Martin,7121,WR,14,HST,35,2,1,0,15,1,1,5.7,0.0,50.0
Junior Hemingway,7222,WR,16,KC,19,2,1,0,17,1,1,10.5,0.0,50.0
Giovani Bernard,7818,HB,16,CIN,69,2,1,0,25,1,0,2.9,0.0,50.0
Terrance Williams,7855,WR,16,DAL,72,18,9,0,327,9,3,25.0,0.0,50.0
Jordan Reed,7866,TE,9,WAS,59,2,1,0,38,1,0,3.4,0.0,50.0
Ryan Griffin,7982,TE,11,HST,25,4,2,1,77,3,0,16.0,33.3,50.0
Joseph Fauria,8478,TE,15,DET,30,6,3,1,62,4,2,20.0,25.0,50.0
Eric Page,8539,WR,8,TB,9,2,1,1,22,2,0,22.2,50.0,50.0
DeSean Jackson,4363,WR,16,PHI,119,33,16,0,553,16,8,27.7,0.0,48.5
Vernon Davis,2951,TE,15,SF,82,23,11,3,409,14,6,28.0,21.4,47.8
Jarius Wright,7118,WR,16,MIN,41,13,6,0,186,6,3,31.7,0.0,46.2
Alshon Jeffery,7048,WR,16,CHI,140,31,14,2,570,16,4,22.1,12.5,45.2
Julio Jones,6158,WR,5,ATL,57,9,4,1,196,5,1,15.8,20.0,44.4
Jimmy Graham,5619,TE,16,NO,134,18,8,0,321,8,5,13.4,0.0,44.4
Wes Welker,2204,WR,13,DEN,109,9,4,0,112,4,0,8.3,0.0,44.4
Tiquan Underwood,5177,WR,12,TB,44,9,4,1,177,5,3,20.5,20.0,44.4
Anquan Boldin,1369,WR,16,SF,123,16,7,1,202,8,0,13.0,12.5,43.8
Riley Cooper,5682,WR,16,PHI,81,16,7,1,280,8,5,19.8,12.5,43.8
Brent Celek,3778,TE,16,PHI,45,7,3,0,84,3,1,15.6,0.0,42.9
Tavon Austin,7789,WR,13,STR,65,7,3,0,113,3,1,10.8,0.0,42.9
Danny Amendola,4717,WR,12,NE,82,7,3,1,112,4,1,8.5,25.0,42.9
Brian Hartline,5031,WR,16,MIA,127,14,6,1,170,7,2,11.0,14.3,42.9
Kenny Stills,7926,WR,16,NO,46,14,6,0,340,6,5,30.4,0.0,42.9
Sidney Rice,3660,WR,8,SEA,32,7,3,0,78,3,2,21.9,0.0,42.9
T.Y. Hilton,7092,WR,16,IND,134,26,11,0,444,11,3,19.4,0.0,42.3
Brandon Marshall,3064,WR,16,CHI,158,31,13,0,397,13,5,19.6,0.0,41.9
Denarius Moore,6300,WR,13,OAK,81,12,5,0,199,5,1,14.8,0.0,41.7
Jerome Simpson,4360,WR,16,MIN,96,24,10,0,324,10,0,25.0,0.0,41.7
Josh Gordon,7618,WR,14,CLV,149,36,15,3,511,18,6,24.2,16.7,41.7
James Jones,3694,WR,14,GB,88,17,7,0,335,7,1,19.3,0.0,41.2
Demaryius Thomas,5547,WR,16,DEN,138,30,12,0,491,12,4,21.7,0.0,40.0
Golden Tate,5585,WR,16,SEA,93,20,8,0,294,8,2,21.5,0.0,40.0
Brice Butler,7991,WR,9,OAK,17,5,2,1,49,3,0,29.4,33.3,40.0
Rob Housler,6221,TE,13,ARZ,56,10,4,0,101,4,0,17.9,0.0,40.0
Vance McDonald,7836,TE,15,SF,18,5,2,1,43,3,0,27.8,33.3,40.0
Garrett Graham,5642,TE,13,HST,78,5,2,1,73,3,2,6.4,33.3,40.0
Jermaine Kearse,7428,WR,15,SEA,38,10,4,0,141,4,3,26.3,0.0,40.0
Jarrett Boykin,7363,WR,14,GB,75,10,4,1,149,5,0,13.3,20.0,40.0
Mike Williams,5625,WR,6,TB,39,5,2,0,45,2,1,12.8,0.0,40.0
Jordan Cameron,6254,TE,15,CLV,109,15,6,0,180,6,1,13.8,0.0,40.0
A.J. Green,6156,WR,16,CIN,172,39,15,2,586,17,8,22.7,11.8,38.5
Eddie Royal,4356,WR,15,SD,66,13,5,1,160,6,1,19.7,16.7,38.5
Nate Washington,2832,WR,16,TEN,101,21,8,1,318,9,2,20.8,11.1,38.1
Vincent Jackson,2278,WR,16,TB,156,29,11,1,431,12,2,18.6,8.3,37.9
Antonio Gates,1609,TE,16,SD,108,8,3,2,106,5,1,7.4,40.0,37.5
DeAndre Hopkins,7808,WR,16,HST,91,24,9,1,306,10,1,26.4,10.0,37.5
Rob Gronkowski,5567,TE,7,NE,64,8,3,0,103,3,1,12.5,0.0,37.5
Martellus Bennett,4375,TE,16,CHI,88,11,4,0,125,4,0,12.5,0.0,36.4
Andre Holmes,6489,WR,10,OAK,52,14,5,0,147,5,0,26.9,0.0,35.7
Kenbrell Thompkins,8126,WR,12,NE,69,14,5,0,150,5,1,20.3,0.0,35.7
Antonio Brown,5718,WR,16,PIT,159,28,10,0,313,10,4,17.6,0.0,35.7
Donnie Avery,4347,WR,16,KC,70,14,5,2,184,7,1,20.0,28.6,35.7
Victor Cruz,5827,WR,14,NYG,118,17,6,0,263,6,2,14.4,0.0,35.3
