player,player_id,position,player_game_count,team_name,targets,deep_targets,deep_receptions,deep_drops,deep_yards,deep_catchable,deep_touchdowns,target_rate,drop_rate,catch_rate
Julius Jones,1764,HB,16,DAL,25,0,0,0,0,0,0,0.0,,
Jared Allen,1847,ED,2,KC,2,0,0,0,0,0,0,0.0,,
Adimchinobe Echemandu,1924,HB,6,HST,2,0,0,0,0,0,0,0.0,,
Casey Cramer,1942,FB,5,TEN,1,0,0,0,0,0,0,0.0,,
Jon Bradley,1993,FB,14,DET,4,0,0,0,0,0,0,0.0,,
Brandon Middleton,2123,WR,4,DET,9,0,0,0,0,0,0,0.0,,
Richard Owens,2141,FB,8,STR,1,0,0,0,0,0,0,0.0,,
Willie Parker,2142,HB,14,PIT,25,0,0,0,0,0,0,0.0,,
Jason Wright,2212,HB,16,CLV,35,0,0,0,0,0,0,0.0,,
Ronnie Brown,2219,HB,7,MIA,45,0,0,0,0,0,0,0.0,,
Brandon Jacobs,2327,HB,11,NYG,33,0,0,0,0,0,0,0.0,,
Alvin Pearman,2344,HB,1,SEA,1,0,0,0,0,0,0,0.0,,
Darren Sproles,2347,HB,7,SD,12,0,0,0,0,0,0,0.0,,
Boomer Grigsby,2355,FB,9,KC,3,0,0,0,0,0,0,0.0,,
Justin Green,2375,FB,6,BLT,2,0,0,0,0,0,0,0.0,,
Billy Bajema,2466,TE,11,SF,1,0,0,0,0,0,0,0.0,,
Madison Hedgecock,2468,FB,15,NYG,11,0,0,0,0,0,0,0.0,,
Madison Hedgecock,2468,FB,1,STR,1,0,0,0,0,0,0,0.0,,
Joshua Cribbs,2544,WR,11,CLV,5,0,0,0,0,0,0,0.0,,
Tony Curtis,2552,TE,9,DAL,3,0,0,0,0,0,0,0.0,,
Alex Haynes,2636,HB,1,CAR,3,0,0,0,0,0,0,0.0,,
Jesse Chatman,2861,HB,11,MIA,33,0,0,0,0,0,0,0.0,,
Michael Gasperson,2890,WR,1,PHI,1,0,0,0,0,0,0,0.0,,
Laurence Maroney,2966,HB,13,NE,6,0,0,0,0,0,0,0.0,,
Joe Klopfenstein,2991,TE,16,STR,3,0,0,0,0,0,0,0.0,,
Dave Thomas,3031,TE,1,NE,1,0,0,0,0,0,0,0.0,,
Dominique Byrd,3038,TE,2,STR,5,0,0,0,0,0,0,0.0,,
Domenik Hixon,3075,WR,5,NYG,1,0,0,0,0,0,0,0.0,,
Jerome Harrison,3090,HB,3,CLV,2,0,0,0,0,0,0,0.0,,
Quinton Ganther,3191,FB,1,TEN,1,0,0,0,0,0,0,0.0,,
Shaun Bodiford,3235,WR,2,GB,1,0,0,0,0,0,0,0.0,,
Ahmard Hall,3336,FB,10,TEN,11,0,0,0,0,0,0,0.0,,
Oliver Hoyte,3357,FB,10,DAL,3,0,0,0,0,0,0,0.0,,
Fred Jackson,3368,HB,8,BUF,28,0,0,0,0,0,0,0.0,,
Anthony Mix,3436,WR,1,NYG,5,0,0,0,0,0,0,0.0,,
Isaac Smolko,3515,TE,5,JAX,2,0,0,0,0,0,0,0.0,,
Brian Leonard,3668,FB,16,STR,38,0,0,0,0,0,0,0.0,,
Matt Spaeth,3693,TE,14,PIT,6,0,0,0,0,0,0,0.0,,
Antonio Pittman,3723,HB,10,STR,7,0,0,0,0,0,0,0.0,,
Dwayne Wright,3727,HB,7,BUF,3,0,0,0,0,0,0,0.0,,
Chris Davis,3744,WR,6,TEN,9,0,0,0,0,0,0,0.0,,
Le'Ron McClain,3753,FB,14,BLT,11,0,0,0,0,0,0,0.0,,
Reagan Mauia,3797,FB,15,MIA,3,0,0,0,0,0,0,0.0,,
Korey Hall,3807,FB,13,GB,10,0,0,0,0,0,0,0.0,,
Deon Anderson,3811,FB,5,DAL,6,0,0,0,0,0,0,0.0,,
Deshawn Wynn,3844,HB,7,GB,14,0,0,0,0,0,0,0.0,,
Clifton Dawson,3923,HB,5,IND,5,0,0,0,0,0,0,0.0,,
Pierre Thomas,4080,HB,10,NO,18,0,0,0,0,0,0,0.0,,
Byron Storer,4125,FB,5,TB,3,0,0,0,0,0,0,0.0,,
Darius Walker,4248,HB,4,HST,14,0,0,0,0,0,0,0.0,,
Matt Willis,4283,WR,4,BLT,1,0,0,0,0,0,0,0.0,,
Greg Camarillo,2523,WR,10,MIA,10,1,1,0,21,1,1,10.0,0.0,100.0
Chad Lucas,2109,WR,2,TB,5,1,1,0,52,1,0,20.0,0.0,100.0
Joel Dreessen,2415,TE,11,HST,6,1,1,0,28,1,1,16.7,0.0,100.0
Ben Utecht,2199,TE,14,IND,36,1,1,0,28,1,0,2.8,0.0,100.0
Brandon Manumaleuna,876,TE,16,SD,12,1,1,0,40,1,0,8.3,0.0,100.0
Koren Robinson,2864,WR,9,GB,34,1,1,0,43,1,0,2.9,0.0,100.0
Nate Jackson,1259,TE,5,DEN,3,1,1,0,24,1,0,33.3,0.0,100.0
Hank Baskett,3220,WR,16,PHI,21,1,1,0,25,1,0,4.8,0.0,100.0
David Anderson,3196,WR,6,HST,15,1,1,0,24,1,0,6.7,0.0,100.0
Daniel Coats,3908,TE,15,CIN,15,2,2,0,50,2,0,13.3,0.0,100.0
Troy Walters,682,WR,10,DET,10,1,1,0,15,1,1,10.0,0.0,100.0
Seneca Wallace,1422,QB,7,SEA,3,1,1,0,29,1,0,33.3,0.0,100.0
Brian Westbrook,1094,HB,15,PHI,109,1,1,0,30,1,0,0.9,0.0,100.0
Randy McMichael,1114,TE,16,STR,61,1,1,0,29,1,1,1.6,0.0,100.0
Robert Royal,1151,TE,16,BUF,34,1,1,0,28,1,1,2.9,0.0,100.0
Sean Ryan,1865,TE,6,NYJ,5,2,2,0,44,2,0,40.0,0.0,100.0
Kevin Boss,3769,TE,10,NYG,14,1,1,0,23,1,0,7.1,0.0,100.0
Steve Heiden,481,TE,16,CLV,20,1,1,0,27,1,0,5.0,0.0,100.0
Jabar Gaffney,1040,WR,16,NE,46,7,6,0,218,6,3,15.2,0.0,85.7
Benjamin Watson,1753,TE,12,NE,48,5,4,0,109,4,1,10.4,0.0,80.0
Josh Reed,1043,WR,15,BUF,82,4,3,0,71,3,0,4.9,0.0,75.0
Alex Smith,2288,TE,14,TB,42,4,3,0,74,3,1,9.5,0.0,75.0
Donald Lee,1465,TE,15,GB,61,4,3,0,80,3,1,6.6,0.0,75.0
Reggie Kelly,468,TE,15,CIN,26,4,3,0,73,3,0,15.4,0.0,75.0
David Martin,916,TE,15,MIA,49,3,2,0,42,2,1,6.1,0.0,66.7
Jerramy Stevens,1035,TE,14,TB,20,3,2,0,48,2,2,15.0,0.0,66.7
Desmond Clark,529,TE,16,CHI,60,3,2,0,83,2,0,5.0,0.0,66.7
Marques Colston,3197,WR,16,NO,143,8,5,0,152,5,2,5.6,0.0,62.5
Brandon Stokley,498,WR,13,DEN,68,13,8,0,260,8,2,19.1,0.0,61.5
Samie Parker,1826,WR,15,KC,37,5,3,0,57,3,1,13.5,0.0,60.0
Reggie Williams,1730,WR,15,JAX,57,10,6,1,206,7,4,17.5,14.3,60.0
Andre' Davis,1054,WR,14,HST,59,12,7,0,286,7,3,20.3,0.0,58.3
Terrell Owens,188,WR,15,DAL,141,30,16,2,535,18,9,21.3,11.1,53.3
Chris Chambers,821,WR,10,SD,58,15,8,1,227,9,1,25.9,11.1,53.3
Braylon Edwards,2220,WR,16,CLV,147,29,15,3,527,18,7,19.7,16.7,51.7
Anthony Fasano,2998,TE,16,DAL,21,2,1,0,26,1,1,9.5,0.0,50.0
Daniel Graham,1028,TE,15,DEN,30,2,1,0,25,1,0,6.7,0.0,50.0
Wes Welker,2204,WR,16,NE,138,4,2,0,63,2,1,2.9,0.0,50.0
Wallace Wright,3563,WR,9,NYJ,11,2,1,0,36,1,0,18.2,0.0,50.0
Jerricho Cotchery,1829,WR,15,NYJ,120,16,8,1,259,9,1,13.3,11.1,50.0
Jason Avant,3054,WR,15,PHI,33,2,1,0,23,1,0,6.1,0.0,50.0
John Madsen,3408,TE,16,OAK,13,2,1,0,39,1,0,15.4,0.0,50.0
Jacoby Jones,3689,WR,14,HST,23,2,1,0,22,1,0,8.7,0.0,50.0
Anthony Gonzalez,3648,WR,13,IND,51,10,5,0,176,5,2,19.6,0.0,50.0
Bobby Wade,1448,WR,16,MIN,81,6,3,1,98,4,0,7.4,25.0,50.0
George Wrighster,1417,TE,11,JAX,22,2,1,0,36,1,0,9.1,0.0,50.0
Anquan Boldin,1369,WR,12,ARZ,96,12,6,0,181,6,2,12.5,0.0,50.0
Najeh Davenport,1131,HB,15,PIT,25,2,1,0,32,1,1,8.0,0.0,50.0
Matt Schobel,1074,TE,14,PHI,17,2,1,0,13,1,1,11.8,0.0,50.0
Reggie Wayne,800,WR,16,IND,148,33,16,2,579,18,6,22.3,11.1,48.5
Larry Fitzgerald,1724,WR,15,ARZ,153,29,14,0,448,14,4,19.0,0.0,48.3
Tony Gonzalez,237,TE,16,KC,144,15,7,0,178,7,2,10.4,0.0,46.7
Santonio Holmes,2970,WR,13,PIT,85,24,11,0,404,11,4,28.2,0.0,45.8
James Jones,3694,WR,16,GB,77,11,5,0,217,5,2,14.3,0.0,45.5
Antonio Gates,1609,TE,16,SD,109,20,9,1,264,10,4,18.3,10.0,45.0
Jeremy Shockey,1021,TE,14,NYG,87,9,4,2,99,6,0,10.3,33.3,44.4
Bobby Engram,177,WR,16,SEA,127,18,8,1,211,9,3,14.2,11.1,44.4
Nate Washington,2832,WR,16,PIT,53,18,8,1,222,9,4,34.0,11.1,44.4
Ronald Curry,1199,WR,16,OAK,92,18,8,0,286,8,2,19.6,0.0,44.4
Torry Holt,441,WR,16,STR,142,25,11,0,346,11,1,17.6,0.0,44.0
Roddy White,2244,WR,16,ATL,132,25,11,0,342,11,3,18.9,0.0,44.0
Deion Branch,1072,WR,11,SEA,78,16,7,1,221,8,3,20.5,12.5,43.8
Tim Dwight,390,WR,6,OAK,14,7,3,0,65,3,2,50.0,0.0,42.9
Greg Olsen,3647,TE,14,CHI,63,7,3,0,66,3,1,11.1,0.0,42.9
Greg Lewis,1650,WR,15,PHI,21,7,3,0,118,3,1,33.3,0.0,42.9
Marvin Harrison,162,WR,5,IND,32,7,3,0,106,3,1,21.9,0.0,42.9
Jerheme Urban,1709,WR,10,ARZ,36,7,3,1,102,4,0,19.4,25.0,42.9
Jason Witten,1384,TE,16,DAL,141,14,6,0,196,6,2,9.9,0.0,42.9
Tony Scheffler,3006,TE,13,DEN,62,7,3,0,97,3,0,11.3,0.0,42.9
Greg Jennings,2997,WR,13,GB,83,19,8,1,393,9,5,22.9,11.1,42.1
Dennis Northcutt,605,WR,15,JAX,68,12,5,0,155,5,2,17.6,0.0,41.7
Santana Moss,786,WR,14,WAS,108,24,10,2,337,12,2,22.2,16.7,41.7
Laveranues Coles,638,WR,12,NYJ,83,17,7,1,233,8,1,20.5,12.5,41.2
Mark Clayton,2239,WR,16,BLT,86,10,4,0,154,4,0,11.6,0.0,40.0
Owen Daniels,3043,TE,16,HST,87,5,2,0,52,2,0,5.7,0.0,40.0
Devery Henderson,1771,WR,16,NO,45,15,6,3,253,9,2,33.3,33.3,40.0
Ike Hilliard,233,WR,15,TB,83,5,2,0,97,2,0,6.0,0.0,40.0
Michael Clayton,1736,WR,14,TB,35,5,2,0,64,2,0,14.3,0.0,40.0
Sam Hurd,3362,WR,16,DAL,36,5,2,0,61,2,0,13.9,0.0,40.0
Heath Miller,2247,TE,16,PIT,58,5,2,0,46,2,1,8.6,0.0,40.0
Shaun McDonald,1418,WR,16,DET,118,18,7,1,181,8,2,15.3,12.5,38.9
Chad Johnson,806,WR,16,CIN,158,31,12,3,388,15,2,19.6,20.0,38.7
Donald Driver,533,WR,15,GB,116,13,5,1,178,6,0,11.2,16.7,38.5
Reggie Brown,2252,WR,16,PHI,104,16,6,0,180,6,3,15.4,0.0,37.5
Chris Cooley,1802,TE,16,WAS,103,16,6,1,174,7,3,15.5,14.3,37.5
Dallas Clark,1340,TE,15,IND,92,11,4,1,127,5,1,12.0,20.0,36.4
Sidney Rice,3660,WR,13,MIN,49,11,4,1,137,5,3,22.4,20.0,36.4
Patrick Crayton,1932,WR,15,DAL,79,14,5,0,164,5,1,17.7,0.0,35.7
Randy Moss,342,WR,16,NE,157,42,15,4,630,19,10,26.8,21.1,35.7
Roydell Williams,2353,WR,16,TEN,86,14,5,1,217,6,2,16.3,16.7,35.7
Dwayne Bowe,3639,WR,16,KC,118,26,9,2,248,11,4,22.0,18.2,34.6
Jerry Porter,617,WR,16,OAK,90,29,10,0,323,10,3,32.2,0.0,34.5
Devin Aromashodu,3178,WR,6,IND,15,3,1,1,28,2,0,20.0,50.0,33.3
James Thrash,323,WR,12,WAS,17,9,3,0,74,3,1,52.9,0.0,33.3
Brent Celek,3778,TE,16,PHI,19,3,1,0,29,1,0,15.8,0.0,33.3
Todd Heap,801,TE,6,BLT,31,3,1,0,37,1,0,9.7,0.0,33.3
Dwayne Jarrett,3661,WR,6,CAR,13,3,1,0,22,1,0,23.1,0.0,33.3
Donte' Stallworth,1020,WR,16,NE,69,12,4,2,172,6,1,17.4,33.3,33.3
Maurice Morris,1061,HB,14,SEA,28,3,1,0,34,1,1,10.7,0.0,33.3
Kevin Walter,1549,WR,16,HST,101,15,5,0,167,5,0,14.9,0.0,33.3
Taylor Jacobs,1360,WR,4,SF,9,3,1,0,21,1,1,33.3,0.0,33.3
L.J. Smith,1376,TE,10,PHI,40,6,2,0,50,2,0,15.0,0.0,33.3
Glenn Holt,3355,WR,9,CIN,21,3,1,0,22,1,0,14.3,0.0,33.3
Malcom Floyd,2044,WR,6,SD,13,3,1,0,25,1,0,23.1,0.0,33.3
Yamon Figurs,3690,WR,5,BLT,3,3,1,0,36,1,0,100.0,0.0,33.3
Kevin Curtis,1389,WR,16,PHI,126,28,9,0,312,9,3,22.2,0.0,32.1
Vincent Jackson,2278,WR,16,SD,75,25,8,2,227,10,3,33.3,20.0,32.0
Muhsin Muhammad,173,WR,16,CHI,74,16,5,0,105,5,2,21.6,0.0,31.3
Arnaz Battle,1499,WR,16,SF,91,13,4,1,117,5,1,14.3,20.0,30.8
Joey Galloway,117,WR,15,TB,95,26,8,0,382,8,5,27.4,0.0,30.8
Lee Evans,1734,WR,16,BUF,105,23,7,0,319,7,2,21.9,0.0,30.4
Ruvell Martin,2111,WR,15,GB,28,10,3,0,85,3,2,35.7,0.0,30.0
Derrick Mason,271,WR,16,BLT,151,10,3,0,129,3,1,6.6,0.0,30.0
Antwaan Randle El,1069,WR,15,WAS,77,10,3,1,138,4,0,13.0,25.0,30.0
Andre Johnson,1319,WR,9,HST,82,17,5,0,239,5,3,20.7,0.0,29.4
T.J. Houshmandzadeh,921,WR,16,CIN,164,21,6,0,153,6,4,12.8,0.0,28.6
Isaac Bruce,80,WR,14,STR,98,21,6,1,161,7,1,21.4,14.3,28.6
