player,player_id,position,player_game_count,team_name,targets,deep_targets,deep_receptions,deep_drops,deep_yards,deep_catchable,deep_touchdowns,target_rate,drop_rate,catch_rate
Maurice Jones-Drew,3005,HB,5,JAX,18,0,0,0,0,0,0,0.0,,
Andre Holmes,6489,WR,2,DAL,2,0,0,0,0,0,0,0.0,,
Leonard Pope,3017,TE,6,PIT,3,0,0,0,0,0,0,0.0,,
Michael Robinson,3045,FB,16,SEA,15,0,0,0,0,0,0,0.0,,
Matt Asiata,6432,FB,2,MIN,1,0,0,0,0,0,0,0.0,,
Guy Whimper,3074,T,2,JAX,2,0,0,0,0,0,0,0.0,,
Phillip Tanner,6420,HB,6,DAL,5,0,0,0,0,0,0,0.0,,
Lawrence Vickers,3125,FB,16,DAL,15,0,0,0,0,0,0,0.0,,
David Ausberry,6393,TE,15,OAK,11,0,0,0,0,0,0,0.0,,
Anthony Allen,6377,HB,6,BLT,4,0,0,0,0,0,0,0.0,,
Shaun Chapas,6372,FB,2,DET,2,0,0,0,0,0,0,0.0,,
Micheal Spurlock,3517,WR,5,JAX,19,0,0,0,0,0,0,0.0,,
Micheal Spurlock,3517,WR,7,SD,10,0,0,0,0,0,0,0.0,,
Ryan Taylor,6370,TE,10,GB,1,0,0,0,0,0,0,0.0,,
Virgil Green,6356,TE,7,DEN,6,0,0,0,0,0,0,0.0,,
Marshawn Lynch,3628,HB,16,SEA,28,0,0,0,0,0,0,0.0,,
Jordan Todman,6335,HB,1,JAX,1,0,0,0,0,0,0,0.0,,
Richard Gordon,6333,TE,6,OAK,5,0,0,0,0,0,0,0.0,,
Evan Royster,6329,HB,14,WAS,19,0,0,0,0,0,0,0.0,,
Brandon Jackson,3679,HB,2,CLV,3,0,0,0,0,0,0,0.0,,
Dion Lewis,6301,HB,7,PHI,2,0,0,0,0,0,0,0.0,,
Kealoha Pilares,6284,WR,6,CAR,3,0,0,0,0,0,0,0.0,,
Kendall Hunter,6267,HB,11,SF,12,0,0,0,0,0,0,0.0,,
Roy Helu,6257,HB,3,WAS,7,0,0,0,0,0,0,0.0,,
Jason Snelling,3860,HB,16,ATL,35,0,0,0,0,0,0,0.0,,
David Paulson,7660,TE,14,PIT,8,0,0,0,0,0,0,0.0,,
Jackie Battle,3885,HB,9,SD,15,0,0,0,0,0,0,0.0,,
Danny Ware,4095,HB,16,TB,19,0,0,0,0,0,0,0.0,,
Felix Jones,4336,HB,15,DAL,34,0,0,0,0,0,0,0.0,,
Luke Stocker,6256,TE,16,TB,21,0,0,0,0,0,0,0.0,,
Daniel Thomas,6214,HB,12,MIA,20,0,0,0,0,0,0,0.0,,
Patrick Peterson,6157,CB,4,ARZ,3,0,0,0,0,0,0,0.0,,
Richard Brockel,6037,TE,4,CAR,1,0,0,0,0,0,0,0.0,,
Cyrus Gray,7655,HB,4,KC,3,0,0,0,0,0,0,0.0,,
Jamaal Charles,4387,HB,16,KC,43,0,0,0,0,0,0,0.0,,
Mitch Unrein,6031,DI,3,DEN,1,0,0,0,0,0,0,0.0,,
Chris Gronkowski,5926,FB,3,DEN,1,0,0,0,0,0,0,0.0,,
LeGarrette Blount,5863,HB,9,TB,1,0,0,0,0,0,0,0.0,,
David Nelson,5862,WR,1,BUF,5,0,0,0,0,0,0,0.0,,
Andre Caldwell,4411,WR,4,DEN,4,0,0,0,0,0,0,0.0,,
Keiland Williams,5794,HB,3,DET,2,0,0,0,0,0,0,0.0,,
Jerome Felton,4460,FB,16,MIN,4,0,0,0,0,0,0,0.0,,
Michael Palmer,5784,TE,12,ATL,6,0,0,0,0,0,0,0.0,,
Erik Lorig,5775,FB,16,TB,16,0,0,0,0,0,0,0.0,,
Dedrick Epps,5758,TE,2,NYJ,1,0,0,0,0,0,0,0.0,,
Jim Dray,5756,TE,2,ARZ,2,0,0,0,0,0,0,0.0,,
Trindon Holliday,5720,WR,2,DEN,2,0,0,0,0,0,0,0.0,,
Kregg Lumpkin,4714,HB,4,NYG,1,0,0,0,0,0,0,0.0,,
Mike Cox,4716,FB,8,ATL,3,0,0,0,0,0,0,0.0,,
James Starks,5716,HB,6,GB,6,0,0,0,0,0,0,0.0,,
Jed Collins,4743,FB,14,NO,15,0,0,0,0,0,0,0.0,,
Dezmon Briscoe,5714,WR,5,WAS,5,0,0,0,0,0,0,0.0,,
Garrett Graham,5642,TE,15,HST,35,0,0,0,0,0,0,0.0,,
Lance Ball,4808,HB,11,DEN,11,0,0,0,0,0,0,0.0,,
Joe Hawley,5641,C,1,ATL,2,0,0,0,0,0,0,0.0,,
Joe McKnight,5636,HB,9,NYJ,2,0,0,0,0,0,0,0.0,,
Mardy Gilyard,5623,WR,2,NYJ,5,0,0,0,0,0,0,0.0,,
Mike Johnson,5622,G,2,ATL,1,0,0,0,0,0,0,0.0,,
Ben Tate,5583,HB,10,HST,11,0,0,0,0,0,0,0.0,,
Brian Robiskie,4959,WR,5,DET,6,0,0,0,0,0,0,0.0,,
Arrelious Benn,5564,WR,7,TB,6,0,0,0,0,0,0,0.0,,
Shonn Greene,4988,HB,16,NYJ,26,0,0,0,0,0,0,0.0,,
Ryan Mathews,5537,HB,12,SD,52,0,0,0,0,0,0,0.0,,
Jonathan Grimes,7585,HB,2,NYJ,2,0,0,0,0,0,0,0.0,,
Curtis Brinkley,5514,HB,6,SD,12,0,0,0,0,0,0,0.0,,
Austin Collie,5051,WR,1,IND,1,0,0,0,0,0,0,0.0,,
Javon Ringer,5097,HB,2,TEN,4,0,0,0,0,0,0,0.0,,
Cedric Peerman,5109,HB,9,CIN,9,0,0,0,0,0,0,0.0,,
Antone Smith,5440,HB,2,ATL,1,0,0,0,0,0,0,0.0,,
John Phillips,5132,TE,16,DAL,10,0,0,0,0,0,0,0.0,,
Darrel Young,5438,FB,16,WAS,9,0,0,0,0,0,0,0.0,,
Sammie Stroughter,5157,WR,1,TB,2,0,0,0,0,0,0,0.0,,
Rashad Jennings,5174,HB,10,JAX,23,0,0,0,0,0,0,0.0,,
Arian Foster,5398,HB,16,HST,53,0,0,0,0,0,0,0.0,,
Will Ta'ufo'ou,5226,FB,4,JAX,1,0,0,0,0,0,0,0.0,,
Isaac Redman,5233,HB,14,PIT,21,0,0,0,0,0,0,0.0,,
Kahlil Bell,5243,HB,3,CHI,1,0,0,0,0,0,0,0.0,,
Kahlil Bell,5243,HB,2,NYJ,1,0,0,0,0,0,0,0.0,,
Zach Potter,5302,TE,15,JAX,6,0,0,0,0,0,0,0.0,,
Chris Pressley,5347,FB,14,CIN,3,0,0,0,0,0,0,0.0,,
Brit Miller,5340,FB,9,STR,1,0,0,0,0,0,0,0.0,,
LaRod Stephens-Howling,5164,HB,14,ARZ,28,0,0,0,0,0,0,0.0,,
Tom Crabtree,5458,TE,14,GB,9,0,0,0,0,0,0,0.0,,
Jake O'Connell,5161,TE,3,KC,3,0,0,0,0,0,0,0.0,,
Brandon Myers,5126,TE,16,OAK,101,0,0,0,0,0,0,0.0,,
Tim Tebow,5550,QB,3,NYJ,1,0,0,0,0,0,0,0.0,,
Bear Pascoe,5108,TE,15,NYG,6,0,0,0,0,0,0,0.0,,
Quinn Johnson,5069,FB,15,TEN,8,0,0,0,0,0,0,0.0,,
Toby Gerhart,5576,HB,16,MIN,25,0,0,0,0,0,0,0.0,,
Montario Hardesty,5584,HB,9,CLV,4,0,0,0,0,0,0,0.0,,
Andre Brown,5053,HB,8,NYG,14,0,0,0,0,0,0,0.0,,
Mike Goodson,5034,HB,11,OAK,16,0,0,0,0,0,0,0.0,,
Travis Beckum,5023,TE,3,NYG,1,0,0,0,0,0,0,0.0,,
Chase Coffman,5021,TE,5,ATL,1,0,0,0,0,0,0,0.0,,
Patrick Turner,5010,WR,1,NYJ,4,0,0,0,0,0,0,0.0,,
Will Beatty,4983,T,1,NYG,1,0,0,0,0,0,0,0.0,,
LeSean McCoy,4976,HB,12,PHI,63,0,0,0,0,0,0,0.0,,
Beanie Wells,4954,HB,8,ARZ,1,0,0,0,0,0,0,0.0,,
John Conner,5662,FB,2,CIN,1,0,0,0,0,0,0,0.0,,
John Conner,5662,FB,3,NYJ,1,0,0,0,0,0,0,0.0,,
David Reed,5679,WR,2,BLT,6,0,0,0,0,0,0,0.0,,
Matt Tennant,5681,G,1,PHI,1,0,0,0,0,0,0,0.0,,
Donald Brown,4950,HB,10,IND,12,0,0,0,0,0,0,0.0,,
Nate Byham,5705,TE,10,TB,4,0,0,0,0,0,0,0.0,,
Knowshon Moreno,4935,HB,8,DEN,24,0,0,0,0,0,0,0.0,,
Stefan Logan,4909,HB,8,DET,7,0,0,0,0,0,0,0.0,,
Mike Tolbert,4740,FB,16,CAR,35,0,0,0,0,0,0,0.0,,
Matthew Mulligan,4701,TE,16,STR,12,0,0,0,0,0,0,0.0,,
BenJarvus Green-Ellis,4599,HB,15,CIN,26,0,0,0,0,0,0,0.0,,
Joique Bell,5797,HB,15,DET,65,0,0,0,0,0,0,0.0,,
Keith Toston,5821,HB,1,JAX,4,0,0,0,0,0,0,0.0,,
Justin Forsett,4547,HB,9,HST,4,0,0,0,0,0,0,0.0,,
Alfonso Smith,5877,HB,3,ARZ,3,0,0,0,0,0,0,0.0,,
Preston Parker,5950,WR,2,TB,2,0,0,0,0,0,0,0.0,,
Peyton Hillis,4541,HB,13,KC,12,0,0,0,0,0,0,0.0,,
Chris Ivory,6007,HB,6,NO,3,0,0,0,0,0,0,0.0,,
Brandon Banks,6053,WR,8,WAS,8,0,0,0,0,0,0,0.0,,
Jalen Parmele,4490,HB,8,JAX,9,0,0,0,0,0,0,0.0,,
Tashard Choice,4436,HB,8,BUF,9,0,0,0,0,0,0,0.0,,
Jacob Hester,4383,FB,3,DEN,1,0,0,0,0,0,0,0.0,,
Mark Ingram II,6180,HB,16,NO,10,0,0,0,0,0,0,0.0,,
Ryan Williams,6190,HB,5,ARZ,10,0,0,0,0,0,0,0.0,,
Kevin Smith,4378,HB,11,DET,15,0,0,0,0,0,0,0.0,,
John Carlson,4352,TE,14,MIN,14,0,0,0,0,0,0,0.0,,
Rashard Mendenhall,4337,HB,6,PIT,9,0,0,0,0,0,0,0.0,,
Mikel Leshoure,6209,HB,14,DET,45,0,0,0,0,0,0,0.0,,
Jonathan Stewart,4327,HB,9,CAR,22,0,0,0,0,0,0,0.0,,
DeMarco Murray,6223,HB,10,DAL,41,0,0,0,0,0,0,0.0,,
Stevan Ridley,6225,HB,16,NE,11,0,0,0,0,0,0,0.0,,
Alex Green,6248,HB,10,GB,27,0,0,0,0,0,0,0.0,,
Darren McFadden,4318,HB,12,OAK,58,0,0,0,0,0,0,0.0,,
Delone Carter,6271,HB,6,IND,2,0,0,0,0,0,0,0.0,,
Owen Marecic,6276,FB,7,CLV,4,0,0,0,0,0,0,0.0,,
Taiwan Jones,6277,HB,3,OAK,1,0,0,0,0,0,0,0.0,,
Bilal Powell,6278,HB,14,NYJ,29,0,0,0,0,0,0,0.0,,
Jamie Harper,6282,HB,8,TEN,1,0,0,0,0,0,0,0.0,,
Anthony Sherman,6288,FB,13,ARZ,7,0,0,0,0,0,0,0.0,,
Jacquizz Rodgers,6297,HB,16,ATL,58,0,0,0,0,0,0,0.0,,
Eric Weems,4097,WR,8,CHI,3,0,0,0,0,0,0,0.0,,
Pierre Thomas,4080,HB,15,NO,45,0,0,0,0,0,0,0.0,,
Lee Smith,6311,TE,9,BUF,4,0,0,0,0,0,0,0.0,,
Reagan Mauia,3797,FB,2,ARZ,1,0,0,0,0,0,0,0.0,,
Bruce Miller,6363,FB,16,SF,13,0,0,0,0,0,0,0.0,,
Baron Batch,6384,HB,7,PIT,6,0,0,0,0,0,0,0.0,,
Stephen Burton,6388,WR,11,MIN,11,0,0,0,0,0,0,0.0,,
Stanley Havili,6392,FB,15,PHI,11,0,0,0,0,0,0,0.0,,
Shaun Draughn,6440,HB,14,KC,27,0,0,0,0,0,0,0.0,,
Konrad Reuland,6469,TE,15,NYJ,16,0,0,0,0,0,0,0.0,,
Allen Reisner,6493,TE,1,MIN,1,0,0,0,0,0,0,0.0,,
Le'Ron McClain,3753,FB,16,SD,8,0,0,0,0,0,0,0.0,,
Isaiah Stanback,3719,TE,2,JAX,1,0,0,0,0,0,0,0.0,,
Michael Bush,3716,HB,12,CHI,11,0,0,0,0,0,0,0.0,,
Dane Sanzenbacher,6570,WR,3,CHI,2,0,0,0,0,0,0,0.0,,
Matt Spaeth,3693,TE,15,CHI,9,0,0,0,0,0,0,0.0,,
Brian Leonard,3668,HB,15,CIN,15,0,0,0,0,0,0,0.0,,
Tommy Gallarda,6594,TE,6,ATL,3,0,0,0,0,0,0,0.0,,
Richard Murphy,6602,HB,5,JAX,1,0,0,0,0,0,0,0.0,,
Brady Quinn,3638,QB,1,KC,1,0,0,0,0,0,0,0.0,,
Mike Higgins,6689,TE,1,NO,1,0,0,0,0,0,0,0.0,,
Ted Ginn Jr.,3625,WR,7,SF,2,0,0,0,0,0,0,0.0,,
Armando Allen,6723,HB,5,CHI,2,0,0,0,0,0,0,0.0,,
Montell Owens,3452,HB,10,JAX,10,0,0,0,0,0,0,0.0,,
Jeff King,3100,TE,16,ARZ,26,0,0,0,0,0,0,0.0,,
William Powell,6939,HB,11,ARZ,23,0,0,0,0,0,0,0.0,,
Terrelle Pryor,6944,QB,1,OAK,1,0,0,0,0,0,0,0.0,,
Dominique Jones,6988,TE,4,IND,1,0,0,0,0,0,0,0.0,,
Leon Washington,3062,HB,10,SEA,7,0,0,0,0,0,0,0.0,,
Dave Thomas,3031,TE,15,NO,16,0,0,0,0,0,0,0.0,,
Joshua Cribbs,2544,WR,14,CLV,10,0,0,0,0,0,0,0.0,,
LaMichael James,7063,HB,4,SF,5,0,0,0,0,0,0,0.0,,
Billy Bajema,2466,TE,5,BLT,1,0,0,0,0,0,0,0.0,,
Ronnie Hillman,7069,HB,14,DEN,12,0,0,0,0,0,0,0.0,,
Ruvell Martin,2111,WR,9,BUF,6,0,0,0,0,0,0,0.0,,
Vonta Leach,2100,FB,16,BLT,23,0,0,0,0,0,0,0.0,,
Bernard Pierce,7085,HB,15,BLT,10,0,0,0,0,0,0,0.0,,
Chris Cooley,1802,TE,6,WAS,3,0,0,0,0,0,0,0.0,,
Lamar Miller,7097,HB,9,MIA,7,0,0,0,0,0,0,0.0,,
Steven Jackson,1745,HB,16,STR,49,0,0,0,0,0,0,0.0,,
Devon Wylie,7107,WR,5,KC,12,0,0,0,0,0,0,0.0,,
Evan Rodriguez,7111,FB,12,CHI,6,0,0,0,0,0,0,0.0,,
Willis McGahee,1339,HB,10,DEN,31,0,0,0,0,0,0,0.0,,
Kellen Winslow,1727,TE,1,NE,2,0,0,0,0,0,0,0.0,,
Corey McIntyre,1278,FB,7,BUF,1,0,0,0,0,0,0,0.0,,
Rhett Ellison,7128,FB,16,MIN,9,0,0,0,0,0,0,0.0,,
Randy McMichael,1114,TE,15,SD,11,0,0,0,0,0,0,0.0,,
Chris Rainey,7152,HB,15,PIT,21,0,0,0,0,0,0,0.0,,
Todd Heap,801,TE,2,ARZ,12,0,0,0,0,0,0,0.0,,
Nate Eachus,7722,FB,8,KC,3,0,0,0,0,0,0,0.0,,
James Hanna,7175,TE,14,DAL,11,0,0,0,0,0,0,0.0,,
Brad Smelley,7662,TE,2,CLV,1,0,0,0,0,0,0,0.0,,
Donald Driver,533,WR,13,GB,13,1,1,0,26,1,1,7.7,0.0,100.0
Joel Dreessen,2415,TE,16,DEN,57,3,3,0,72,3,1,5.3,0.0,100.0
Ahmad Bradshaw,3866,HB,14,NYG,26,1,1,0,41,1,0,3.8,0.0,100.0
Ray Rice,4369,HB,16,BLT,80,1,1,0,31,1,0,1.3,0.0,100.0
Ramses Barden,5008,WR,11,NYG,19,1,1,0,31,1,0,5.3,0.0,100.0
Orson Charles,7116,TE,16,CIN,9,1,1,0,25,1,0,11.1,0.0,100.0
Josh Cooper,7672,WR,6,CLV,16,1,1,0,28,1,0,6.3,0.0,100.0
Kevin Boss,3769,TE,2,KC,3,2,2,0,51,2,1,66.7,0.0,100.0
Fred Davis,4362,TE,7,WAS,32,2,2,0,55,2,0,6.3,0.0,100.0
Lavelle Hawkins,4440,WR,6,TEN,11,1,1,0,42,1,0,9.1,0.0,100.0
Gary Barnidge,4455,TE,16,CAR,6,1,1,0,24,1,1,16.7,0.0,100.0
Michael Hoomanawanui,5655,TE,13,NE,5,2,2,0,73,2,0,40.0,0.0,100.0
Seyi Ajirotutu,6035,WR,3,SD,3,1,1,0,28,1,0,33.3,0.0,100.0
Charles Clay,6326,TE,14,MIA,28,2,2,0,53,2,1,7.1,0.0,100.0
Garrett Celek,7274,TE,7,SF,6,1,1,0,35,1,0,16.7,0.0,100.0
Zach Miller,3654,TE,16,SEA,46,7,6,0,144,6,2,15.2,0.0,85.7
Anthony McCoy,5708,TE,16,SEA,23,4,3,0,138,3,1,17.4,0.0,75.0
Delanie Walker,3120,TE,16,SF,37,11,8,1,220,9,2,29.7,11.1,72.7
Santana Moss,786,WR,16,WAS,60,7,5,1,221,6,4,11.7,16.7,71.4
Rueben Randle,7065,WR,14,NYG,32,7,5,0,189,5,2,21.9,0.0,71.4
Dustin Keller,4344,TE,8,NYJ,36,3,2,0,54,2,0,8.3,0.0,66.7
Tandon Doss,6275,WR,14,BLT,14,3,2,0,65,2,0,21.4,0.0,66.7
Marlon Moore,5887,WR,13,MIA,11,3,2,0,66,2,1,27.3,0.0,66.7
Jeremy Kerley,6305,WR,16,NYJ,88,15,10,0,326,10,0,17.0,0.0,66.7
Jordan Shipley,5608,WR,6,JAX,33,3,2,0,52,2,0,9.1,0.0,66.7
Jason Avant,3054,WR,14,PHI,71,6,4,0,110,4,0,8.5,0.0,66.7
Niles Paul,6307,TE,16,WAS,15,3,2,0,51,2,1,20.0,0.0,66.7
Clyde Gates,6263,WR,11,NYJ,33,3,2,0,69,2,0,9.1,0.0,66.7
Rishard Matthews,7211,WR,7,MIA,18,3,2,0,58,2,0,16.7,0.0,66.7
Anquan Boldin,1369,WR,15,BLT,108,16,10,0,286,10,4,14.8,0.0,62.5
Randall Cobb,6216,WR,15,GB,102,16,10,2,276,12,4,15.7,16.7,62.5
Michael Crabtree,4933,WR,16,SF,118,8,5,0,170,5,3,6.8,0.0,62.5
Greg Olsen,3647,TE,16,CAR,96,8,5,1,140,6,1,8.3,16.7,62.5
Lance Kendricks,6199,TE,16,STR,57,5,3,0,128,3,1,8.8,0.0,60.0
Lance Moore,2718,WR,15,NO,100,20,12,0,403,12,3,20.0,0.0,60.0
Malcom Floyd,2044,WR,14,SD,82,19,11,0,310,11,0,23.2,0.0,57.9
Joe Morgan,6696,WR,14,NO,19,14,8,0,366,8,3,73.7,0.0,57.1
Sidney Rice,3660,WR,16,SEA,75,16,9,1,255,10,3,21.3,10.0,56.3
Jared Cook,5012,TE,13,TEN,68,9,5,0,165,5,3,13.2,0.0,55.6
Demaryius Thomas,5547,WR,16,DEN,138,30,16,1,498,17,5,21.7,5.9,53.3
T.Y. Hilton,7092,WR,15,IND,88,20,10,1,383,11,6,22.7,9.1,50.0
Dexter McCluster,5561,WR,16,KC,70,2,1,0,26,1,0,2.9,0.0,50.0
Brandon Tate,5006,WR,15,CIN,24,6,3,0,112,3,1,25.0,0.0,50.0
Steve Smith,837,WR,16,CAR,127,24,12,2,406,14,3,18.9,14.3,50.0
DeVier Posey,7070,WR,9,HST,13,2,1,0,36,1,0,15.4,0.0,50.0
Scott Chandler,3745,TE,15,BUF,70,4,2,0,44,2,2,5.7,0.0,50.0
Brandon Stokley,498,WR,15,DEN,57,8,4,1,119,5,3,14.0,20.0,50.0
Brent Celek,3778,TE,15,PHI,83,4,2,0,52,2,0,4.8,0.0,50.0
Rob Gronkowski,5567,TE,11,NE,77,10,5,2,143,7,2,13.0,28.6,50.0
Brandon LaFell,5602,WR,14,CAR,69,12,6,1,160,7,1,17.4,14.3,50.0
Fred Jackson,3368,HB,10,BUF,39,2,1,0,34,1,0,5.1,0.0,50.0
Ryan Broyles,7057,WR,10,DET,30,4,2,0,63,2,0,13.3,0.0,50.0
Dez Bryant,5549,WR,16,DAL,137,24,12,2,491,14,5,17.5,14.3,50.0
Donte' Stallworth,1020,WR,1,NE,2,2,1,0,63,1,1,100.0,0.0,50.0
Craig Stevens,4399,TE,15,TEN,31,2,1,0,46,1,0,6.5,0.0,50.0
Jimmy Graham,5619,TE,15,NO,131,10,5,1,135,6,2,7.6,16.7,50.0
Kyle Williams,5729,WR,11,SF,21,4,2,0,100,2,1,19.0,0.0,50.0
Vernon Davis,2951,TE,16,SF,56,12,6,0,175,6,1,21.4,0.0,50.0
Drew Davis,6525,WR,11,ATL,6,2,1,0,15,1,1,33.3,0.0,50.0
Brandon Gibson,5118,WR,16,STR,75,17,8,1,183,9,3,22.7,11.1,47.1
Reggie Wayne,800,WR,16,IND,179,32,15,1,390,16,1,17.9,6.3,46.9
Jordy Nelson,4350,WR,12,GB,71,13,6,1,276,7,3,18.3,14.3,46.2
Calvin Johnson,3618,WR,16,DET,199,46,21,2,652,23,3,23.1,8.7,45.7
Roddy White,2244,WR,16,ATL,138,22,10,0,350,10,3,15.9,0.0,45.5
Leonard Hankerson,6231,WR,16,WAS,55,9,4,0,170,4,2,16.4,0.0,44.4
Brian Hartline,5031,WR,16,MIA,118,25,11,1,421,12,1,21.2,8.3,44.0
Jermichael Finley,4405,TE,16,GB,85,7,3,2,80,5,0,8.2,40.0,42.9
Marcedes Lewis,2973,TE,16,JAX,75,7,3,0,72,3,0,9.3,0.0,42.9
Mario Manningham,4409,WR,12,SF,55,7,3,0,84,3,0,12.7,0.0,42.9
Titus Young,6196,WR,10,DET,53,7,3,2,115,5,2,13.2,40.0,42.9
Martellus Bennett,4375,TE,16,NYG,88,12,5,0,154,5,1,13.6,0.0,41.7
Marques Colston,3197,WR,16,NO,126,17,7,0,173,7,2,13.5,0.0,41.2
Golden Tate,5585,WR,15,SEA,65,22,9,0,343,9,3,33.8,0.0,40.9
Andre Roberts,5612,WR,15,ARZ,107,10,4,0,134,4,1,9.3,0.0,40.0
Jeremy Maclin,4942,WR,15,PHI,118,20,8,0,264,8,4,16.9,0.0,40.0
Brian Quick,7037,WR,15,STR,27,5,2,0,75,2,1,18.5,0.0,40.0
Emmanuel Sanders,5606,WR,16,PIT,69,15,6,1,161,7,0,21.7,14.3,40.0
Jermaine Gresham,5546,TE,16,CIN,92,5,2,0,47,2,0,5.4,0.0,40.0
Harry Douglas,4398,WR,15,ATL,56,10,4,1,119,5,0,17.9,20.0,40.0
Julio Jones,6158,WR,16,ATL,127,28,11,1,412,12,5,22.0,8.3,39.3
Cecil Shorts,6266,WR,14,JAX,101,18,7,2,246,9,3,17.8,22.2,38.9
Vincent Jackson,2278,WR,16,TB,137,44,17,2,633,19,3,32.1,10.5,38.6
Rod Streater,7416,WR,16,OAK,71,13,5,1,208,6,2,18.3,16.7,38.5
Doug Baldwin,6615,WR,14,SEA,46,8,3,0,117,3,1,17.4,0.0,37.5
Tiquan Underwood,5177,WR,14,TB,53,8,3,0,123,3,0,15.1,0.0,37.5
Danario Alexander,6106,WR,10,SD,54,8,3,0,110,3,3,14.8,0.0,37.5
Devin Hester,3002,WR,15,CHI,40,8,3,0,102,3,1,20.0,0.0,37.5
Pierre Garcon,4519,WR,10,WAS,63,8,3,1,76,4,0,12.7,25.0,37.5
Domenik Hixon,3075,WR,13,NYG,58,8,3,1,110,4,0,13.8,25.0,37.5
Wes Welker,2204,WR,16,NE,166,19,7,1,244,8,1,11.4,12.5,36.8
Danny Amendola,4717,WR,11,STR,94,11,4,1,138,5,0,11.7,20.0,36.4
Kevin Ogletree,5387,WR,15,DAL,55,11,4,0,152,4,2,20.0,0.0,36.4
Greg Little,6211,WR,16,CLV,87,11,4,1,103,5,2,12.6,20.0,36.4
Nate Washington,2832,WR,16,TEN,86,22,8,2,279,10,3,25.6,20.0,36.4
Victor Cruz,5827,WR,16,NYG,137,20,7,1,323,8,4,14.6,12.5,35.0
Eric Decker,5611,WR,16,DEN,120,23,8,3,257,11,2,19.2,27.3,34.8
Mike Williams,5625,WR,16,TB,120,35,12,0,450,12,2,29.2,0.0,34.3
Steve Breaston,3758,WR,10,KC,14,3,1,1,24,2,0,21.4,50.0,33.3
Brandon Marshall,3064,WR,16,CHI,181,33,11,4,361,15,3,18.2,26.7,33.3
Jerricho Cotchery,1829,WR,14,PIT,26,3,1,0,24,1,0,11.5,0.0,33.3
Nate Burleson,1386,WR,6,DET,41,3,1,0,21,1,0,7.3,0.0,33.3
Owen Daniels,3043,TE,15,HST,98,6,2,0,73,2,2,6.1,0.0,33.3
Ed Dickson,5595,TE,13,BLT,31,3,1,0,40,1,0,9.7,0.0,33.3
