player,player_id,position,player_game_count,team_name,targets,deep_targets,deep_receptions,deep_drops,deep_yards,deep_catchable,deep_touchdowns,target_rate,drop_rate,catch_rate
BenJarvus Green-Ellis,4599,HB,16,NE,13,0,0,0,0,0,0,0.0,,
Owen Schmitt,4477,FB,16,PHI,7,0,0,0,0,0,0,0.0,,
Kevin Faulk,470,HB,6,NE,9,0,0,0,0,0,0,0.0,,
Spencer Larsen,4497,FB,12,DEN,9,0,0,0,0,0,0,0.0,,
Lex Hilliard,4518,FB,14,MIA,6,0,0,0,0,0,0,0.0,,
Adrian Arrington,4551,WR,4,NO,3,0,0,0,0,0,0,0.0,,
Chauncey Washington,4527,HB,1,DAL,3,0,0,0,0,0,0,0.0,,
Brett Swain,4531,WR,4,SF,5,0,0,0,0,0,0,0.0,,
Justin Forsett,4547,HB,16,SEA,30,0,0,0,0,0,0,0.0,,
Brandon Stokley,498,WR,2,NYG,3,0,0,0,0,0,0,0.0,,
Armando Allen,6723,HB,2,CHI,1,0,0,0,0,0,0,0.0,,
Thomas Jones,585,HB,14,KC,7,0,0,0,0,0,0,0.0,,
Colin Cochart,6712,TE,9,CIN,8,0,0,0,0,0,0,0.0,,
Anthony Becht,602,TE,9,KC,3,0,0,0,0,0,0,0.0,,
Sammy Morris,678,HB,3,DAL,7,0,0,0,0,0,0,0.0,,
LaDainian Tomlinson,777,HB,14,NYJ,57,0,0,0,0,0,0,0.0,,
Jeff Maehl,6706,WR,1,HST,1,0,0,0,0,0,0,0.0,,
Mike Higgins,6689,TE,1,NO,1,0,0,0,0,0,0,0.0,,
Zack Pianalto,6681,TE,10,TB,5,0,0,0,0,0,0,0.0,,
Ryan Mahaffey,6660,FB,4,IND,1,0,0,0,0,0,0,0.0,,
Jamar Newsome,6603,WR,2,JAX,1,0,0,0,0,0,0,0.0,,
DuJuan Harris,6595,HB,5,JAX,1,0,0,0,0,0,0,0.0,,
Kyle Adams,6556,TE,1,CHI,1,0,0,0,0,0,0,0.0,,
Allen Reisner,6493,TE,4,MIN,1,0,0,0,0,0,0,0.0,,
Daniel Graham,1028,TE,13,TEN,5,0,0,0,0,0,0,0.0,,
Will Yeatman,6480,TE,1,MIA,1,0,0,0,0,0,0,0.0,,
Maurice Morris,1061,HB,14,DET,33,0,0,0,0,0,0,0.0,,
Joe Hastings,6473,WR,1,SF,1,0,0,0,0,0,0,0.0,,
