comparison_method,variant,incumbent_rmse,variant_rmse,pooled_delta_variant_minus_incumbent,recent_delta_variant_minus_incumbent,early_era_delta,expanded_era_delta,mean_season_delta,median_season_delta,season_wins,season_count,season_bootstrap_95_low,season_bootstrap_95_high,player_cluster_95_low,player_cluster_95_high
lasso,raw_percentile_coverage,2.9479160381396334,2.946388884360904,-0.0015271537787295841,-0.004397750477212359,-0.0004653277761894614,-0.005172939478383043,-0.001509325437066759,-0.00010299686976722455,5,9,-0.003219345753158631,-9.828172221304499e-05,-0.0030744017323528607,-0.00016579746202949376
random_forest,raw_percentile_coverage,2.8950979700365433,2.897129183524598,0.002031213488054462,0.005916405077388109,-0.0004264663077271358,0.010492924555548289,0.0019184315996476384,-0.003081140277252814,5,9,-0.005299319284510017,0.01016458138844678,-0.0033978482909825967,0.007327233668284594
lightgbm,raw_percentile_coverage,2.9078921774280677,2.906173004084751,-0.0017191733433166156,-0.011810658636412619,0.001620501100051186,-0.013255918492174334,-0.001640995260989116,0.0002489229078537214,4,9,-0.007685685403227449,0.0032375727278583922,-0.006602024129506001,0.0032499048061942555
random_forest_full_columns,raw_percentile_coverage,2.9079617471989865,2.9099754987318796,0.002013751532893071,-0.000694886471714895,0.0025848156918497622,5.3305126434644023e-05,0.0020769618407685047,-0.0021737314769452176,6,9,-0.005072075759270411,0.011396114532852497,-0.0011236915622310328,0.005156983548610946
