year,block,arm,player,pos,year_exp,forecast_cost
2023,5,excess_pure,Brandon Aiyuk,WR,3.0,15.0
2023,5,excess_pure,Christian McCaffrey,RB,6.0,106.0
2023,5,excess_pure,Cole Kmet,TE,3.0,2.0
2023,5,excess_pure,D'Andre Swift,RB,3.0,23.0
2023,5,excess_pure,Damien Harris,RB,4.0,2.0
2023,5,excess_pure,Jerick McKinnon,RB,9.0,2.0
2023,5,excess_pure,Jerry Jeudy,WR,3.0,9.0
2023,5,excess_pure,Joe Burrow,QB,3.0,16.0
2023,5,excess_pure,Marquise Brown,WR,4.0,8.0
2023,5,excess_pure,Romeo Doubs,WR,1.0,2.0
2023,5,excess_pure,Treylon Burks,WR,1.0,5.0
2023,5,excess_half_mean,Antonio Gibson,RB,3.0,8.0
2023,5,excess_half_mean,Austin Ekeler,RB,6.0,100.0
2023,5,excess_half_mean,Brandon Aiyuk,WR,3.0,15.0
2023,5,excess_half_mean,Christian McCaffrey,RB,6.0,106.0
2023,5,excess_half_mean,Cole Kmet,TE,3.0,2.0
2023,5,excess_half_mean,D'Andre Swift,RB,3.0,23.0
2023,5,excess_half_mean,Damien Harris,RB,4.0,2.0
2023,5,excess_half_mean,Jerick McKinnon,RB,9.0,2.0
2023,5,excess_half_mean,Jerry Jeudy,WR,3.0,9.0
2023,5,excess_half_mean,Joe Burrow,QB,3.0,16.0
2023,5,excess_half_mean,Marquise Brown,WR,4.0,8.0
2023,5,excess_half_mean,Romeo Doubs,WR,1.0,2.0
2023,5,excess_half_mean,Treylon Burks,WR,1.0,5.0
2023,6,mean_frontier,Austin Ekeler,RB,6.0,100.0
2023,6,mean_frontier,Breece Hall,RB,1.0,35.0
2023,6,mean_frontier,Christian Watson,WR,1.0,29.0
2023,6,mean_frontier,Dallas Goedert,TE,5.0,7.0
2023,6,mean_frontier,Dameon Pierce,RB,1.0,32.0
2023,6,mean_frontier,De'Von Achane,RB,0.0,3.0
2023,6,mean_frontier,Jerry Jeudy,WR,3.0,9.0
2023,6,mean_frontier,Kyle Pitts,TE,2.0,15.0
2023,6,mean_frontier,Lamar Jackson,QB,5.0,33.0
2023,6,mean_frontier,Marquise Brown,WR,4.0,8.0
2023,6,mean_frontier,Treylon Burks,WR,1.0,5.0
2023,6,mean_frontier,Zach Charbonnet,RB,0.0,7.0
2023,6,mean_frontier,Zay Flowers,WR,0.0,15.0
2023,6,excess_pure,AJ Dillon,RB,3.0,12.0
2023,6,excess_pure,Breece Hall,RB,1.0,35.0
2023,6,excess_pure,Christian McCaffrey,RB,6.0,106.0
2023,6,excess_pure,D'Andre Swift,RB,3.0,23.0
2023,6,excess_pure,Dalton Schultz,TE,5.0,2.0
2023,6,excess_pure,Dalvin Cook,RB,6.0,23.0
2023,6,excess_pure,De'Von Achane,RB,0.0,3.0
2023,6,excess_pure,Jameson Williams,WR,1.0,3.0
2023,6,excess_pure,Jerry Jeudy,WR,3.0,9.0
2023,6,excess_pure,Lamar Jackson,QB,5.0,33.0
2023,6,excess_pure,Michael Pittman,WR,3.0,11.0
2023,6,excess_pure,T.J. Hockenson,TE,4.0,22.0
2023,6,excess_pure,Zay Flowers,WR,0.0,15.0
2023,6,excess_half_mean,AJ Dillon,RB,3.0,12.0
2023,6,excess_half_mean,Breece Hall,RB,1.0,35.0
2023,6,excess_half_mean,Christian McCaffrey,RB,6.0,106.0
2023,6,excess_half_mean,D'Andre Swift,RB,3.0,23.0
2023,6,excess_half_mean,Dalton Schultz,TE,5.0,2.0
2023,6,excess_half_mean,Dalvin Cook,RB,6.0,23.0
2023,6,excess_half_mean,De'Von Achane,RB,0.0,3.0
2023,6,excess_half_mean,Jameson Williams,WR,1.0,3.0
2023,6,excess_half_mean,Jerry Jeudy,WR,3.0,9.0
2023,6,excess_half_mean,Lamar Jackson,QB,5.0,33.0
2023,6,excess_half_mean,Michael Pittman,WR,3.0,11.0
2023,6,excess_half_mean,T.J. Hockenson,TE,4.0,22.0
2023,6,excess_half_mean,Zay Flowers,WR,0.0,15.0
2023,7,mean_frontier,Brandon Aiyuk,WR,3.0,15.0
2023,7,mean_frontier,Christian McCaffrey,RB,6.0,106.0
2023,7,mean_frontier,Dameon Pierce,RB,1.0,32.0
2023,7,mean_frontier,Damien Harris,RB,4.0,2.0
2023,7,mean_frontier,De'Von Achane,RB,0.0,3.0
2023,7,mean_frontier,Drake London,WR,1.0,25.0
2023,7,mean_frontier,Jahmyr Gibbs,RB,0.0,59.0
2023,7,mean_frontier,Jerry Jeudy,WR,3.0,9.0
2023,7,mean_frontier,Joe Burrow,QB,3.0,16.0
2023,7,mean_frontier,Marquise Brown,WR,4.0,8.0
2023,7,mean_frontier,Treylon Burks,WR,1.0,5.0
2023,7,mean_frontier,Tyler Higbee,TE,7.0,2.0
2023,7,mean_frontier,Zay Flowers,WR,0.0,15.0
2023,7,excess_pure,Bijan Robinson,RB,0.0,101.0
2023,7,excess_pure,Christian McCaffrey,RB,6.0,106.0
2023,7,excess_pure,Jahan Dotson,WR,1.0,13.0
2023,7,excess_pure,Jakobi Meyers,WR,4.0,3.0
2023,7,excess_pure,Jalin Hyatt,WR,0.0,3.0
2023,7,excess_pure,Jerick McKinnon,RB,9.0,2.0
2023,7,excess_pure,Jerry Jeudy,WR,3.0,9.0
2023,7,excess_pure,Justin Fields,QB,2.0,21.0
2023,7,excess_pure,Kadarius Toney,WR,2.0,4.0
2023,7,excess_pure,Roschon Johnson,RB,0.0,2.0
2023,7,excess_pure,T.J. Hockenson,TE,4.0,22.0
2023,7,excess_pure,Treylon Burks,WR,1.0,5.0
2023,7,excess_pure,Zach Charbonnet,RB,0.0,7.0
2023,7,excess_half_mean,Austin Ekeler,RB,6.0,100.0
2023,7,excess_half_mean,Dalton Schultz,TE,5.0,2.0
2023,7,excess_half_mean,Dameon Pierce,RB,1.0,32.0
2023,7,excess_half_mean,Damien Harris,RB,4.0,2.0
2023,7,excess_half_mean,Devin Singletary,RB,4.0,2.0
2023,7,excess_half_mean,Drake London,WR,1.0,25.0
2023,7,excess_half_mean,Jamaal Williams,RB,6.0,5.0
2023,7,excess_half_mean,Jerry Jeudy,WR,3.0,9.0
2023,7,excess_half_mean,Josh Allen,QB,5.0,51.0
2023,7,excess_half_mean,Marquise Brown,WR,4.0,8.0
2023,7,excess_half_mean,Tee Higgins,WR,3.0,45.0
2023,7,excess_half_mean,Tyler Higbee,TE,7.0,2.0
2023,7,excess_half_mean,Zay Flowers,WR,0.0,15.0
2024,0,mean_frontier,Bijan Robinson,RB,1.0,97.0
2024,0,mean_frontier,Brian Thomas Jr.,WR,0.0,4.0
2024,0,mean_frontier,Chase Brown,RB,1.0,10.0
2024,0,mean_frontier,Diontae Johnson,WR,5.0,9.0
2024,0,mean_frontier,Ezekiel Elliott,RB,8.0,9.0
2024,0,mean_frontier,Gus Edwards,RB,6.0,8.0
2024,0,mean_frontier,Jalen Hurts,QB,4.0,28.0
2024,0,mean_frontier,Jayden Reed,WR,1.0,9.0
2024,0,mean_frontier,Jordan Addison,WR,1.0,6.0
2024,0,mean_frontier,Mark Andrews,TE,6.0,29.0
2024,0,mean_frontier,Rachaad White,RB,2.0,41.0
2024,0,mean_frontier,Tank Dell,WR,1.0,22.0
2024,0,mean_frontier,Zay Flowers,WR,1.0,26.0
2024,0,excess_pure,Brian Thomas Jr.,WR,0.0,4.0
2024,0,excess_pure,Chris Olave,WR,2.0,48.0
2024,0,excess_pure,Davante Adams,WR,10.0,40.0
2024,0,excess_pure,Gus Edwards,RB,6.0,8.0
2024,0,excess_pure,Jayden Reed,WR,1.0,9.0
2024,0,excess_pure,Jaylen Wright,RB,0.0,2.0
2024,0,excess_pure,Josh Allen,QB,6.0,37.0
2024,0,excess_pure,Justin Jefferson,WR,4.0,75.0
2024,0,excess_pure,Kyle Pitts,TE,3.0,11.0
2024,0,excess_pure,Najee Harris,RB,3.0,29.0
2024,0,excess_pure,Nick Chubb,RB,6.0,11.0
2024,0,excess_pure,Ty Chandler,RB,2.0,2.0
2024,0,excess_pure,Zamir White,RB,2.0,22.0
2024,0,excess_half_mean,Brian Thomas Jr.,WR,0.0,4.0
2024,0,excess_half_mean,Christian Kirk,WR,6.0,12.0
2024,0,excess_half_mean,Christian McCaffrey,RB,7.0,109.0
2024,0,excess_half_mean,Dallas Goedert,TE,6.0,2.0
2024,0,excess_half_mean,Ezekiel Elliott,RB,8.0,9.0
2024,0,excess_half_mean,Jalen Hurts,QB,4.0,28.0
2024,0,excess_half_mean,Jayden Reed,WR,1.0,9.0
2024,0,excess_half_mean,Jaylen Wright,RB,0.0,2.0
2024,0,excess_half_mean,Jonathon Brooks,RB,0.0,4.0
2024,0,excess_half_mean,Jordan Addison,WR,1.0,6.0
2024,0,excess_half_mean,Puka Nacua,WR,1.0,58.0
2024,0,excess_half_mean,Rachaad White,RB,2.0,41.0
2024,0,excess_half_mean,Rome Odunze,WR,0.0,14.0
2024,1,mean_frontier,Austin Ekeler,RB,7.0,8.0
2024,1,mean_frontier,Brian Thomas Jr.,WR,0.0,4.0
2024,1,mean_frontier,Christian McCaffrey,RB,7.0,109.0
2024,1,mean_frontier,Chuba Hubbard,RB,3.0,4.0
2024,1,mean_frontier,Ezekiel Elliott,RB,8.0,9.0
2024,1,mean_frontier,George Kittle,TE,7.0,17.0
2024,1,mean_frontier,Jalen Hurts,QB,4.0,28.0
2024,1,mean_frontier,Jayden Reed,WR,1.0,9.0
2024,1,mean_frontier,Jordan Addison,WR,1.0,6.0
2024,1,mean_frontier,Ladd McConkey,WR,0.0,10.0
2024,1,mean_frontier,Rachaad White,RB,2.0,41.0
2024,1,mean_frontier,Rashee Rice,WR,1.0,27.0
2024,1,mean_frontier,Zay Flowers,WR,1.0,26.0
2024,1,excess_pure,A.J. Brown,WR,5.0,67.0
2024,1,excess_pure,Amari Cooper,WR,9.0,21.0
2024,1,excess_pure,Brian Thomas Jr.,WR,0.0,4.0
2024,1,excess_pure,Christian McCaffrey,RB,7.0,109.0
2024,1,excess_pure,George Kittle,TE,7.0,17.0
2024,1,excess_pure,Jalen Hurts,QB,4.0,28.0
2024,1,excess_pure,Javonte Williams,RB,3.0,18.0
2024,1,excess_pure,Jaylen Warren,RB,2.0,12.0
2024,1,excess_pure,Jerry Jeudy,WR,4.0,4.0
2024,1,excess_pure,Jonathon Brooks,RB,0.0,4.0
2024,1,excess_pure,Jordan Addison,WR,1.0,6.0
2024,1,excess_pure,Josh Palmer,WR,3.0,3.0
2024,1,excess_pure,Zach Charbonnet,RB,1.0,4.0
2024,1,excess_half_mean,A.J. Brown,WR,5.0,67.0
2024,1,excess_half_mean,Amari Cooper,WR,9.0,21.0
2024,1,excess_half_mean,Brian Thomas Jr.,WR,0.0,4.0
2024,1,excess_half_mean,Christian McCaffrey,RB,7.0,109.0
2024,1,excess_half_mean,George Kittle,TE,7.0,17.0
2024,1,excess_half_mean,Jalen Hurts,QB,4.0,28.0
2024,1,excess_half_mean,Javonte Williams,RB,3.0,18.0
2024,1,excess_half_mean,Jaylen Warren,RB,2.0,12.0
2024,1,excess_half_mean,Jerry Jeudy,WR,4.0,4.0
2024,1,excess_half_mean,Jonathon Brooks,RB,0.0,4.0
2024,1,excess_half_mean,Jordan Addison,WR,1.0,6.0
2024,1,excess_half_mean,Josh Palmer,WR,3.0,3.0
2024,1,excess_half_mean,Zach Charbonnet,RB,1.0,4.0
2024,2,mean_frontier,Amari Cooper,WR,9.0,21.0
2024,2,mean_frontier,Brian Thomas Jr.,WR,0.0,4.0
2024,2,mean_frontier,CeeDee Lamb,WR,4.0,89.0
2024,2,mean_frontier,Chase Brown,RB,1.0,10.0
2024,2,mean_frontier,Dalton Schultz,TE,6.0,2.0
2024,2,mean_frontier,Ezekiel Elliott,RB,8.0,9.0
2024,2,mean_frontier,Jonathon Brooks,RB,0.0,4.0
2024,2,mean_frontier,Jordan Addison,WR,1.0,6.0
2024,2,mean_frontier,Josh Allen,QB,6.0,37.0
2024,2,mean_frontier,Puka Nacua,WR,1.0,58.0
2024,2,mean_frontier,Rachaad White,RB,2.0,41.0
2024,2,mean_frontier,Rico Dowdle,RB,4.0,3.0
2024,2,mean_frontier,Rome Odunze,WR,0.0,14.0
2024,2,excess_pure,Brian Thomas Jr.,WR,0.0,4.0
2024,2,excess_pure,CeeDee Lamb,WR,4.0,89.0
2024,2,excess_pure,Davante Adams,WR,10.0,40.0
2024,2,excess_pure,Ezekiel Elliott,RB,8.0,9.0
2024,2,excess_pure,J.K. Dobbins,RB,4.0,8.0
2024,2,excess_pure,Jonathon Brooks,RB,0.0,4.0
2024,2,excess_pure,Jordan Addison,WR,1.0,6.0
2024,2,excess_pure,Josh Allen,QB,6.0,37.0
2024,2,excess_pure,Justin Jefferson,WR,4.0,75.0
2024,2,excess_pure,Rico Dowdle,RB,4.0,3.0
2024,2,excess_pure,T.J. Hockenson,TE,5.0,2.0
2024,2,excess_pure,Zach Charbonnet,RB,1.0,4.0
2024,2,excess_pure,Zack Moss,RB,4.0,15.0
2024,2,excess_half_mean,Amari Cooper,WR,9.0,21.0
2024,2,excess_half_mean,Brian Thomas Jr.,WR,0.0,4.0
2024,2,excess_half_mean,CeeDee Lamb,WR,4.0,89.0
2024,2,excess_half_mean,Chase Brown,RB,1.0,10.0
2024,2,excess_half_mean,Dalton Schultz,TE,6.0,2.0
2024,2,excess_half_mean,Ezekiel Elliott,RB,8.0,9.0
2024,2,excess_half_mean,Jonathon Brooks,RB,0.0,4.0
2024,2,excess_half_mean,Jordan Addison,WR,1.0,6.0
2024,2,excess_half_mean,Josh Allen,QB,6.0,37.0
2024,2,excess_half_mean,Puka Nacua,WR,1.0,58.0
2024,2,excess_half_mean,Rachaad White,RB,2.0,41.0
2024,2,excess_half_mean,Rico Dowdle,RB,4.0,3.0
2024,2,excess_half_mean,Rome Odunze,WR,0.0,14.0
2024,3,mean_frontier,A.J. Brown,WR,5.0,67.0
2024,3,mean_frontier,Bijan Robinson,RB,1.0,97.0
2024,3,mean_frontier,Brian Thomas Jr.,WR,0.0,4.0
2024,3,mean_frontier,Chase Brown,RB,1.0,10.0
2024,3,mean_frontier,Chuba Hubbard,RB,3.0,4.0
2024,3,mean_frontier,Ezekiel Elliott,RB,8.0,9.0
2024,3,mean_frontier,Jalen Hurts,QB,4.0,28.0
2024,3,mean_frontier,Jonathon Brooks,RB,0.0,4.0
2024,3,mean_frontier,Jordan Addison,WR,1.0,6.0
2024,3,mean_frontier,Kyle Pitts,TE,3.0,11.0
2024,3,mean_frontier,Ladd McConkey,WR,0.0,10.0
2024,3,mean_frontier,Tank Dell,WR,1.0,22.0
2024,3,mean_frontier,Zay Flowers,WR,1.0,26.0
2024,3,excess_pure,Adonai Mitchell,WR,0.0,3.0
2024,3,excess_pure,Brian Thomas Jr.,WR,0.0,4.0
2024,3,excess_pure,Christian McCaffrey,RB,7.0,109.0
2024,3,excess_pure,DJ Moore,WR,6.0,31.0
2024,3,excess_pure,Ezekiel Elliott,RB,8.0,9.0
2024,3,excess_pure,Javonte Williams,RB,3.0,18.0
2024,3,excess_pure,Jaylen Warren,RB,2.0,12.0
2024,3,excess_pure,Jordan Addison,WR,1.0,6.0
2024,3,excess_pure,Josh Allen,QB,6.0,37.0
2024,3,excess_pure,Pat Freiermuth,TE,3.0,3.0
2024,3,excess_pure,Puka Nacua,WR,1.0,58.0
2024,3,excess_pure,Rashid Shaheed,WR,2.0,2.0
2024,3,excess_pure,Zach Charbonnet,RB,1.0,4.0
2024,3,excess_half_mean,Adonai Mitchell,WR,0.0,3.0
2024,3,excess_half_mean,Brian Thomas Jr.,WR,0.0,4.0
2024,3,excess_half_mean,Christian McCaffrey,RB,7.0,109.0
2024,3,excess_half_mean,DJ Moore,WR,6.0,31.0
2024,3,excess_half_mean,Ezekiel Elliott,RB,8.0,9.0
2024,3,excess_half_mean,Javonte Williams,RB,3.0,18.0
2024,3,excess_half_mean,Jaylen Warren,RB,2.0,12.0
2024,3,excess_half_mean,Jordan Addison,WR,1.0,6.0
2024,3,excess_half_mean,Josh Allen,QB,6.0,37.0
2024,3,excess_half_mean,Pat Freiermuth,TE,3.0,3.0
2024,3,excess_half_mean,Puka Nacua,WR,1.0,58.0
2024,3,excess_half_mean,Rashid Shaheed,WR,2.0,2.0
2024,3,excess_half_mean,Zach Charbonnet,RB,1.0,4.0
2024,4,mean_frontier,Bijan Robinson,RB,1.0,97.0
2024,4,mean_frontier,Brian Thomas Jr.,WR,0.0,4.0
2024,4,mean_frontier,Chase Brown,RB,1.0,10.0
2024,4,mean_frontier,Chris Olave,WR,2.0,48.0
2024,4,mean_frontier,DeVonta Smith,WR,3.0,41.0
2024,4,mean_frontier,Ezekiel Elliott,RB,8.0,9.0
2024,4,mean_frontier,George Kittle,TE,7.0,17.0
2024,4,mean_frontier,Jalen Hurts,QB,4.0,28.0
2024,4,mean_frontier,Jayden Reed,WR,1.0,9.0
2024,4,mean_frontier,Jonathon Brooks,RB,0.0,4.0
2024,4,mean_frontier,Jordan Addison,WR,1.0,6.0
2024,4,mean_frontier,Rico Dowdle,RB,4.0,3.0
2024,4,mean_frontier,Tank Dell,WR,1.0,22.0
2024,4,excess_pure,Brian Thomas Jr.,WR,0.0,4.0
2024,4,excess_pure,Chris Godwin Jr.,WR,7.0,11.0
2024,4,excess_pure,Christian Kirk,WR,6.0,12.0
2024,4,excess_pure,Christian McCaffrey,RB,7.0,109.0
2024,4,excess_pure,James Cook,RB,2.0,45.0
2024,4,excess_pure,Jonathon Brooks,RB,0.0,4.0
2024,4,excess_pure,Jordan Addison,WR,1.0,6.0
2024,4,excess_pure,Josh Allen,QB,6.0,37.0
2024,4,excess_pure,Kyle Pitts,TE,3.0,11.0
2024,4,excess_pure,Ladd McConkey,WR,0.0,10.0
2024,4,excess_pure,Najee Harris,RB,3.0,29.0
2024,4,excess_pure,Zach Charbonnet,RB,1.0,4.0
2024,4,excess_pure,Zack Moss,RB,4.0,15.0
2024,4,excess_half_mean,Brian Thomas Jr.,WR,0.0,4.0
2024,4,excess_half_mean,Chris Godwin Jr.,WR,7.0,11.0
2024,4,excess_half_mean,Christian Kirk,WR,6.0,12.0
2024,4,excess_half_mean,Christian McCaffrey,RB,7.0,109.0
2024,4,excess_half_mean,James Cook,RB,2.0,45.0
2024,4,excess_half_mean,Jonathon Brooks,RB,0.0,4.0
2024,4,excess_half_mean,Jordan Addison,WR,1.0,6.0
2024,4,excess_half_mean,Josh Allen,QB,6.0,37.0
2024,4,excess_half_mean,Kyle Pitts,TE,3.0,11.0
2024,4,excess_half_mean,Ladd McConkey,WR,0.0,10.0
2024,4,excess_half_mean,Najee Harris,RB,3.0,29.0
2024,4,excess_half_mean,Zach Charbonnet,RB,1.0,4.0
2024,4,excess_half_mean,Zack Moss,RB,4.0,15.0
2024,5,mean_frontier,A.J. Brown,WR,5.0,67.0
2024,5,mean_frontier,Amari Cooper,WR,9.0,21.0
2024,5,mean_frontier,Brian Thomas Jr.,WR,0.0,4.0
2024,5,mean_frontier,Chase Brown,RB,1.0,10.0
2024,5,mean_frontier,DeVonta Smith,WR,3.0,41.0
2024,5,mean_frontier,Ezekiel Elliott,RB,8.0,9.0
2024,5,mean_frontier,George Kittle,TE,7.0,17.0
2024,5,mean_frontier,Gus Edwards,RB,6.0,8.0
2024,5,mean_frontier,Jordan Addison,WR,1.0,6.0
2024,5,mean_frontier,Josh Allen,QB,6.0,37.0
2024,5,mean_frontier,Kyle Pitts,TE,3.0,11.0
2024,5,mean_frontier,Rachaad White,RB,2.0,41.0
2024,5,mean_frontier,Zay Flowers,WR,1.0,26.0
2024,5,excess_pure,Austin Ekeler,RB,7.0,8.0
2024,5,excess_pure,Brian Thomas Jr.,WR,0.0,4.0
2024,5,excess_pure,Chase Brown,RB,1.0,10.0
2024,5,excess_pure,Gus Edwards,RB,6.0,8.0
2024,5,excess_pure,J.K. Dobbins,RB,4.0,8.0
2024,5,excess_pure,Jalen Hurts,QB,4.0,28.0
2024,5,excess_pure,Jameson Williams,WR,2.0,8.0
2024,5,excess_pure,Jaylen Waddle,WR,3.0,41.0
2024,5,excess_pure,Jordan Addison,WR,1.0,6.0
2024,5,excess_pure,Justin Jefferson,WR,4.0,75.0
2024,5,excess_pure,Rachaad White,RB,2.0,41.0
2024,5,excess_pure,Rome Odunze,WR,0.0,14.0
2024,5,excess_pure,Travis Kelce,TE,11.0,47.0
2024,5,excess_half_mean,Austin Ekeler,RB,7.0,8.0
2024,5,excess_half_mean,Brian Thomas Jr.,WR,0.0,4.0
2024,5,excess_half_mean,Chase Brown,RB,1.0,10.0
2024,5,excess_half_mean,Gus Edwards,RB,6.0,8.0
2024,5,excess_half_mean,J.K. Dobbins,RB,4.0,8.0
2024,5,excess_half_mean,Jalen Hurts,QB,4.0,28.0
2024,5,excess_half_mean,Jameson Williams,WR,2.0,8.0
2024,5,excess_half_mean,Jaylen Waddle,WR,3.0,41.0
2024,5,excess_half_mean,Jordan Addison,WR,1.0,6.0
2024,5,excess_half_mean,Justin Jefferson,WR,4.0,75.0
2024,5,excess_half_mean,Rachaad White,RB,2.0,41.0
2024,5,excess_half_mean,Rome Odunze,WR,0.0,14.0
2024,5,excess_half_mean,Travis Kelce,TE,11.0,47.0
2024,6,mean_frontier,Brian Thomas Jr.,WR,0.0,4.0
2024,6,mean_frontier,Christian McCaffrey,RB,7.0,109.0
2024,6,mean_frontier,Dallas Goedert,TE,6.0,2.0
2024,6,mean_frontier,Davante Adams,WR,10.0,40.0
2024,6,mean_frontier,Jalen Hurts,QB,4.0,28.0
2024,6,mean_frontier,Jaylen Wright,RB,0.0,2.0
2024,6,mean_frontier,Jonathon Brooks,RB,0.0,4.0
2024,6,mean_frontier,Rachaad White,RB,2.0,41.0
2024,6,mean_frontier,Rome Odunze,WR,0.0,14.0
2024,6,mean_frontier,Tank Dell,WR,1.0,22.0
2024,6,mean_frontier,Xavier Legette,WR,0.0,2.0
2024,6,mean_frontier,Zach Charbonnet,RB,1.0,4.0
2024,6,mean_frontier,Zay Flowers,WR,1.0,26.0
2024,6,excess_pure,Bijan Robinson,RB,1.0,97.0
2024,6,excess_pure,Brian Thomas Jr.,WR,0.0,4.0
2024,6,excess_pure,Courtland Sutton,WR,6.0,5.0
2024,6,excess_pure,Dallas Goedert,TE,6.0,2.0
2024,6,excess_pure,Jalen Hurts,QB,4.0,28.0
2024,6,excess_pure,Jaylen Warren,RB,2.0,12.0
2024,6,excess_pure,Jonathon Brooks,RB,0.0,4.0
2024,6,excess_pure,Josh Jacobs,RB,5.0,48.0
2024,6,excess_pure,Nick Chubb,RB,6.0,11.0
2024,6,excess_pure,Pat Freiermuth,TE,3.0,3.0
2024,6,excess_pure,Puka Nacua,WR,1.0,58.0
2024,6,excess_pure,Rico Dowdle,RB,4.0,3.0
2024,6,excess_pure,Terry McLaurin,WR,5.0,22.0
2024,6,excess_half_mean,Bijan Robinson,RB,1.0,97.0
2024,6,excess_half_mean,Brian Thomas Jr.,WR,0.0,4.0
2024,6,excess_half_mean,Courtland Sutton,WR,6.0,5.0
2024,6,excess_half_mean,Dallas Goedert,TE,6.0,2.0
2024,6,excess_half_mean,Jalen Hurts,QB,4.0,28.0
2024,6,excess_half_mean,Jaylen Warren,RB,2.0,12.0
2024,6,excess_half_mean,Jonathon Brooks,RB,0.0,4.0
2024,6,excess_half_mean,Josh Jacobs,RB,5.0,48.0
2024,6,excess_half_mean,Nick Chubb,RB,6.0,11.0
2024,6,excess_half_mean,Pat Freiermuth,TE,3.0,3.0
2024,6,excess_half_mean,Puka Nacua,WR,1.0,58.0
2024,6,excess_half_mean,Rico Dowdle,RB,4.0,3.0
2024,6,excess_half_mean,Terry McLaurin,WR,5.0,22.0
2024,7,mean_frontier,Brian Thomas Jr.,WR,0.0,4.0
2024,7,mean_frontier,Chase Brown,RB,1.0,10.0
2024,7,mean_frontier,Christian McCaffrey,RB,7.0,109.0
2024,7,mean_frontier,Courtland Sutton,WR,6.0,5.0
2024,7,mean_frontier,George Kittle,TE,7.0,17.0
2024,7,mean_frontier,Jonathon Brooks,RB,0.0,4.0
2024,7,mean_frontier,Jordan Addison,WR,1.0,6.0
2024,7,mean_frontier,Josh Allen,QB,6.0,37.0
2024,7,mean_frontier,Rachaad White,RB,2.0,41.0
2024,7,mean_frontier,Rico Dowdle,RB,4.0,3.0
2024,7,mean_frontier,Rome Odunze,WR,0.0,14.0
2024,7,mean_frontier,Tank Dell,WR,1.0,22.0
2024,7,mean_frontier,Zay Flowers,WR,1.0,26.0
2024,7,excess_pure,Austin Ekeler,RB,7.0,8.0
2024,7,excess_pure,Brian Thomas Jr.,WR,0.0,4.0
2024,7,excess_pure,Isiah Pacheco,RB,2.0,62.0
2024,7,excess_pure,Jalen Hurts,QB,4.0,28.0
2024,7,excess_pure,Jaylen Wright,RB,0.0,2.0
2024,7,excess_pure,Jonathon Brooks,RB,0.0,4.0
2024,7,excess_pure,Jordan Addison,WR,1.0,6.0
2024,7,excess_pure,Justin Jefferson,WR,4.0,75.0
2024,7,excess_pure,Ladd McConkey,WR,0.0,10.0
2024,7,excess_pure,Mark Andrews,TE,6.0,29.0
2024,7,excess_pure,Rachaad White,RB,2.0,41.0
2024,7,excess_pure,Rico Dowdle,RB,4.0,3.0
2024,7,excess_pure,Zay Flowers,WR,1.0,26.0
2024,7,excess_half_mean,Brian Thomas Jr.,WR,0.0,4.0
2024,7,excess_half_mean,Chase Brown,RB,1.0,10.0
2024,7,excess_half_mean,Christian McCaffrey,RB,7.0,109.0
2024,7,excess_half_mean,Courtland Sutton,WR,6.0,5.0
2024,7,excess_half_mean,George Kittle,TE,7.0,17.0
2024,7,excess_half_mean,Jonathon Brooks,RB,0.0,4.0
2024,7,excess_half_mean,Jordan Addison,WR,1.0,6.0
2024,7,excess_half_mean,Josh Allen,QB,6.0,37.0
2024,7,excess_half_mean,Rachaad White,RB,2.0,41.0
2024,7,excess_half_mean,Rico Dowdle,RB,4.0,3.0
2024,7,excess_half_mean,Rome Odunze,WR,0.0,14.0
2024,7,excess_half_mean,Tank Dell,WR,1.0,22.0
2024,7,excess_half_mean,Zay Flowers,WR,1.0,26.0
