year,arm,holdout_mean_delta,holdout_p90_delta,holdout_expected_excess_delta,actual_managed_score_delta
2022,mean_frontier,0.0,0.0,0.0,0.0
2022,excess_pure,-44.406000792980194,-45.895477294921875,-2.622503671682332,-5.87750244140625
2022,excess_half_mean,-23.417359590530396,-24.77051544189453,-1.1887315574157422,25.999984741210938
2023,mean_frontier,0.0,0.0,0.0,0.0
2023,excess_pure,-27.602104783058167,-34.991844177246094,-1.482870392025239,-48.84498596191406
2023,excess_half_mean,-12.911152184009552,-26.442787170410156,-0.5309829658241445,-59.564971923828125
2024,mean_frontier,0.0,0.0,0.0,0.0
2024,excess_pure,-16.338440418243408,-21.22655487060547,0.2062264715556137,-64.33247375488281
2024,excess_half_mean,-8.619152069091797,-20.396224975585938,-0.4330271540135402,-83.23248291015625
