lock_version,model_run_id,forecast_origin,calibration_scope,prior_rows,prior_start_season,prior_end_season,intercept_correction,affine_intercept,affine_slope
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2017,global,0,,,0.0,0.0,1.0
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2018,global,407,2017,2017,0.4162885030857081,-0.40873480710227383,0.9991322839918727
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2018,QB,42,2017,2017,0.4162885030857081,-0.40873480710227383,0.9991322839918727
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2018,RB,110,2017,2017,-0.21302043228945042,0.03075398849343358,1.0219302885215593
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2018,TE,87,2017,2017,0.4162885030857081,-0.40873480710227383,0.9991322839918727
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2018,WR,168,2017,2017,0.9000348736719649,-0.4961989420284345,0.9516019062581841
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2019,global,812,2017,2018,-0.044684368179337915,-0.4830741609467477,1.0611263771850907
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2019,QB,82,2017,2018,-0.044684368179337915,-0.4830741609467477,1.0611263771850907
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2019,RB,219,2017,2018,-0.4741577181995111,-0.3511043920798702,1.0986526631013243
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2019,TE,182,2017,2018,0.41245356375406167,-0.5026861303460626,1.015022749955932
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2019,WR,329,2017,2018,0.1413876430959536,-0.48479798631202975,1.0414133888898183
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2020,global,1200,2017,2019,-0.05816452518948162,-0.4399982433241636,1.0570500668297003
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2020,QB,122,2017,2019,-0.6426915204466027,2.733643510722624,0.8749640328282323
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2020,RB,324,2017,2019,-0.33232527162350795,-0.30818636903615015,1.074917346359364
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2020,TE,268,2017,2019,0.29796226677645365,-0.5517727801128913,1.0420201427485491
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2020,WR,486,2017,2019,0.07495974439719043,-0.366692690753073,1.0350130391056094
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2021,global,1614,2017,2020,-0.11561639061318058,-0.4416425598852278,1.0637913627303142
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2021,QB,164,2017,2020,-0.8176120794228839,1.7489603963986333,0.944898664287545
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2021,RB,446,2017,2020,-0.20330887629998395,-0.3476316464255049,1.0654725123882387
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2021,TE,355,2017,2020,0.25138674336461564,-0.5122375654740328,1.0429580774216454
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2021,WR,649,2017,2020,-0.07871033665480158,-0.26953268811076114,1.0417093798772772
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2022,global,2033,2017,2021,-0.03325993446473178,-0.38161313063410063,1.0472544190450845
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2022,QB,205,2017,2021,-0.5057388223099504,1.6581581789742472,0.9325940943164709
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2022,RB,562,2017,2021,-0.21583112168670465,-0.16241746526857526,1.044923490447391
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2022,TE,439,2017,2021,0.29211029445632536,-0.5377225607103053,1.0399041610269504
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2022,WR,827,2017,2021,0.03521122482266185,-0.3648728376641941,1.0394544167173094
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2023,global,2459,2017,2022,0.0873937228348576,-0.5461910613610126,1.0521771529975092
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2023,QB,248,2017,2022,-0.32810909693600043,1.1161609377739516,0.9539761244552761
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2023,RB,684,2017,2022,-0.03489291274818524,-0.4391306152318837,1.0563023930921058
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2023,TE,533,2017,2022,0.36564467439167553,-0.6177798692817227,1.040949990696508
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2023,WR,994,2017,2022,0.12600639975859004,-0.606195508172167,1.05726404536442
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2024,global,2872,2017,2023,0.14069191095802736,-0.6252007426562862,1.0552308783809135
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2024,QB,293,2017,2023,-0.20545118655242348,0.9387226704235161,0.9569372554626223
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2024,RB,793,2017,2023,0.024472632413006377,-0.5427956669054108,1.06186688323512
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2024,TE,621,2017,2023,0.3539167082039543,-0.691847851391401,1.055156905795813
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2024,WR,1165,2017,2023,0.19319767607995267,-0.8238027925050968,1.075297230570587
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2025,global,3279,2017,2024,0.15210850823926528,-0.6392354300056695,1.0555746449236536
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2025,QB,337,2017,2024,-0.19032239233154466,1.003207530860827,0.952208552836628
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2025,RB,902,2017,2024,0.049840967422155893,-0.6549119942262305,1.0725051343234713
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2025,TE,710,2017,2024,0.34121307952873015,-0.6719127649787433,1.0542305112637684
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2025,WR,1330,2017,2024,0.2072816583850364,-0.8073548601315768,1.0715634644775076
