lock_version,model_run_id,model_name,forecast_origin,candidate_id,parameters_json,selection_metric,selection_score,selection_start_season,selection_end_season,selection_seasons
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,expert_recalibrated_ridge,2017,0,"{""alpha"": 1.0}",rmse,3.631921858378803,2013,2016,4
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,expert_recalibrated_ridge,2018,0,"{""alpha"": 1.0}",rmse,3.5404001770799596,2013,2017,5
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,expert_recalibrated_ridge,2019,0,"{""alpha"": 1.0}",rmse,3.5339401552196836,2013,2018,6
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,expert_recalibrated_ridge,2020,0,"{""alpha"": 1.0}",rmse,3.484236712519763,2013,2019,7
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,expert_recalibrated_ridge,2021,0,"{""alpha"": 1.0}",rmse,3.4737040647306685,2013,2020,8
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,expert_recalibrated_ridge,2022,0,"{""alpha"": 1.0}",rmse,3.4333144584006883,2013,2021,9
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,expert_recalibrated_ridge,2023,0,"{""alpha"": 1.0}",rmse,3.3787873206686827,2013,2022,10
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,expert_recalibrated_ridge,2024,0,"{""alpha"": 1.0}",rmse,3.3712923134529187,2013,2023,11
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,expert_recalibrated_ridge,2025,0,"{""alpha"": 1.0}",rmse,3.356400028151416,2013,2024,12
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,expert_recalibrated_ridge,2026,0,"{""alpha"": 1.0}",rmse,3.3272554535521333,2013,2025,13
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,conditional_ppg_lasso,2017,3,"{""alpha"": 0.03}",rmse,3.6206661344882134,2013,2016,4
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,conditional_ppg_lasso,2018,3,"{""alpha"": 0.03}",rmse,3.5234821401669345,2013,2017,5
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,conditional_ppg_lasso,2019,2,"{""alpha"": 0.01}",rmse,3.5119221708197883,2013,2018,6
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,conditional_ppg_lasso,2020,2,"{""alpha"": 0.01}",rmse,3.4656479472533754,2013,2019,7
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,conditional_ppg_lasso,2021,2,"{""alpha"": 0.01}",rmse,3.4484590988056896,2013,2020,8
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,conditional_ppg_lasso,2022,2,"{""alpha"": 0.01}",rmse,3.409683749539242,2013,2021,9
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,conditional_ppg_lasso,2023,2,"{""alpha"": 0.01}",rmse,3.349390736139823,2013,2022,10
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,conditional_ppg_lasso,2024,2,"{""alpha"": 0.01}",rmse,3.3335755065441486,2013,2023,11
