lock_version,model_run_id,forecast_origin,position,history_group,prior_rows,primary_rmse,projection_only_rmse,selected_source
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2017,QB,limited_history,0,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2017,RB,limited_history,0,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2017,WR,limited_history,0,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2017,TE,limited_history,0,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2018,QB,limited_history,9,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2018,RB,limited_history,39,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2018,WR,limited_history,57,3.1020829821435822,3.112337284745201,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2018,TE,limited_history,22,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2019,QB,limited_history,21,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2019,RB,limited_history,83,4.60766672878564,4.784487140686833,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2019,WR,limited_history,107,3.0227167034651945,3.048332463305066,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2019,TE,limited_history,52,2.2957900380281777,2.3235884009319627,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2020,QB,limited_history,34,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2020,RB,limited_history,125,4.042000179438938,4.159147433544694,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2020,WR,limited_history,162,3.16166906385398,3.119384779870507,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2020,TE,limited_history,74,2.3572626445175926,2.410008491608741,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2021,QB,limited_history,43,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2021,RB,limited_history,168,3.9536308744973216,4.030502820061886,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2021,WR,limited_history,217,3.1864532915288737,3.1662532048624525,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2021,TE,limited_history,89,2.2769915241725203,2.324610548871461,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2022,QB,limited_history,53,4.886267556789428,4.762723819235097,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2022,RB,limited_history,203,3.8658889009807633,3.955116929863245,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2022,WR,limited_history,269,3.133873629614197,3.1226474112316507,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2022,TE,limited_history,108,2.228312247803807,2.2478733743676247,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2023,QB,limited_history,61,4.696597272532888,4.596565609172015,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2023,RB,limited_history,241,3.7737962014763102,3.8640921758688216,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2023,WR,limited_history,314,3.1141274606691813,3.098823947854148,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2023,TE,limited_history,137,2.18207565492053,2.1721651681931005,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2024,QB,limited_history,74,4.50558895383834,4.423423685419935,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2024,RB,limited_history,279,3.8607497526946495,3.9534042444739197,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2024,WR,limited_history,369,3.160116937570657,3.1611785400126275,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2024,TE,limited_history,164,2.190817385712222,2.198451212442691,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2025,QB,limited_history,84,4.3903673408979715,4.325492731370941,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2025,RB,limited_history,313,3.8056877445782424,3.8863594705799844,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2025,WR,limited_history,421,3.157502173805994,3.166028848895564,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2025,TE,limited_history,189,2.268782894930095,2.2479581667625665,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2026,QB,limited_history,97,4.272740496270534,4.207174099336559,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2026,RB,limited_history,349,3.767668246094208,3.830729730103642,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2026,WR,limited_history,473,3.1125880932591397,3.1080747272695333,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,2026,TE,limited_history,206,2.283751580708933,2.2705602334772683,conditional_ppg_projection_only
