lock_version,model_run_id,target_name,method,slice_type,slice_value,metric,n_rows,n_seasons,value
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,conditional_ppg,conditional_ppg_history_gap_no_history_route,pooled,all,rmse,3696,9,3.1048476257397755
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,conditional_ppg,conditional_ppg_history_gap_no_history_route,pooled,all,mae,3696,9,2.4235351227773783
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,conditional_ppg,conditional_ppg_history_gap_no_history_route,pooled,all,bias,3696,9,0.15314682224240941
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,conditional_ppg,conditional_ppg_history_gap_no_history_route,pooled,all,spearman,3696,9,0.8048840369460725
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,conditional_ppg,conditional_ppg_history_gap_no_history_route,provider_era,2023_2025,rmse,1237,3,3.0838382104649584
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,conditional_ppg,conditional_ppg_history_gap_no_history_route,provider_era,2023_2025,mae,1237,3,2.4100302642379523
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,conditional_ppg,conditional_ppg_history_gap_no_history_route,provider_era,2023_2025,bias,1237,3,0.30054319860602047
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,conditional_ppg,conditional_ppg_history_gap_no_history_route,provider_era,2023_2025,spearman,1237,3,0.8087488139466468
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2017,rmse,407,1,3.081059840659534
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2017,mae,407,1,2.40591759445863
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2017,bias,407,1,0.39878294437284556
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2017,spearman,407,1,0.7919704899719198
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2018,rmse,405,1,3.3509346495664105
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2018,mae,405,1,2.5714871992967336
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2018,bias,405,1,-0.5218287481715859
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2018,spearman,405,1,0.7974446548724753
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2019,rmse,388,1,3.0877754776476514
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2019,mae,388,1,2.448667066538125
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2019,bias,388,1,-0.08757370413441558
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2019,spearman,388,1,0.8001202451992807
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2020,rmse,414,1,3.295859970828506
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2020,mae,414,1,2.5101020122875566
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2020,bias,414,1,-0.2870907952517853
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2020,spearman,414,1,0.798095017198516
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260730T140449Z_8a9b4479,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2021,rmse,419,1,3.0539564295268633
