comparison,challenger,reference,metric,origins,mean_origin_delta,pooled_challenger,pooled_reference,origin_wins,recent_mean_delta,bootstrap_95_lower,bootstrap_95_upper,exact_sign_flip_pvalue
primary_vs_expert_carry,next_ppg_primary_blend,next_ppg_expert_carry_forward,rmse,8,-1.3161732497774994,3.9136613971589425,5.2351202817794915,8,-1.1390964709438438,-1.4506324201014347,-1.1930791504146294,0.0078125
aging_vs_expert_carry,next_ppg_position_experience_aging,next_ppg_expert_carry_forward,rmse,8,-0.7259324841089032,4.50462257638308,5.2351202817794915,8,-0.593906045948189,-0.8352478084573319,-0.6144238217179155,0.0078125
lasso_vs_expert_carry,next_ppg_lasso,next_ppg_expert_carry_forward,rmse,8,-1.2450652471332555,3.984492842760192,5.2351202817794915,8,-1.0634699225208315,-1.387713791176099,-1.1184237583581556,0.0078125
rf_vs_expert_carry,next_ppg_random_forest,next_ppg_expert_carry_forward,rmse,8,-1.300855383421029,3.929392014138374,5.2351202817794915,8,-1.138537135827366,-1.4400430538706863,-1.174952436410946,0.0078125
lightgbm_vs_expert_carry,next_ppg_lightgbm,next_ppg_expert_carry_forward,rmse,8,-1.3047827227270554,3.925617721692204,5.2351202817794915,8,-1.1319565526733488,-1.4222909547484908,-1.189030112662648,0.0078125
participation_lgbm_vs_prior,next_participation_lightgbm,next_participation_position_experience_prior,brier,8,-0.10093035828805433,0.16146380804253457,0.2644810987366634,8,-0.08760669749505105,-0.1188973341038936,-0.08421527926850846,0.0078125
participation_lgbm_vs_logistic,next_participation_lightgbm,next_participation_logistic,brier,8,-0.011142413929824228,0.16146380804253457,0.17337102909926322,8,-0.004560944367751017,-0.0183507347771611,-0.00510701658416291,0.0078125
