run_id,target_version,league,scoring_hash,feature_run_id,created_at,validation_start_origin,validation_end_origin,current_origin,forecast_target_season,training_origin_embargo,primary_residual_method,primary_participation_method,runtime_seconds,status
v2_next_year_dk_20260730T141950Z_c328fa47,v2_next_year_expert_residual_v1,dk,ffd5380565fe3f79beadf882313f7071e869807a3b684be52ca0f35394cf5f70,milestone_3_20260730T140041Z_e06ca8aa,2026-07-30T14:22:42+00:00,2017,2024,2026,2027,1,next_residual_primary_blend,next_participation_lightgbm,172.6705510000029,shadow
