population,pos,rows,available,missing,coverage,min_scaled,median_scaled,max_scaled
historical_templates,QB,706,706,0,1.0,0.3574588692962492,0.8643442584357199,0.999419176076342
historical_templates,RB,1549,1549,0,1.0,0.121382722947152,0.858210078799306,0.999419176076342
historical_templates,TE,833,833,0,1.0,0.40217080328333016,0.9137625956848747,0.999419176076342
historical_templates,WR,2210,2210,0,1.0,0.12570685011229052,0.8986443114114402,0.999419176076342
rolling_targets,QB,359,359,0,1.0,0.5061568511604746,0.874510463155447,0.999419176076342
rolling_targets,RB,788,788,0,1.0,0.121382722947152,0.8603848154503067,0.999419176076342
rolling_targets,TE,423,423,0,1.0,0.40217080328333016,0.9144727850451589,0.999419176076342
rolling_targets,WR,1077,1077,0,1.0,0.12570685011229052,0.8875364527870586,0.999419176076342
