league,method,match_rank,player,season,year_exp,avg_pick,template_distance,template_sample_prob,managed_residual,centered_managed_residual,distance_overall_log_adp
beta,production,66,Noah Fant,2020,1.0,115.82,1.7822046288576359,0.006489634999541196,0.021065219450965955,-0.2239683735732464,0.2990128562414097
beta,production,67,John Carlson,2010,2.0,142.44,1.7848591104532887,0.0036345302713868973,-4.847115384615385,-5.092148977639598,0.33496157602367993
beta,production,68,Mark Andrews,2019,1.0,131.74,1.7884727339673434,0.006095139543408242,4.960443717828261,4.715410124804049,0.3213856207854432
beta,production,69,Cole Kmet,2022,2.0,118.61,1.790311481571643,0.007237933449376623,-1.4395105681476803,-1.6845441611718925,0.3031460255083308
beta,production,70,Zach Ertz,2016,3.0,96.43,1.7975553038259349,0.0050892101424263895,0.3240384615384606,0.07900486851424826,0.2672288729030936
beta,production,71,Greg Olsen,2015,8.0,56.39,1.8078033017216273,0.004765972654485308,2.2179166666666674,1.9728830736424552,0.17454506874858633
beta,production,72,Kyle Rudolph,2014,3.0,86.62,1.8120919275091056,0.004483894252353509,-2.1450892857142865,-2.3901228787384987,0.24864446779142746
beta,production,73,Dallas Goedert,2022,4.0,81.07,1.8197992961128309,0.007076749122655457,1.4278127324752194,1.1827791394510072,0.23718530010658878
beta,production,74,George Kittle,2025,8.0,36.4,1.8368170373441348,0.008311361945680697,2.347623371453773,2.102589778429561,0.0995595437787512
beta,production,75,Travis Kelce,2019,6.0,14.32,1.8381650886005256,0.005871308047909463,-0.08518870160041381,-0.33022229462462616,0.056735517412370706
beta,production,76,Rob Gronkowski,2018,8.0,21.57,1.8469708907036149,0.005507000221378195,-4.246304066118618,-4.491337659142831,0.011116225607561758
beta,production,77,Jordan Reed,2014,1.0,82.48,1.8801852628966778,0.004272097850438475,-3.3656249999999996,-3.610658593024212,0.24016835908195955
beta,production,78,Zach Miller,2009,2.0,119.84,1.889365457926728,0.003181058520763994,1.4095833333333339,1.1645497403091216,0.3049376439680309
beta,production,79,Jared Cook,2012,3.0,127.47,1.8895823467487645,0.0037823987788231754,-2.4706730769230782,-2.7157066699472905,0.31565979440244685
beta,production,80,Zach Miller,2010,3.0,105.69,1.8916722347751984,0.003365123523289974,2.1016666666666666,1.8566330736424543,0.2831284302373992
beta,replace_adp_rank_with_log_adp,1,George Kittle,2019,2.0,29.36,0.6143245516123321,0.04316604887182915,0.972957794728206,0.7246175922358935,0.06303955127056804
beta,replace_adp_rank_with_log_adp,2,Mark Andrews,2020,2.0,43.68,0.7192552329884543,0.03621241432455355,0.38532686617773493,0.1369866636854224,0.13070524781092974
beta,replace_adp_rank_with_log_adp,3,Jordan Reed,2016,3.0,38.26,0.7390284021990676,0.02752677792639163,-0.8132508022116092,-1.0615910047039216,0.1080589929933462
beta,replace_adp_rank_with_log_adp,4,Kyle Pitts,2022,1.0,33.08,0.745136984247043,0.038414844213550445,-5.265908500860513,-5.514248703352825,0.08328055060074091
beta,replace_adp_rank_with_log_adp,5,George Kittle,2020,3.0,22.38,0.7687911061224678,0.03251539706787264,1.065856139885172,0.8175159373928595,0.017290784026257278
beta,replace_adp_rank_with_log_adp,6,Tj Hockenson,2021,2.0,59.32,0.7902726125496422,0.03289538966543978,0.2850123631166337,0.03667216062432116,0.18326484599605397
beta,replace_adp_rank_with_log_adp,7,Trey Mcbride,2025,3.0,25.75,0.7904755199064186,0.04142760284319492,4.133868883636836,3.8855286811445238,0.0408710726611331
beta,replace_adp_rank_with_log_adp,8,Brock Bowers,2025,1.0,18.36,0.8260936443194113,0.038406768480734536,0.03720227240055607,-0.21113793009175646,0.015749104868465924
beta,replace_adp_rank_with_log_adp,9,Travis Kelce,2017,4.0,32.89,0.8392519971709433,0.023533495046413923,2.3740984036823427,2.1257582011900302,0.08230151412498443
beta,replace_adp_rank_with_log_adp,10,Jordan Cameron,2014,3.0,55.7,0.870109879232998,0.01855479775027323,-3.6142361111111105,-3.862576313603423,0.1724268626407488
beta,replace_adp_rank_with_log_adp,11,Mark Andrews,2021,3.0,53.92,0.9126870037124755,0.02547210019192354,5.378239864547899,5.129899662055586,0.16684118056533026
beta,replace_adp_rank_with_log_adp,12,Kyle Pitts,2023,2.0,71.62,0.9295665816821199,0.027629814369066332,-1.8952274389756107,-2.1435676414679232,0.21576270328795932
beta,replace_adp_rank_with_log_adp,13,Mark Andrews,2022,4.0,24.1,0.9548037998568337,0.024791452175501393,-2.0285761376118767,-2.276916340104189,0.02972188416602395
beta,replace_adp_rank_with_log_adp,14,Evan Engram,2019,2.0,61.69,0.9606524184918481,0.0206057204825344,1.9902870792627994,1.7419468767704869,0.19001359201258083
beta,replace_adp_rank_with_log_adp,15,George Kittle,2021,4.0,29.2,0.998266044550639,0.021478607982880777,1.6995068372219198,1.4511666347296073,0.062114221495661925
beta,replace_adp_rank_with_log_adp,16,Travis Kelce,2015,2.0,50.59,1.028917608957303,0.014314490011513976,0.08708333333333229,-0.16125686915898024,0.15588758191974839
beta,replace_adp_rank_with_log_adp,17,Jimmy Graham,2015,5.0,30.72,1.0825324515630597,0.012939153086589406,-2.400795454545456,-2.6491356570377684,0.07071348600537586
beta,replace_adp_rank_with_log_adp,18,Trey Mcbride,2024,2.0,47.3,1.0971195768348063,0.021183490019882192,0.6520686037586056,0.4037284012662931,0.1443479379671102
beta,replace_adp_rank_with_log_adp,19,Mark Andrews,2023,5.0,37.22,1.1076356457572818,0.01961375009195959,1.4268461792017568,1.1785059767094443,0.10335754948404274
beta,replace_adp_rank_with_log_adp,20,Antonio Gates,2008,2.0,45.09,1.1566478616652982,0.007553450326575977,-0.3973214285714288,-0.6456616310637413,0.13614617761125491
beta,replace_adp_rank_with_log_adp,21,Darren Waller,2020,4.0,64.11,1.1653025616589345,0.01487927839183208,5.110622358545305,4.862282156052992,0.19664640630959396
beta,replace_adp_rank_with_log_adp,22,Dalton Kincaid,2024,1.0,52.5,1.170334996938396,0.0185827898690669,-3.118812438308363,-3.3671526408006756,0.16225379560828512
beta,replace_adp_rank_with_log_adp,23,Zach Ertz,2018,5.0,38.28,1.1754222921093957,0.01302431270832015,4.6747900617272276,4.426449859234915,0.10814817978032387
beta,replace_adp_rank_with_log_adp,24,Travis Kelce,2018,5.0,27.18,1.1842045787239421,0.012828001287652,4.528788500255057,4.280448297762745,0.04999088681339592
beta,replace_adp_rank_with_log_adp,25,Jordan Reed,2017,4.0,47.86,1.229548922963108,0.011213448644915032,-2.992671101604076,-3.2410113040963884,0.14636661452772348
beta,replace_adp_rank_with_log_adp,26,Sam Laporta,2024,1.0,34.48,1.2475530520658236,0.016309739250002,-2.2420918503345764,-2.490432052826889,0.09033054097059778
beta,replace_adp_rank_with_log_adp,27,Julius Thomas,2014,3.0,28.62,1.2529698216988356,0.009072948994762525,-0.10624999999999929,-0.3545902024923118,0.05871830811087164
beta,replace_adp_rank_with_log_adp,28,Darren Waller,2021,5.0,23.44,1.2545658192721365,0.01355880027778836,-2.386560927990235,-2.6349011304825476,0.025055558556176027
beta,replace_adp_rank_with_log_adp,29,Antonio Gates,2010,4.0,42.48,1.2787589386822038,0.006908300165264586,5.807499999999997,5.559159797507685,0.12593766880761614
beta,replace_adp_rank_with_log_adp,30,Jermichael Finley,2010,2.0,50.56,1.29355978519084,0.006748531988059345,0.7937500000000011,0.5454097975076886,0.15578571962752363
beta,replace_adp_rank_with_log_adp,31,Evan Engram,2018,1.0,66.39,1.3084469986718947,0.0104668236550873,-0.8007640167030736,-1.049104219195386,0.20267371242954457
beta,replace_adp_rank_with_log_adp,32,George Kittle,2022,5.0,50.5,1.3133881701872008,0.01308710382136977,1.980166493719743,1.7318262912274305,0.1555818171176494
beta,replace_adp_rank_with_log_adp,33,Jimmy Graham,2013,3.0,20.32,1.3383257602454615,0.0074917305318645275,3.920416666666666,3.6720764641743537,0.0011386895391657381
beta,replace_adp_rank_with_log_adp,34,Rob Gronkowski,2012,2.0,18.62,1.3564365874379465,0.006882949864414602,2.129999999999999,1.8816597975076865,0.013412962186281963
beta,replace_adp_rank_with_log_adp,35,Greg Olsen,2009,2.0,72.53,1.372179128029119,0.005655916727095879,-1.3841666666666654,-1.632506869158978,0.21794347193871888
beta,replace_adp_rank_with_log_adp,36,Travis Kelce,2016,3.0,62.81,1.3729218510309102,0.008465164756427251,2.4370833333333337,2.1887431308410212,0.19311458122766056
beta,replace_adp_rank_with_log_adp,37,Vernon Davis,2010,4.0,51.68,1.377435728270319,0.0059467740762506535,-1.1708333333333343,-1.4191735358256468,0.15954895812767578
beta,replace_adp_rank_with_log_adp,38,Sam Laporta,2025,2.0,65.06,1.4000406181317528,0.013694781698133235,0.6160699491231956,0.36772974663088304,0.19918304195344316
beta,replace_adp_rank_with_log_adp,39,Rob Gronkowski,2015,5.0,9.48,1.4079111948005965,0.007601466067707597,2.516071428571429,2.2677312260791167,0.12322625168920875
beta,replace_adp_rank_with_log_adp,40,Rob Gronkowski,2013,3.0,44.84,1.4262654625000402,0.006602289606276637,4.390178571428573,4.14183836893626,0.13519372093693205
beta,replace_adp_rank_with_log_adp,41,Jimmy Graham,2014,4.0,9.97,1.4533113961921735,0.006744325288277042,-1.4941964285714295,-1.742536631063742,0.11522411887931427
beta,replace_adp_rank_with_log_adp,42,Noah Fant,2021,2.0,93.62,1.4614687000002027,0.00999673602340544,-1.1019129001077115,-1.350253102600024,0.26210398449366223
beta,replace_adp_rank_with_log_adp,43,Rob Gronkowski,2014,4.0,28.88,1.4735754203867701,0.006567391526964565,5.082916666666668,4.834576464174355,0.060248763083568524
beta,replace_adp_rank_with_log_adp,44,Antonio Gates,2009,3.0,48.47,1.4850898826550687,0.004847604940767486,2.6374999999999993,2.389159797507687,0.1485393696250693
beta,replace_adp_rank_with_log_adp,45,Rob Gronkowski,2016,6.0,12.43,1.4884050600102499,0.007232551797378024,-2.858107742597312,-3.1064479450896245,0.07979301440457076
beta,replace_adp_rank_with_log_adp,46,Kyle Pitts,2021,0.0,50.38,1.4894988435273087,0.009640874589806989,-1.3799763443743913,-1.6283165468667038,0.15517329845856231
beta,replace_adp_rank_with_log_adp,47,Oj Howard,2019,2.0,57.33,1.4946794513450534,0.00853284107205433,-3.888241261223743,-4.136581463716055,0.1773901219461569
beta,replace_adp_rank_with_log_adp,48,Kyle Pitts,2024,3.0,64.8,1.508551410829815,0.011193815754561428,-3.2025845903134122,-3.4509247928057247,0.19849244882978134
beta,replace_adp_rank_with_log_adp,49,Mark Andrews,2024,6.0,51.05,1.5117782925146788,0.011149152130312043,-0.8312235458258215,-1.079563748318134,0.15744209610536175
beta,replace_adp_rank_with_log_adp,50,Zach Ertz,2019,6.0,28.77,1.5143752439778964,0.008325694021355948,-0.0214103976675748,-0.26975060015988733,0.05960289453018186
beta,replace_adp_rank_with_log_adp,51,Vernon Davis,2011,5.0,62.3,1.526329954905787,0.005168729957788979,-1.6649999999999991,-1.9133402024923116,0.1917093292726475
beta,replace_adp_rank_with_log_adp,52,Kellen Winslow,2008,4.0,51.73,1.5683220229926618,0.004136077812373447,-3.7699999999999996,-4.018340202492312,0.15971508872778872
beta,replace_adp_rank_with_log_adp,53,Aaron Hernandez,2012,2.0,50.17,1.5719220967910195,0.0051896850750435975,0.03402777777777821,-0.21431242471453432,0.1544560895961995
beta,replace_adp_rank_with_log_adp,54,Jimmy Graham,2012,2.0,16.88,1.6006648157691572,0.005025207973897905,-4.596428571428573,-4.844768773920886,0.029675613667386247
beta,replace_adp_rank_with_log_adp,55,Evan Engram,2020,3.0,77.91,1.6338340408464669,0.0076981383783796195,-1.736943514117077,-1.9852837166093895,0.23030935563007104
beta,replace_adp_rank_with_log_adp,56,George Kittle,2023,6.0,47.89,1.6371051517055153,0.009123439388248772,2.143708071102049,1.8953678686097364,0.14647410399551497
beta,replace_adp_rank_with_log_adp,57,Antonio Gates,2011,5.0,38.29,1.641883044595893,0.0045391318147923925,-0.6729166666666639,-0.9212568691589764,0.10819275614621182
beta,replace_adp_rank_with_log_adp,58,Tj Hockenson,2023,4.0,48.18,1.662322695257623,0.008890981050729531,2.3618332729758933,2.113493070483581,0.1475097813939823
beta,replace_adp_rank_with_log_adp,59,Pat Freiermuth,2023,2.0,96.18,1.6710036684121152,0.008814289955229144,-2.0865278412569985,-2.334868043749311,0.26677895165347854
beta,replace_adp_rank_with_log_adp,60,Tj Hockenson,2022,3.0,82.78,1.7024178204105083,0.008070379167682048,2.4127879255134417,2.164447723021129,0.24079654911030135
beta,replace_adp_rank_with_log_adp,61,Dallas Goedert,2021,3.0,97.77,1.7502648008734827,0.0072928485965881385,0.9779151974804883,0.7295749949881758,0.26962094331065223
beta,replace_adp_rank_with_log_adp,62,Tyler Warren,2025,0.0,100.5,1.7831474782269863,0.00893442799566704,1.0044094531722187,0.7560692506799063,0.27439552207312445
beta,replace_adp_rank_with_log_adp,63,Jermichael Finley,2011,3.0,48.4,1.7848222667516431,0.003974318034887467,-1.0404166666666654,-1.288756869158978,0.1482914019964784
beta,replace_adp_rank_with_log_adp,64,Zach Ertz,2017,4.0,85.61,1.7936999649863523,0.005579716319230712,3.8941170397829126,3.6457768372906,0.24661414676507998
beta,replace_adp_rank_with_log_adp,65,Zach Ertz,2020,7.0,48.42,1.799978437142433,0.006601753690240293,-5.272579589713963,-5.520919792206276,0.1483622857264263
beta,replace_adp_rank_with_log_adp,66,Noah Fant,2020,1.0,115.82,1.8012762743696449,0.00659485635761296,0.021065219450965955,-0.22727498304134658,0.2990128562414097
beta,replace_adp_rank_with_log_adp,67,John Carlson,2010,2.0,142.44,1.8110355506390414,0.003672528314277143,-4.847115384615385,-5.095455587107698,0.33496157602367993
beta,replace_adp_rank_with_log_adp,68,Mark Andrews,2019,1.0,131.74,1.8158322110267318,0.006153128780764061,4.960443717828261,4.712103515335949,0.3213856207854432
beta,replace_adp_rank_with_log_adp,69,Cole Kmet,2022,2.0,118.61,1.8377178276591417,0.007195036230841679,-1.4395105681476803,-1.6878507706399928,0.3031460255083308
beta,replace_adp_rank_with_log_adp,70,Zach Ertz,2016,3.0,96.43,1.8460633572987581,0.005055906388728127,0.3240384615384606,0.07569825904614808,0.2672288729030936
beta,replace_adp_rank_with_log_adp,71,Rob Gronkowski,2018,8.0,21.57,1.8525290035073958,0.005647957115252822,-4.246304066118618,-4.494644268610931,0.011116225607561758
beta,replace_adp_rank_with_log_adp,72,Kyle Rudolph,2014,3.0,86.62,1.8568687068593648,0.004468540283682968,-2.1450892857142865,-2.393429488206599,0.24864446779142746
beta,replace_adp_rank_with_log_adp,73,Greg Olsen,2015,8.0,56.39,1.863160942478899,0.0047126580831641455,2.2179166666666674,1.969576464174355,0.17454506874858633
beta,replace_adp_rank_with_log_adp,74,George Kittle,2025,8.0,36.4,1.8661886459682042,0.008378701476141406,2.347623371453773,2.0992831689614606,0.0995595437787512
beta,replace_adp_rank_with_log_adp,75,Travis Kelce,2019,6.0,14.32,1.8665328473067109,0.00592317169628206,-0.08518870160041381,-0.33352890409272634,0.056735517412370706
beta,replace_adp_rank_with_log_adp,76,Dallas Goedert,2022,4.0,81.07,1.8758919461661252,0.006997078595699535,1.4278127324752194,1.179472529982907,0.23718530010658878
beta,replace_adp_rank_with_log_adp,77,Jared Cook,2012,3.0,127.47,1.9078773602290577,0.003841714624602763,-2.4706730769230782,-2.7190132794153907,0.31565979440244685
beta,replace_adp_rank_with_log_adp,78,Zach Miller,2010,3.0,105.69,1.9136712325025933,0.003409457100364616,2.1016666666666666,1.853326464174354,0.2831284302373992
beta,replace_adp_rank_with_log_adp,79,Jordan Reed,2014,1.0,82.48,1.9320876242558391,0.004244660274682024,-3.3656249999999996,-3.613965202492312,0.24016835908195955
beta,replace_adp_rank_with_log_adp,80,Zach Miller,2009,2.0,119.84,1.9331386277368305,0.0031777750112694353,1.4095833333333339,1.1612431308410214,0.3049376439680309
beta,add_log_adp,1,George Kittle,2019,2.0,29.36,0.6365467738345543,0.042775364739051656,0.972957794728206,0.6750345876643318,0.06303955127056804
beta,add_log_adp,2,Mark Andrews,2020,2.0,43.68,0.740994363423237,0.035956184331824265,0.38532686617773493,0.08740365911386067,0.13070524781092974
beta,add_log_adp,3,Jordan Reed,2016,3.0,38.26,0.749666700071408,0.028004292281996752,-0.8132508022116092,-1.1111740092754834,0.1080589929933462
beta,add_log_adp,4,Kyle Pitts,2022,1.0,33.08,0.7659703175803763,0.038227509122780584,-5.265908500860513,-5.563831707924387,0.08328055060074091
beta,add_log_adp,5,George Kittle,2020,3.0,22.38,0.7796606713398592,0.03306496491601336,1.065856139885172,0.7679329328212978,0.017290784026257278
beta,add_log_adp,6,Trey Mcbride,2025,3.0,25.75,0.8006796015390716,0.0421898729446016,4.133868883636836,3.835945676572962,0.0408710726611331
beta,add_log_adp,7,Brock Bowers,2025,1.0,18.36,0.8260936443194113,0.039968880693028806,0.03720227240055607,-0.2607209346633182,0.015749104868465924
beta,add_log_adp,8,Tj Hockenson,2021,2.0,59.32,0.8423559458829757,0.030652680131195643,0.2850123631166337,-0.012910843947240569,0.18326484599605397
beta,add_log_adp,9,Travis Kelce,2017,4.0,32.89,0.8501215623883347,0.023935291974927917,2.3740984036823427,2.0761751966184683,0.08230151412498443
beta,add_log_adp,10,Jordan Cameron,2014,3.0,55.7,0.9042007883239072,0.017991230724696668,-3.6142361111111105,-3.912159318174985,0.1724268626407488
beta,add_log_adp,11,Mark Andrews,2021,3.0,53.92,0.9543536703791422,0.024351370987325364,5.378239864547899,5.080316657484024,0.16684118056533026
beta,add_log_adp,12,Mark Andrews,2022,4.0,24.1,0.9652204665235005,0.0252456395486456,-2.0285761376118767,-2.326499344675751,0.02972188416602395
beta,add_log_adp,13,Kyle Pitts,2023,2.0,71.62,0.9920665816821199,0.025364001865721856,-1.8952274389756107,-2.193150646039485,0.21576270328795932
beta,add_log_adp,14,Evan Engram,2019,2.0,61.69,1.0050968629362924,0.019624681591974568,1.9902870792627994,1.6923638721989251,0.19001359201258083
beta,add_log_adp,15,George Kittle,2021,4.0,29.2,1.0190993778839723,0.021437029174912137,1.6995068372219198,1.4015836301580455,0.062114221495661925
beta,add_log_adp,16,Travis Kelce,2015,2.0,50.59,1.0501942047019839,0.014281047279848164,0.08708333333333229,-0.21083987373054197,0.15588758191974839
beta,add_log_adp,17,Jimmy Graham,2015,5.0,30.72,1.0931707494354002,0.01317559215514631,-2.400795454545456,-2.6987186616093304,0.07071348600537586
