league,method,match_rank,player,season,year_exp,avg_pick,template_distance,template_sample_prob,managed_residual,centered_managed_residual,distance_overall_log_adp
beta,production,1,George Kittle,2019,2.0,29.36,0.6050269981992702,0.041102311101075324,0.972957794728206,0.7279242017039936,0.06303955127056804
beta,production,2,Mark Andrews,2020,2.0,43.68,0.6756417395177721,0.03721571893007514,0.38532686617773493,0.14029327315352258,0.13070524781092974
beta,production,3,Jordan Reed,2016,3.0,38.26,0.6956372035747349,0.02826921644883767,-0.8132508022116092,-1.0582843952358214,0.1080589929933462
beta,production,4,Kyle Pitts,2022,1.0,33.08,0.7243300422800059,0.03755540712222478,-5.265908500860513,-5.510942093884725,0.08328055060074091
beta,production,5,Tj Hockenson,2021,2.0,59.32,0.7507235228849487,0.03348365429054115,0.2850123631166337,0.039978770092421345,0.18326484599605397
beta,production,6,George Kittle,2020,3.0,22.38,0.7710152793267305,0.030260089777612485,1.065856139885172,0.8208225468609597,0.017290784026257278
beta,production,7,Trey Mcbride,2025,3.0,25.75,0.780244065208505,0.03960591071346611,4.133868883636836,3.888835290612624,0.0408710726611331
beta,production,8,Travis Kelce,2017,4.0,32.89,0.8089708053258424,0.023479161500648552,2.3740984036823427,2.1290648106581305,0.08230151412498443
beta,production,9,Jordan Cameron,2014,3.0,55.7,0.8179873570035328,0.019373258531787074,-3.6142361111111105,-3.8592697041353228,0.1724268626407488
beta,production,10,Brock Bowers,2025,1.0,18.36,0.8182190918851784,0.036554083898588455,0.03720227240055607,-0.20783132062365628,0.015749104868465924
beta,production,11,Mark Andrews,2021,3.0,53.92,0.8709330800964771,0.02600994047535765,5.378239864547899,5.133206271523687,0.16684118056533026
beta,production,12,Kyle Pitts,2023,2.0,71.62,0.8841852300381403,0.028415358616224195,-1.8952274389756107,-2.140261031999823,0.21576270328795932
beta,production,13,Evan Engram,2019,2.0,61.69,0.910090066930002,0.021401052095967914,1.9902870792627994,1.7452534862385871,0.19001359201258083
beta,production,14,Mark Andrews,2022,4.0,24.1,0.9503595244404885,0.02348883767714478,-2.0285761376118767,-2.273609730636089,0.02972188416602395
beta,production,15,Travis Kelce,2015,2.0,50.59,0.9722504137421097,0.015018671108565508,0.08708333333333229,-0.15795025969088006,0.15588758191974839
beta,production,16,George Kittle,2021,4.0,29.2,0.9880422671361413,0.02059900240319661,1.6995068372219198,1.4544732441977075,0.062114221495661925
beta,production,17,Trey Mcbride,2024,2.0,47.3,1.0462222035959319,0.021935617809348013,0.6520686037586056,0.4070350107343933,0.1443479379671102
beta,production,18,Jimmy Graham,2015,5.0,30.72,1.0578140064327122,0.012765186893688624,-2.400795454545456,-2.645829047569668,0.07071348600537586
beta,production,19,Mark Andrews,2023,5.0,37.22,1.066373537681927,0.01994593997088583,1.4268461792017568,1.1818125861775446,0.10335754948404274
beta,production,20,Antonio Gates,2008,2.0,45.09,1.1004795347644325,0.007881758029904033,-0.3973214285714288,-0.6423550215956412,0.13614617761125491
beta,production,21,Darren Waller,2020,4.0,64.11,1.1104576193737028,0.015484238917431944,5.110622358545305,4.8655887655210925,0.19664640630959396
beta,production,22,Dalton Kincaid,2024,1.0,52.5,1.1317612906236152,0.018786408003001923,-3.118812438308363,-3.3638460313325753,0.16225379560828512
beta,production,23,Zach Ertz,2018,5.0,38.28,1.1426247979639146,0.013033763661434905,4.6747900617272276,4.429756468703015,0.10814817978032387
beta,production,24,Travis Kelce,2018,5.0,27.18,1.1698474331895847,0.012435766526752753,4.528788500255057,4.283754907230845,0.04999088681339592
beta,production,25,Jordan Reed,2017,4.0,47.86,1.1781047461340288,0.011574049259315837,-2.992671101604076,-3.237704694628288,0.14636661452772348
beta,production,26,Sam Laporta,2024,1.0,34.48,1.213026079452865,0.01635808577419896,-2.2420918503345764,-2.4871254433587886,0.09033054097059778
beta,production,27,Antonio Gates,2010,4.0,42.48,1.2266596694957872,0.00712579381735741,5.807499999999997,5.562466406975785,0.12593766880761614
beta,production,28,Julius Thomas,2014,3.0,28.62,1.234974304007036,0.008857650922959292,-0.10624999999999929,-0.35128359302421164,0.05871830811087164
beta,production,29,Jermichael Finley,2010,2.0,50.56,1.2374060558118607,0.00700277297327344,0.7937500000000011,0.5487164069757887,0.15578571962752363
beta,production,30,Darren Waller,2021,5.0,23.44,1.2524547066607155,0.012904578991200951,-2.386560927990235,-2.6315945210144474,0.025055558556176027
beta,production,31,Evan Engram,2018,1.0,66.39,1.2603016318188245,0.01071724164046976,-0.8007640167030736,-1.0457976097272859,0.20267371242954457
beta,production,32,George Kittle,2022,5.0,50.5,1.2668472616283761,0.0133643802974073,1.980166493719743,1.7351329006955307,0.1555818171176494
beta,production,33,Greg Olsen,2009,2.0,72.53,1.306685652929325,0.005931593635939461,-1.3841666666666654,-1.6292002596908777,0.21794347193871888
beta,production,34,Travis Kelce,2016,3.0,62.81,1.3082794540341012,0.00886598218482107,2.4370833333333337,2.1920497403091215,0.19311458122766056
beta,production,35,Vernon Davis,2010,4.0,51.68,1.3302699448586548,0.00606676784456761,-1.1708333333333343,-1.4158669263575465,0.15954895812767578
beta,production,36,Sam Laporta,2025,2.0,65.06,1.3310613420529904,0.014412448755384354,0.6160699491231956,0.3710363560989832,0.19918304195344316
beta,production,37,Jimmy Graham,2013,3.0,20.32,1.3377564154758785,0.007135662885214608,3.920416666666666,3.675383073642454,0.0011386895391657381
beta,production,38,Rob Gronkowski,2015,5.0,9.48,1.346298068955992,0.007910368777683727,2.516071428571429,2.271037835547217,0.12322625168920875
beta,production,39,Rob Gronkowski,2012,2.0,18.62,1.3613580133215497,0.006509080221103933,2.129999999999999,1.8849664069757868,0.013412962186281963
beta,production,40,Rob Gronkowski,2013,3.0,44.84,1.3695381672489655,0.006816353586239962,4.390178571428573,4.14514497840436,0.13519372093693205
beta,production,41,Jimmy Graham,2014,4.0,9.97,1.3956993367525163,0.0069626841480808065,-1.4941964285714295,-1.7392300215956418,0.11522411887931427
beta,production,42,Noah Fant,2021,2.0,93.62,1.413750041086705,0.010178912452411,-1.1019129001077115,-1.3469464931319237,0.26210398449366223
beta,production,43,Antonio Gates,2009,3.0,48.47,1.4216897630599257,0.005035527191983898,2.6374999999999993,2.392466406975787,0.1485393696250693
beta,production,44,Oj Howard,2019,2.0,57.33,1.4393177237053083,0.008765643973055416,-3.888241261223743,-4.133274854247955,0.1773901219461569
beta,production,45,Kyle Pitts,2021,0.0,50.38,1.4431621942980275,0.009789859989421622,-1.3799763443743913,-1.6250099373986036,0.15517329845856231
beta,production,46,Rob Gronkowski,2016,6.0,12.43,1.4485085528079644,0.007283392090588441,-2.858107742597312,-3.1031413356215243,0.07979301440457076
beta,production,47,Mark Andrews,2024,6.0,51.05,1.464972138079019,0.011320403403551461,-0.8312235458258215,-1.0762571388500337,0.15744209610536175
beta,production,48,Rob Gronkowski,2014,4.0,28.88,1.4661783115722586,0.006343658930246524,5.082916666666668,4.837883073642455,0.060248763083568524
beta,production,49,Vernon Davis,2011,5.0,62.3,1.4721419569361296,0.005294379648607912,-1.6649999999999991,-1.9100335930242114,0.1917093292726475
beta,production,50,Kyle Pitts,2024,3.0,64.8,1.473134973648967,0.011204415822641162,-3.2025845903134122,-3.4476181833376245,0.19849244882978134
beta,production,51,Zach Ertz,2019,6.0,28.77,1.4956849078239165,0.008162800330364439,-0.0214103976675748,-0.26644399069178715,0.05960289453018186
beta,production,52,Kellen Winslow,2008,4.0,51.73,1.512274002438291,0.0042383647729910745,-3.7699999999999996,-4.015033593024212,0.15971508872778872
beta,production,53,Aaron Hernandez,2012,2.0,50.17,1.5179498659464081,0.005304066386883161,0.03402777777777821,-0.21100581524643414,0.1544560895961995
beta,production,54,Evan Engram,2020,3.0,77.91,1.5730271891183878,0.007906172564648244,-1.736943514117077,-1.9819771071412893,0.23030935563007104
beta,production,55,George Kittle,2023,6.0,47.89,1.5847014330410913,0.00928309070110898,2.143708071102049,1.8986744780778366,0.14647410399551497
beta,production,56,Jimmy Graham,2012,2.0,16.88,1.585827008935464,0.004911565551808338,-4.596428571428573,-4.8414621644527855,0.029675613667386247
beta,production,57,Antonio Gates,2011,5.0,38.29,1.587786666522787,0.004626110649293355,-0.6729166666666639,-0.9179502596908763,0.10819275614621182
beta,production,58,Tj Hockenson,2023,4.0,48.18,1.619817804560632,0.008945415224324555,2.3618332729758933,2.116799679951681,0.1475097813939823
beta,production,59,Pat Freiermuth,2023,2.0,96.18,1.6417808592520424,0.008748802724198826,-2.0865278412569985,-2.3315614342812108,0.26677895165347854
beta,production,60,Tj Hockenson,2022,3.0,82.78,1.6549362125220242,0.008151396175348683,2.4127879255134417,2.1677543324892294,0.24079654911030135
beta,production,61,Dallas Goedert,2021,3.0,97.77,1.7092043292181565,0.007312912545667333,0.9779151974804883,0.7328816044562759,0.26962094331065223
beta,production,62,Jermichael Finley,2011,3.0,48.4,1.7210932324200707,0.004061140037384643,-1.0404166666666654,-1.2854502596908777,0.1482914019964784
beta,production,63,Tyler Warren,2025,0.0,100.5,1.7275823702516484,0.00906534881854154,1.0044094531722187,0.7593758601480064,0.27439552207312445
beta,production,64,Zach Ertz,2017,4.0,85.61,1.7356102829081603,0.005671318929060613,3.8941170397829126,3.6490834467587003,0.24661414676507998
beta,production,65,Zach Ertz,2020,7.0,48.42,1.7584059899313937,0.006616037542971372,-5.272579589713963,-5.517613182738176,0.1483622857264263
