period,scope,method,n,ppg_crps,contribution_crps,severity,event_rate,predicted_rate,calibration_bias,brier,log_loss,average_precision,roc_auc,top_decile_lift,top_decile_recall,tail_utility_crps,observed_tail_utility_mean,predicted_tail_utility_mean,ppg_crps_baseline,contribution_crps_baseline,brier_baseline,log_loss_baseline,average_precision_baseline,top_decile_lift_baseline,top_decile_recall_baseline,tail_utility_crps_baseline,ppg_crps_delta,contribution_crps_delta,brier_delta,log_loss_delta,average_precision_delta,top_decile_lift_delta,top_decile_recall_delta,tail_utility_crps_delta
all_2017_2025,all,flatter_w025_all,2647,1.8133959226438368,16.418335763747788,q90,0.03551190026445032,0.042357926961457855,0.006846026697007533,0.03328128879483922,0.15093432976891138,0.10142137366342709,0.7462309673225491,2.9753512645523887,0.2978723404255319,2.0780001408459627,2.247099357763506,2.244817825487095,1.8152531267818313,16.431713123420717,0.03340828758857227,0.15163325091905577,0.09499247296329257,2.9753512645523887,0.2978723404255319,2.083115116684374,-0.001857204137994506,-0.013377359672929856,-0.00012699879373304773,-0.0006989211501443882,0.006428900700134521,0.0,0.0,-0.005114975838411251
all_2017_2025,all,flatter_w025_all,2647,1.8133959226438368,16.418335763747788,q95,0.02606724593879864,0.026859020246787,0.0007917743079883625,0.024077980582674588,0.11741752267642408,0.11756021333806413,0.8236808670916675,4.487667487011212,0.4492753623188406,1.2079269883053336,1.3054095202115612,1.1774328007907255,1.8152531267818313,16.431713123420717,0.02415126740854356,0.1181041531317692,0.11357668518561294,4.34290401968827,0.43478260869565216,1.2108426722534489,-0.001857204137994506,-0.013377359672929856,-7.32868258689727e-05,-0.0006866304553451164,0.003983528152451191,0.14476346732294232,0.014492753623188415,-0.0029156839481152552
all_2017_2025,all,production,2647,1.8152531267818313,16.431713123420717,q90,0.03551190026445032,0.04185518946023754,0.006343289195787215,0.03340828758857227,0.15163325091905577,0.09499247296329257,0.7417931344850863,2.9753512645523887,0.2978723404255319,2.083115116684374,2.247099357763506,2.2263819676091825,1.8152531267818313,16.431713123420717,0.03340828758857227,0.15163325091905577,0.09499247296329257,2.9753512645523887,0.2978723404255319,2.083115116684374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all_2017_2025,all,production,2647,1.8152531267818313,16.431713123420717,q95,0.02606724593879864,0.026369552239305927,0.0003023063005072879,0.02415126740854356,0.1181041531317692,0.11357668518561294,0.8186634960254551,4.34290401968827,0.43478260869565216,1.2108426722534489,1.3054095202115612,1.174353322968672,1.8152531267818313,16.431713123420717,0.02415126740854356,0.1181041531317692,0.11357668518561294,4.34290401968827,0.43478260869565216,1.2108426722534489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all_2017_2025,all,te_ypr050,2647,1.814937620213176,16.42808659487933,q90,0.03551190026445032,0.04177401819187609,0.006262117927425766,0.03340341087651063,0.15172251861668218,0.09533051050652243,0.7405680426031952,3.081613809714974,0.30851063829787234,2.083088177267286,2.247099357763506,2.2195892427914634,1.8152531267818313,16.431713123420717,0.03340828758857227,0.15163325091905577,0.09499247296329257,2.9753512645523887,0.2978723404255319,2.083115116684374,-0.00031550656865531046,-0.003626528541389007,-4.876712061639699e-06,8.926769762640507e-05,0.00033803754322986324,0.10626254516258538,0.010638297872340441,-2.6939417088200912e-05
all_2017_2025,all,te_ypr050,2647,1.814937620213176,16.42808659487933,q95,0.02606724593879864,0.02626567457980327,0.0001984286410046318,0.024151849437322556,0.11815499683767354,0.11363750897882749,0.8181687860491788,4.487667487011212,0.4492753623188406,1.210869520457114,1.3054095202115612,1.1702484220740699,1.8152531267818313,16.431713123420717,0.02415126740854356,0.1181041531317692,0.11357668518561294,4.34290401968827,0.43478260869565216,1.2108426722534489,-0.00031550656865531046,-0.003626528541389007,5.820287789955192e-07,5.084370590434373e-05,6.0823793214551114e-05,0.14476346732294232,0.014492753623188415,2.684820366516405e-05
all_2017_2025,all,wr_ppg225_both025,2647,1.8148674706254326,16.431058154702757,q90,0.03551190026445032,0.04176705992703884,0.006255159662588515,0.03338525015386338,0.15097517108520112,0.09542963727277214,0.7446725171054496,3.081613809714974,0.30851063829787234,2.080936177318109,2.247099357763506,2.2215373514053125,1.8152531267818313,16.431713123420717,0.03340828758857227,0.15163325091905577,0.09499247296329257,2.9753512645523887,0.2978723404255319,2.083115116684374,-0.00038565615639862827,-0.0006549687179600028,-2.303743470889047e-05,-0.0006580798338546578,0.00043716430947957075,0.10626254516258538,0.010638297872340441,-0.002178939366265009
all_2017_2025,all,wr_ppg225_both025,2647,1.8148674706254326,16.431058154702757,q95,0.02606724593879864,0.02631064458110547,0.00024339864230683156,0.024136604793328683,0.11796108253620488,0.11461436224205127,0.8191047998111107,4.487667487011212,0.4492753623188406,1.2092010408564857,1.3054095202115612,1.1719708002966527,1.8152531267818313,16.431713123420717,0.02415126740854356,0.1181041531317692,0.11357668518561294,4.34290401968827,0.43478260869565216,1.2108426722534489,-0.00038565615639862827,-0.0006549687179600028,-1.4662615214877661e-05,-0.00014307059556431523,0.001037677056438327,0.14476346732294232,0.014492753623188415,-0.0016416313969631613
all_2017_2025,all,wr_ppg225_tdrate050,2647,1.8146393074037506,16.432984129833997,q90,0.03551190026445032,0.041718257691258046,0.006206357426807724,0.03340875933958038,0.15141999586880608,0.09494751214634126,0.7418348042769874,2.9753512645523887,0.2978723404255319,2.083528717159736,2.247099357763506,2.225193443729906,1.8152531267818313,16.431713123420717,0.03340828758857227,0.15163325091905577,0.09499247296329257,2.9753512645523887,0.2978723404255319,2.083115116684374,-0.0006138193780806933,0.0012710064132797072,4.7175100811175374e-07,-0.00021325505024968883,-4.4960816951308824e-05,0.0,0.0,0.00041360047536187494
all_2017_2025,all,wr_ppg225_tdrate050,2647,1.8146393074037506,16.432984129833997,q95,0.02606724593879864,0.02636288619108206,0.00029564025228341964,0.024168481360023,0.1184717088248547,0.11328288715615793,0.8151162006273822,4.487667487011212,0.4492753623188406,1.2111155226319334,1.3054095202115612,1.175850025400104,1.8152531267818313,16.431713123420717,0.02415126740854356,0.1181041531317692,0.11357668518561294,4.34290401968827,0.43478260869565216,1.2108426722534489,-0.0006138193780806933,0.0012710064132797072,1.7213951479438938e-05,0.0003675556930854973,-0.00029379802945500577,0.14476346732294232,0.014492753623188415,0.00027285037848456817
