lock_version,model_run_id,forecast_origin,position,history_group,prior_rows,primary_rmse,projection_only_rmse,selected_source
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,2017,QB,limited_history,0,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,2017,RB,limited_history,0,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,2017,WR,limited_history,0,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,2017,TE,limited_history,0,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,2018,QB,limited_history,9,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,2018,RB,limited_history,39,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,2018,WR,limited_history,57,3.076202487445652,3.112337284745201,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,2018,TE,limited_history,22,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,2019,QB,limited_history,21,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,2019,RB,limited_history,83,4.603657593851074,4.784487140686833,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,2019,WR,limited_history,107,3.0076206341549967,3.048332463305066,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,2019,TE,limited_history,52,2.2750028254665424,2.3235884009319627,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,2020,QB,limited_history,34,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,2020,RB,limited_history,125,4.051053003930569,4.159147433544694,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,2020,WR,limited_history,162,3.1480287822597957,3.119384779870507,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,2020,TE,limited_history,74,2.348674101983958,2.410008491608741,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,2021,QB,limited_history,43,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,2021,RB,limited_history,168,3.963165079384895,4.030502820061886,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,2021,WR,limited_history,217,3.175429837954964,3.1662532048624525,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,2021,TE,limited_history,89,2.2658499884982746,2.324610548871461,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,2022,QB,limited_history,53,4.91013930506791,4.762723819235097,conditional_ppg_projection_only
