lock_version,model_run_id,target_name,method,slice_type,slice_value,metric,n_rows,n_seasons,value
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,conditional_ppg,conditional_ppg_history_gap_no_history_route,pooled,all,rmse,3696,9,3.10451641583493
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,conditional_ppg,conditional_ppg_history_gap_no_history_route,pooled,all,mae,3696,9,2.4232698827121197
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,conditional_ppg,conditional_ppg_history_gap_no_history_route,pooled,all,bias,3696,9,0.15549982379284838
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,conditional_ppg,conditional_ppg_history_gap_no_history_route,pooled,all,spearman,3696,9,0.8042397501645893
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,conditional_ppg,conditional_ppg_history_gap_no_history_route,provider_era,2023_2025,rmse,1237,3,3.0783111898121422
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,conditional_ppg,conditional_ppg_history_gap_no_history_route,provider_era,2023_2025,mae,1237,3,2.4014316414942654
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,conditional_ppg,conditional_ppg_history_gap_no_history_route,provider_era,2023_2025,bias,1237,3,0.3061307436342495
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,conditional_ppg,conditional_ppg_history_gap_no_history_route,provider_era,2023_2025,spearman,1237,3,0.8106210959368975
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2017,rmse,407,1,3.084270891960221
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2017,mae,407,1,2.407038787516254
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2017,bias,407,1,0.3804613673290898
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2017,spearman,407,1,0.7919159353823325
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2018,rmse,405,1,3.3504911474078476
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2018,mae,405,1,2.568544559981006
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2018,bias,405,1,-0.5237042239375775
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2018,spearman,405,1,0.7971347633444454
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2019,rmse,388,1,3.0922590642500065
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2019,mae,388,1,2.4574435310095586
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2019,bias,388,1,-0.06359311514837107
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2019,spearman,388,1,0.7949015049449342
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2020,rmse,414,1,3.300686734070321
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2020,mae,414,1,2.5242899088647763
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260828T211340Z_2b29a4a7,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2020,bias,414,1,-0.2857552951715777
