iterations,elapsed_seconds,trials_per_second,result_rows,top_player,top_expected_roster_gain,managed_trials,season_ev,workers,blocks,requested_workers,repeat
500,7.726270499999373,64.71427579451698,30,Jalen Hurts,6.43940185546875,500,1588.8468051757814,8,10,8,1
