phase,component,calls,total_seconds,mean_ms,p50_ms,p90_ms
context_bank,context_bank_total,1,0.29491549999875133,294.91549999875133,294.91549999875133,294.91549999875133
context_bank,decision_scores,50,0.006054400004359195,0.1210880000871839,0.118949998068274,0.13066000028629787
context_bank,managed_base_lineup_state,50,0.014652800007752376,0.2930560001550475,0.2926500001194654,0.30559999904653523
context_bank,managed_marginal_values,50,0.032665600014297524,0.6533120002859505,0.6490000014309771,0.681129999793484
context_bank,sample_weekly_template,50,0.20844640000723302,4.1689280001446605,1.6285000001516892,1.7275599984714063
contribution,contribution_total,50,2.840204600015568,56.80409200031136,56.36189999859198,67.68135000093025
contribution,cvxopt_matrix_conversion,3900,0.0405498000800435,0.010397384635908589,0.0015999976312741637,0.02939999831141904
contribution,glpk_buy,650,0.6625110000277346,1.0192476923503608,0.8665000004839385,1.7261200002394619
contribution,glpk_pass,650,0.7859943999901589,1.2092221538310137,1.0568500001681969,2.1075200002087517
contribution,managed_base_lineup_state,1938,0.4906197001109831,0.25315773999534735,0.2523000002838671,0.26825999811990187
contribution,managed_marginal_values,1938,1.1059202999458648,0.5706503095695897,0.5636999994749203,0.6141300003946526
contribution,multi_context_roster_score,634,0.14087189993006177,0.22219542575719523,0.22184999943419825,0.2383000017289305
contribution,salary_value_constraint_row,650,0.0013636999428854324,0.0020979999121314343,0.0020999978005420417,0.0022000021999701858
contribution,salary_value_normalization,650,0.01308539998717606,0.02013138459565548,0.01920000067912042,0.023299999156733975
holdout,decision_scores,250,0.024769299994659377,0.09907719997863751,0.09395000051881652,0.11731999838957563
holdout,holdout_total,50,0.3205912000157696,6.4118240003153915,6.408649998775218,6.606289999035653
holdout,sample_seeded_weekly_templates,50,0.14947489998667152,2.9894979997334303,2.9649000007339055,3.099579999616253
holdout,sample_weekly_template,50,0.09058610000283807,1.8117220000567613,1.8137500010197982,1.9672700025694214
outer,build_static_matrices,1,0.0052213999988453,5.2213999988453,5.2213999988453,5.2213999988453
outer,cvxopt_matrix_conversion,202,0.0017872000062197912,0.008847524783266293,0.0010499989002710208,0.030700000934302807
outer,dataframe_copy,212,0.019667199998366414,0.09276981131304912,0.020000001313746907,0.2675300002010772
outer,final_results,1,0.008409399997617584,8.409399997617584,8.409399997617584,8.409399997617584
outer,glpk_outer,50,0.05725940002230345,1.145188000446069,0.9867500011750963,2.066549999653944
outer,managed_iteration_summary,50,0.12671989998489153,2.5343979996978305,2.5127499993686797,2.637750000212691
outer,salary_constraint_row,50,0.001294100013183197,0.02588200026366394,0.02550000135670416,0.02761999930953607
outer,salary_normalization,50,0.006406099982996238,0.12812199965992477,0.12474999857658986,0.1398099986545276
outer,salary_value_constraint_row,50,0.00010800000018207356,0.0021600000036414713,0.0021500000002561137,0.0023000029614195228
outer,salary_value_normalization,50,0.001139799987868173,0.02279599975736346,0.02209999911428895,0.025150001965812407
outer,sample_projection_matrix,1,0.008435600000666454,8.435600000666454,8.435600000666454,8.435600000666454
outer,sample_salary_matrix,1,0.008745399998588255,8.745399998588255,8.745399998588255,8.745399998588255
outer,tally_selections,50,0.06133429998590145,1.226685999718029,1.2114499986637384,1.2714799977402436
