repeat,elapsed_seconds,trials_per_second,max_numeric_difference,labels_equal
1,3.333460499998182,14.999427771838684,3.552713678800501e-15,True
2,3.294311599998764,15.177677788591328,3.552713678800501e-15,True
3,3.2864186000006157,15.21413005634481,3.552713678800501e-15,True
4,3.2909401999968395,15.193226543602348,3.552713678800501e-15,True
5,3.290067400001135,15.197257053148137,3.552713678800501e-15,True
