iterations,elapsed_seconds,trials_per_second,result_rows,top_player,top_expected_roster_gain,managed_trials,season_ev,workers,blocks,requested_workers,repeat
800,15.760128099998838,50.76100872556099,30,Jalen Hurts,8.80674057006836,800,1597.0832777404785,8,16,8,1
800,15.775403300001926,50.71185723663257,30,Jalen Hurts,8.80674057006836,800,1597.0832777404785,10,16,10,1
800,16.171203400001104,49.4706534950853,30,Jalen Hurts,8.80674057006836,800,1597.0832777404785,12,16,12,1
800,16.986001400000532,47.097605914478194,30,Jalen Hurts,8.80674057006836,800,1597.0832777404785,16,16,16,1
