phase,component,calls,total_seconds,mean_ms,p50_ms,p90_ms
context_bank,context_bank_total,1,0.2971517000005406,297.1517000005406,297.1517000005406,297.1517000005406
context_bank,decision_scores,50,0.006212699994648574,0.12425399989297148,0.12249999963387381,0.13052000031166244
context_bank,managed_base_lineup_state,50,0.014695400001073722,0.29390800002147444,0.29119999817339703,0.30837999693176243
context_bank,managed_marginal_values,50,0.030357699983142084,0.6071539996628417,0.6058499984646915,0.6290100016485667
context_bank,managed_marginal_values_batch,50,0.030203799993614666,0.6040759998722933,0.6030000004102476,0.6258099991100607
context_bank,sample_weekly_template,50,0.21082960000057938,4.2165920000115875,1.522349999504513,1.6128800019941991
contribution,contribution_total,50,2.343077200010157,46.86154400020314,45.97929999908956,57.05581000074744
contribution,cvxopt_matrix_conversion,3900,0.04098929992687772,0.01051007690432762,0.0015000005078036338,0.02939999831141904
contribution,glpk_buy,650,0.6675779999131919,1.027043076789526,0.8651499992993195,1.737059998777113
contribution,glpk_pass,650,0.793532099971344,1.2208186153405292,1.0605999996187165,2.1090599992021453
contribution,managed_base_lineup_state,1938,0.45096779992309166,0.23269752318012987,0.22470000112662092,0.2596999995148508
contribution,managed_marginal_values_batch,241,0.5956147000106284,2.471430290500533,2.4253000010503456,3.738700001122197
contribution,multi_context_roster_score,634,0.14227539997955319,0.22440914823273372,0.22205000095709693,0.2504400006728247
contribution,salary_value_constraint_row,650,0.0013146000310371164,0.0020224615862109484,0.0020000006770715117,0.0022000021999701858
contribution,salary_value_normalization,650,0.013631799985887483,0.020971999978288438,0.019899998733308166,0.023699998564552516
holdout,decision_scores,250,0.025463900052272948,0.10185560020909179,0.0957000011112541,0.12222999939695
holdout,holdout_total,50,0.3202127999938966,6.4042559998779325,6.384399999660673,6.5781900000729365
holdout,sample_seeded_weekly_templates,50,0.1490464999806136,2.980929999612272,2.969249999296153,3.0772899994190084
holdout,sample_weekly_template,50,0.08852090001892066,1.7704180003784131,1.7650000008870848,1.8900199993368005
outer,build_static_matrices,1,0.005193900000449503,5.193900000449503,5.193900000449503,5.193900000449503
outer,cvxopt_matrix_conversion,202,0.0017972000023291912,0.008897029714500947,0.0010000003385357559,0.03358000103617087
outer,dataframe_copy,212,0.0200961999980791,0.09479339621735425,0.01920000067912042,0.270549999549985
outer,final_results,1,0.00850469999932102,8.50469999932102,8.50469999932102,8.50469999932102
outer,glpk_outer,50,0.05840750001516426,1.1681500003032852,1.0207499999523861,2.161369999521412
outer,managed_iteration_summary,50,0.12834099999963655,2.566819999992731,2.5751000011950964,2.6538499994785525
outer,salary_constraint_row,50,0.0013624999992316589,0.027249999984633178,0.02680000034160912,0.028609999571926892
outer,salary_normalization,50,0.0068140999937895685,0.13628199987579137,0.1339999998890562,0.15282999884220771
outer,salary_value_constraint_row,50,0.00011609999637585133,0.0023219999275170267,0.0022999993234407157,0.0026000016077887267
outer,salary_value_normalization,50,0.0012377000057313126,0.02475400011462625,0.023800001144991256,0.02910999974119477
outer,sample_projection_matrix,1,0.008773499997914769,8.773499997914769,8.773499997914769,8.773499997914769
outer,sample_salary_matrix,1,0.008912499997677514,8.912499997677514,8.912499997677514,8.912499997677514
outer,tally_selections,50,0.06181290000313311,1.2362580000626622,1.2449999994714744,1.2740699985442916
