player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties
Pierre Garcon,4519,WR,16,IND,123,70,56.9,947,6,66.6,65.4,68.6,26.6,,13.5,365,5.2,87,43,5,3,2,5,87.7,2,0
Reggie Wayne,800,WR,16,IND,121,75,62.0,960,4,76.3,76.2,88.2,81.6,,12.8,289,3.9,56,50,2,4,0,4,84.0,2,0
Victor Cruz,5827,WR,16,NYG,121,82,67.8,1536,9,82.0,82.7,37.8,52.2,,18.7,599,7.3,99,59,11,3,1,13,125.1,2,0
Rob Gronkowski,5567,TE,16,NE,121,90,74.4,1327,17,91.9,90.8,63.1,83.0,59.5,14.7,656,7.3,52,68,8,2,0,9,142.5,6,0
Antonio Brown,5718,WR,16,PIT,120,69,57.5,1108,2,88.6,87.7,63.2,52.1,,16.1,350,5.1,79,57,6,3,1,3,83.6,3,0
Mike Williams,5625,WR,16,TB,119,65,54.6,777,3,62.5,63.2,40.0,27.3,,12.0,236,3.6,42,42,10,3,2,5,72.7,3,2
Percy Harvin,4945,WR,16,MIN,118,87,73.7,975,6,86.5,87.9,65.9,68.3,74.9,11.2,580,6.7,52,47,7,5,2,9,97.2,3,0
Nate Washington,2832,WR,16,TEN,118,74,62.7,1023,7,76.6,76.0,77.4,82.0,,13.8,355,4.8,57,47,5,5,0,3,92.6,0,0
Brandon Pettigrew,4943,TE,16,DET,117,83,70.9,777,5,69.2,67.1,58.9,82.3,74.9,9.4,346,4.2,27,36,8,3,0,4,92.4,11,0
Jason Witten,1384,TE,16,DAL,114,79,69.3,942,5,78.5,76.6,84.1,51.9,72.1,11.9,365,4.6,64,47,4,3,1,9,97.9,3,0
Kellen Winslow,1727,TE,16,TB,114,75,65.8,772,2,67.3,69.2,74.6,28.6,79.3,10.3,250,3.3,37,43,5,9,2,2,58.1,7,0
Mike Wallace,5007,WR,16,PIT,113,72,63.7,1193,8,80.3,79.4,75.3,82.0,,16.6,493,6.8,95,55,4,4,0,9,108.0,2,0
Greg Little,6211,WR,16,CLV,113,61,54.0,709,2,58.7,57.5,28.3,81.0,,11.6,247,4.0,76,35,14,3,0,12,68.0,1,0
Tony Gonzalez,237,TE,16,ATL,113,80,70.8,875,7,90.1,89.9,85.6,82.4,76.9,10.9,246,3.1,30,53,3,4,0,5,99.2,0,0
Brandon Lloyd,1436,WR,11,STR,112,51,45.5,683,5,82.3,83.0,58.9,59.2,,13.4,100,2.0,37,31,7,4,0,1,65.4,2,0
A.J. Green,6156,WR,15,CIN,111,65,58.6,1057,7,72.8,75.7,61.5,81.5,,16.3,284,4.4,58,43,5,4,0,2,96.6,10,5
Vincent Jackson,2278,WR,16,SD,110,60,54.5,1106,9,75.8,73.8,51.8,80.8,,18.4,217,3.6,58,55,8,9,0,4,82.6,2,0
Nate Burleson,1386,WR,16,DET,110,73,66.4,757,3,62.2,61.6,51.1,56.3,,10.4,416,5.7,47,37,9,4,1,15,80.0,6,0
Jabar Gaffney,1040,WR,16,WAS,110,68,61.8,947,5,75.9,75.3,87.3,48.5,65.7,13.9,210,3.1,45,50,2,5,1,2,85.7,1,0
Dustin Keller,4344,TE,16,NYJ,109,65,59.6,815,5,68.5,70.7,78.4,44.9,66.7,12.5,320,4.9,41,39,3,2,1,8,90.6,3,1
Aaron Hernandez,5637,TE,14,NE,108,79,73.1,910,7,79.8,81.3,74.5,29.5,60.0,11.5,518,6.6,46,46,5,1,1,18,115.9,2,0
Darren Sproles,2347,HB,16,NO,107,86,80.4,710,7,79.2,72.5,60.5,89.7,18.4,8.3,725,8.4,39,35,8,3,0,7,104.4,0,0
Darrius Heyward-Bey,4930,WR,15,OAK,106,64,60.4,975,4,77.9,77.6,47.3,46.3,,15.2,301,4.7,58,45,6,4,1,5,87.6,1,0
Michael Crabtree,4933,WR,15,SF,106,71,67.0,860,3,79.3,77.7,53.9,81.7,,12.1,379,5.3,52,39,8,2,0,10,93.3,2,0
Marques Colston,3197,WR,14,NO,105,80,76.2,1143,8,87.3,86.2,89.5,51.9,65.7,14.3,265,3.3,50,56,2,1,1,1,132.4,2,0
Anquan Boldin,1369,WR,14,BLT,102,57,55.9,887,3,72.3,71.5,44.4,80.2,,15.6,252,4.4,56,44,7,2,0,1,86.5,1,0
Dez Bryant,5549,WR,15,DAL,100,63,63.0,928,9,80.4,79.6,90.0,45.4,,14.7,311,4.9,50,49,1,3,1,8,110.8,1,1
Ray Rice,4369,HB,16,BLT,99,76,76.8,704,3,77.6,89.9,77.3,79.6,57.3,9.3,687,9.0,52,30,5,2,0,10,97.4,1,0
Santonio Holmes,2970,WR,16,NYJ,98,51,52.0,654,8,61.4,61.4,59.6,25.5,72.0,12.8,222,4.4,38,34,5,5,2,3,79.2,4,0
Jerome Simpson,4360,WR,16,CIN,96,50,52.1,725,4,64.6,64.6,31.9,79.3,68.1,14.5,256,5.1,84,34,9,1,0,6,86.5,7,1
Greg Jennings,2997,WR,13,GB,96,67,69.8,949,9,78.4,79.0,74.3,81.2,,14.2,309,4.6,79,43,4,2,0,4,124.0,4,0
Steve Breaston,3758,WR,16,KC,96,61,63.5,785,2,70.3,69.7,77.8,80.7,,12.9,327,5.4,43,39,3,5,0,9,74.3,2,0
DeSean Jackson,4363,WR,15,PHI,95,58,61.1,961,4,70.2,69.1,38.4,81.3,,16.6,251,4.3,62,39,8,7,0,1,78.4,1,0
Brent Celek,3778,TE,16,PHI,94,62,66.0,811,5,79.3,80.1,58.7,80.5,68.1,13.1,498,8.0,73,35,6,5,0,9,88.6,1,0
Jeremy Maclin,4942,WR,13,PHI,94,63,67.0,859,5,75.3,74.0,51.1,45.5,60.9,13.6,278,4.4,59,44,6,2,1,1,104.9,0,0
David Nelson,5862,WR,16,BUF,94,61,64.9,658,5,64.8,64.1,64.9,80.6,24.0,10.8,210,3.4,35,32,4,7,0,5,72.0,1,0
Jordy Nelson,4350,WR,16,GB,93,68,73.1,1263,15,88.9,88.4,79.6,81.0,,18.6,429,6.3,93,47,2,1,0,9,150.2,3,0
Austin Collie,5051,WR,16,IND,92,54,58.7,514,1,67.6,66.8,73.5,79.7,64.5,9.5,215,4.0,27,35,4,5,0,1,55.3,1,1
Vernon Davis,2951,TE,16,SF,92,67,72.8,792,6,72.9,67.4,65.1,23.1,53.5,11.8,334,5.0,44,33,5,0,3,8,120.4,2,0
Andre Roberts,5612,WR,16,ARZ,91,51,56.0,586,2,59.0,56.6,51.4,40.2,,11.5,236,4.6,45,29,6,7,1,7,50.9,1,0
Julio Jones,6158,WR,13,ATL,91,54,59.3,959,8,70.8,68.9,31.4,43.1,,17.8,421,7.8,80,34,8,2,1,8,115.6,3,0
Eric Decker,5611,WR,16,DEN,91,44,48.4,612,8,64.0,61.7,28.9,35.0,,13.9,190,4.3,56,30,9,5,1,3,76.8,4,1
Jermichael Finley,4405,TE,16,GB,91,55,60.4,767,8,67.3,70.2,28.3,80.0,74.7,13.9,240,4.4,41,44,12,2,0,3,107.7,5,0
Torrey Smith,6210,WR,16,BLT,90,50,55.6,841,7,68.6,67.6,44.0,39.3,,16.8,242,4.8,74,34,7,1,1,2,108.6,2,0
Santana Moss,786,WR,12,WAS,90,46,51.1,584,4,70.1,69.5,49.3,79.0,,12.7,202,4.4,49,35,7,7,0,4,54.1,2,0
Plaxico Burress,586,WR,16,NYJ,90,45,50.0,612,8,71.2,71.8,69.8,78.9,,13.6,157,3.5,30,39,3,2,0,1,92.5,5,0
Early Doucet,4395,WR,16,ARZ,89,54,60.7,689,5,59.8,60.5,41.7,39.4,,12.8,352,6.5,70,35,8,4,1,4,84.9,3,1
Damian Williams,5601,WR,15,TEN,89,45,50.6,592,5,65.3,65.3,53.9,78.6,,13.2,222,4.9,54,27,5,1,0,3,86.0,1,0
Antonio Gates,1609,TE,13,SD,87,64,73.6,778,7,79.5,80.3,90.2,80.9,39.4,12.2,280,4.4,38,45,1,4,0,1,108.3,2,0
Mike Thomas,5030,WR,15,JAX,86,44,51.2,408,1,61.6,61.0,61.5,79.4,,9.3,200,4.5,47,21,5,4,0,5,49.0,4,0
Jermaine Gresham,5546,TE,14,CIN,86,56,65.1,596,6,75.0,76.3,56.7,41.8,65.5,10.6,204,3.6,31,31,6,1,1,4,103.6,5,0
Doug Baldwin,6615,WR,16,SEA,85,51,60.0,792,4,80.1,80.4,52.3,79.6,65.9,15.5,316,6.2,55,40,7,1,0,2,101.7,2,0
Deion Branch,1072,WR,15,NE,85,51,60.0,702,5,68.7,68.1,79.3,79.3,,13.8,341,6.7,63,37,2,3,0,5,91.4,2,0
Greg Olsen,3647,TE,16,CAR,85,45,52.9,540,5,69.9,65.3,49.3,34.5,65.5,12.0,206,4.6,44,28,5,2,1,5,82.5,7,1
Ed Dickson,5595,TE,16,BLT,85,54,63.5,528,5,68.3,65.5,61.0,79.9,55.0,9.8,176,3.3,25,31,5,4,0,2,80.9,2,0
Fred Davis,4362,TE,12,WAS,84,59,70.2,796,3,77.6,80.7,77.1,43.0,71.7,13.5,364,6.2,42,39,3,6,1,5,82.2,4,1
Laurent Robinson,3691,WR,14,DAL,81,54,66.7,858,11,75.7,74.6,53.5,79.7,68.1,15.9,268,5.0,74,36,7,2,0,1,131.1,1,0
Titus Young,6196,WR,16,DET,80,48,60.0,607,6,62.7,64.7,44.4,79.6,,12.6,142,3.0,57,33,7,1,0,0,103.5,8,1
Jason Avant,3054,WR,16,PHI,80,52,65.0,679,1,67.5,66.6,73.0,24.9,,13.1,183,3.5,35,34,3,3,2,3,80.2,1,0
Owen Daniels,3043,TE,15,HST,79,54,68.4,677,3,80.5,85.8,80.8,79.8,42.3,12.5,301,5.6,34,41,2,1,0,3,102.1,2,0
Davone Bess,4694,WR,16,MIA,79,51,64.6,537,3,61.1,61.2,58.2,24.9,,10.5,225,4.4,41,27,5,2,2,7,86.3,1,0
Devin Aromashodu,3178,WR,16,MIN,78,26,33.3,468,1,63.3,60.8,37.7,76.1,,18.0,119,4.6,60,21,5,6,0,1,27.1,0,0
Marcedes Lewis,2973,TE,15,JAX,76,39,51.3,460,0,76.8,66.2,38.0,77.9,74.3,11.8,163,4.2,62,22,6,3,0,6,53.6,2,1
Chris Johnson,4338,HB,16,TEN,75,57,76.0,418,0,63.9,57.2,69.2,67.3,68.1,7.3,388,6.8,34,13,4,1,0,7,83.1,2,0
Legedu Naanee,3788,WR,15,CAR,74,44,59.5,467,1,58.1,57.5,69.2,78.9,,10.6,176,4.0,28,20,3,4,0,1,59.9,6,0
Lavelle Hawkins,4440,WR,16,TEN,74,47,63.5,470,1,61.4,60.5,71.1,36.2,,10.0,202,4.3,32,23,3,3,1,8,69.1,1,0
Heath Miller,2247,TE,16,PIT,74,51,68.9,631,2,87.6,81.8,56.6,39.5,69.9,12.4,267,5.2,39,36,5,4,1,4,81.5,3,0
Jared Cook,5012,TE,16,TEN,74,49,66.2,759,3,64.4,63.4,79.6,24.7,79.9,15.5,306,6.2,80,35,3,1,2,6,107.9,3,0
Mario Manningham,4409,WR,12,NYG,73,39,53.4,523,4,64.0,63.9,41.6,77.9,62.3,13.4,92,2.4,47,25,6,5,0,1,66.2,2,0
Denarius Moore,6300,WR,13,OAK,73,33,45.2,618,5,76.7,73.5,79.1,78.6,64.5,18.7,133,4.0,78,26,2,7,0,1,58.3,1,0
Miles Austin,3211,WR,10,DAL,72,43,59.7,579,7,71.8,72.1,60.7,33.3,,13.5,201,4.7,53,31,4,0,0,2,117.8,1,0
Lance Moore,2718,WR,14,NO,72,52,72.2,627,8,78.9,78.2,73.9,79.8,,12.1,157,3.0,47,35,3,0,0,0,135.6,0,0
Matt Forte,4358,HB,12,CHI,71,52,73.2,490,1,85.0,82.9,87.2,70.1,61.8,9.4,456,8.8,56,20,1,3,1,9,79.0,1,0
Mike Tolbert,4740,HB,15,SD,70,54,77.1,433,2,68.2,59.7,54.0,58.3,61.7,8.0,458,8.5,27,23,6,1,1,10,95.7,0,0
Mohamed Massaquoi,4973,WR,14,CLV,69,31,44.9,384,2,57.9,58.0,49.6,76.6,,12.4,74,2.4,56,19,4,4,0,0,48.2,1,0
Benjamin Watson,1753,TE,13,CLV,69,37,53.6,410,2,63.9,61.4,39.3,77.6,80.4,11.1,195,5.3,34,21,6,1,0,3,75.2,3,0
Malcom Floyd,2044,WR,12,SD,68,43,63.2,856,5,89.1,89.9,83.9,78.5,,19.9,191,4.4,52,41,1,1,0,0,125.2,3,1
Brian Hartline,5031,WR,16,MIA,66,35,53.0,549,1,67.1,66.8,31.0,77.7,,15.7,94,2.7,41,31,7,6,0,1,48.1,1,0
Brandon Gibson,5118,WR,15,STR,65,36,55.4,431,1,66.0,62.7,29.2,77.9,66.8,12.0,116,3.2,34,28,8,0,0,4,81.0,2,0
Demaryius Thomas,5547,WR,11,DEN,65,32,49.2,551,4,72.3,71.7,37.7,77.1,,17.2,126,3.9,47,24,5,1,0,3,92.5,1,0
Visanthe Shiancoe,1406,TE,16,MIN,65,36,55.4,409,3,69.2,68.1,48.3,77.7,79.1,11.4,148,4.1,37,26,5,1,0,1,83.4,8,1
Johnny Knox,5064,WR,14,CHI,64,37,57.8,729,2,75.8,74.9,63.4,28.9,,19.7,161,4.4,81,32,3,2,1,3,95.1,0,0
Joshua Cribbs,2544,WR,16,CLV,63,41,65.1,518,4,72.9,71.8,52.5,80.0,70.4,12.6,229,5.6,45,27,5,0,0,8,111.7,1,0
Dallas Clark,1340,TE,11,IND,63,34,54.0,352,2,62.3,61.3,29.0,28.2,55.4,10.4,160,4.7,21,22,8,1,1,4,74.3,1,1
Andre Caldwell,4411,WR,13,CIN,63,37,58.7,317,3,54.3,54.0,48.3,77.7,68.1,8.6,111,3.0,49,15,4,7,0,1,48.3,2,0
Arian Foster,5398,HB,13,HST,62,53,85.5,623,2,80.4,71.0,66.6,47.8,74.9,11.8,645,12.2,78,19,4,0,1,9,119.3,0,0
LeSean McCoy,4976,HB,15,PHI,61,48,78.7,315,3,73.8,52.9,56.9,76.9,48.0,6.6,416,8.7,26,18,5,2,0,7,90.9,1,0
Hines Ward,380,WR,15,PIT,60,46,76.7,381,2,67.0,64.2,69.3,32.9,68.1,8.3,194,4.2,31,21,3,1,1,2,96.6,1,0
Roy Williams,1728,WR,15,CHI,60,37,61.7,507,2,70.8,69.4,31.6,77.6,,13.7,113,3.1,25,29,7,5,0,3,65.1,0,0
Harry Douglas,4398,WR,16,ATL,60,39,65.0,498,1,59.3,59.1,53.3,78.7,41.4,12.8,242,6.2,49,20,5,0,0,2,96.4,2,0
Robert Meachem,3643,WR,16,NO,60,40,66.7,620,6,72.9,70.6,59.1,79.1,,15.5,106,2.7,67,29,4,3,0,2,113.2,2,0
Preston Parker,5950,WR,16,TB,60,40,66.7,554,3,63.9,64.8,59.3,78.5,,13.9,315,7.9,51,24,4,2,0,5,98.9,3,1
Jeremy Shockey,1021,TE,15,CAR,59,37,62.7,455,4,84.8,84.5,81.8,22.4,56.6,12.3,187,5.1,29,24,1,1,2,3,102.0,4,0
Jacoby Jones,3689,WR,16,HST,58,31,53.4,512,2,64.2,62.4,49.8,77.7,65.9,16.5,147,4.7,80,23,3,2,0,3,80.5,2,1
Dexter McCluster,5561,HB,16,KC,58,46,79.3,328,1,68.9,58.2,62.5,55.3,75.9,7.1,301,6.5,49,14,4,2,1,3,81.6,0,0
Ryan Mathews,5537,HB,14,SD,58,50,86.2,455,0,73.0,79.4,71.9,38.5,62.4,9.1,458,9.2,42,18,3,2,0,4,85.0,0,0
Jonathan Stewart,4327,HB,16,CAR,57,47,82.5,413,1,81.1,67.2,55.2,77.0,43.6,8.8,513,10.9,26,18,5,1,0,16,95.4,0,0
LaDainian Tomlinson,777,HB,14,NYJ,57,42,73.7,449,2,63.9,61.8,51.5,87.4,76.8,10.7,400,9.5,74,12,5,2,0,4,93.4,0,0
Jake Ballard,5822,TE,14,NYG,57,38,66.7,604,4,82.0,81.6,49.0,77.9,66.0,15.9,186,4.9,41,31,5,1,0,2,117.9,2,0
Brandon LaFell,5602,WR,16,CAR,56,36,64.3,613,3,68.1,68.2,71.7,77.4,39.9,17.0,214,5.9,91,23,2,2,0,2,104.2,1,0
Sidney Rice,3660,WR,9,SEA,56,32,57.1,484,2,68.2,72.2,50.8,28.3,68.1,15.1,129,4.0,52,19,3,2,0,1,82.7,2,1
Maurice Jones-Drew,3005,HB,16,JAX,56,43,76.8,374,3,74.5,62.8,68.2,58.3,79.1,8.7,420,9.8,48,18,3,0,1,7,111.8,0,0
Steven Jackson,1745,HB,14,STR,56,42,75.0,333,1,69.7,57.3,74.8,75.5,72.7,7.9,317,7.5,50,18,2,0,1,3,95.3,0,0
Ben Obomanu,3194,WR,16,SEA,56,37,66.1,436,2,59.1,58.2,29.4,77.8,70.4,11.8,136,3.7,55,16,8,2,0,4,86.6,2,0
Roy Helu,6257,HB,15,WAS,56,49,87.5,379,1,65.1,50.6,57.0,62.9,84.8,7.7,441,9.0,47,13,4,0,1,6,100.8,1,0
Kevin Walter,1549,WR,15,HST,56,39,69.6,474,3,70.3,68.6,65.8,78.0,51.9,12.2,140,3.6,41,26,3,1,0,1,105.8,3,0
Pierre Thomas,4080,HB,16,NO,55,50,90.9,425,1,86.2,87.1,71.8,73.3,71.1,8.5,482,9.6,57,18,3,0,0,10,104.9,1,0
Donald Driver,533,WR,16,GB,54,37,68.5,445,6,59.5,59.3,29.5,77.7,,12.0,142,3.8,35,20,8,0,0,1,130.6,0,0
James Jones,3694,WR,16,GB,54,38,70.4,635,7,66.3,66.3,41.6,29.6,,16.7,292,7.7,70,27,6,2,1,5,133.9,1,0
Michael Jenkins,1750,WR,11,MIN,54,38,70.4,466,3,66.3,65.9,64.5,29.1,65.7,12.3,110,2.9,72,23,3,2,2,0,99.8,4,0
Golden Tate,5585,WR,16,SEA,54,35,64.8,382,3,74.5,74.8,89.3,78.4,,10.9,153,4.4,33,16,0,2,1,6,88.7,3,1
Dennis Pitta,5638,TE,16,BLT,54,40,74.1,405,3,75.2,79.6,90.1,78.1,65.0,10.1,194,4.9,39,28,0,0,0,1,113.6,5,0
Danario Alexander,6106,WR,10,STR,54,26,48.1,431,2,70.4,64.9,29.5,75.7,,16.6,140,5.4,68,19,6,2,0,1,72.4,1,0
Devin Hester,3002,WR,14,CHI,53,26,49.1,369,1,54.2,55.1,45.4,26.8,,14.2,165,6.3,53,15,4,0,1,1,78.3,4,0
Lance Kendricks,6199,TE,15,STR,53,28,52.8,352,0,58.4,43.4,27.0,27.0,61.5,12.6,184,6.6,45,15,9,0,1,1,73.8,4,0
Jason Hill,3692,WR,10,JAX,53,25,47.2,367,3,65.1,64.7,45.2,75.9,62.3,14.7,119,4.8,74,17,4,3,0,4,65.5,1,0
Dane Sanzenbacher,6570,WR,14,CHI,53,27,50.9,276,3,57.5,57.5,28.9,76.4,,10.2,60,2.2,22,16,7,0,0,0,85.1,1,1
Reggie Bush,2947,HB,15,MIA,52,43,82.7,296,1,62.6,64.3,68.0,48.2,34.7,6.9,331,7.7,34,12,2,0,0,9,96.8,1,0
C.J. Spiller,5534,HB,16,BUF,52,39,75.0,271,2,75.9,62.5,57.8,71.9,86.4,6.9,241,6.2,19,17,4,1,0,4,91.1,1,0
Jonathan Baldwin,6178,WR,11,KC,51,21,41.2,254,1,58.9,59.5,29.0,75.1,71.2,12.1,42,2.0,39,13,6,2,0,0,47.3,3,0
Arrelious Benn,5564,WR,14,TB,50,30,60.0,441,3,61.4,60.6,28.6,78.1,68.1,14.7,197,6.6,65,15,8,3,0,2,83.8,4,0
Andre Johnson,1319,WR,7,HST,49,33,67.3,492,2,82.1,81.6,53.7,77.5,,14.9,135,4.1,50,23,4,2,0,1,96.6,1,0
Dezmon Briscoe,5714,WR,16,TB,49,35,71.4,387,6,61.3,60.8,71.4,77.4,,11.1,102,2.9,46,20,2,4,0,1,100.1,2,1
Fred Jackson,3368,HB,10,BUF,48,39,81.3,442,0,82.5,70.9,90.1,65.7,90.4,11.3,503,12.9,49,13,0,0,0,9,105.0,1,0
Kregg Lumpkin,4714,HB,15,TB,48,41,85.4,291,0,58.4,69.8,75.6,83.3,35.2,7.1,249,6.1,16,13,2,1,0,3,83.2,1,0
Devery Henderson,1771,WR,16,NO,48,32,66.7,503,2,59.6,57.0,69.0,77.1,67.2,15.7,165,5.2,79,22,2,2,1,2,97.8,1,0
Evan Moore,4771,TE,16,CLV,47,34,72.3,324,4,73.0,77.3,79.4,77.1,58.2,9.5,88,2.6,33,19,1,3,0,0,92.9,4,0
Jarett Dillard,5068,WR,13,JAX,46,29,63.0,292,1,59.1,58.5,47.8,76.3,,10.1,47,1.6,25,16,4,1,0,1,79.3,1,0
Austin Pettis,6230,WR,12,STR,46,27,58.7,256,0,60.3,60.0,55.1,76.2,5.9,9.5,96,3.6,35,14,3,2,0,2,56.1,0,0
Donald Jones,6000,WR,8,BUF,45,23,51.1,231,1,59.7,60.1,61.5,75.4,,10.0,70,3.0,48,9,2,2,0,2,55.0,1,0
Eddie Royal,4356,WR,12,DEN,45,19,42.2,155,1,52.9,49.6,33.8,76.6,,8.2,69,3.6,26,8,5,2,0,2,40.5,0,0
Anthony Fasano,2998,TE,15,MIA,45,32,71.1,451,5,80.1,73.6,79.1,77.0,72.6,14.1,109,3.4,35,25,1,1,0,2,130.9,5,0
Jeremy Kerley,6305,WR,13,NYJ,44,29,65.9,314,1,69.8,67.9,58.1,77.9,65.7,10.8,109,3.8,38,19,3,2,0,3,75.4,0,0
Michael Bush,3716,HB,16,OAK,43,37,86.0,418,1,70.0,79.6,82.2,85.9,71.7,11.3,354,9.6,55,14,1,0,0,4,114.9,0,0
Scott Chandler,3745,TE,14,BUF,43,38,88.4,389,6,74.8,77.9,90.0,41.7,44.6,10.2,161,4.2,31,26,0,0,1,2,143.9,1,0
Brad Smith,3048,WR,14,BUF,41,23,56.1,240,1,55.0,53.5,40.2,80.4,,10.4,112,4.9,36,10,3,2,0,4,61.0,2,0
Ahmad Bradshaw,3866,HB,12,NYG,41,34,82.9,267,2,76.0,69.0,62.9,79.1,80.7,7.9,308,9.1,26,10,3,1,1,9,99.9,0,0
Tony Scheffler,3006,TE,15,DET,41,26,63.4,347,6,78.3,79.9,57.4,27.3,75.2,13.3,68,2.6,36,20,3,1,0,1,119.6,0,0
Emmanuel Sanders,5606,WR,11,PIT,41,22,53.7,288,2,70.4,69.8,60.5,75.1,66.1,13.1,153,7.0,32,18,2,3,0,1,61.8,4,1
Felix Jones,4336,HB,12,DAL,41,33,80.5,231,0,72.2,52.1,51.7,28.7,73.4,7.0,264,8.0,27,13,4,0,2,7,90.1,0,0
Shonn Greene,4988,HB,16,NYJ,40,30,75.0,211,0,63.9,43.1,33.8,64.2,72.7,7.0,215,7.2,36,6,5,2,0,2,65.7,0,0
Earl Bennett,4384,WR,11,CHI,40,24,60.0,381,1,67.4,66.8,74.2,26.1,,15.9,135,5.6,49,15,1,2,1,3,79.3,2,0
Zach Miller,3654,TE,15,SEA,39,25,64.1,233,0,59.9,46.0,52.9,75.5,71.1,9.3,89,3.6,28,10,3,3,0,2,48.3,2,1
Vincent Brown,6234,WR,14,SD,38,19,50.0,329,2,69.5,68.6,57.1,74.1,,17.3,91,4.8,31,17,2,1,0,1,86.4,0,0
Randy McMichael,1114,TE,16,SD,37,30,81.1,271,0,80.0,74.7,58.0,76.5,77.1,9.0,194,6.5,30,12,3,0,0,9,97.2,3,0
Jahvid Best,5555,HB,6,DET,36,27,75.0,300,1,69.2,71.1,45.6,87.4,30.5,11.1,325,12.0,60,11,4,0,0,4,108.6,1,0
Marshawn Lynch,3628,HB,15,SEA,36,28,77.8,212,1,76.9,56.1,58.1,66.6,58.3,7.6,227,8.1,26,8,2,0,0,5,100.5,2,0
Joel Dreessen,2415,TE,16,HST,36,28,77.8,353,6,87.3,78.7,66.0,76.1,76.4,12.6,170,6.1,56,17,1,0,0,1,147.1,5,0
Kevin Boss,3769,TE,13,OAK,36,27,75.0,333,2,70.0,73.4,75.7,75.9,49.9,12.3,98,3.6,28,17,1,2,0,3,98.5,3,0
Greg Salas,6264,WR,6,STR,35,27,77.1,264,0,63.1,60.3,46.7,20.3,,9.8,230,8.5,21,11,4,0,2,3,97.8,0,0
Mike Williams,2227,WR,12,SEA,35,18,51.4,236,1,59.3,59.1,43.5,73.9,67.5,13.1,60,3.3,55,13,2,2,0,1,58.7,2,0
James Starks,5716,HB,13,GB,35,29,82.9,216,0,77.1,62.1,58.7,62.4,78.0,7.4,284,9.8,17,9,3,0,0,8,92.4,0,0
Louis Murphy,5048,WR,10,OAK,34,15,44.1,241,0,54.8,53.7,51.8,75.5,,16.1,87,5.8,47,11,2,4,0,1,28.8,2,1
Marcel Reece,4702,FB,12,OAK,34,27,79.4,315,2,74.3,75.7,86.9,35.1,84.1,11.7,248,9.2,47,13,0,0,1,0,124.9,0,0
DeMarco Murray,6223,HB,13,DAL,34,26,76.5,183,0,71.5,58.5,44.0,82.2,67.3,7.0,237,9.1,18,9,4,0,0,5,88.2,0,0
Danny Ware,4095,HB,16,NYG,34,27,79.4,170,0,69.3,72.0,76.1,55.2,72.2,6.3,192,7.1,22,6,1,2,0,6,63.0,0,0
Chaz Schilens,4540,WR,15,OAK,34,23,67.6,271,2,67.7,66.1,62.5,75.3,62.3,11.8,46,2.0,30,13,2,1,0,0,99.0,2,1
Maurice Morris,1061,HB,15,DET,33,26,78.8,230,1,57.2,58.3,65.2,65.3,76.2,8.8,208,8.0,16,9,2,0,0,5,105.8,1,0
