player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties
Patrick Turner,5010,WR,3,NYJ,2,2,100.0,26,0,63.2,62.8,68.3,64.0,,13.0,3,1.5,21,0,0,0,0,0,118.8,0,0
Ben Hartsock,1789,TE,16,NYJ,2,1,50.0,7,0,63.0,39.0,64.7,61.2,73.7,7.0,1,1.0,7,1,0,0,0,0,58.3,2,0
Logan Paulsen,5795,TE,6,WAS,2,2,100.0,10,1,63.8,64.1,68.3,64.0,66.5,5.0,9,4.5,9,1,0,0,0,0,127.1,0,0
Darrel Young,5438,FB,2,WAS,1,1,100.0,3,1,50.2,81.3,64.7,69.4,16.9,3.0,4,4.0,3,1,0,0,0,0,118.8,0,0
Antone Smith,5440,HB,5,ATL,1,0,0.0,0,0,45.9,53.0,,61.9,17.7,,0,,0,0,0,0,0,0,39.6,0,0
Matt Willis,4283,WR,2,DEN,1,1,100.0,17,0,66.0,64.9,64.7,61.2,,17.0,0,0.0,17,1,0,0,0,0,118.8,0,0
Daniel Coats,3908,FB,3,DEN,1,0,0.0,0,0,56.5,50.0,,,74.7,,0,,0,0,0,0,0,0,39.6,0,0
Daniel Coats,3908,FB,5,CIN,1,0,0.0,0,0,56.5,50.0,,,74.7,,0,,0,0,0,0,0,0,39.6,0,0
Korey Hall,3807,FB,10,GB,1,1,100.0,9,0,76.2,58.7,64.7,61.2,75.5,9.0,9,9.0,9,0,0,0,0,0,104.2,0,0
Marshawn Lynch,3628,HB,4,BUF,1,1,100.0,7,0,64.0,38.7,61.3,56.2,66.1,7.0,3,3.0,7,0,0,0,0,0,95.8,1,0
Donald Penn,3459,T,16,TB,1,1,100.0,1,1,73.0,91.0,67.6,62.3,67.4,1.0,0,0.0,1,1,0,0,0,1,118.8,4,1
Brian Clark,3271,WR,2,DET,1,0,0.0,0,0,30.9,37.9,,,,,0,,0,0,0,0,0,0,39.6,0,0
Colt McCoy,5609,QB,8,CLV,1,1,100.0,13,0,75.4,90.6,64.7,83.6,,13.0,7,7.0,13,1,0,0,1,1,118.8,2,0
Quinton Ganther,3191,HB,3,SEA,1,0,0.0,0,0,51.1,55.5,68.3,73.9,66.9,,0,,0,0,0,0,0,0,39.6,1,0
Zach Strief,3155,TE,14,NO,1,0,0.0,0,0,61.7,31.2,,,37.9,,0,,0,0,0,0,0,0,39.6,1,0
Matthew Mulligan,4701,TE,8,NYJ,1,0,0.0,0,0,55.1,37.1,27.9,,77.2,,0,,0,0,1,0,0,0,39.6,1,0
Drew Brees,802,QB,16,NO,1,1,100.0,7,0,87.9,,,80.8,,7.0,17,17.0,7,0,0,0,7,1,95.8,4,0
Andrew Whitworth,3000,T,16,CIN,1,1,100.0,1,1,90.5,61.7,64.7,61.2,81.3,1.0,0,0.0,1,1,0,0,0,0,118.8,7,0
Matthew Slater,4467,WR,5,NE,1,0,0.0,0,0,58.3,56.3,,,,,0,,0,0,0,0,0,0,39.6,0,0
Todd Herremans,2343,G,15,PHI,1,1,100.0,2,1,77.1,90.1,64.7,61.2,66.2,2.0,0,0.0,2,1,0,0,0,0,118.8,6,0
David Reed,5679,WR,3,BLT,1,0,0.0,0,0,61.4,55.8,,61.9,,,0,,0,0,0,0,0,0,39.6,0,0
Adam Snyder,2311,G,9,SF,1,0,0.0,0,0,70.4,47.5,,,81.5,,0,,0,0,0,0,0,0,39.6,1,0
Alex Smith,2288,TE,2,CLV,1,1,100.0,6,0,71.1,52.9,64.7,61.2,75.2,6.0,3,3.0,6,0,0,0,0,0,91.7,0,0
Stefan Logan,4909,WR,8,DET,1,0,0.0,0,0,64.3,40.6,27.9,75.7,,,0,,0,0,1,0,0,0,39.6,0,0
Kellen Davis,4472,TE,16,CHI,1,1,100.0,19,1,73.6,57.4,64.7,61.2,78.4,19.0,3,3.0,19,1,0,0,0,0,158.3,0,0
Carlton Mitchell,5700,WR,2,CLV,1,0,0.0,0,0,64.6,58.2,,61.9,,,0,,0,0,0,0,0,0,39.6,0,0
Richard Goodman,6039,WR,2,SD,1,1,100.0,25,0,45.0,46.3,64.7,18.4,,25.0,5,5.0,25,1,0,0,1,0,118.8,0,0
Josh Johnson,4474,QB,10,TB,1,0,0.0,0,0,65.7,54.5,,76.3,60.9,,0,,0,0,0,0,0,0,39.6,0,0
Mike Gibson,4498,G,10,SEA,1,1,100.0,-2,0,70.1,66.9,67.6,62.3,65.7,-2.0,3,3.0,0,0,0,0,0,0,79.2,1,0
Kyle Williams,5729,WR,2,SF,1,1,100.0,8,0,55.6,56.3,64.7,61.2,,8.0,3,3.0,8,0,0,0,0,0,100.0,0,0
Marc Mariani,5745,WR,4,TEN,1,0,0.0,0,0,45.0,42.2,27.9,,,,0,,0,0,1,0,0,0,39.6,0,0
Dorin Dickerson,5750,WR,4,HST,1,0,0.0,0,0,55.4,46.4,,,,,0,,0,0,0,0,0,0,39.6,0,0
Kregg Lumpkin,4714,HB,3,TB,1,1,100.0,12,0,90.8,92.7,64.7,64.6,,12.0,15,15.0,12,1,0,0,0,1,116.7,0,0
Jeremy Horne,5852,WR,1,KC,1,0,0.0,0,0,55.3,56.4,,,,,0,,0,0,0,0,0,0,39.6,0,0
Sam Aiken,1439,WR,2,CLV,1,1,100.0,7,0,60.0,59.8,64.7,61.2,,7.0,1,1.0,7,0,0,0,0,0,95.8,0,0
Seneca Wallace,1422,QB,7,CLV,1,1,100.0,9,0,66.2,61.1,64.7,86.4,,9.0,10,10.0,9,1,0,0,0,0,104.2,1,0
Jerome Johnson,5258,FB,1,ARZ,1,0,0.0,0,0,42.2,26.6,28.0,,,,0,,0,0,1,0,0,0,39.6,0,0
Brock Bolen,5264,FB,4,JAX,1,1,100.0,15,0,71.4,64.1,64.7,61.2,73.0,15.0,4,4.0,15,1,0,0,0,0,118.8,0,0
Mike McGlynn,4423,C,16,PHI,1,1,100.0,1,0,66.2,66.9,67.6,62.3,67.6,1.0,2,2.0,1,0,0,0,0,1,79.2,3,0
John Matthews,5306,WR,2,JAX,1,0,0.0,0,0,54.1,54.2,,,,,0,,0,0,1,0,0,0,39.6,0,0
Chris Pressley,5347,FB,4,CIN,1,1,100.0,6,0,50.5,57.3,64.7,64.6,25.5,6.0,3,3.0,6,0,0,0,0,0,91.7,0,0
Devin Thomas,4348,WR,1,CAR,1,0,0.0,0,0,35.3,40.0,27.9,,,,0,,0,0,1,0,0,0,39.6,0,0
Chris Williams,4328,G,13,CHI,1,1,100.0,4,0,58.3,66.9,67.6,62.3,60.1,4.0,0,0.0,4,0,0,0,0,0,83.3,6,0
Chris Ivory,6007,HB,12,NO,1,1,100.0,17,0,74.9,55.2,64.7,28.6,80.1,17.0,23,23.0,17,1,0,0,0,0,118.8,0,0
