player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties
Vincent Jackson,2278,WR,16,TB,137,72,52.6,1384,8,89.5,89.6,70.4,81.5,,19.2,365,5.1,95,61,5,5,0,4,92.2,3,0
Dez Bryant,5549,WR,16,DAL,137,92,67.2,1382,12,76.4,76.8,54.0,30.0,49.9,15.0,468,5.1,85,55,11,2,2,12,123.2,4,0
Jimmy Graham,5619,TE,15,NO,131,85,64.9,982,9,79.1,79.0,29.5,53.1,73.3,11.6,314,3.7,46,59,15,5,1,7,94.4,4,0
Justin Blackmon,7011,WR,16,JAX,129,64,49.6,865,5,65.7,64.3,50.4,27.0,34.9,13.5,290,4.5,81,41,8,6,1,4,64.9,2,0
Brandon Lloyd,1436,WR,16,NE,128,74,57.8,911,4,76.9,74.2,60.8,81.8,,12.3,179,2.4,53,50,7,1,0,3,87.1,1,0
Steve Smith,837,WR,16,CAR,127,73,57.5,1174,4,80.8,82.1,55.3,51.8,,16.1,286,3.9,66,51,8,3,0,7,89.2,5,0
Julio Jones,6158,WR,16,ATL,127,79,62.2,1198,10,82.4,82.8,62.2,82.7,67.3,15.2,491,6.2,80,56,7,3,0,12,109.6,4,0
Marques Colston,3197,WR,16,NO,126,83,65.9,1154,10,76.0,75.7,53.2,24.3,,13.9,307,3.7,60,66,8,6,3,5,101.8,2,0
Tony Gonzalez,237,TE,16,ATL,121,93,76.9,930,8,85.5,88.0,83.9,83.1,74.4,10.0,250,2.7,25,65,4,2,0,14,113.3,4,0
Eric Decker,5611,WR,16,DEN,120,85,70.8,1064,13,74.9,74.0,31.8,53.8,68.1,12.5,289,3.4,55,53,14,3,0,2,123.8,6,0
Mike Williams,5625,WR,16,TB,120,63,52.5,996,9,78.8,78.0,54.9,80.8,,15.8,343,5.4,65,44,7,3,0,5,95.0,1,0
Brian Hartline,5031,WR,16,MIA,118,74,62.7,1083,1,77.4,77.4,65.7,50.5,,14.6,252,3.4,80,49,5,3,1,2,84.8,3,0
Michael Crabtree,4933,WR,16,SF,118,85,72.0,1105,9,91.0,90.8,66.0,82.7,,13.0,543,6.4,49,57,7,2,0,11,119.5,2,1
Jeremy Maclin,4942,WR,15,PHI,118,69,58.5,861,7,62.1,61.8,45.8,46.8,,12.5,276,4.0,70,37,9,3,1,3,90.4,4,0
Mike Wallace,5007,WR,15,PIT,116,64,55.2,838,8,67.1,67.6,54.7,27.3,,13.1,284,4.4,82,33,6,5,2,2,83.2,4,1
Miles Austin,3211,WR,16,DAL,115,66,57.4,943,6,76.0,75.4,61.1,45.9,,14.3,301,4.6,49,49,6,4,1,5,87.0,0,0
Donnie Avery,4347,WR,16,IND,112,60,53.6,781,3,62.2,62.9,29.2,46.3,65.6,13.0,212,3.5,48,37,12,3,1,2,73.5,2,0
Denarius Moore,6300,WR,15,OAK,110,51,46.4,741,7,68.6,67.6,33.5,38.9,,14.5,265,5.2,58,33,9,6,1,6,67.3,0,0
Anquan Boldin,1369,WR,15,BLT,108,65,60.2,921,4,79.1,80.3,85.3,81.1,,14.2,276,4.2,43,45,2,3,0,8,88.5,9,0
Dwayne Bowe,3639,WR,13,KC,107,59,55.1,801,3,81.0,80.6,58.4,43.4,80.6,13.6,231,3.9,47,45,6,5,1,5,69.1,1,0
Andre Roberts,5612,WR,15,ARZ,107,64,59.8,759,5,61.6,61.2,37.9,48.5,67.6,11.9,235,3.7,46,40,10,2,1,4,89.3,3,0
Torrey Smith,6210,WR,16,BLT,104,49,47.1,855,8,74.5,75.6,50.7,79.8,,17.4,244,5.0,54,38,6,2,0,2,93.2,6,0
Randall Cobb,6216,WR,15,GB,102,80,78.4,954,8,82.9,81.6,42.9,83.5,65.8,11.9,476,6.0,39,45,11,3,0,12,119.5,0,0
Brandon Myers,5126,TE,16,OAK,101,79,78.2,806,4,72.4,77.8,56.5,81.9,65.0,10.2,292,3.7,29,41,6,3,0,7,100.7,2,1
Cecil Shorts,6266,WR,14,JAX,101,55,54.5,979,7,75.3,74.9,43.3,41.3,,17.8,367,6.7,80,37,9,4,1,4,94.5,3,0
Lance Moore,2718,WR,15,NO,100,65,65.0,1041,6,83.1,82.3,48.9,80.8,,16.0,147,2.3,51,55,7,2,0,0,111.3,1,0
Owen Daniels,3043,TE,15,HST,98,62,63.3,716,6,72.7,73.4,58.4,80.5,58.0,11.5,333,5.4,39,37,6,1,0,2,101.4,1,0
Antonio Brown,5718,WR,13,PIT,98,66,67.3,787,5,79.9,80.5,73.1,27.6,,11.9,353,5.3,60,43,4,1,2,7,104.4,2,0
Hakeem Nicks,4952,WR,13,NYG,96,53,55.2,692,3,80.0,79.3,80.8,79.8,,13.1,209,3.9,50,35,2,3,0,2,75.5,2,0
Davone Bess,4694,WR,13,MIA,96,61,63.5,778,1,74.4,73.2,46.0,43.8,,12.8,266,4.4,39,38,8,3,1,13,79.3,2,0
Greg Olsen,3647,TE,16,CAR,96,69,71.9,843,5,83.1,80.7,80.0,46.8,65.0,12.2,246,3.6,47,42,4,2,1,4,107.2,3,0
Brandon Pettigrew,4943,TE,14,DET,95,59,62.1,567,3,60.8,55.4,38.2,18.3,73.3,9.6,250,4.2,24,33,9,2,4,2,80.5,2,0
Kendall Wright,7026,WR,15,TEN,95,64,67.4,626,4,67.7,67.7,48.5,46.4,,9.8,330,5.2,38,38,7,2,1,11,90.9,5,2
Danny Amendola,4717,WR,11,STR,94,62,66.0,664,2,86.3,85.3,85.4,26.9,,10.7,258,4.2,56,37,2,2,2,4,84.7,1,0
James Jones,3694,WR,16,GB,93,64,68.8,784,14,73.5,72.1,79.2,80.9,,12.3,236,3.7,49,44,3,2,0,6,125.2,2,0
Darren Sproles,2347,HB,13,NO,93,75,80.6,667,7,65.7,65.4,44.4,86.8,57.8,8.9,685,9.1,44,29,10,1,0,16,117.2,0,0
Heath Miller,2247,TE,15,PIT,93,71,76.3,816,8,86.6,89.7,76.9,81.8,65.0,11.5,368,5.2,43,44,4,3,0,3,117.5,5,0
Jermaine Gresham,5546,TE,16,CIN,92,64,69.6,737,5,67.2,65.7,47.8,26.2,62.0,11.5,424,6.6,55,34,8,1,2,9,107.0,9,0
Dennis Pitta,5638,TE,16,BLT,90,61,67.8,669,7,75.2,76.3,77.2,80.5,54.0,11.0,281,4.6,61,30,3,3,0,4,101.6,2,0
Josh Gordon,7618,WR,16,CLV,89,51,57.3,805,5,69.5,68.1,62.4,38.5,,15.8,307,6.0,71,40,4,3,1,5,92.2,2,0
Martellus Bennett,4375,TE,16,NYG,88,55,62.5,626,5,81.1,73.0,56.7,80.2,75.2,11.4,211,3.8,33,36,6,4,0,5,83.8,2,0
Jeremy Kerley,6305,WR,16,NYJ,88,56,63.6,827,2,67.4,67.3,68.3,26.2,,14.8,305,5.4,66,32,4,4,2,6,82.9,0,0
T.Y. Hilton,7092,WR,15,IND,88,50,56.8,861,7,66.3,66.1,28.9,80.3,,17.2,386,7.7,70,30,10,3,0,4,102.5,0,0
Greg Little,6211,WR,16,CLV,87,54,62.1,647,4,65.3,63.9,40.7,80.0,67.6,12.0,193,3.6,43,35,9,4,0,7,81.0,4,1
Nate Washington,2832,WR,16,TEN,86,46,53.5,746,4,64.4,63.6,47.6,47.3,,16.2,252,5.5,71,31,7,5,1,3,74.1,1,1
Kyle Rudolph,6195,TE,16,MIN,86,53,61.6,493,9,76.9,74.2,54.2,79.8,72.6,9.3,288,5.4,29,34,6,3,0,5,97.7,3,0
Jermichael Finley,4405,TE,16,GB,85,61,71.8,667,2,66.0,65.6,47.2,43.9,75.6,10.9,298,4.9,40,31,9,0,1,7,102.4,4,0
Kenny Britt,4953,WR,14,TEN,85,45,52.9,589,4,62.5,63.2,42.4,23.9,65.6,13.1,151,3.4,46,25,7,2,2,6,81.0,4,0
Brent Celek,3778,TE,15,PHI,83,57,68.7,684,1,71.4,68.2,44.4,41.8,64.0,12.0,337,5.9,34,33,8,5,1,4,72.6,1,0
Tony Scheffler,3006,TE,15,DET,83,42,50.6,504,1,64.5,64.2,51.4,78.3,28.0,12.0,117,2.8,57,29,6,6,0,3,43.4,1,0
Malcom Floyd,2044,WR,14,SD,82,56,68.3,814,5,79.0,78.8,82.0,80.1,,14.5,116,2.1,39,47,2,4,0,1,100.4,2,0
Percy Harvin,4945,WR,9,MIN,81,62,76.5,677,3,90.8,92.1,90.0,29.4,70.0,10.9,542,8.7,45,36,1,2,0,20,102.8,1,0
Jacob Tamme,4441,TE,16,DEN,80,52,65.0,555,2,78.7,79.1,87.7,79.7,79.1,10.7,220,4.2,36,29,1,2,0,1,83.1,1,0
Aaron Hernandez,5637,TE,10,NE,80,51,63.8,483,5,68.6,71.1,29.8,79.8,73.6,9.5,227,4.5,31,27,10,2,0,8,90.8,6,0
Ray Rice,4369,HB,16,BLT,80,61,76.3,478,1,77.8,84.0,77.6,86.8,68.7,7.8,514,8.4,43,22,4,1,0,10,89.5,2,0
Michael Floyd,7019,WR,16,ARZ,79,45,57.0,562,2,63.1,62.0,54.9,32.9,,12.5,161,3.6,53,27,5,1,1,5,82.4,2,0
Rob Gronkowski,5567,TE,11,NE,77,55,71.4,790,11,91.1,87.7,49.3,40.6,71.3,14.4,312,5.7,41,46,7,0,1,6,143.9,4,0
Chris Givens,7096,WR,15,STR,77,42,54.5,698,3,71.3,70.3,52.2,79.0,,16.6,286,6.8,65,25,5,1,0,3,92.9,0,0
Darrius Heyward-Bey,4930,WR,15,OAK,77,41,53.2,606,5,68.9,66.1,44.1,78.7,30.5,14.8,237,5.8,59,25,6,2,0,8,90.1,1,0
Antonio Gates,1609,TE,15,SD,76,49,64.5,538,7,65.4,65.3,57.7,79.2,67.1,11.0,148,3.0,34,30,5,3,0,3,99.6,3,0
Marcedes Lewis,2973,TE,16,JAX,75,52,69.3,540,4,78.8,71.0,52.8,79.6,73.0,10.4,259,5.0,26,25,6,2,0,8,96.5,3,0
Brandon Gibson,5118,WR,16,STR,75,51,68.0,691,5,76.8,77.4,60.2,79.7,,13.5,111,2.2,34,43,5,2,0,2,108.3,5,1
Sidney Rice,3660,WR,16,SEA,75,50,66.7,748,7,83.0,82.2,72.0,79.8,,15.0,160,3.2,46,37,3,1,0,0,124.7,1,0
DeSean Jackson,4363,WR,11,PHI,75,46,61.3,709,2,76.2,75.7,84.8,36.9,,15.4,249,5.4,77,30,1,3,1,7,84.8,0,0
Benjamin Watson,1753,TE,16,CLV,74,49,66.2,501,3,72.6,75.3,72.2,36.7,70.3,10.2,222,4.5,27,27,3,3,1,6,82.1,5,0
Andrew Hawkins,6125,WR,14,CIN,74,51,68.9,533,4,67.9,66.4,72.0,53.6,,10.5,350,6.9,59,24,3,3,1,6,90.7,1,0
Jason Avant,3054,WR,14,PHI,71,54,76.1,648,0,78.5,76.7,90.5,79.6,70.8,12.0,159,2.9,39,32,0,2,1,3,91.8,1,0
Rod Streater,7416,WR,16,OAK,71,39,54.9,584,3,67.4,66.5,44.4,23.1,,15.0,148,3.8,64,28,7,2,1,2,84.5,2,0
Jordy Nelson,4350,WR,12,GB,71,49,69.0,745,7,74.4,72.0,38.5,79.3,,15.2,266,5.4,73,36,8,1,0,4,130.3,0,0
Marcel Reece,4702,FB,16,OAK,71,52,73.2,496,1,80.4,74.6,73.0,64.2,77.8,9.5,347,6.7,56,21,3,1,1,7,91.1,3,0
Dexter McCluster,5561,WR,16,KC,70,52,74.3,452,1,62.0,61.2,59.6,46.3,35.5,8.7,216,4.2,31,24,7,5,1,5,65.9,1,0
Scott Chandler,3745,TE,15,BUF,70,43,61.4,571,6,73.1,69.3,53.3,23.3,70.3,13.3,196,4.6,43,37,5,2,2,0,103.9,1,0
Josh Morgan,4488,WR,16,WAS,69,48,69.6,510,2,70.0,67.8,43.3,38.5,,10.6,242,5.0,32,29,7,3,1,10,82.4,3,0
Brandon LaFell,5602,WR,14,CAR,69,44,63.8,677,4,69.9,67.2,61.2,79.2,62.3,15.4,315,7.2,62,31,3,4,0,3,91.3,2,0
Dallas Clark,1340,TE,16,TB,69,47,68.1,435,4,69.2,68.8,70.6,79.0,57.9,9.3,112,2.4,33,24,3,5,0,3,74.2,0,0
Emmanuel Sanders,5606,WR,16,PIT,69,44,63.8,624,1,69.1,67.4,68.8,24.0,,14.2,223,5.1,37,32,3,3,2,3,79.6,1,0
Jared Cook,5012,TE,13,TEN,68,45,66.2,523,4,67.1,66.1,55.3,33.8,54.6,11.6,169,3.8,61,24,5,3,1,3,90.5,2,0
Michael Jenkins,1750,WR,16,MIN,66,40,60.6,449,2,65.4,62.0,73.7,78.0,73.4,11.2,142,3.6,32,25,2,3,0,0,72.1,1,1
Rob Housler,6221,TE,15,ARZ,65,45,69.2,417,0,62.0,60.8,68.8,78.6,73.0,9.3,186,4.1,33,17,3,2,0,10,73.7,3,1
Golden Tate,5585,WR,15,SEA,65,46,70.8,688,7,81.2,81.9,77.9,79.6,,15.0,270,5.9,51,29,2,1,1,11,134.6,3,0
Joique Bell,5797,HB,15,DET,65,52,80.0,485,0,72.6,73.5,72.8,68.3,70.7,9.3,430,8.3,50,29,3,0,0,13,97.8,2,0
Dwayne Allen,7066,TE,16,IND,64,45,70.3,521,3,83.7,76.2,77.0,36.9,78.9,11.6,248,5.5,40,30,3,0,1,3,110.2,4,0
Kevin Walter,1549,WR,16,HST,64,41,64.1,518,2,66.0,64.0,74.8,78.3,68.1,12.6,103,2.5,52,27,3,2,0,1,86.6,3,0
LeSean McCoy,4976,HB,12,PHI,63,55,87.3,367,3,78.0,76.4,74.0,47.1,68.3,6.7,515,9.4,36,19,3,0,0,7,106.8,2,1
Pierre Garcon,4519,WR,10,WAS,63,44,69.8,633,4,84.4,83.7,60.5,78.7,,14.4,321,7.3,88,26,5,1,0,4,116.7,4,0
Donald Jones,6000,WR,12,BUF,62,41,66.1,443,4,65.3,62.8,44.5,29.9,65.7,10.8,187,4.6,68,25,6,3,1,2,88.3,1,0
Doug Martin,7035,HB,16,TB,62,49,79.0,472,1,79.1,69.8,46.4,89.5,61.6,9.6,451,9.2,64,18,7,0,0,10,103.8,3,0
Trent Richardson,7009,HB,15,CLV,61,51,83.6,367,1,72.6,63.3,52.9,69.8,54.2,7.2,452,8.9,27,18,5,0,0,15,97.2,2,0
Anthony Fasano,2998,TE,16,MIA,61,41,67.2,332,5,71.3,66.8,90.2,78.3,73.3,8.1,96,2.3,22,18,0,2,0,2,94.4,4,0
Santana Moss,786,WR,16,WAS,60,41,68.3,573,8,68.2,68.7,44.3,23.5,,14.0,254,6.2,77,28,6,1,2,3,131.5,1,0
Jacquizz Rodgers,6297,HB,16,ATL,59,53,89.8,402,1,69.3,80.3,80.8,89.1,72.2,7.6,455,8.6,32,17,2,1,0,12,93.6,1,1
Matt Forte,4358,HB,15,CHI,59,44,74.6,340,1,67.7,62.5,62.2,74.6,77.2,7.7,316,7.2,47,15,4,1,0,1,86.8,0,0
T.J. Graham,7071,WR,15,BUF,58,31,53.4,322,1,52.4,51.5,29.4,76.9,68.1,10.4,183,5.9,51,14,7,3,0,4,54.0,3,0
Greg Jennings,2997,WR,8,GB,58,36,62.1,366,4,72.3,71.8,62.9,77.4,,10.2,173,4.8,45,22,2,2,0,8,88.7,1,0
Domenik Hixon,3075,WR,13,NYG,58,39,67.2,567,2,81.6,81.1,66.3,78.1,,14.5,138,3.5,41,24,3,0,0,3,110.3,1,0
Darren McFadden,4318,HB,12,OAK,58,42,72.4,258,1,52.8,39.0,30.0,71.1,54.9,6.1,270,6.4,20,11,8,0,1,6,86.7,1,0
Lance Kendricks,6199,TE,16,STR,57,41,71.9,500,4,68.3,63.5,52.5,78.4,68.6,12.2,224,5.5,80,24,5,2,0,2,107.3,3,0
Joel Dreessen,2415,TE,16,DEN,57,41,71.9,356,5,72.7,62.6,66.2,78.1,82.7,8.7,153,3.7,30,19,3,0,0,3,117.3,3,0
Brandon Stokley,498,WR,15,DEN,57,45,78.9,544,5,75.4,75.9,77.6,78.9,,12.1,156,3.5,38,30,2,2,0,2,121.1,1,0
Harry Douglas,4398,WR,15,ATL,56,38,67.9,395,1,58.4,56.5,72.6,29.6,65.0,10.4,151,4.0,37,17,2,2,1,3,79.1,1,0
Ronnie Brown,2219,HB,14,SD,56,49,87.5,371,0,70.5,87.2,90.4,85.3,53.7,7.6,385,7.9,25,16,0,0,0,6,94.3,0,0
Vernon Davis,2951,TE,16,SF,56,41,73.2,548,5,75.6,70.7,67.6,78.4,61.3,13.4,164,4.0,53,26,3,0,0,3,133.6,0,0
Mario Manningham,4409,WR,12,SF,55,42,76.4,449,1,78.3,75.0,83.0,25.4,,10.7,188,4.5,40,21,1,1,2,9,98.2,0,0
Louis Murphy,5048,WR,16,CAR,55,25,45.5,336,1,60.6,59.1,65.0,27.0,66.4,13.4,79,3.2,55,16,2,1,1,0,63.9,2,0
C.J. Spiller,5534,HB,16,BUF,55,43,78.2,459,2,91.7,74.9,83.9,58.1,59.0,10.7,511,11.9,66,21,1,0,1,9,113.6,0,0
Leonard Hankerson,6231,WR,16,WAS,55,38,69.1,543,3,74.7,74.8,64.8,78.3,62.3,14.3,158,4.2,68,25,3,0,0,7,119.0,2,0
Kevin Ogletree,5387,WR,15,DAL,55,32,58.2,436,4,64.9,64.4,52.5,77.6,,13.6,90,2.8,65,19,3,5,0,6,70.0,4,1
Danario Alexander,6106,WR,10,SD,54,37,68.5,658,7,78.9,80.6,64.1,77.9,,17.8,301,8.1,80,29,3,2,0,5,134.1,4,0
Titus Young,6196,WR,10,DET,53,33,62.3,383,4,58.6,59.7,60.4,77.5,,11.6,83,2.5,46,20,3,2,0,0,93.5,4,1
Tiquan Underwood,5177,WR,14,TB,53,28,52.8,425,2,62.8,62.2,46.5,76.4,,15.2,111,4.0,62,20,4,2,0,1,76.4,1,0
Arian Foster,5398,HB,16,HST,53,40,75.5,217,2,72.5,45.8,43.4,76.0,57.2,5.4,285,7.1,23,10,5,0,0,3,94.6,0,0
Jeff Cumberland,5861,TE,15,NYJ,52,29,55.8,359,3,69.4,64.4,77.3,76.5,76.8,12.4,119,4.1,39,18,1,5,0,2,57.0,0,0
Ryan Mathews,5537,HB,12,SD,52,39,75.0,252,0,73.3,80.1,73.5,66.9,72.0,6.5,366,9.4,24,9,2,0,0,5,84.8,0,0
Early Doucet,4395,WR,12,ARZ,51,28,54.9,207,0,47.2,47.0,28.6,77.2,70.4,7.4,87,3.1,18,11,8,1,0,2,56.6,0,0
Danny Woodhead,4914,HB,16,NE,50,40,80.0,446,4,67.4,63.8,82.8,65.5,82.7,11.2,373,9.3,25,21,1,0,1,4,130.5,0,0
Jacoby Jones,3689,WR,16,BLT,50,30,60.0,406,1,72.4,70.3,69.0,77.1,,13.5,106,3.5,47,16,2,1,0,1,84.2,1,0
Steven Jackson,1745,HB,16,STR,49,38,77.6,321,0,75.2,57.9,59.3,91.3,77.0,8.4,291,7.7,22,13,4,0,0,5,94.0,1,0
Tony Moeaki,5617,TE,15,KC,49,33,67.3,453,1,65.6,62.0,61.3,77.1,71.2,13.7,134,4.1,38,24,4,4,0,3,69.5,5,0
Reggie Bush,2947,HB,16,MIA,48,35,72.9,292,2,65.2,47.8,38.8,53.3,49.0,8.3,292,8.3,25,13,6,0,0,7,102.1,3,2
Jerome Simpson,4360,WR,12,MIN,48,26,54.2,274,0,62.5,59.6,44.0,19.3,,10.5,63,2.4,33,17,4,1,2,4,62.3,1,0
Alshon Jeffery,7048,WR,10,CHI,48,24,50.0,367,3,65.9,66.4,65.2,75.9,,15.3,72,3.0,55,17,2,1,0,0,87.8,4,0
Adrian Peterson,3623,HB,16,MIN,48,40,83.3,217,1,92.2,58.5,65.8,66.9,65.5,5.4,196,4.9,20,10,3,1,1,7,83.8,0,0
Randy Moss,342,WR,16,SF,47,28,59.6,434,3,74.6,74.6,56.1,76.1,,15.5,82,2.9,55,22,3,3,1,2,84.9,1,0
Earl Bennett,4384,WR,12,CHI,47,29,61.7,375,2,67.3,66.1,76.7,76.3,66.1,12.9,211,7.3,60,20,1,4,0,4,65.5,0,0
Jonathan Baldwin,6178,WR,15,KC,46,20,43.5,325,1,61.2,59.9,70.7,74.4,,16.3,112,5.6,57,14,1,3,0,1,47.8,1,1
Doug Baldwin,6615,WR,14,SEA,46,29,63.0,366,3,74.6,71.7,59.0,76.6,,12.6,78,2.7,50,18,5,2,0,1,91.4,1,0
Stephen Hill,7047,WR,11,NYJ,46,21,45.7,252,3,56.6,56.8,28.6,74.6,,12.0,38,1.8,33,17,6,2,0,1,66.6,2,0
Austin Pettis,6230,WR,14,STR,46,30,65.2,261,4,69.0,68.3,78.4,76.8,,8.7,88,2.9,36,16,1,2,0,2,90.9,1,0
Zach Miller,3654,TE,16,SEA,46,38,82.6,396,3,75.2,69.1,73.5,29.3,64.2,10.4,134,3.5,30,20,1,0,1,2,124.3,0,0
Damian Williams,5601,WR,13,TEN,45,30,66.7,324,0,63.8,63.4,60.0,76.8,,10.8,83,2.8,27,18,3,3,0,1,59.9,1,0
Pierre Thomas,4080,HB,15,NO,45,39,86.7,354,1,82.5,89.5,90.0,89.5,69.6,9.1,370,9.5,36,20,0,0,0,8,106.9,0,0
Coby Fleener,7038,TE,12,IND,45,26,57.8,281,2,68.0,61.4,53.8,75.7,58.0,10.8,107,4.1,26,14,3,0,0,1,91.1,1,0
Mikel Leshoure,6209,HB,14,DET,45,34,75.6,214,0,69.2,57.5,53.6,58.9,80.2,6.3,242,7.1,15,12,4,0,0,6,84.9,0,0
Riley Cooper,5682,WR,11,PHI,44,23,52.3,248,3,60.6,59.3,63.4,75.5,,10.8,84,3.7,23,14,2,0,0,3,91.9,1,0
Chris Johnson,4338,HB,16,TEN,44,37,84.1,238,0,62.3,41.5,72.2,48.5,64.4,6.4,235,6.4,22,7,2,0,2,3,89.2,1,1
Kellen Davis,4472,TE,16,CHI,44,19,43.2,229,2,60.0,44.1,27.0,24.4,69.5,12.1,70,3.7,25,11,8,1,1,2,65.4,4,0
Devery Henderson,1771,WR,15,NO,44,22,50.0,316,1,50.6,47.1,28.8,75.2,74.1,14.4,80,3.6,41,10,5,3,1,3,52.8,2,0
Jamaal Charles,4387,HB,16,KC,43,35,81.4,236,1,77.5,58.0,54.6,46.2,80.2,6.7,271,7.7,22,11,4,0,0,5,97.3,1,0
Eddie Royal,4356,WR,10,SD,42,23,54.8,234,1,65.7,65.0,62.5,76.3,,10.2,105,4.6,31,15,2,3,0,3,49.1,0,0
James Casey,5076,FB,16,HST,41,34,82.9,330,3,69.1,72.4,79.4,77.4,80.0,9.7,220,6.5,30,18,1,1,0,4,114.4,2,0
Nate Burleson,1386,WR,6,DET,41,27,65.9,240,2,63.4,62.5,66.2,78.2,,8.9,88,3.3,26,14,2,0,0,0,97.6,1,0
Chaz Schilens,4540,WR,14,NYJ,41,28,68.3,289,2,63.1,62.0,66.0,27.0,,10.3,54,1.9,25,17,2,1,1,0,94.5,1,0
DeMarco Murray,6223,HB,10,DAL,41,35,85.4,251,0,70.2,58.0,55.6,49.4,69.5,7.2,248,7.1,22,11,4,1,1,5,82.0,0,0
Devin Hester,3002,WR,15,CHI,40,23,57.5,242,1,55.1,54.8,41.6,76.6,,10.5,107,4.7,39,9,4,2,0,1,62.7,2,0
Laurent Robinson,3691,WR,7,JAX,40,24,60.0,252,0,57.6,56.6,42.9,25.9,,10.5,58,2.4,32,8,4,0,1,3,78.3,0,0
Fred Jackson,3368,HB,10,BUF,39,34,87.2,217,1,66.2,63.9,70.8,25.2,76.6,6.4,230,6.8,34,10,2,0,1,6,98.4,0,0
Santonio Holmes,2970,WR,4,NYJ,39,20,51.3,272,1,71.3,71.6,46.4,24.5,,13.6,123,6.2,38,15,2,0,1,0,82.4,1,0
Clay Harbor,5648,TE,14,PHI,38,25,65.8,186,2,61.6,57.7,55.4,26.4,54.2,7.4,80,3.2,19,8,3,2,1,3,72.9,1,0
Delanie Walker,3120,TE,16,SF,37,21,56.8,344,3,67.6,52.9,26.6,24.6,83.9,16.4,60,2.9,45,14,9,1,1,2,103.9,4,0
Travis Benjamin,7100,WR,14,CLV,36,18,50.0,298,2,65.8,64.2,57.1,26.5,,16.6,60,3.3,69,13,2,5,1,2,57.2,0,0
Jarius Wright,7118,WR,7,MIN,36,22,61.1,310,2,66.5,64.0,29.9,75.6,68.2,14.1,122,5.5,65,13,4,1,0,2,95.8,0,0
Dustin Keller,4344,TE,8,NYJ,36,28,77.8,317,2,67.0,68.8,66.8,76.3,70.1,11.3,94,3.4,32,18,2,2,0,4,98.7,2,0
Mike Tolbert,4740,FB,16,CAR,35,27,77.1,268,0,76.8,80.5,75.5,84.8,65.0,9.9,292,10.8,26,13,1,0,0,7,98.3,0,0
Garrett Graham,5642,TE,15,HST,35,28,80.0,263,3,76.5,70.8,65.8,76.1,65.8,9.4,128,4.6,30,16,2,0,0,1,126.5,3,0
Logan Paulsen,5795,TE,16,WAS,35,25,71.4,308,1,70.0,63.1,54.6,75.9,40.9,12.3,115,4.6,31,17,3,1,0,0,95.9,6,0
Jason Snelling,3860,HB,16,ATL,35,31,88.6,203,1,64.0,63.2,79.6,41.8,74.6,6.5,220,7.1,16,10,1,0,1,4,100.4,1,0
Derek Hagan,3027,WR,13,OAK,34,20,58.8,259,0,68.5,67.1,59.7,74.6,,13.0,76,3.8,38,14,1,1,0,1,70.6,1,0
