player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties
Andre Johnson,1319,WR,16,HST,176,109,61.9,1407,5,89.4,88.7,64.8,84.0,,12.9,414,3.8,62,69,10,8,0,7,77.5,0,0
Pierre Garcon,4519,WR,16,WAS,174,113,64.9,1346,5,82.1,81.2,58.2,60.9,,11.9,675,6.0,53,60,11,8,1,12,78.9,4,0
A.J. Green,6156,WR,16,CIN,172,98,57.0,1426,11,82.4,81.8,57.6,57.6,,14.6,399,4.1,82,65,11,12,1,10,76.4,4,0
Antonio Brown,5718,WR,16,PIT,159,111,69.8,1499,8,89.3,90.0,71.0,89.5,,13.5,602,5.4,56,69,8,3,0,14,108.5,4,1
Brandon Marshall,3064,WR,16,CHI,158,100,63.3,1295,12,91.5,90.0,35.3,87.4,55.9,13.0,283,2.8,44,70,15,4,0,13,103.7,2,0
Vincent Jackson,2278,WR,16,TB,156,78,50.0,1224,7,79.0,79.5,31.6,56.0,,15.7,330,4.2,60,60,12,10,1,8,64.7,5,0
Dez Bryant,5549,WR,16,DAL,156,93,59.6,1249,13,82.4,83.3,49.6,25.5,,13.4,526,5.7,79,68,11,3,3,11,104.9,4,0
Josh Gordon,7618,WR,14,CLV,149,87,58.4,1646,9,82.5,81.0,40.9,83.1,,18.9,633,7.3,95,64,10,2,0,9,111.3,2,0
Calvin Johnson,3618,WR,14,DET,148,84,56.8,1492,12,89.9,89.5,53.7,53.2,,17.8,475,5.7,87,69,10,9,1,11,93.1,1,0
Julian Edelman,5156,WR,16,NE,146,105,71.9,1056,6,79.3,79.1,51.5,52.1,68.9,10.1,470,4.5,44,53,13,1,0,8,103.0,4,1
Alshon Jeffery,7048,WR,16,CHI,140,89,63.6,1421,7,86.6,83.9,76.6,27.9,89.4,16.0,406,4.6,80,62,5,5,3,6,99.1,5,2
Demaryius Thomas,5547,WR,16,DEN,138,92,66.7,1430,14,81.5,79.5,54.7,58.5,,15.5,706,7.7,78,66,9,4,1,11,122.6,1,0
Mike Wallace,5007,WR,16,MIA,137,73,53.3,930,5,69.9,68.6,37.9,81.9,,12.7,277,3.8,57,46,11,9,0,5,59.6,4,1
Eric Decker,5611,WR,16,DEN,135,87,64.4,1288,11,79.4,76.5,66.3,35.2,66.2,14.8,396,4.6,61,63,8,3,2,5,113.4,4,0
Jimmy Graham,5619,TE,16,NO,135,86,63.7,1215,16,83.8,86.9,70.4,82.4,66.5,14.1,425,4.9,56,61,6,6,0,11,113.7,4,0
T.Y. Hilton,7092,WR,16,IND,134,82,61.2,1083,5,77.8,77.6,68.5,85.8,,13.2,391,4.8,73,46,6,2,0,6,93.0,0,0
Kendall Wright,7026,WR,16,TEN,134,94,70.1,1079,2,81.4,80.4,60.5,38.3,,11.5,583,6.2,45,53,8,3,2,16,89.7,1,0
Larry Fitzgerald,1724,WR,16,ARZ,129,82,63.6,954,10,80.2,77.1,90.7,53.6,,11.6,348,4.2,75,50,1,7,1,6,89.1,1,0
Brian Hartline,5031,WR,16,MIA,127,76,59.8,1016,4,77.9,76.4,72.7,51.5,,13.4,309,4.1,50,53,5,4,0,6,82.7,1,0
Torrey Smith,6210,WR,16,BLT,127,65,51.2,1128,4,70.5,70.6,66.8,80.8,,17.4,381,5.9,74,48,5,3,1,4,82.4,6,0
Harry Douglas,4398,WR,16,ATL,126,85,67.5,1068,2,69.7,69.9,50.7,41.0,67.8,12.6,513,6.0,80,48,9,7,2,14,75.8,3,0
Anquan Boldin,1369,WR,16,SF,123,85,69.1,1179,7,90.4,90.4,70.6,82.8,,13.9,439,5.2,63,62,6,0,0,11,118.6,6,0
Jordy Nelson,4350,WR,16,GB,120,85,70.8,1314,8,85.5,84.9,76.2,86.7,,15.5,435,5.1,76,60,6,5,0,9,111.6,1,1
DeSean Jackson,4363,WR,16,PHI,119,82,68.9,1332,9,83.9,84.5,75.1,62.1,,16.2,489,6.0,61,60,5,2,1,5,124.4,1,0
Victor Cruz,5827,WR,14,NYG,118,73,61.9,998,4,77.0,76.7,71.3,49.6,,13.7,263,3.6,70,45,5,4,1,7,86.1,2,0
Cecil Shorts,6266,WR,13,JAX,117,66,56.4,777,3,71.8,70.7,38.6,81.1,,11.8,286,4.3,59,41,10,6,0,6,63.9,1,0
Tony Gonzalez,237,TE,16,ATL,115,83,72.2,859,8,75.4,76.0,82.1,82.7,62.6,10.3,217,2.6,25,55,4,3,0,5,105.7,5,0
Jason Witten,1384,TE,16,DAL,109,73,67.0,851,8,78.2,72.8,61.2,81.8,77.1,11.7,333,4.6,34,44,6,1,0,5,111.1,4,1
Antonio Gates,1609,TE,16,SD,109,77,70.6,872,4,71.4,71.1,63.7,31.9,69.0,11.3,400,5.2,56,51,7,2,2,10,98.9,3,0
Wes Welker,2204,WR,13,DEN,109,73,67.0,778,10,76.1,74.7,43.6,83.6,,10.7,323,4.4,33,49,10,3,0,5,106.7,1,0
Jordan Cameron,6254,TE,15,CLV,109,80,73.4,917,7,70.4,71.6,73.4,51.5,58.2,11.5,250,3.1,53,47,5,5,1,5,100.6,6,1
Emmanuel Sanders,5606,WR,16,PIT,108,68,63.0,743,6,71.3,69.3,62.0,53.7,,10.9,288,4.2,55,38,5,5,1,10,82.4,3,1
Michael Floyd,7019,WR,16,ARZ,107,65,60.7,1041,5,82.0,80.3,67.2,80.9,48.6,16.0,276,4.2,91,48,5,7,0,8,81.6,3,0
Marques Colston,3197,WR,15,NO,107,75,70.1,943,5,83.3,82.3,83.7,81.9,,12.6,240,3.2,35,54,3,1,0,4,108.9,0,0
Steve Smith,837,WR,15,CAR,103,64,62.1,745,4,80.7,79.3,66.5,80.8,,11.6,185,2.9,44,44,5,4,0,13,80.8,2,0
Greg Olsen,3647,TE,16,CAR,102,73,71.6,816,6,77.9,79.2,72.7,84.3,68.5,11.2,335,4.6,31,44,5,0,0,4,114.7,3,0
Keenan Allen,7857,WR,15,SD,101,72,71.3,1046,8,83.7,83.4,70.1,57.8,,14.5,434,6.0,43,55,5,3,1,13,118.7,5,0
Dwayne Bowe,3639,WR,15,KC,101,57,56.4,673,5,71.0,68.4,38.8,80.2,71.6,11.8,195,3.4,34,39,8,1,0,10,89.3,2,0
Greg Jennings,2997,WR,15,MIN,101,68,67.3,804,4,73.7,73.4,68.2,81.1,,11.8,355,5.2,70,36,5,6,0,8,79.8,0,0
Nate Washington,2832,WR,16,TEN,101,58,57.4,919,3,77.9,76.0,76.0,80.2,,15.8,238,4.1,77,43,4,10,0,3,58.2,1,0
Hakeem Nicks,4952,WR,15,NYG,98,56,57.1,896,0,70.0,69.2,36.9,80.0,,16.0,274,4.9,57,38,7,7,0,10,58.0,1,0
Charles Clay,6326,TE,16,MIA,98,69,70.4,759,6,76.3,76.9,53.8,86.6,71.2,11.0,375,5.4,67,36,7,2,0,12,104.9,3,0
Jerome Simpson,4360,WR,16,MIN,96,48,50.0,726,1,73.4,71.3,56.2,38.9,,15.1,182,3.8,51,35,4,6,1,4,52.7,1,0
Steve Johnson,4538,WR,12,BUF,95,52,54.7,597,3,73.4,73.7,40.6,40.6,,11.5,212,4.1,45,34,8,3,1,6,71.3,1,0
Jamaal Charles,4387,HB,15,KC,95,70,73.7,693,7,84.5,69.4,41.7,57.8,77.6,9.9,670,9.6,71,32,10,2,0,17,109.7,3,1
Rod Streater,7416,WR,16,OAK,94,61,64.9,888,4,74.3,74.1,65.3,59.2,76.8,14.6,317,5.2,66,40,4,6,1,1,83.1,3,1
Roddy White,2244,WR,13,ATL,94,63,67.0,711,3,65.6,63.3,49.9,26.9,,11.3,118,1.9,39,38,8,0,2,3,100.1,5,0
Golden Tate,5585,WR,16,SEA,93,64,68.8,898,5,81.9,81.7,80.1,57.6,,14.0,506,7.9,80,41,3,2,1,17,108.6,5,0
DeAndre Hopkins,7808,WR,16,HST,91,52,57.1,802,2,68.7,69.0,79.7,38.5,,15.4,176,3.4,66,38,1,3,1,1,80.0,4,1
Martellus Bennett,4375,TE,16,CHI,89,65,73.0,759,5,75.2,76.0,73.5,46.9,45.0,11.7,385,5.9,43,40,3,2,1,16,107.8,7,0
Greg Little,6211,WR,16,CLV,88,41,46.6,465,2,53.6,52.9,29.9,80.2,,11.3,188,4.6,47,22,8,7,0,4,37.4,2,0
Julius Thomas,6281,TE,14,DEN,88,65,73.9,788,12,80.8,83.0,73.6,81.0,72.2,12.1,386,5.9,74,41,4,0,0,8,140.5,0,0
James Jones,3694,WR,14,GB,88,59,67.0,817,3,68.3,67.0,82.5,25.7,,13.8,370,6.3,83,30,2,3,2,9,93.8,1,1
Matt Forte,4358,HB,16,CHI,86,74,86.0,594,3,73.6,79.9,77.2,79.6,67.7,8.0,546,7.4,34,23,5,0,0,15,107.1,0,0
Coby Fleener,7038,TE,16,IND,84,52,61.9,608,4,66.9,67.5,87.9,52.0,86.2,11.7,252,4.8,44,32,1,3,1,3,84.8,1,0
Darren Sproles,2347,HB,15,NO,84,71,84.5,604,2,83.7,91.6,91.1,76.1,54.3,8.5,540,7.6,48,24,0,0,0,12,104.6,0,0
Marlon Brown,8179,WR,14,BLT,83,49,59.0,524,7,65.7,64.9,51.0,79.4,,10.7,241,4.9,59,29,6,4,0,7,85.6,2,0
Brandon LaFell,5602,WR,16,CAR,83,49,59.0,627,5,65.2,63.2,41.5,80.0,,12.8,262,5.3,79,32,8,4,1,4,82.8,3,0
Davone Bess,4694,WR,14,CLV,83,42,50.6,362,2,54.0,54.4,27.3,80.0,67.6,8.6,142,3.4,20,23,14,1,0,1,65.4,2,1
Danny Woodhead,4914,HB,16,SD,83,76,91.6,605,6,80.5,90.9,82.7,78.3,65.3,8.0,477,6.3,39,31,3,1,1,16,116.1,0,0
Pierre Thomas,4080,HB,16,NO,82,77,93.9,513,3,79.6,81.3,83.5,79.6,73.8,6.7,663,8.6,29,21,3,0,1,18,104.9,0,0
Kris Durham,6259,WR,16,DET,82,38,46.3,490,2,55.4,54.1,28.3,35.1,,12.9,130,3.4,40,26,10,2,1,4,63.6,5,1
Danny Amendola,4717,WR,12,NE,82,54,65.9,633,2,73.7,70.6,40.9,83.0,61.4,11.7,255,4.7,57,37,8,0,0,3,97.3,2,0
Vernon Davis,2951,TE,15,SF,82,52,63.4,850,13,75.8,76.3,58.8,37.4,62.5,16.3,268,5.2,64,36,5,2,1,5,127.5,3,0
Robert Woods,7822,WR,14,BUF,81,40,49.4,587,3,63.9,62.3,67.1,82.1,,14.7,112,2.8,57,26,4,3,0,2,70.3,3,1
Denarius Moore,6300,WR,13,OAK,81,46,56.8,695,5,73.7,74.2,35.1,78.9,,15.1,256,5.6,73,36,5,4,0,3,85.2,4,1
Garrett Graham,5642,TE,13,HST,81,49,60.5,545,5,64.0,63.9,72.8,24.3,58.1,11.1,217,4.4,42,26,3,4,2,2,80.5,2,1
Riley Cooper,5682,WR,16,PHI,81,48,59.3,835,8,71.4,71.3,65.1,82.6,,17.4,242,5.0,63,33,4,2,0,3,117.1,1,0
Jared Cook,5012,TE,16,STR,79,51,64.6,671,5,65.1,68.6,38.3,50.1,77.7,13.2,270,5.3,47,35,8,3,1,7,96.5,3,1
Delanie Walker,3120,TE,15,TEN,79,60,75.9,571,6,68.1,64.2,57.8,80.4,49.3,9.5,181,3.0,33,30,5,1,1,6,115.5,6,0
Scott Chandler,3745,TE,16,BUF,79,53,67.1,655,2,64.9,63.4,59.3,39.2,38.8,12.4,275,5.2,33,27,5,2,1,4,90.4,4,0
Ace Sanders,7883,WR,15,JAX,79,51,64.6,484,1,62.0,62.6,73.2,86.3,,9.5,291,5.7,51,22,4,2,0,5,75.1,2,0
Dexter McCluster,5561,WR,15,KC,78,53,67.9,511,2,67.4,67.9,64.0,72.1,,9.6,267,5.0,43,28,4,1,0,6,89.2,1,0
Marvin Jones Jr.,7158,WR,16,CIN,77,51,66.2,712,10,86.5,86.5,72.2,80.7,,14.0,213,4.2,45,36,3,3,0,8,119.2,2,0
Chris Givens,7096,WR,16,STR,77,34,44.2,569,0,61.0,60.2,30.0,29.5,,16.7,262,7.7,47,28,6,1,1,6,64.3,1,0
Santana Moss,786,WR,16,WAS,77,42,54.5,452,2,58.1,56.1,31.3,51.1,,10.8,185,4.4,28,29,8,4,1,2,59.0,2,0
Reggie Bush,2947,HB,14,DET,76,54,71.1,506,3,74.9,73.2,34.6,39.3,70.4,9.4,478,8.9,77,22,9,1,0,9,96.7,1,0
Rueben Randle,7065,WR,16,NYG,76,41,53.9,611,6,69.3,68.3,52.6,25.9,,14.9,209,5.1,37,28,5,8,1,4,67.3,0,0
Jarrett Boykin,7363,WR,14,GB,75,49,65.3,681,3,73.9,72.9,64.5,79.2,62.4,13.9,255,5.2,52,34,5,3,0,9,91.0,2,0
Heath Miller,2247,TE,14,PIT,74,58,78.4,593,1,68.7,62.7,69.7,42.9,68.0,10.2,250,4.3,31,31,4,1,1,4,98.9,1,0
Jerricho Cotchery,1829,WR,16,PIT,74,47,63.5,602,10,74.9,71.0,62.7,79.1,77.1,12.8,226,4.8,36,36,4,3,0,4,111.6,0,0
Doug Baldwin,6615,WR,16,SEA,73,50,68.5,778,5,79.0,78.9,79.3,80.2,,15.6,241,4.8,52,37,2,2,0,2,115.0,1,0
Mohamed Sanu,7084,WR,16,CIN,73,47,64.4,455,2,63.0,61.8,48.6,40.4,68.2,9.7,255,5.4,32,28,6,1,1,5,85.1,1,0
Andre Roberts,5612,WR,16,ARZ,73,43,58.9,471,2,66.2,65.8,76.0,78.5,78.1,11.0,120,2.8,34,22,2,2,0,3,75.8,1,0
Tim Wright,8392,TE,16,TB,72,54,75.0,571,5,66.6,69.5,66.9,79.8,64.4,10.6,145,2.7,36,30,4,0,0,1,120.8,2,0
Terrance Williams,7855,WR,16,DAL,72,44,61.1,736,5,66.2,64.9,53.9,25.5,62.3,16.7,215,4.9,82,31,4,2,1,3,107.2,1,0
