player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties
Derrick Mason,271,WR,16,BLT,107,68,63.6,750,2,74.6,75.1,86.4,58.2,,11.0,161,2.4,38,44,2,5,1,6,71.0,2,0
Brian Westbrook,1094,HB,15,PHI,106,77,72.6,700,4,68.9,70.5,55.8,75.6,78.1,9.1,622,8.1,52,30,8,1,1,8,98.8,3,0
Darrell Jackson,639,WR,13,SEA,106,63,59.4,968,10,74.4,74.8,47.2,44.8,,15.4,249,4.0,72,47,8,8,1,8,89.7,2,0
Mark Clayton,2239,WR,16,BLT,105,68,64.8,939,5,72.2,72.9,73.6,82.2,,13.8,364,5.4,87,42,4,3,0,2,97.3,1,0
Antonio Gates,1609,TE,16,SD,105,71,67.6,924,9,84.6,86.4,86.7,81.3,69.4,13.0,287,4.0,57,49,2,2,0,7,115.7,2,0
Greg Jennings,2997,WR,14,GB,103,45,43.7,632,3,62.9,62.2,55.6,33.8,,14.0,267,5.9,75,31,5,4,1,9,57.6,1,0
Tony Gonzalez,237,TE,15,KC,99,74,74.7,902,5,91.7,91.3,82.6,49.6,66.6,12.2,285,3.9,57,53,3,1,1,8,115.0,6,1
Bernard Berrian,1799,WR,15,CHI,99,53,53.5,804,6,72.4,73.0,60.6,40.9,,15.2,225,4.2,62,34,5,5,1,4,79.7,2,0
Deion Branch,1072,WR,14,SEA,97,53,54.6,725,4,66.1,66.4,29.1,80.5,61.6,13.7,180,3.4,38,41,10,5,0,2,71.0,4,0
Reche Caldwell,1055,WR,16,NE,96,62,64.6,764,4,67.5,67.5,59.7,26.5,,12.3,192,3.1,62,41,7,1,2,4,98.6,5,0
Wes Welker,2204,WR,16,MIA,94,67,71.3,687,1,65.8,65.8,61.2,81.1,61.6,10.3,271,4.0,38,33,6,4,0,7,77.7,1,0
Alge Crumpler,805,TE,16,ATL,94,56,59.6,780,8,73.4,73.0,42.5,79.9,75.2,13.9,243,4.3,46,40,9,3,0,3,101.4,4,0
Drew Bennett,941,WR,16,TEN,93,47,50.5,739,3,70.6,70.4,48.2,23.7,,15.7,148,3.1,39,36,6,4,2,6,70.1,2,0
Santana Moss,786,WR,14,WAS,93,52,55.9,761,6,77.1,79.5,79.6,25.6,,14.6,212,4.1,68,36,3,5,1,9,81.9,7,0
Eddie Kennison,161,WR,16,KC,93,53,57.0,860,5,74.7,75.2,66.8,80.4,,16.2,153,2.9,51,41,4,4,0,2,88.1,0,0
Randy McMichael,1114,TE,16,MIA,91,62,68.1,640,3,65.0,65.1,47.8,80.7,69.4,10.3,297,4.8,24,36,8,4,0,10,80.8,4,0
Rod Smith,111,WR,16,DEN,90,52,57.8,512,3,61.9,60.4,52.3,24.8,,9.8,135,2.6,20,33,6,6,2,4,57.3,0,0
Randy Moss,342,WR,13,OAK,90,42,46.7,553,3,60.5,61.1,27.6,78.4,,13.2,119,2.8,51,31,11,6,0,4,49.9,4,1
Marty Booker,487,WR,14,MIA,89,57,64.0,751,6,73.1,71.7,69.4,80.7,,13.2,276,4.8,52,36,4,1,0,3,108.4,2,0
Ronald Curry,1199,WR,16,OAK,89,62,69.7,727,1,81.3,81.3,90.0,80.9,,11.7,211,3.4,39,40,1,6,0,5,69.8,2,1
Jason Witten,1384,TE,16,DAL,88,64,72.7,754,1,85.3,79.7,79.3,80.9,67.7,11.8,245,3.8,42,37,2,5,0,6,78.5,7,0
Chris Cooley,1802,TE,16,WAS,86,58,67.4,737,6,77.1,78.5,57.2,80.3,77.3,12.7,401,6.9,66,34,6,2,0,11,107.6,5,0
Benjamin Watson,1753,TE,13,NE,84,49,58.3,643,3,68.6,67.4,43.3,21.0,54.9,13.1,204,4.2,40,32,7,4,3,5,74.7,3,1
Reggie Williams,1730,WR,16,JAX,84,52,61.9,616,4,65.7,65.0,40.6,43.7,62.3,11.8,259,5.0,48,28,8,5,0,6,75.3,6,1
Antonio Bryant,1070,WR,14,SF,83,40,48.2,733,3,71.9,71.1,76.0,78.5,,18.3,166,4.2,72,32,2,10,0,4,51.5,5,0
Reggie Brown,2252,WR,16,PHI,83,46,55.4,816,8,63.7,61.7,27.9,79.5,71.0,17.7,185,4.0,60,33,11,3,0,6,106.3,3,0
Santonio Holmes,2970,WR,16,PIT,82,48,58.5,816,2,79.4,77.5,77.9,79.2,,17.0,328,6.8,67,41,3,6,0,4,70.0,0,0
Travis Taylor,588,WR,16,MIN,81,55,67.9,644,3,61.4,61.4,69.8,80.4,,11.7,199,3.6,36,29,3,4,0,3,83.6,7,0
Arnaz Battle,1499,WR,16,SF,79,59,74.7,695,3,75.4,73.7,89.9,45.8,46.8,11.8,251,4.3,56,36,2,1,1,8,108.4,2,0
Frank Gore,2282,HB,16,SF,79,61,77.2,485,1,66.4,77.5,70.9,53.4,73.7,8.0,450,7.4,39,20,4,2,1,10,85.7,7,0
Michael Jenkins,1750,WR,16,ATL,79,39,49.4,436,7,54.4,54.4,28.7,78.2,80.7,11.2,93,2.4,34,22,9,1,0,1,90.5,2,2
Donte' Stallworth,1020,WR,12,PHI,76,38,50.0,725,5,71.7,71.1,33.0,77.7,,19.1,196,5.2,84,29,7,1,0,5,99.9,1,0
L.J. Smith,1376,TE,16,PHI,76,49,64.5,575,5,71.3,71.2,49.8,79.1,70.2,11.7,284,5.8,65,27,7,1,0,5,103.8,3,1
Desmond Clark,529,TE,16,CHI,75,45,60.0,626,6,79.2,81.4,69.3,78.8,66.0,13.9,206,4.6,33,35,4,7,0,4,74.6,3,0
Troy Williamson,2224,WR,14,MIN,73,37,50.7,455,0,56.8,56.7,28.2,22.8,,12.3,194,5.2,46,22,10,3,2,3,53.2,3,0
Kevin Jones,1751,HB,12,DET,73,59,80.8,501,2,46.3,76.1,59.2,44.5,65.8,8.5,519,8.8,26,26,6,2,0,16,93.0,5,0
LaDainian Tomlinson,777,HB,16,SD,73,56,76.7,508,3,72.3,70.2,62.9,82.1,65.5,9.1,536,9.6,51,22,5,0,0,7,108.7,2,0
Troy Brown,56,WR,16,NE,72,44,61.1,386,4,61.7,60.9,54.0,78.9,,8.8,179,4.1,23,28,5,1,0,3,88.1,4,1
Eric Moulds,165,WR,16,HST,72,55,76.4,541,1,65.5,64.4,87.9,40.2,61.6,9.8,202,3.7,29,32,1,2,1,7,90.1,1,0
Tiki Barber,245,HB,16,NYG,72,58,80.6,465,0,69.7,72.5,65.0,73.0,61.2,8.0,423,7.3,28,23,5,1,0,9,87.8,1,0
Michael Pittman,382,HB,16,TB,70,46,65.7,400,0,57.7,57.2,35.7,85.5,69.1,8.7,288,6.3,25,15,8,1,0,7,74.7,4,1
Chris Henry,2300,WR,13,CIN,70,36,51.4,605,9,77.3,77.0,64.5,77.7,60.9,16.8,158,4.4,71,27,3,4,0,2,96.7,2,0
Eric Parker,1292,WR,15,SD,70,48,68.6,659,0,86.3,85.5,77.8,79.4,,13.7,134,2.8,38,35,2,3,0,3,80.6,0,0
Matt Jones,2238,WR,14,JAX,69,40,58.0,628,4,76.3,78.0,66.2,30.7,,15.7,166,4.2,49,32,3,2,1,4,95.6,4,0
Peerless Price,473,WR,16,BUF,68,49,72.1,398,3,63.1,63.0,85.8,80.0,,8.1,131,2.7,25,21,1,2,1,3,89.0,4,1
Cedrick Wilson,901,WR,15,PIT,68,37,54.4,504,1,64.2,63.8,56.2,22.7,,13.6,106,2.9,38,25,4,6,1,4,46.4,1,0
Ernest Wilford,1841,WR,16,JAX,66,36,54.5,524,2,69.4,67.3,72.6,29.1,62.3,14.6,115,3.2,41,27,2,1,1,2,84.4,3,0
Ashley Lelie,1026,WR,15,ATL,66,28,42.4,430,1,61.2,60.4,37.7,76.1,,15.4,66,2.4,51,21,5,1,0,0,63.3,2,0
Bryant Johnson,1333,WR,16,ARZ,66,40,60.6,740,4,65.1,65.1,43.5,78.4,,18.5,238,6.0,58,30,5,1,0,5,113.2,3,2
Nate Washington,2832,WR,16,PIT,66,35,53.0,624,4,64.8,64.3,54.6,78.4,81.1,17.8,115,3.3,49,29,4,5,0,2,74.3,2,0
Roddy White,2244,WR,15,ATL,64,31,48.4,506,0,63.3,62.6,40.0,27.2,,16.3,68,2.2,55,19,5,4,1,0,49.3,3,0
Samie Parker,1826,WR,16,KC,63,40,63.5,547,1,67.0,66.0,66.3,78.8,,13.7,147,3.7,43,32,3,3,0,4,76.6,3,0
Jermaine Wiggins,576,TE,16,MIN,63,44,69.8,375,1,57.5,53.9,53.5,31.5,84.5,8.5,129,2.9,24,18,5,1,1,2,83.8,2,0
D.J. Hackett,1876,WR,14,SEA,62,45,72.6,610,4,85.4,84.7,76.5,78.6,,13.6,177,3.9,47,33,2,2,0,2,111.6,0,0
Ladell Betts,1063,HB,16,WAS,61,51,83.6,433,1,54.4,66.0,80.0,31.9,86.0,8.5,455,8.9,34,20,2,1,2,5,94.9,0,0
Larry Johnson,1343,HB,16,KC,60,41,68.3,410,2,59.0,50.9,35.9,85.5,70.9,10.0,468,11.4,78,21,7,0,0,10,98.6,2,0
Michael Clayton,1736,WR,12,TB,60,33,55.0,360,1,62.6,63.3,61.3,22.5,,10.9,106,3.2,27,23,3,3,1,5,57.6,2,0
Joe Jurevicius,365,WR,13,CLV,60,40,66.7,495,3,73.8,72.4,66.2,78.1,,12.4,125,3.1,52,31,3,4,0,2,80.9,1,0
George Wrighster,1417,TE,16,JAX,59,39,66.1,353,3,65.9,60.9,56.5,77.8,75.1,9.1,118,3.0,23,22,4,3,0,5,77.9,2,0
Antwaan Randle El,1069,WR,16,WAS,59,33,55.9,355,3,66.9,64.6,80.1,43.8,72.9,10.8,86,2.6,34,21,1,1,1,1,83.7,3,1
Ahman Green,374,HB,14,GB,58,46,79.3,388,1,42.0,34.8,29.9,65.2,78.1,8.4,431,9.4,30,14,9,2,1,4,85.9,0,0
Maurice Jones-Drew,3005,HB,16,JAX,57,46,80.7,436,2,75.8,79.6,76.8,78.9,63.9,9.5,421,9.2,51,16,2,0,0,8,110.2,0,0
Alvis Whitted,411,WR,14,OAK,56,27,48.2,299,0,56.7,55.9,56.1,27.0,76.8,11.1,29,1.1,33,17,3,3,1,1,42.2,2,0
Joe Horn,199,WR,10,NO,56,37,66.1,666,4,77.3,75.3,56.9,77.9,,18.0,155,4.2,72,27,4,1,0,1,123.1,1,0
Kevin Curtis,1389,WR,16,STR,56,40,71.4,479,4,64.7,65.2,82.3,79.1,,12.0,114,2.9,42,27,1,1,0,1,113.6,1,0
Vincent Jackson,2278,WR,16,SD,55,28,50.9,455,6,69.2,68.3,65.8,77.0,64.5,16.3,58,2.1,55,19,2,1,0,0,107.8,2,0
Dallas Clark,1340,TE,12,IND,55,30,54.5,367,4,68.2,61.3,49.1,76.5,72.7,12.2,125,4.2,40,22,4,3,0,4,76.9,2,0
Mewelde Moore,1840,HB,16,MIN,54,44,81.5,448,1,70.4,83.9,76.5,82.6,48.1,10.2,454,10.3,50,15,2,2,0,11,92.0,0,0
Bobby Wade,1448,WR,16,TEN,54,33,61.1,461,2,72.2,71.0,60.5,77.0,29.2,14.0,160,4.8,25,22,3,0,0,8,100.9,0,0
Bo Scaife,2396,TE,14,TEN,53,29,54.7,371,2,64.6,66.9,56.8,27.2,69.2,12.8,141,4.9,34,18,3,2,1,5,73.7,4,1
Edgerrin James,439,HB,16,ARZ,53,37,69.8,211,0,49.6,62.0,81.7,79.4,81.1,5.7,178,4.8,14,9,1,0,0,3,76.8,0,0
Brandon Jones,2313,WR,16,TEN,52,27,51.9,384,4,63.8,64.4,36.0,76.2,,14.2,66,2.4,53,21,5,1,0,0,93.8,3,0
Bubba Franks,592,TE,16,GB,52,25,48.1,234,0,50.8,32.3,27.9,19.4,61.6,9.4,117,4.7,19,13,8,1,2,2,52.9,5,0
Kevin Faulk,470,HB,15,NE,52,43,82.7,356,2,64.0,76.2,67.6,82.6,89.7,8.3,256,6.0,43,15,3,1,0,2,100.0,0,0
Heath Miller,2247,TE,16,PIT,51,34,66.7,393,5,68.8,63.8,52.7,77.1,57.4,11.6,176,5.2,87,21,4,1,0,3,114.3,1,0
Devery Henderson,1771,WR,13,NO,51,32,62.7,745,5,71.7,70.3,35.1,77.5,,23.3,198,6.2,76,28,6,4,0,1,106.5,2,0
Drew Carter,1881,WR,14,CAR,51,28,54.9,357,3,71.0,69.1,66.8,76.9,,12.8,66,2.4,42,14,2,1,0,0,88.4,1,0
Ben Utecht,2199,TE,15,IND,51,36,70.6,368,0,71.4,66.5,64.2,28.9,65.1,10.2,173,4.8,26,18,2,0,1,1,91.0,5,0
Marcus Robinson,272,WR,10,MIN,51,29,56.9,384,4,64.4,64.2,58.1,20.6,,13.2,110,3.8,40,18,3,2,2,1,90.6,1,1
Randal Williams,1003,TE,16,OAK,51,28,54.9,293,0,51.6,50.7,47.5,20.1,86.5,10.5,76,2.7,28,15,4,2,2,0,55.4,3,1
Amani Toomer,169,WR,8,NYG,49,32,65.3,360,3,74.7,75.3,88.7,77.2,,11.3,16,0.5,44,23,0,3,0,2,82.0,1,0
Keenan McCardell,19,WR,14,SD,49,36,73.5,437,0,71.2,70.7,72.0,41.9,,12.1,81,2.3,28,24,2,2,1,3,83.5,1,0
Alex Smith,2288,TE,14,TB,49,35,71.4,250,3,59.9,54.8,70.8,28.4,79.4,7.1,113,3.2,27,12,2,1,1,5,94.8,0,0
Patrick Crayton,1932,WR,16,DAL,48,36,75.0,519,4,75.4,73.0,90.0,28.9,71.5,14.4,180,5.0,53,27,0,1,1,5,128.7,3,0
Chester Taylor,1182,HB,15,MIN,48,42,87.5,288,1,58.0,59.9,60.3,50.1,80.3,6.9,302,7.2,24,16,2,2,1,7,81.3,0,0
Rashied Davis,2554,WR,16,CHI,48,21,43.8,282,2,58.0,58.1,60.7,74.9,62.4,13.4,40,1.9,31,15,2,5,0,0,37.3,1,0
Joseph Addai,2975,HB,16,IND,47,40,85.1,325,1,80.1,82.9,74.8,72.5,89.9,8.1,299,7.5,21,20,2,0,0,8,102.6,0,0
Brandon Lloyd,1436,WR,15,WAS,46,22,47.8,354,0,60.1,59.5,52.0,25.6,,16.1,59,2.7,52,14,3,0,1,1,74.0,2,0
Ike Hilliard,233,WR,16,TB,46,34,73.9,339,2,60.9,61.5,80.4,28.9,,10.0,151,4.4,44,19,2,1,0,5,99.8,2,0
Tim Carter,1053,WR,16,NYG,45,22,48.9,253,2,51.7,50.4,41.6,25.6,62.4,11.5,72,3.3,27,13,4,2,1,0,62.5,2,0
Owen Daniels,3043,TE,14,HST,45,34,75.6,352,5,59.6,64.0,80.0,77.2,25.3,10.4,171,5.0,33,21,1,1,0,4,125.4,3,0
Eric Johnson,929,TE,13,SF,45,34,75.6,292,2,70.8,69.3,71.1,77.3,75.2,8.6,137,4.0,26,15,3,1,0,3,97.6,2,0
Steve Heiden,481,TE,16,CLV,44,36,81.8,249,2,79.0,71.7,72.6,77.7,77.3,6.9,155,4.3,13,9,1,0,0,4,105.4,0,0
Dominic Rhodes,979,HB,16,IND,44,36,81.8,251,0,50.4,61.9,72.6,53.5,81.2,7.0,221,6.1,27,9,3,0,1,3,90.4,0,0
Chris Baker,1091,TE,16,NYJ,44,31,70.5,300,4,67.5,58.4,88.0,76.6,84.2,9.7,118,3.8,28,18,0,4,0,1,81.6,4,0
Mack Strong,66,FB,16,SEA,43,29,67.4,163,0,54.4,30.0,30.0,48.3,78.1,5.6,110,3.8,16,4,6,1,2,1,64.4,2,0
DeShaun Foster,1041,HB,14,CAR,43,33,76.7,161,0,49.4,40.2,43.5,51.3,71.7,4.9,174,5.3,14,3,5,0,1,4,81.6,1,0
Doug Gabriel,1473,WR,12,NE,43,25,58.1,344,3,63.7,63.0,49.9,27.5,,13.8,118,4.7,45,15,3,3,1,3,78.1,0,0
Dennis Northcutt,605,WR,13,CLV,42,22,52.4,228,0,52.9,54.2,28.8,26.3,,10.4,75,3.4,43,10,6,3,0,2,38.6,1,0
Courtney Anderson,1959,TE,16,OAK,42,25,59.5,285,2,55.5,52.9,35.9,26.4,54.1,11.4,91,3.6,35,14,5,2,1,0,76.0,6,0
Josh Reed,1043,WR,13,BUF,42,31,73.8,370,2,72.7,75.2,68.4,77.7,37.2,11.9,142,4.6,52,18,1,2,0,3,96.3,3,0
Hank Baskett,3220,WR,16,PHI,42,22,52.4,464,2,60.0,60.0,38.7,75.1,,21.1,175,8.0,89,17,3,2,0,1,87.8,4,0
Jerramy Stevens,1035,TE,11,SEA,42,23,54.8,233,4,55.4,57.4,50.6,25.3,68.0,10.1,50,2.2,26,11,3,1,1,2,92.7,4,1
Thomas Jones,585,HB,16,CHI,41,35,85.4,146,0,55.4,69.3,89.7,88.1,62.2,4.2,239,6.8,21,6,0,1,0,7,71.3,3,1
Ruvell Martin,2111,WR,12,GB,41,21,51.2,358,1,62.6,61.3,71.5,74.6,,17.0,108,5.1,36,16,1,2,0,0,69.0,0,0
Willie Parker,2142,HB,16,PIT,40,31,77.5,226,3,49.1,61.2,58.8,43.1,72.6,7.3,264,8.5,25,12,3,0,0,5,115.2,2,0
Dante' Hall,677,WR,15,KC,40,26,65.0,204,2,63.9,61.2,54.0,76.6,62.4,7.8,60,2.3,19,15,3,0,0,2,94.2,0,0
Terrance Copper,2016,WR,12,NO,40,23,57.5,388,3,61.6,59.1,73.0,18.9,,16.9,77,3.3,48,18,1,0,2,0,115.4,1,0
Demetrius Williams,3056,WR,16,BLT,39,22,56.4,396,2,68.6,66.9,50.6,75.1,,18.0,125,5.7,77,19,3,2,0,2,87.1,0,0
Wali Lundy,3115,HB,12,HST,39,34,87.2,206,0,50.5,60.2,71.9,73.5,68.6,6.1,274,8.1,15,7,2,0,0,2,88.7,0,0
Justin McCareins,872,WR,16,NYJ,39,24,61.5,347,1,61.3,60.3,84.9,75.1,62.4,14.5,91,3.8,50,14,0,4,0,0,59.4,0,0
Cadillac Williams,2222,HB,14,TB,37,30,81.1,196,0,57.4,44.8,39.8,71.4,66.7,6.5,207,6.9,21,4,4,0,1,10,88.7,2,0
Nate Burleson,1386,WR,16,SEA,37,18,48.6,192,2,54.9,52.5,43.5,73.9,,10.7,34,1.9,36,7,3,1,0,0,71.0,2,0
Billy McMullen,1409,WR,16,MIN,37,24,64.9,307,2,63.6,63.2,84.9,75.1,,12.8,109,4.5,40,14,1,2,0,2,86.2,1,0
Ronnie Brown,2219,HB,13,MIA,37,33,89.2,276,0,57.2,63.7,69.5,61.6,80.3,8.4,260,7.9,24,12,2,0,0,8,97.7,0,0
Greg Lewis,1650,WR,16,PHI,37,24,64.9,348,2,74.7,73.9,62.3,25.6,,14.5,77,3.2,45,20,2,1,1,0,102.1,0,0
Vernon Davis,2951,TE,10,SF,37,20,54.1,265,3,69.5,70.4,48.7,25.5,76.4,13.3,124,6.2,52,9,4,2,1,5,81.5,5,0
Bobby Engram,177,WR,7,SEA,36,24,66.7,290,1,76.8,78.0,63.4,75.8,,12.1,72,3.0,25,15,2,3,0,2,65.7,1,0
Derek Hagan,3027,WR,16,MIA,36,21,58.3,221,1,56.5,55.8,28.7,74.6,61.6,10.5,51,2.4,24,13,6,0,0,2,85.5,0,0
Mike Alstott,170,FB,16,TB,35,21,60.0,85,0,55.0,46.3,30.4,57.0,81.0,4.0,102,4.9,18,6,5,1,0,5,52.7,0,0
Troy Walters,682,WR,15,ARZ,35,23,65.7,209,2,59.7,58.8,61.5,75.1,,9.1,79,3.4,26,13,2,0,0,0,100.8,0,0
DeAngelo Williams,2972,HB,12,CAR,35,32,91.4,311,1,61.1,85.9,69.0,60.4,75.7,9.7,328,10.3,41,11,2,0,0,9,113.2,0,0
Brandon Marshall,3064,WR,13,DEN,35,20,57.1,309,2,74.0,72.9,60.5,25.7,,15.5,100,5.0,71,14,2,1,1,6,93.6,0,0
Robert Royal,1151,TE,16,BUF,35,23,65.7,233,3,66.0,65.8,50.6,75.4,69.0,10.1,100,4.3,33,13,3,0,0,1,113.2,5,0
Deuce McAllister,793,HB,15,NO,34,30,88.2,198,0,64.7,48.3,57.8,61.8,64.4,6.6,200,6.7,24,7,3,0,1,4,90.9,0,0
Stephen Alexander,362,TE,16,DEN,34,18,52.9,160,2,65.3,56.8,82.7,73.9,64.9,8.9,91,5.1,24,11,0,5,0,1,45.8,4,0
Tony Scheffler,3006,TE,12,DEN,34,18,52.9,286,4,75.6,71.7,32.2,74.3,79.6,15.9,65,3.6,29,15,4,1,0,1,108.2,0,0
Reuben Droughns,640,HB,14,CLV,33,28,84.8,168,0,50.2,64.2,76.7,33.6,45.7,6.0,237,8.5,24,10,1,2,0,3,62.6,0,0
David Tyree,1511,WR,9,NYG,33,19,57.6,197,2,59.5,59.4,44.9,74.1,5.4,10.4,54,2.8,33,10,3,1,0,2,82.5,1,0
Reggie Kelly,468,TE,16,CIN,32,21,65.6,254,1,68.7,51.7,59.2,74.6,74.0,12.1,84,4.0,32,12,2,1,0,3,87.2,0,0
David Martin,916,TE,11,GB,32,21,65.6,198,2,68.1,70.7,71.5,74.6,74.0,9.4,80,3.8,23,13,1,1,0,1,90.4,0,0
Jason McKie,1279,FB,15,CHI,32,25,78.1,162,0,73.8,61.2,74.2,77.8,87.6,6.5,152,6.1,26,7,1,0,0,3,87.8,0,0
Roscoe Parrish,2272,WR,16,BUF,32,21,65.6,291,2,63.2,60.9,60.5,25.7,,13.9,121,5.8,51,9,2,1,1,2,102.5,0,0
Malcom Floyd,2044,WR,12,SD,31,15,48.4,210,3,75.2,74.2,65.6,73.0,,14.0,43,2.9,46,9,1,1,0,2,89.4,0,0
Sammy Morris,678,HB,12,MIA,31,21,67.7,162,0,52.6,38.3,47.8,28.6,86.3,7.7,156,7.4,44,7,2,0,2,4,80.3,0,0
Tatum Bell,1762,HB,13,DEN,31,24,77.4,115,0,51.9,50.3,62.3,47.5,77.3,4.8,164,6.8,16,5,2,0,2,3,82.1,1,0
Kris Mangum,292,TE,14,CAR,31,21,67.7,170,1,65.0,67.1,59.2,74.6,74.3,8.1,75,3.6,19,11,2,0,0,1,92.1,1,0
Noah Herron,2461,HB,15,GB,30,28,93.3,195,2,65.0,64.0,76.1,49.5,84.7,7.0,201,7.2,16,11,1,0,1,3,116.0,0,0
