comparison,challenger,reference,metric,origins,mean_origin_delta,pooled_challenger,pooled_reference,origin_wins,recent_mean_delta,bootstrap_95_lower,bootstrap_95_upper,exact_sign_flip_pvalue
primary_vs_expert_carry,next_ppg_primary_blend,next_ppg_expert_carry_forward,rmse,8,-0.8046788551987463,3.555880271888523,4.365349051329854,8,-0.6860220752245247,-0.8956977124036155,-0.7142788914202183,0.0078125
aging_vs_expert_carry,next_ppg_position_experience_aging,next_ppg_expert_carry_forward,rmse,8,-0.3619817444902893,3.9996488013975884,4.365349051329854,8,-0.2538750421486215,-0.4771418280981438,-0.23599016435973336,0.0078125
lasso_vs_expert_carry,next_ppg_lasso,next_ppg_expert_carry_forward,rmse,8,-0.7422019038199261,3.619416394182519,4.365349051329854,8,-0.6108966432341586,-0.839601932271123,-0.6457489791193683,0.0078125
rf_vs_expert_carry,next_ppg_random_forest,next_ppg_expert_carry_forward,rmse,8,-0.7883534460667798,3.571434820089154,4.365349051329854,8,-0.6548989394677402,-0.8881480880397782,-0.6905533483489821,0.0078125
lightgbm_vs_expert_carry,next_ppg_lightgbm,next_ppg_expert_carry_forward,rmse,8,-0.797798395640102,3.5630361533093566,4.365349051329854,8,-0.6960854238598703,-0.8759596490293289,-0.719006537776088,0.0078125
participation_lgbm_vs_prior,next_participation_lightgbm,next_participation_position_experience_prior,brier,8,-0.09719600397328945,0.16572994986277076,0.2644810987366634,8,-0.08844817392964983,-0.11074201871267343,-0.08379581724619381,0.0078125
participation_lgbm_vs_logistic,next_participation_lightgbm,next_participation_logistic,brier,8,-0.008681589528803189,0.16572994986277076,0.1749062035171901,8,-0.004932733322530959,-0.01314545203751288,-0.004767545814286109,0.0078125
