scope,branch,variant,removed_redundant_rows,objective_difference,selected_difference_count,status,objective,mean_ms,p50_ms,p90_ms,constraint_rows,constraint_columns,constraint_density
nomination,buy,glpk_dense_reused,165,0.0,0.0,optimal,-1150.9159698486328,1.323657000066305,1.3011500013817567,1.4183199975377647,175.0,166.0,0.022857142857142857
nomination,buy,glpk_sparse_reused,165,0.0,0.0,optimal,-1150.9159698486328,1.2814030000663479,1.2644500020542182,1.3213299989729421,175.0,166.0,0.022857142857142857
nomination,buy,glpk_dense_reduced,165,0.0,0.0,optimal,-1150.9159698486328,1.3306220002414193,1.2670500018430175,1.4678599989565562,10.0,166.0,0.3006024096385542
nomination,buy,glpk_sparse_reduced,165,0.0,0.0,optimal,-1150.9159698486328,1.3206280002486892,1.2396999991324265,1.3084000012895558,10.0,166.0,0.3006024096385542
nomination,buy,glpk_dense_fresh_conversion,165,0.0,0.0,optimal,-1150.9159698486328,1.4911540000684909,1.4379999993252568,1.6954399987298532,,,
nomination,buy,glpk_lp_relaxation,165,-137.16623905945357,,optimal,-1288.0822089080864,0.9573230002933997,0.9344999998575076,1.0265900000376862,,,
nomination,buy,glpk_presolve_on,165,0.0,0.0,optimal,-1150.9159698486328,1.32042300007015,1.2976999987586169,1.3854500008164907,175.0,166.0,0.022857142857142857
nomination,buy,glpk_presolve_off,165,0.0,0.0,optimal,-1150.9159698486328,1.3159839999570977,1.29564999951981,1.3815399994200563,175.0,166.0,0.022857142857142857
nomination,buy,glpk_branch_most_fractional,165,0.0,0.0,optimal,-1150.9159698486328,1.3106190002145013,1.298549999773968,1.3280400013172766,175.0,166.0,0.022857142857142857
nomination,buy,glpk_branch_drtom,165,0.0,0.0,optimal,-1150.9159698486328,1.30059999984951,1.2880999984190566,1.314349998938269,175.0,166.0,0.022857142857142857
nomination,buy,glpk_branch_pseudocost,165,0.0,0.0,optimal,-1150.9159698486328,2.134278999910748,2.093799999784096,2.2486700014269445,175.0,166.0,0.022857142857142857
nomination,buy,glpk_backtrack_best_local,165,0.0,0.0,optimal,-1150.9159698486328,1.374560000076599,1.2835499983339105,1.3058300002739998,175.0,166.0,0.022857142857142857
nomination,buy,glpk_backtrack_best_projection,165,0.0,0.0,optimal,-1150.9159698486328,1.3510709998445236,1.3353499998629559,1.4148399986879667,175.0,166.0,0.022857142857142857
nomination,buy,glpk_mip_gap_0_005,165,3.1980743408203125,4.0,feasible,-1147.7178955078125,0.8743720002530608,0.8602500001870794,0.9119900012592553,175.0,166.0,0.022857142857142857
nomination,open,glpk_dense_reused,166,0.0,0.0,optimal,-1329.8754577636719,5.86615600004734,5.809899999803747,6.036700000549899,176.0,166.0,0.02313800657174151
nomination,open,glpk_sparse_reused,166,0.0,0.0,optimal,-1329.8754577636719,5.859335000022838,5.7884500020009,6.116799998926581,176.0,166.0,0.02313800657174151
nomination,open,glpk_dense_reduced,166,0.0,0.0,optimal,-1329.8754577636719,5.830003999799374,5.767799997556722,5.99493000045186,10.0,166.0,0.3072289156626506
nomination,open,glpk_sparse_reduced,166,0.0,0.0,optimal,-1329.8754577636719,5.798809999942023,5.770249999841326,6.051780000052531,10.0,166.0,0.3072289156626506
nomination,open,glpk_dense_fresh_conversion,166,0.0,0.0,optimal,-1329.8754577636719,5.946665999981633,5.8809000001929235,6.188620000830269,,,
nomination,open,glpk_lp_relaxation,166,-157.2461891710791,,optimal,-1487.121646934751,1.0444849999112193,1.000199999907636,1.1833899989142083,,,
nomination,open,glpk_presolve_on,166,0.0,0.0,optimal,-1329.8754577636719,6.068329999798152,6.018349999067141,6.363689999852796,176.0,166.0,0.02313800657174151
nomination,open,glpk_presolve_off,166,0.0,0.0,optimal,-1329.8754577636719,5.947101000128896,5.911550000746502,6.234760000734242,176.0,166.0,0.02313800657174151
nomination,open,glpk_branch_most_fractional,166,0.0,0.0,optimal,-1329.8754577636719,5.70361399986723,5.523499999981141,6.304849997832207,176.0,166.0,0.02313800657174151
