scope,branch,variant,removed_redundant_rows,objective_difference,selected_difference_count,status,objective,mean_ms,p50_ms,p90_ms,constraint_rows,constraint_columns,constraint_density
nomination,open,glpk_branch_drtom,166,0.0,0.0,optimal,-1329.8754577636719,5.864578999826335,5.800499999168096,6.1155800001870375,176.0,166.0,0.02313800657174151
nomination,open,glpk_branch_pseudocost,166,0.0,0.0,optimal,-1329.8754577636719,17.79167900003813,17.75649999945017,18.188609999560867,176.0,166.0,0.02313800657174151
nomination,open,glpk_backtrack_best_local,166,0.0,0.0,optimal,-1329.8754577636719,5.889237999690522,5.833950001033372,6.151599998702295,176.0,166.0,0.02313800657174151
nomination,open,glpk_backtrack_best_projection,166,0.0,0.0,optimal,-1329.8754577636719,5.548043000126199,5.523900001207949,5.718889999116072,176.0,166.0,0.02313800657174151
nomination,open,glpk_mip_gap_0_005,166,0.0,0.0,feasible,-1329.8754577636719,4.6044769999571145,4.636199999367818,4.863860001205467,176.0,166.0,0.02313800657174151
nomination,pass,glpk_dense_reused,165,0.0,0.0,optimal,-1329.8754577636719,4.3605400001615635,4.383800000141491,4.5728100016276585,175.0,165.0,0.02327272727272727
nomination,pass,glpk_sparse_reused,165,0.0,0.0,optimal,-1329.8754577636719,4.463431000185665,4.355800001576426,4.793549999158132,175.0,165.0,0.02327272727272727
nomination,pass,glpk_dense_reduced,165,0.0,0.0,optimal,-1329.8754577636719,4.401221999905829,4.323449998992146,4.790589999174699,10.0,165.0,0.30727272727272725
nomination,pass,glpk_sparse_reduced,165,0.0,0.0,optimal,-1329.8754577636719,4.434671999551938,4.324649999034591,4.821349999838277,10.0,165.0,0.30727272727272725
nomination,pass,glpk_dense_fresh_conversion,165,0.0,0.0,optimal,-1329.8754577636719,4.552994999939983,4.459900001165806,4.840490001879516,,,
nomination,pass,glpk_lp_relaxation,165,-157.2461891710791,,optimal,-1487.121646934751,1.0024159997919924,0.9794499983399874,1.0654599998815684,,,
nomination,pass,glpk_presolve_on,165,0.0,0.0,optimal,-1329.8754577636719,4.480032999963441,4.390749998492538,4.682010000033189,175.0,165.0,0.02327272727272727
nomination,pass,glpk_presolve_off,165,0.0,0.0,optimal,-1329.8754577636719,4.483956000076432,4.430349999893224,4.6679700008098735,175.0,165.0,0.02327272727272727
nomination,pass,glpk_branch_most_fractional,165,0.0,0.0,optimal,-1329.8754577636719,6.35158599990973,6.266799999139039,6.656380001004438,175.0,165.0,0.02327272727272727
nomination,pass,glpk_branch_drtom,165,0.0,0.0,optimal,-1329.8754577636719,4.5621989997744095,4.4337999970593955,4.7631599991291305,175.0,165.0,0.02327272727272727
nomination,pass,glpk_branch_pseudocost,165,0.0,0.0,optimal,-1329.8754577636719,19.410436000143818,19.03689999926428,21.169279998139245,175.0,165.0,0.02327272727272727
nomination,pass,glpk_backtrack_best_local,165,0.0,0.0,optimal,-1329.8754577636719,4.507194999896456,4.411100000652368,4.760790001455462,175.0,165.0,0.02327272727272727
nomination,pass,glpk_backtrack_best_projection,165,0.0,0.0,optimal,-1329.8754577636719,2.795301999831281,2.736200000072131,2.855390000331681,175.0,165.0,0.02327272727272727
nomination,pass,glpk_mip_gap_0_005,165,0.0,0.0,feasible,-1329.8754577636719,2.046771000023,2.0450000010896474,2.0770100007212022,175.0,165.0,0.02327272727272727
target,target,glpk_dense_reused,166,0.0,0.0,optimal,-1840.6191482543945,0.6340120000459137,0.6328500003291992,0.6443200018111384,176.0,166.0,0.02313800657174151
target,target,glpk_sparse_reused,166,0.0,0.0,optimal,-1840.6191482543945,0.5984230000103707,0.5967500001133885,0.6154800019430696,176.0,166.0,0.02313800657174151
target,target,glpk_dense_reduced,166,0.0,0.0,optimal,-1840.6191482543945,0.5902209999112529,0.5868500011274591,0.602469999648747,10.0,166.0,0.3072289156626506
target,target,glpk_sparse_reduced,166,0.0,0.0,optimal,-1840.6191482543945,0.5815969999821391,0.5822500006615883,0.5944199998339172,10.0,166.0,0.3072289156626506
target,target,glpk_dense_fresh_conversion,166,0.0,0.0,optimal,-1840.6191482543945,0.6662229998619296,0.659950001136167,0.705789999483386,,,
target,target,glpk_lp_relaxation,166,-306.3411951331086,,optimal,-2146.960343387503,0.6140789996425156,0.610400000368827,0.6242099982046057,,,
target,target,glpk_presolve_on,166,0.0,0.0,optimal,-1840.6191482543945,0.6187599999975646,0.6193000008352101,0.632200000109151,176.0,166.0,0.02313800657174151
target,target,glpk_presolve_off,166,0.0,0.0,optimal,-1840.6191482543945,0.6284199999936391,0.6248000008781673,0.6533099989610491,176.0,166.0,0.02313800657174151
target,target,glpk_branch_most_fractional,166,0.0,0.0,optimal,-1840.6191482543945,0.5604159997528768,0.5601499997283099,0.5742000019381521,176.0,166.0,0.02313800657174151
target,target,glpk_branch_drtom,166,0.0,0.0,optimal,-1840.6191482543945,0.617478999956802,0.6186999999044929,0.6285299976298121,176.0,166.0,0.02313800657174151
target,target,glpk_branch_pseudocost,166,0.0,0.0,optimal,-1840.6191482543945,1.1711620003552525,1.1622000001807464,1.1907699990842957,176.0,166.0,0.02313800657174151
target,target,glpk_backtrack_best_local,166,0.0,0.0,optimal,-1840.6191482543945,0.6268339998132433,0.6233999993128236,0.6468899991887156,176.0,166.0,0.02313800657174151
target,target,glpk_backtrack_best_projection,166,0.0,0.0,optimal,-1840.6191482543945,0.6173519999356358,0.6166000002849614,0.6292199996096315,176.0,166.0,0.02313800657174151
target,target,glpk_mip_gap_0_005,166,1.1335296630859375,2.0,feasible,-1839.4856185913086,0.44580400000995724,0.43740000000980217,0.4695300016464899,176.0,166.0,0.02313800657174151
target,target_contribution,glpk_dense_reused,166,0.0,0.0,optimal,-1718.329086303711,0.2214489997641067,0.21854999977222178,0.2336099998501595,177.0,166.0,0.02304131781362739
target,target_contribution,glpk_sparse_reused,166,0.0,0.0,optimal,-1718.329086303711,0.2145159999781754,0.20989999939047266,0.23685999876761343,177.0,166.0,0.02304131781362739
target,target_contribution,glpk_dense_reduced,166,0.0,0.0,optimal,-1718.329086303711,0.20329000009951415,0.20199999926262535,0.21098000106576364,11.0,166.0,0.27984665936473163
target,target_contribution,glpk_sparse_reduced,166,0.0,0.0,optimal,-1718.329086303711,0.2037690000361181,0.19675000112329144,0.21744000041508119,11.0,166.0,0.27984665936473163
target,target_contribution,glpk_dense_fresh_conversion,166,0.0,0.0,optimal,-1718.329086303711,0.26300199977413286,0.2603999982966343,0.27173999878868926,,,
target,target_contribution,glpk_lp_relaxation,166,-298.6045084446894,,optimal,-2016.9335947484003,0.6246970001302543,0.6150999997771578,0.6438600008550566,,,
target,target_contribution,glpk_presolve_on,166,0.0,0.0,optimal,-1718.329086303711,0.23090099981345702,0.22979999994277023,0.23921000210975762,177.0,166.0,0.02304131781362739
target,target_contribution,glpk_presolve_off,166,0.0,0.0,optimal,-1718.329086303711,0.229761999908078,0.22315000023809262,0.25294000042777043,177.0,166.0,0.02304131781362739
target,target_contribution,glpk_branch_most_fractional,166,0.0,0.0,optimal,-1718.329086303711,0.21444099988002563,0.21315000049071386,0.22162000168464147,177.0,166.0,0.02304131781362739
target,target_contribution,glpk_branch_drtom,166,0.0,0.0,optimal,-1718.329086303711,0.2207639998960076,0.21749999905296136,0.2337200003239559,177.0,166.0,0.02304131781362739
target,target_contribution,glpk_branch_pseudocost,166,0.0,0.0,optimal,-1718.329086303711,0.30461099981039297,0.30220000189729035,0.3185199973813724,177.0,166.0,0.02304131781362739
target,target_contribution,glpk_backtrack_best_local,166,0.0,0.0,optimal,-1718.329086303711,0.21930500017333543,0.21660000129486434,0.23070000061125032,177.0,166.0,0.02304131781362739
target,target_contribution,glpk_backtrack_best_projection,166,0.0,0.0,optimal,-1718.329086303711,0.2259110002341913,0.2208500009146519,0.2391099995293189,177.0,166.0,0.02304131781362739
target,target_contribution,glpk_mip_gap_0_005,166,0.0,0.0,feasible,-1718.329086303711,0.17640199992456473,0.17535000006319024,0.18341000213695224,177.0,166.0,0.02304131781362739
