price,buy_ev,pass_ev,expected_starts,fit_rate,best_alternative,top_alternatives,trials,feasible,buy_edge,edge_per_week,edge_p10,edge_p90,edge_ci_low,edge_ci_high,buy_win_rate,decision_tier,smoothed_buy_edge,smoothed_buy_win_rate
71,1704.4840869140626,1685.894111328125,12.900000000000002,,Ja'Marr Chase,"[""Ja'Marr Chase"", 'Jayden Reed', 'Ashton Jeanty']",50,True,18.5899755859375,1.1618734741210937,-34.53958740234375,73.5795166015625,9.000890747070311,28.653863769531245,68.0,STRONG BUY,18.5899755859375,68.0
74,1694.9195556640625,1683.2834497070312,12.884,,Ja'Marr Chase,"[""Ja'Marr Chase"", 'Ashton Jeanty', 'Marvin Harrison']",50,True,11.63610595703125,0.7272566223144531,-34.228601074218744,60.87642822265626,1.1046912841796876,21.006431030273433,62.0,STRONG BUY,11.63610595703125,63.0
75,1690.8599072265624,1683.03197265625,12.892000000000001,,Ja'Marr Chase,"[""Ja'Marr Chase"", 'Ashton Jeanty', 'Jayden Reed']",50,True,7.8279345703125,0.48924591064453127,-56.462390136718746,48.47506103515626,-3.427113159179687,19.079705200195306,64.0,BUY,8.013055013020834,63.0
76,1690.5145068359375,1683.03197265625,12.880000000000003,24.0,Ja'Marr Chase,"[""Ja'Marr Chase"", 'Ashton Jeanty', 'Marvin Harrison']",50,True,7.4825341796875,0.46765838623046874,-43.66654052734375,58.66921386718751,-2.349111938476562,18.1055,56.00000000000001,BUY,8.013055013020834,56.00000000000001
77,1692.7619873046874,1684.033291015625,12.895999999999999,,Ja'Marr Chase,"[""Ja'Marr Chase"", 'Ashton Jeanty', 'Jayden Reed']",50,True,8.7286962890625,0.5455435180664062,-43.951562499999994,68.73829345703125,-2.465983032226562,20.403155517578124,56.00000000000001,BUY,8.013055013020834,56.00000000000001
78,1686.7999584960937,1689.0368017578126,12.884,,Ja'Marr Chase,"[""Ja'Marr Chase"", 'Ashton Jeanty', 'Jayden Reed']",50,True,-2.23684326171875,-0.13980270385742188,-76.12052001953126,69.61568603515626,-14.806156860351562,10.921903930664062,48.0,NEUTRAL,4.398348388671875,49.0
79,1695.375625,1684.3420849609374,12.92,,Ja'Marr Chase,"[""Ja'Marr Chase"", 'Jayden Reed', 'Ashton Jeanty']",50,True,11.0335400390625,0.6895962524414062,-49.42349853515625,90.13021240234376,-1.7952879638671873,23.62733215332031,50.0,LEAN BUY,4.398348388671875,49.0
80,1687.0759350585938,1686.9130786132812,12.92,,Ja'Marr Chase,"[""Ja'Marr Chase"", 'Jayden Reed', 'Ashton Jeanty']",50,True,0.1628564453125,0.01017852783203125,-59.10233154296875,63.135180664062545,-12.55916760253906,13.623704223632812,44.0,NEUTRAL,0.1628564453125,45.333333333333336
81,1683.9820263671875,1686.9078955078126,12.915999999999999,,Ja'Marr Chase,"[""Ja'Marr Chase"", 'Jayden Reed', 'Ashton Jeanty']",50,True,-2.925869140625,-0.1828668212890625,-61.68179931640625,54.685791015625,-15.609430297851564,10.67488195800781,44.0,NEUTRAL,-2.925869140625,45.333333333333336
82,1677.846572265625,1683.2140844726562,12.908,,Ja'Marr Chase,"[""Ja'Marr Chase"", 'Ashton Jeanty', 'Michael Wilson']",50,True,-5.36751220703125,-0.33546951293945315,-68.434033203125,46.656103515625006,-17.271263427734375,6.0622299804687385,48.0,NEUTRAL,-4.225887044270833,45.333333333333336
83,1682.0419702148438,1685.1958618164062,12.92,,Ja'Marr Chase,"[""Ja'Marr Chase"", 'Ashton Jeanty', 'Jayden Reed']",50,True,-3.1538916015625,-0.19711822509765625,-55.29000244140625,52.8412353515625,-12.6006015625,6.803655761718749,42.0,NEUTRAL,-4.225887044270833,44.666666666666664
84,1682.3582006835939,1686.5144580078124,12.915999999999999,,Ja'Marr Chase,"[""Ja'Marr Chase"", 'Ashton Jeanty', 'Jayden Reed']",50,True,-4.15625732421875,-0.25976608276367186,-43.021020507812494,35.371179199218766,-12.986274414062501,4.94733618164062,46.0,NEUTRAL,-4.225887044270833,44.666666666666664
85,1675.7043188476562,1686.6867407226562,12.903999999999998,,Ja'Marr Chase,"[""Ja'Marr Chase"", 'Jayden Reed', 'Ashton Jeanty']",50,True,-10.982421875,-0.6864013671875,-60.429284667968744,43.04876708984376,-22.827639038085938,0.2869329833984347,46.0,NEUTRAL,-10.982421875,44.666666666666664
86,1674.9782641601562,1687.0020654296875,12.927999999999999,,Ja'Marr Chase,"[""Ja'Marr Chase"", 'Ashton Jeanty', 'Omarion Hampton']",50,True,-12.02380126953125,-0.7514875793457031,-64.76483154296875,42.6120361328125,-22.879477172851566,-1.4167241210937511,44.0,PASS,-12.02380126953125,44.0
89,1676.9975805664062,1691.20841796875,12.911999999999999,,Ja'Marr Chase,"[""Ja'Marr Chase"", 'Jayden Reed', 'Ashton Jeanty']",50,True,-14.21083740234375,-0.8881773376464843,-65.280322265625,35.58140869140625,-24.014391967773438,-3.9474565429687556,40.0,PASS,-14.21083740234375,40.0
107,1653.3113403320312,1696.76017578125,12.924000000000001,,Derrick Henry,"['Derrick Henry', ""Ja'Marr Chase"", 'Michael Wilson']",50,True,-43.44883544921875,-2.7155522155761718,-122.88548583984375,18.00240478515625,-56.46575988769531,-30.79781567382813,16.0,PASS,-43.44883544921875,16.0
143,1604.9344165039063,1703.69728515625,12.971999999999998,,Derrick Henry,"['Derrick Henry', ""Ja'Marr Chase"", 'Zay Flowers']",50,True,-98.76286865234376,-6.172679290771485,-171.33372802734374,-30.99143066406249,-112.57303063964844,-86.08785205078125,0.0,PASS,-98.76286865234376,0.0
286,1158.4231567382812,1711.6531982421875,11.7,,Zay Flowers,"['Zay Flowers', 'Rj Harvey', 'Tyler Warren']",2,True,-553.2300415039062,-34.57687759399414,-644.6110473632813,-461.8490356445312,-667.456298828125,-439.0037841796875,0.0,PASS,-553.2300415039062,0.0
