scope,branch,component,calls,total_seconds,mean_ms,p50_ms,p90_ms
nomination,buy,create_G_salaries,1700,1.9299497999490995,1.1352645882053527,1.1201000015717,1.226480003242614
nomination,buy,cvxopt_matrix_conversion,5100,0.11252889993556892,0.022064490183444883,0.0024999972083605826,0.06091000141168482
nomination,buy,glpk_ilp,1700,4.0769697999130585,2.3982175293606227,2.1008500007155817,4.582109998591478
nomination,buy,managed_scenario_total,1700,6.738295399947674,3.963703176439808,3.655900001831469,6.1939600011101
nomination,open,create_G_salaries,100,0.06700090002050274,0.6700090002050274,0.6604000009247102,0.7079400013026316
nomination,open,cvxopt_matrix_conversion,300,0.0031724000109534245,0.010574666703178082,0.0008999995770864189,0.029710000671911988
nomination,open,glpk_ilp,100,0.1911897999998473,1.911897999998473,1.7948999993677717,3.4220300014567346
nomination,open,managed_scenario_total,100,0.2834252000138804,2.834252000138804,2.684600000065984,4.431890001433204
nomination,pass,create_G_salaries,1700,1.9925918999542773,1.1721128823260454,1.1540499981492758,1.3088300005620113
nomination,pass,cvxopt_matrix_conversion,5100,0.11134280005353503,0.021831921579124513,0.0024000000848900527,0.06109999994805549
nomination,pass,glpk_ilp,1700,5.3872514999093255,3.1689714705348977,2.6823499993042788,5.796639998879983
nomination,pass,managed_scenario_total,1700,8.152732399990782,4.7957249411710485,4.3323500012775185,7.508679999591551
nomination,setup,build_static_matrices,3,0.035719900002732174,11.906633334244058,11.76110000233166,12.14454000000842
nomination,setup,cvxopt_matrix_conversion,6,1.7700000171316788e-05,0.002950000028552798,0.002200000380980782,0.005699999746866524
nomination,setup,managed_marginal_values,500,0.7259669000159192,1.4519338000318385,1.4479499986919109,1.4819399992120452
nomination,setup,multi_context_lineup_score,3202,2.2557758998300415,0.7044896626577268,0.7274999989022035,0.7902800007286714
nomination,setup,normalize_salary_market,1700,1.5927987000904977,0.9369404118179399,0.9295000018028077,1.0237999998935265
nomination,setup,sample_weekly_template,250,0.6091882000291662,2.4367528001166647,1.7409000010957243,1.9336699991981732
target,target,build_static_matrices,1,0.023148299998865696,23.148299998865696,23.148299998865696,23.148299998865696
target,target,create_G_salaries,25,0.02912049999940791,1.1648199999763165,1.1236000027565751,1.3395400019362569
target,target,cvxopt_matrix_conversion,102,0.002050099978077924,0.02009901939292082,0.0029999973776284605,0.07455000049958471
target,target,glpk_ilp,25,0.0595093999945675,2.3803759997827,1.936000000569038,3.010700000595534
target,target,managed_marginal_values,25,0.09792949999246048,3.917179999698419,3.909300001396332,4.308720000699395
target,target,normalize_salary_market,25,0.024367700007132953,0.9747080002853181,0.9137000015471131,1.1660600001050625
target,target,sample_weekly_template,50,0.5594464999921911,11.188929999843822,4.5717499997408595,5.238800000006449
target,target_contribution,create_G_salaries,650,0.8566800000335206,1.317969230820801,1.2538499995571328,1.5331599999626633
target,target_contribution,cvxopt_matrix_conversion,1950,0.04765669994594646,0.02443933330561357,0.0040000013541430235,0.07030000051599927
target,target_contribution,glpk_ilp,650,1.5360794000007445,2.3631990769242224,1.870150001195725,4.212939997523793
target,target_contribution,managed_marginal_values,968,3.835896199911076,3.9627026858585497,3.872750001391978,4.2934100005368245
target,target_contribution,multi_context_lineup_score,650,0.48499310002080165,0.7461432308012332,0.7329499985644361,0.8382100015296601
target,target_contribution,normalize_salary_market,325,0.3587327999593981,1.103793230644302,1.0483999976713676,1.2797999988833908
