method,n,ppg_crps,ppg_mae_mean,ppg_bias,ppg_80_coverage,ppg_pit_mean,ppg_pit_ks,contribution_crps,contribution_mae_mean,contribution_bias,contribution_80_coverage,contribution_pit_mean,contribution_pit_ks,plus3_actual_rate,plus3_predicted_rate,plus3_brier,plus3_auc,plus5_actual_rate,plus5_predicted_rate,plus5_brier,plus5_auc,impact_actual_rate,impact_predicted_rate,impact_brier,impact_auc,zero_actual_rate,zero_predicted_rate,zero_brier,zero_auc,contribution_q90_spearman,tail_lift_surprise_spearman,raw_residual_mean,effective_sample_size,max_donor_probability,played_crps,played_mae_mean,played_bias,played_80_coverage,extended_absence_actual_rate,extended_absence_predicted_rate,extended_absence_brier,extended_absence_auc,weighted_season_gap,weight_last3_seasons,weight_10plus_seasons,family,multiplier,direction,selection_loss,aggregate_guardrail_pass,max_position_composite_delta,max_position_metric_delta,position_guardrail_pass,guardrail_pass,mean_loss_delta_to_best,paired_se_to_best,within_one_se,development_winner
adp_rank__w125,1080.0,1.8751866417341219,2.619402551772359,-0.15823923759131958,0.8277777777777777,0.5192496576054179,0.04098423518657729,20.4361077911181,29.12032293641047,-0.48816777489773644,0.8175925925925925,0.5070334740568665,0.035768341092662415,0.18333333333333332,0.18238528730305692,0.1493116774572846,0.554244256625209,0.075,0.08292164302636877,0.06981424860342864,0.5502045255131675,0.11574074074074074,0.12101200990749729,0.09771156477509593,0.6950785340314136,0.028703703703703703,0.028260438865956704,0.026912886517949635,0.7114148651557551,0.5608101401951682,-0.01922741131751084,-1.2072611342455581,61.79232567468184,0.050000000000000024,1.5111769592201785,2.272627231838161,0.15421899928297894,0.9138888888888889,0.1287037037037037,0.12314533109116947,0.10942324830180247,0.6009143800793584,5.240268852737629,0.38507597786035225,0.13187079065101454,adp_rank,1.25,higher,0.9998957222115309,True,8.341775709386212e-05,0.0007229766840057827,True,True,0.0020172493745464377,0.0009359040111306428,0,0
room_hierarchy__w125,1080.0,1.8761122488362287,2.6194241583814835,-0.15819839738517824,0.8314814814814815,0.5192283231688292,0.04539664572293195,20.43452866413343,29.113203033708203,-0.4821858421937916,0.812962962962963,0.5072179183576158,0.036140449589947776,0.18333333333333332,0.1822849942897304,0.14954848266570467,0.5467601181886896,0.075,0.08273383455863238,0.06974113016589548,0.5563959020749144,0.11574074074074074,0.12090632992653973,0.09782570176094896,0.6906973821989528,0.028703703703703703,0.028444632526682393,0.026913287326870892,0.7092930286909191,0.561320072945479,-0.011504944324845574,-1.2075971195245299,61.55863497891103,0.050000000000000024,1.5107142433715344,2.2706694000274825,0.15412970089071248,0.9120370370370371,0.1287037037037037,0.12313211616248239,0.10930193080242082,0.6033455913271508,5.245028674485196,0.3840695104889588,0.13204810374597334,room_hierarchy,1.25,higher,0.9999324592898421,True,0.0003056270208559031,0.0017437429871989263,True,True,0.0020539864528576336,0.0010515735631037215,0,0
market_gap__w125,1080.0,1.8751072719569144,2.6193949013334223,-0.15821849335296057,0.8305555555555556,0.5192314850015813,0.041489361898836674,20.44040047378884,29.129375602020787,-0.4822941529385216,0.8157407407407408,0.5068297958893306,0.034032118016103285,0.18333333333333332,0.1822677374231472,0.1491678031596392,0.5591057972010353,0.075,0.08286799190099998,0.0697084658899088,0.5567295690752481,0.11574074074074074,0.12083328869091796,0.09762120752517962,0.6967120418848167,0.028703703703703703,0.02817878550201156,0.02683757896858224,0.7180878870813986,0.5609821531911025,-0.016423501353786785,-1.2060992577296525,61.86527503599367,0.050000000000000024,1.5112187012845435,2.273290003528318,0.15463496801371135,0.912962962962963,0.1287037037037037,0.12303597055772592,0.10945980117245777,0.5996299665899586,5.233279470788694,0.3856664481020772,0.13129133887014277,market_gap,1.25,higher,0.9999608216409338,True,0.0001566641410029046,0.0006894931399135107,True,True,0.0020823488039492044,0.0010419577421763532,0,0
adp_rank__w075,1080.0,1.8748928163290914,2.6194144754710593,-0.15823413925933955,0.8277777777777777,0.5194642210071133,0.04270697366983983,20.44172651451787,29.133483856912154,-0.4892788066235508,0.8166666666666667,0.5070559011669875,0.03388925815476729,0.18333333333333332,0.1827507371947728,0.14914501677301992,0.5562541514922468,0.075,0.0828208867097239,0.0698074329424035,0.551971724811231,0.11574074074074074,0.12100092672496893,0.09749672489990605,0.697440837696335,0.028703703703703703,0.028030412014305832,0.026919598448921396,0.7041883206740674,0.5628452272170398,-0.0125584812744181,-1.2053498324446419,61.9617653499246,0.050000000000000024,1.5114689799562906,2.274767046016507,0.15218406162448037,0.912962962962963,0.1287037037037037,0.12316364442906708,0.10951036635915198,0.599370025764723,5.246676134085054,0.38401649322150766,0.1321989587404997,adp_rank,0.75,lower,0.9999995223899562,True,0.0005937255786032658,0.0018765671174720833,True,True,0.0021210495529717347,0.0008410424911056092,0,0
recommended,1080.0,1.8751269805361126,2.619406416427509,-0.15822055221451223,0.8268518518518518,0.5192404582863887,0.04384441307819298,20.44065233267064,29.13393107486715,-0.488142847793987,0.8175925925925925,0.5069522671006016,0.03454597998826142,0.18333333333333332,0.18260911575373637,0.149256049752811,0.5545076616505188,0.075,0.08291952922617919,0.06979987451461474,0.5510077979213782,0.11574074074074074,0.12092843036244913,0.0976616626826273,0.6946261780104712,0.028703703703703703,0.028152735465998904,0.026932788858084197,0.7080783541929334,0.5613539192197524,-0.01533020290083696,-1.2054764179382278,61.87883348177808,0.050000000000000024,1.5113618319003275,2.2743340008133606,0.15250540792688055,0.912962962962963,0.1287037037037037,0.12323172438375352,0.10955368013583737,0.5980856122753232,5.2432819660959895,0.38455770847498627,0.13210956937775473,reference,1.0,reference,1.0,True,0.0,0.0,True,True,0.002121527163015467,0.0008495567071153474,0,0
disagreement__w075,1080.0,1.8750877172750977,2.619397291545526,-0.15823765368986442,0.8277777777777777,0.5192946652922907,0.04231101059476322,20.43980373522059,29.12989870228875,-0.4827862870376726,0.8166666666666667,0.5068129955873674,0.034337349645334136,0.18333333333333332,0.18208216384778814,0.14937502379804762,0.5533223390366248,0.075,0.08286704503767292,0.06979669238482714,0.5516998479961442,0.11574074074074074,0.12075769774588505,0.09771903948308408,0.6938471204188482,0.028703703703703703,0.02805457121697051,0.026917589104766923,0.710569205695132,0.561754068297712,-0.015274837817552614,-1.2069556845083922,61.82874850440952,0.050000000000000024,1.5115496719731283,2.274487741988766,0.1526418440355035,0.9120370370370371,0.1287037037037037,0.12321573253824783,0.10949371249111076,0.5990183411188159,5.255907118701151,0.38323935549888033,0.13297588548203812,disagreement,0.75,lower,1.0000206103790512,True,0.0002721760888944047,0.0005669793656006838,True,True,0.0021421375420666786,0.0008471266231044515,0,0
room_share__w125,1080.0,1.8754265765066387,2.6194670426538087,-0.15817644051644855,0.8314814814814815,0.5195014119346415,0.042279703332283036,20.437809563785724,29.118549232269253,-0.49286379803811003,0.8175925925925925,0.5071765743038825,0.03438571319016065,0.18333333333333332,0.18259979740625132,0.14939157220279675,0.5519824091252663,0.075,0.08293885163204845,0.06985746582753492,0.5507729952174396,0.11574074074074074,0.12098887486524229,0.09774187126751209,0.6930848167539267,0.028703703703703703,0.028284722510135994,0.0269121697872846,0.705064731387804,0.5628002020508834,-0.009430163548951372,-1.2078394844156704,61.67019317975261,0.05000000000000002,1.5115118190595158,2.274430406395582,0.15040489750474278,0.912962962962963,0.1287037037037037,0.12322620737144098,0.10955265995824437,0.5969541051537092,5.2442096331072054,0.3845128824912431,0.13215657011545026,room_share,1.25,higher,1.000039979721932,True,0.00030329476884038975,0.0005133437299895682,True,True,0.002161506884947429,0.0009527650106714492,0,0
scoring_mix__w075,1080.0,1.8748105558350587,2.6194005487386938,-0.15822771624721393,0.8287037037037037,0.5192799979987718,0.043804180172678564,20.441144204333728,29.134589627748817,-0.486146380759421,0.8194444444444444,0.5070788712217041,0.03684329066585962,0.18333333333333332,0.18282688442973605,0.14916987535296786,0.5570672713529856,0.075,0.0829264336116178,0.0697563385488746,0.5516874899590949,0.11574074074074074,0.12111056390961224,0.09762575242947995,0.6954638743455498,0.028703703703703703,0.02810405245698059,0.026941878935941483,0.7076939635290138,0.5619930117532705,-0.014587699215943923,-1.2057709891757142,61.92438608737513,0.050000000000000024,1.5118812135005977,2.274458581492216,0.1524409157554929,0.9138888888888889,0.1287037037037037,0.12326121865064334,0.10951244773462485,0.5983149718270018,5.246171126889146,0.38424123418767797,0.132387282950177,scoring_mix,0.75,lower,1.000066322128308,True,0.00017872026609699887,0.0008351511408837275,True,True,0.0021878492913235677,0.0008988845091476794,0,0
team_pass_environment__w075,1080.0,1.8756438470212924,2.6194471532321106,-0.15826741484264098,0.8296296296296296,0.5193318053412815,0.04323876004446425,20.447072502733445,29.134512373184677,-0.4918047392954816,0.8157407407407408,0.5069127316561822,0.03403798822198345,0.18333333333333332,0.18269874912509204,0.14931969455722705,0.5537460775556013,0.075,0.08287928899367554,0.06976049256233827,0.5536400598128993,0.11574074074074074,0.12092054064708814,0.0976661356697658,0.6946303664921466,0.028703703703703703,0.028048879340225853,0.02693646993866094,0.7037116762508072,0.5626992919514244,-0.009186898213123372,-1.205860607601957,62.04378094597638,0.050000000000000024,1.5109404996277684,2.274416260390485,0.15104119125340137,0.9138888888888889,0.1287037037037037,0.12342283802678261,0.10943906761688298,0.6010749317655334,5.240102005259496,0.38501681051603326,0.13191523436436525,team_pass_environment,0.75,lower,1.0001036517334672,True,0.000605183921577046,0.0010570048445761593,True,True,0.0022251788964828094,0.0008129995327179264,0,0
market_gap__w075,1080.0,1.8752925738839628,2.6194406074718657,-0.15826502958245126,0.8296296296296296,0.5193822321835161,0.042349868063878526,20.441884294001966,29.122557579505944,-0.4933198951501263,0.8148148148148148,0.5070496475244061,0.03504976167625129,0.18333333333333332,0.18274512110784574,0.1493091721210526,0.5533738748024463,0.075,0.08280108127120674,0.06976661655475613,0.5527379231082935,0.11574074074074074,0.12108243048880633,0.09771032786746582,0.693930890052356,0.028703703703703703,0.028072163562390232,0.026952186755361436,0.7025738798856054,0.5652943095199829,-0.00503805111096441,-1.2070378118680785,61.88460272778295,0.050000000000000024,1.5116183214817587,2.2750691753349206,0.15031212289209564,0.912962962962963,0.1287037037037037,0.12333762879803192,0.10954558869172275,0.5992477006704944,5.25416182151231,0.3832212793028821,0.13286102172987901,market_gap,0.75,lower,1.0001060960745605,True,0.0003732170094410403,0.0013231636413846282,True,True,0.002227623237575848,0.0006654155001155083,0,0
experience__w075,1080.0,1.8744519898807388,2.6193943550584975,-0.15831089812493918,0.8314814814814815,0.5197776364989934,0.045449158735132666,20.432145873645432,29.118231688679717,-0.44754106908961144,0.8138888888888889,0.5068134972752152,0.03822314873279753,0.18333333333333332,0.18181425382323918,0.1492924112727322,0.5529844934606839,0.075,0.08234162427403437,0.06978494554997289,0.5571003101867299,0.11574074074074074,0.12097565101835486,0.09750586127351661,0.6992502617801047,0.028703703703703703,0.02852928384105489,0.026954071549343084,0.7135520772471479,0.5651670073285243,-0.007863251673645886,-1.2037848028008669,63.77993034038006,0.05000000000000002,1.5130272502452078,2.2724014992540744,0.15242697031899644,0.9138888888888889,0.1287037037037037,0.12285222916010038,0.10976600153108966,0.5931238006406777,5.240088182697417,0.386284857392149,0.13265941260136443,experience,0.75,lower,1.000108602540908,True,0.0005742192912576716,0.002252434363082534,True,True,0.002230129703923611,0.0009121975624582559,0,0
scoring_mix__w125,1080.0,1.875071679935012,2.6194046256895964,-0.15824058836254626,0.8287037037037037,0.5193867551903883,0.04241720737590654,20.441820430432376,29.130422783778677,-0.4891431431669656,0.8185185185185185,0.5070350064078022,0.03540842553697282,0.18333333333333332,0.18257766184818397,0.14929056393865944,0.553282255663208,0.075,0.08299886404264388,0.06974119544182678,0.5551724564070243,0.11574074074074074,0.12090808625032502,0.09766908009169997,0.6947183246073299,0.028703703703703703,0.028313833103893415,0.02687923965940525,0.714320858574987,0.5616423460616642,-0.016582718835207046,-1.2062808456349952,61.827990961509435,0.05000000000000002,1.511941725079417,2.274974607259032,0.15207653070598742,0.912962962962963,0.1287037037037037,0.12313629179878487,0.10957915322605655,0.5973210804363948,5.241048638236533,0.38481146363143204,0.13190671816903915,scoring_mix,1.25,higher,1.0001371144458882,True,0.00043011232666034793,0.0013233113424586662,True,True,0.0022586416089036875,0.0008638833241072845,0,0
concentration__w125,1080.0,1.8751832210448165,2.619409836202704,-0.15820608390169463,0.8277777777777777,0.5192156837811989,0.04387328318147965,20.441597516620746,29.127561312236026,-0.49183532870903507,0.8175925925925925,0.507066581791953,0.033231875962586255,0.18333333333333332,0.18258135647660562,0.1492591877982082,0.554851233422662,0.075,0.08292193970768383,0.06984615921574738,0.5480542270665727,0.11574074074074074,0.12092148297504679,0.09773843114015177,0.6936460732984293,0.028703703703703703,0.02812711210454657,0.026894537353232217,0.7118915095790154,0.5627794017863533,-0.012428470493849491,-1.2066490960528427,61.86188200029972,0.050000000000000024,1.5120266959144668,2.2752701199156045,0.15191470520146907,0.912962962962963,0.1287037037037037,0.12331648495544606,0.10956066959106732,0.5982538092798875,5.242769869448222,0.38466025722431907,0.13205261049698125,concentration,1.25,higher,1.0001720479522902,True,0.000287638219864883,0.0010817906151368017,True,True,0.002293575115305833,0.0008401138841685402,0,0
concentration__w075,1080.0,1.8750724391730815,2.619400334839434,-0.15823413376952075,0.8277777777777777,0.5190860534133483,0.04195537464362964,20.441463677190093,29.132085489298138,-0.4886301381706904,0.8185185185185185,0.5068984968674809,0.03494499057480427,0.18333333333333332,0.18246470431304684,0.14918683835310076,0.5571245333150096,0.075,0.0828911864749407,0.06976284438087592,0.5520705891076262,0.11574074074074074,0.12083628093059191,0.0976059373337795,0.6956481675392671,0.028703703703703703,0.028247978883397095,0.026917499693140286,0.708032227313263,0.5622126124393633,-0.010262764095114774,-1.205653188365082,61.891331305823435,0.050000000000000024,1.5121432858437358,2.274610083032244,0.1526954656825236,0.9120370370370371,0.1287037037037037,0.12313617268564628,0.10956808876606827,0.5978791886788125,5.244570660013988,0.3844512404355315,0.13213170384762354,concentration,0.75,lower,1.000175886261851,True,0.0004517363058627044,0.0011027068235300863,True,True,0.002297413424866638,0.00078717416150149,0,0
disagreement__w125,1080.0,1.8751535703995754,2.6194113997278015,-0.15821966862035808,0.8305555555555556,0.5192034843520804,0.044026419484495205,20.440823937808503,29.128734946938607,-0.49521980930800136,0.8166666666666667,0.5071081246487837,0.03478609668204935,0.18333333333333332,0.18253881007812073,0.14914923665785867,0.5565576398909732,0.075,0.08298938893318561,0.06980521489221754,0.5526514168489477,0.11574074074074074,0.12079242282327882,0.09759686338806577,0.6960083769633508,0.028703703703703703,0.028120982477509375,0.026954313914174452,0.6988222270057505,0.5612638022046591,-0.017794977914456753,-1.2051002763250838,61.919230816264324,0.050000000000000024,1.51217383713623,2.2751213216989616,0.15323115773591803,0.912962962962963,0.1287037037037037,0.12318621191884416,0.10960184399613791,0.5967859081491449,5.230207128784804,0.38598255089334743,0.13109599766387406,disagreement,1.25,higher,1.0001866142835503,True,0.0002947621201094819,0.000927703593381235,True,True,0.002308141446565813,0.0007719171962330579,0,0
team_pass_environment__w125,1080.0,1.875413730666517,2.6193645344040943,-0.15824242480282358,0.8268518518518518,0.5192586144584403,0.0431963112434291,20.44631156806182,29.13498852812926,-0.48598002602956497,0.8157407407407408,0.5069951438446892,0.034599991765067506,0.18333333333333332,0.1823431191632042,0.14933590673848057,0.5533796009986486,0.075,0.08270778620493989,0.06981010902304935,0.5507359211062914,0.11574074074074074,0.12084619179717282,0.09763485121315224,0.6956732984293194,0.028703703703703703,0.028167401417457855,0.026911487510629262,0.7100156831390879,0.5619414516746033,-0.01299025652647355,-1.2072574458239917,61.67594739778775,0.050000000000000024,1.5118288733308671,2.274855490599926,0.1539695209965391,0.9120370370370371,0.1287037037037037,0.12316880659904747,0.10950165755485747,0.5990183411188159,5.248203885494661,0.3839865380946144,0.1324457551642108,team_pass_environment,1.25,higher,1.00024626836314,True,0.0007212698963738884,0.0013175954731468043,True,True,0.0023677955261553244,0.000773154766457802,0,0
component_ranks__w125,1080.0,1.8753071318567993,2.6193869180513873,-0.15826014960972318,0.8287037037037037,0.5195081055586637,0.04089561554106125,20.4513261484997,29.133976925152844,-0.4919772499484996,0.8194444444444444,0.5074596255296782,0.03504070616885402,0.18333333333333332,0.18220910879394983,0.14930796408833857,0.5520453972834926,0.075,0.08285509277349593,0.06976498391511925,0.5531210222568247,0.11574074074074074,0.12087977144783721,0.09768957764320663,0.6953801047120419,0.028703703703703703,0.028192636374010392,0.026858867046002988,0.7104000738030075,0.5635191043468173,-0.012250362964226744,-1.2121477079486216,61.5879614440646,0.05000000000000002,1.51159085097838,2.2740600134514466,0.15378590273363477,0.9138888888888889,0.1287037037037037,0.1230166199854577,0.10963814310606741,0.5962736718170628,5.240264638152567,0.3848006249408875,0.13170386003794368,component_ranks,1.25,higher,1.000256597157864,True,0.0007398045857329727,0.0018614433411312525,True,True,0.0023781243208796867,0.0009258410216230697,0,0
