method,n,ppg_crps,ppg_mae_mean,ppg_bias,ppg_80_coverage,ppg_pit_mean,ppg_pit_ks,contribution_crps,contribution_mae_mean,contribution_bias,contribution_80_coverage,contribution_pit_mean,contribution_pit_ks,plus3_actual_rate,plus3_predicted_rate,plus3_brier,plus3_auc,plus5_actual_rate,plus5_predicted_rate,plus5_brier,plus5_auc,impact_actual_rate,impact_predicted_rate,impact_brier,impact_auc,zero_actual_rate,zero_predicted_rate,zero_brier,zero_auc,contribution_q90_spearman,tail_lift_surprise_spearman,raw_residual_mean,effective_sample_size,max_donor_probability,played_crps,played_mae_mean,played_bias,played_80_coverage,extended_absence_actual_rate,extended_absence_predicted_rate,extended_absence_brier,extended_absence_auc,weighted_season_gap,weight_last3_seasons,weight_10plus_seasons,family,multiplier,direction,selection_loss,aggregate_guardrail_pass,max_position_composite_delta,max_position_metric_delta,position_guardrail_pass,guardrail_pass,mean_loss_delta_to_best,paired_se_to_best,within_one_se,development_winner
all_weights__w005,1080.0,1.8711580135610673,2.6198013517427077,-0.15764941321693912,0.8388888888888889,0.5191571387949211,0.03963713705609695,20.411251431511275,29.114638440047955,-0.4805881867656888,0.8231481481481482,0.5071493677039527,0.031369576323551085,0.18333333333333332,0.18370935328523774,0.1488988981915614,0.5606175129984654,0.075,0.08412814025311564,0.06942768199828599,0.5756250077237731,0.11574074074074074,0.12101634196621863,0.09716545194881003,0.7044607329842932,0.028703703703703703,0.028974716305403287,0.02677749896147064,0.7277899074387282,0.565901689628211,-0.013883909174971665,-1.2234141423079614,77.13857108017936,0.020135663259215265,1.5071155276835844,2.281354107676845,0.13590376673089244,0.9074074074074074,0.1287037037037037,0.1242013481274366,0.1092758851867791,0.6053716007003112,5.321512345656166,0.37077042100106083,0.13355074798967784,all_weights,0.05,lower,0.9978784728369844,True,0.0019421341508938372,0.003216203519837757,True,True,0.0,0.0,1,1
all_weights__w001,1080.0,1.8711136428998407,2.619817253885137,-0.15762149483429064,0.8361111111111111,0.5190768286456031,0.03895929115039909,20.411367810939215,29.11417250001734,-0.4808272937554192,0.8231481481481482,0.5071755553194768,0.03155771014182279,0.18333333333333332,0.18389635370315877,0.14893166663442473,0.5601136077326554,0.075,0.08418600991415341,0.06939069352488898,0.5777505900962691,0.11574074074074074,0.12110381899307564,0.0971099171979278,0.7051811518324608,0.028703703703703703,0.02901102074586423,0.026772268059545974,0.7282511762354316,0.5659944167978639,-0.014585889276882666,-1.224182906912333,77.24817781344,0.02012477513577439,1.507172735712116,2.2819527878747885,0.13503640815860482,0.9074074074074074,0.1287037037037037,0.12423482614811132,0.10928356925001655,0.6057844478933325,5.32586520709084,0.3700278232131469,0.13366278393230893,all_weights,0.01,lower,0.9978851004209105,True,0.002321580304032622,0.0040091939806692345,True,True,6.627583926057863e-06,4.282018924631005e-05,1,0
all_weights__w012,1080.0,1.871253581660249,2.6197537202321177,-0.15771854488508222,0.8361111111111111,0.519325749956005,0.03964588378121414,20.41135302348976,29.1154704581674,-0.48034296629779866,0.8222222222222222,0.5070273172991282,0.0320017882728687,0.18333333333333332,0.18368538021231853,0.14912536915552818,0.5567924139352711,0.075,0.08412155530684869,0.0695620751456298,0.5641567493419345,0.11574074074074074,0.12107399792433934,0.09732996380736716,0.7015371727748692,0.028703703703703703,0.028900151482535663,0.026791040409600196,0.7218856668409238,0.5654032548945193,-0.016509301991285426,-1.221930892040673,76.6945780909458,0.024932944684002794,1.5071031506104493,2.2803602123163973,0.1375541554177725,0.9092592592592592,0.1287037037037037,0.12413183213377131,0.10926936333089167,0.6045994235429935,5.313472535054405,0.372150953116673,0.13335438660421212,all_weights,0.125,lower,0.9978943884852002,True,0.0013013530037206955,0.0019769385568655373,True,True,1.5915648215692222e-05,8.453126766303485e-05,1,0
all_weights__w025,1080.0,1.8714541846818267,2.619628853571058,-0.1578765829569142,0.8333333333333334,0.5192494072987454,0.04097341455738701,20.412641589787548,29.11799188598836,-0.48038773130460993,0.8231481481481482,0.5068065314540433,0.0326353358900055,0.18333333333333332,0.18368153877038393,0.14914928778012612,0.5562770562770563,0.075,0.08400505818165509,0.06961516714447791,0.560041523004486,0.11574074074074074,0.12114129755041766,0.09739408402799757,0.7009507853403142,0.028703703703703703,0.02865669799876879,0.026775039734730305,0.7148590055044743,0.5639294320749489,-0.014916479409418789,-1.2193427282230098,75.35519427328057,0.03754130499153897,1.5073210535912474,2.2789639296264372,0.14034464188325066,0.9111111111111111,0.1287037037037037,0.12399922575893209,0.1092778559708603,0.6029709707260759,5.300409781632082,0.3744184758390096,0.13306467588052967,all_weights,0.25,lower,0.9979991208204395,True,0.00039911387550506383,0.0006244031901561087,True,True,0.00012064798345496044,0.0002356021032466476,1,0
all_weights__w038,1080.0,1.8718368878391964,2.6195180928039403,-0.15801549821363245,0.8305555555555556,0.5190510791111929,0.0404730599188155,20.41538119598569,29.12042325695426,-0.48062808467240253,0.8194444444444444,0.5069646002690125,0.034332755411652205,0.18333333333333332,0.18349960918271738,0.1492673184834348,0.5536773632011728,0.075,0.08383648066614709,0.06964995980854344,0.5584967683733116,0.11574074074074074,0.12112496256826773,0.0976063970579831,0.6964104712041885,0.028703703703703703,0.028530388395110087,0.026797836592016223,0.7149051323841447,0.5624914274347392,-0.01848055425287573,-1.2166039348372013,73.42757201262505,0.05000000000000001,1.5077733788675718,2.2778300361461175,0.14317794260440916,0.9120370370370371,0.1287037037037037,0.12384532881478179,0.10930465729435629,0.6017477197837904,5.287800461683373,0.37663452906059897,0.13281996613855362,all_weights,0.375,lower,0.9982115891913088,True,-0.0002010678353300266,0.0002748550773916669,True,True,0.0003331163543242667,0.00038023289635470133,1,0
all_weights__w050,1080.0,1.8724249731654803,2.619479281570188,-0.15807782531145903,0.8287037037037037,0.5189322319480044,0.042686400185437345,20.419694236309645,29.122965071584723,-0.4808212968812964,0.8166666666666667,0.5069815986117737,0.03314468906860213,0.18333333333333332,0.18328013853777228,0.14933886850527553,0.5527726242011957,0.075,0.0835538058937574,0.0696547270154023,0.5597696461893993,0.11574074074074074,0.12110557530699304,0.09771030101286778,0.6935371727748691,0.028703703703703703,0.028398884325829505,0.026824484152467076,0.7119376364586857,0.5620797946293276,-0.01711948960480552,-1.2137633352075563,71.10872309476208,0.05000000000000002,1.5084026974848863,2.2768300946278317,0.14594292848038173,0.9111111111111111,0.1287037037037037,0.1236768949664561,0.10935275558573589,0.6007538283931835,5.2756537406969475,0.37878359064316286,0.13259875994198625,all_weights,0.5,lower,0.9985252622236584,True,-0.00043340886351017627,0.00011798661777673303,True,True,0.0006467893866738772,0.000494263543317243,0,0
all_weights__w062,1080.0,1.8731174118927274,2.619457778912411,-0.15812299760849308,0.8296296296296296,0.5188313172085836,0.04203426144337774,20.42481088470786,29.125712049960548,-0.48209785776626995,0.8185185185185185,0.5072626320468746,0.032767172037084624,0.18333333333333332,0.18313878842502154,0.14930190245224664,0.5531391007581484,0.075,0.0834830205298056,0.06971736671499118,0.5557903582594941,0.11574074074074074,0.12109071242639315,0.09757413523970508,0.6958324607329843,0.028703703703703703,0.028400452044038592,0.026846944919643977,0.7143054829484301,0.5618699724967227,-0.012316854409740289,-1.2113816986434627,68.63088630262996,0.050000000000000024,1.5092286436871702,2.275867563590078,0.14822117761547787,0.9111111111111111,0.1287037037037037,0.12351681383450944,0.10941071431545332,0.5988501441142516,5.264673489673662,0.38072800906290544,0.13240344595269812,all_weights,0.625,lower,0.998913956988399,True,-0.0004160779752596655,3.8469069958635416e-05,True,True,0.0010354841514144486,0.0005915855304024709,0,0
all_weights__w075,1080.0,1.8738660116250054,2.6194452303137346,-0.15815418505392487,0.8314814814814815,0.5189241236007452,0.042355316235148543,20.430428706682697,29.12884167137407,-0.4834478629655448,0.8185185185185185,0.5072740950229865,0.033580582450294105,0.18333333333333332,0.1832366000681042,0.14929793026658653,0.5531276483657436,0.075,0.08335724242700938,0.06973824457529552,0.5536894919610968,0.11574074074074074,0.12119725915476515,0.09753045460279347,0.6970219895287958,0.028703703703703703,0.02824808869154031,0.02690559415030219,0.7093391555705895,0.5621958512461227,-0.008381008557106101,-1.2091815914413704,66.17184491217957,0.05000000000000002,1.5101628179101145,2.275267403960555,0.150099951056967,0.9120370370370371,0.1287037037037037,0.12338359847502427,0.1094678241732716,0.597703346355859,5.25558913156312,0.3823393755293022,0.13225699264044802,all_weights,0.75,lower,0.9993446779475819,True,-0.00017073702421510628,7.586331658759882e-05,True,True,0.001466205110597481,0.0006981541083793387,0,0
all_weights__w088,1080.0,1.8745648597117444,2.6194211313220532,-0.15819309797318087,0.8305555555555556,0.5191509513704228,0.041769336435525994,20.4354308312712,29.13156544385392,-0.48583728182659974,0.8166666666666667,0.506960776634191,0.0347215168944045,0.18333333333333332,0.1829941393078953,0.1492189661894436,0.554244256625209,0.075,0.08318479322469881,0.06976601435147846,0.5522806757374659,0.11574074074074074,0.1210987310418998,0.09753732131251323,0.6967371727748691,0.028703703703703703,0.028249468562970736,0.02692825282853361,0.7086933792552047,0.5628585828254077,-0.011107110193186224,-1.2071811587276389,63.88943413166236,0.050000000000000024,1.5108629729282914,2.274690559036837,0.15140606498223316,0.912962962962963,0.1287037037037037,0.12330590994000208,0.109512288104206,0.5981544201408268,5.248383076141371,0.3836316099240105,0.13215280903781212,all_weights,0.875,lower,0.9997049010422399,True,-7.44585619091298e-05,-1.2362260285114779e-05,True,True,0.001826428205255462,0.0007845199766724263,0,0
projection_rank__w075,1080.0,1.8746970245186254,2.6194146155182985,-0.15824272195882638,0.8324074074074074,0.519116917474598,0.0447191132241207,20.436243595572225,29.120416471747667,-0.49585688450688414,0.812962962962963,0.5073278270970499,0.033433416726830145,0.18333333333333332,0.1824459660575254,0.14929189090511336,0.5536888155935775,0.075,0.082973090693412,0.06974512328211342,0.5549870858512834,0.11574074074074074,0.12075247406903905,0.09766928345008939,0.6944502617801047,0.028703703703703703,0.02842891588552739,0.026939716451025015,0.700052277130293,0.5618578695720211,-0.014910173200689564,-1.1955728537675698,62.38680078845669,0.050000000000000024,1.5114845255938278,2.277362025268485,0.14302608469780353,0.912962962962963,0.1287037037037037,0.12366476879974984,0.10935344257367174,0.6027798377663438,5.2382400292318785,0.3850422788641917,0.13147550412723907,projection_rank,0.75,lower,0.9998787339279048,True,0.0011385711750406813,0.002493555148529003,True,True,0.0020002610909203447,0.0009643475492553755,0,0
