period,method,family,multiplier,composite_delta,ppg_crps,contribution_crps,played_crps,ppg_80_coverage,contribution_80_coverage,played_80_coverage,plus5_brier,impact_brier,impact_auc,zero_brier,extended_absence_brier
development_2017_2022,absolute_ppg__w075,absolute_ppg,0.75,0.0004919520679498302,1.8775877924443034,20.456385724244885,1.510445646212272,0.8324074074074074,0.8166666666666667,0.9120370370370371,0.07006039781672999,0.09811254191173667,0.6850010471204189,0.02682991025264798,0.10935363050514957
development_2017_2022,absolute_ppg__w125,absolute_ppg,1.25,0.0007797185390523431,1.8739704050766843,20.44443037239431,1.5155500035296867,0.8296296296296296,0.8148148148148148,0.9157407407407407,0.06959446339725578,0.09760778508059574,0.69482722513089,0.02695593074725014,0.10996649506387332
recent_2020_2025,absolute_ppg__w075,absolute_ppg,0.75,-8.242316625983737e-05,1.91578725376247,20.537015046582887,1.5329535122914362,0.8064814814814815,0.8055555555555556,0.9074074074074074,0.06385073842683944,0.09606813692545974,0.6599826388888889,0.029719632207865165,0.10954118058663893
recent_2020_2025,absolute_ppg__w125,absolute_ppg,1.25,-0.0004752840295094707,1.9153666348908835,20.541071755040967,1.5311805300248482,0.8064814814814815,0.8,0.9092592592592592,0.06347080850650395,0.09531178219611058,0.67328125,0.029912794871264914,0.10968139541865954
temporal_2023_2025,absolute_ppg__w075,absolute_ppg,0.75,-0.00032197668538980206,1.9895025081583366,20.905803517858434,1.517437524384878,0.774074074074074,0.8,0.9074074074074074,0.0686533326083585,0.09765594868893514,0.6236458333333333,0.03454939324869886,0.10513022556651108
temporal_2023_2025,absolute_ppg__w125,absolute_ppg,1.25,-0.0014113324269543481,1.9908241776976245,20.894466501504006,1.5122892958244025,0.7759259259259259,0.7907407407407407,0.9111111111111111,0.06828928598816611,0.09683502157493946,0.6360416666666666,0.03466567235075469,0.10493488668107255
development_2017_2022,adp_rank__w075,adp_rank,0.75,-4.776100436254538e-07,1.8748928163290914,20.44172651451787,1.5114689799562906,0.8277777777777777,0.8166666666666667,0.912962962962963,0.0698074329424035,0.09749672489990605,0.697440837696335,0.026919598448921396,0.10951036635915198
development_2017_2022,adp_rank__w125,adp_rank,1.25,-0.00010427778846899827,1.8751866417341219,20.4361077911181,1.5111769592201785,0.8277777777777777,0.8175925925925925,0.9138888888888889,0.06981424860342864,0.09771156477509593,0.6950785340314136,0.026912886517949635,0.10942324830180247
recent_2020_2025,adp_rank__w075,adp_rank,0.75,-0.00035943659888826307,1.914710895539128,20.545391608477114,1.5319161371514252,0.8064814814814815,0.8064814814814815,0.9092592592592592,0.06368492915523631,0.09563548422810973,0.6674305555555555,0.029945716832903365,0.1094777871481055
recent_2020_2025,adp_rank__w125,adp_rank,1.25,-0.00028010847253368,1.91498809754244,20.54537176021655,1.5320605470840305,0.8092592592592592,0.8027777777777778,0.9083333333333333,0.0636612564718918,0.09566108010861811,0.6681597222222222,0.029878235332974103,0.10948497738772274
temporal_2023_2025,adp_rank__w075,adp_rank,0.75,-0.0005175091673069732,1.98929637071939,20.918522402418045,1.5157810620736352,0.7759259259259259,0.7944444444444444,0.9111111111111111,0.06859416832140673,0.09730412336776809,0.6267361111111112,0.034795534432067454,0.1049466386011257
temporal_2023_2025,adp_rank__w125,adp_rank,1.25,-0.00021411247362623786,1.9893980323584899,20.922724602786435,1.5167804488245853,0.7777777777777778,0.7888888888888889,0.9092592592592592,0.06856246677602082,0.09723704333001003,0.6287152777777778,0.03469883252461263,0.1050948189232643
