period,method,n,ppg_crps,ppg_mae_mean,ppg_bias,ppg_80_coverage,ppg_pit_mean,ppg_pit_ks,contribution_crps,contribution_mae_mean,contribution_bias,contribution_80_coverage,contribution_pit_mean,contribution_pit_ks,plus3_actual_rate,plus3_predicted_rate,plus3_brier,plus3_auc,plus5_actual_rate,plus5_predicted_rate,plus5_brier,plus5_auc,impact_actual_rate,impact_predicted_rate,impact_brier,impact_auc,zero_actual_rate,zero_predicted_rate,zero_brier,zero_auc,contribution_q90_spearman,tail_lift_surprise_spearman,raw_residual_mean,effective_sample_size,max_donor_probability,played_crps,played_mae_mean,played_bias,played_80_coverage,extended_absence_actual_rate,extended_absence_predicted_rate,extended_absence_brier,extended_absence_auc,weighted_season_gap,weight_last3_seasons,weight_10plus_seasons,composite_delta,family,multiplier,direction
development_2017_2022,absolute_ppg__w075,1080.0,1.8775877924443034,2.6195506967077318,-0.15798801515611327,0.8324074074074074,0.5191236272750732,0.04230352208605426,20.456385724244885,29.11620440376773,-0.5122579472357677,0.8166666666666667,0.5071076840067882,0.03580308946019889,0.18333333333333332,0.18273232423781957,0.1496203212828425,0.5460729746444032,0.075,0.08308962602624341,0.07006039781672999,0.5455949776937431,0.11574074074074074,0.12118570647895476,0.09811254191173667,0.6850010471204189,0.028703703703703703,0.028235281359890615,0.02682991025264798,0.7117377533134476,0.5607359651277238,-0.012896530261085613,-1.231315231475561,62.12348989851043,0.050000000000000024,1.510445646212272,2.2682148082781217,0.16686799994408996,0.9120370370370371,0.1287037037037037,0.1222868672617649,0.10935363050514957,0.6016101040527833,5.233323029596189,0.38369231605104587,0.12984115308314234,0.0004919520679498302,absolute_ppg,0.75,lower
development_2017_2022,absolute_ppg__w125,1080.0,1.8739704050766843,2.6193856968708746,-0.15848001421646457,0.8296296296296296,0.519654455921154,0.04446421926933636,20.44443037239431,29.150312703411114,-0.47498939852402183,0.8148148148148148,0.5069637174935486,0.03483699084166336,0.18333333333333332,0.18243869322107345,0.14931099244366605,0.554599280789757,0.075,0.08238968967723909,0.06959446339725578,0.5582496076323237,0.11574074074074074,0.12072908479319322,0.09760778508059574,0.69482722513089,0.028703703703703703,0.02782465247537682,0.02695593074725014,0.7019127279436637,0.5607452054559099,-0.019708274022106592,-1.1892399445829638,61.53662013205346,0.050000000000000024,1.5155500035296867,2.282582456991373,0.13981943013136378,0.9157407407407407,0.1287037037037037,0.1238193203821645,0.10996649506387332,0.5901803530608032,5.256557636684053,0.38478330696962815,0.1341838337955238,0.0007797185390523431,absolute_ppg,1.25,higher
development_2017_2022,adp_rank__w075,1080.0,1.8748928163290914,2.6194144754710593,-0.15823413925933955,0.8277777777777777,0.5194642210071133,0.04270697366983983,20.44172651451787,29.133483856912154,-0.4892788066235508,0.8166666666666667,0.5070559011669875,0.03388925815476729,0.18333333333333332,0.1827507371947728,0.14914501677301992,0.5562541514922468,0.075,0.0828208867097239,0.0698074329424035,0.551971724811231,0.11574074074074074,0.12100092672496893,0.09749672489990605,0.697440837696335,0.028703703703703703,0.028030412014305832,0.026919598448921396,0.7041883206740674,0.5628452272170398,-0.0125584812744181,-1.2053498324446419,61.9617653499246,0.050000000000000024,1.5114689799562906,2.274767046016507,0.15218406162448037,0.912962962962963,0.1287037037037037,0.12316364442906708,0.10951036635915198,0.599370025764723,5.246676134085054,0.38401649322150766,0.1321989587404997,-4.776100436254538e-07,adp_rank,0.75,lower
development_2017_2022,adp_rank__w125,1080.0,1.8751866417341219,2.619402551772359,-0.15823923759131958,0.8277777777777777,0.5192496576054179,0.04098423518657729,20.4361077911181,29.12032293641047,-0.48816777489773644,0.8175925925925925,0.5070334740568665,0.035768341092662415,0.18333333333333332,0.18238528730305692,0.1493116774572846,0.554244256625209,0.075,0.08292164302636877,0.06981424860342864,0.5502045255131675,0.11574074074074074,0.12101200990749729,0.09771156477509593,0.6950785340314136,0.028703703703703703,0.028260438865956704,0.026912886517949635,0.7114148651557551,0.5608101401951682,-0.01922741131751084,-1.2072611342455581,61.79232567468184,0.050000000000000024,1.5111769592201785,2.272627231838161,0.15421899928297894,0.9138888888888889,0.1287037037037037,0.12314533109116947,0.10942324830180247,0.6009143800793584,5.240268852737629,0.38507597786035225,0.13187079065101454,-0.00010427778846899827,adp_rank,1.25,higher
development_2017_2022,all_weights__w001,1080.0,1.8711136428998407,2.619817253885137,-0.15762149483429064,0.8361111111111111,0.5190768286456031,0.03895929115039909,20.411367810939215,29.11417250001734,-0.4808272937554192,0.8231481481481482,0.5071755553194768,0.03155771014182279,0.18333333333333332,0.18389635370315877,0.14893166663442473,0.5601136077326554,0.075,0.08418600991415341,0.06939069352488898,0.5777505900962691,0.11574074074074074,0.12110381899307564,0.0971099171979278,0.7051811518324608,0.028703703703703703,0.02901102074586423,0.026772268059545974,0.7282511762354316,0.5659944167978639,-0.014585889276882666,-1.224182906912333,77.24817781344,0.02012477513577439,1.507172735712116,2.2819527878747885,0.13503640815860482,0.9074074074074074,0.1287037037037037,0.12423482614811132,0.10928356925001655,0.6057844478933325,5.32586520709084,0.3700278232131469,0.13366278393230893,-0.002114899579089502,all_weights,0.01,lower
development_2017_2022,all_weights__w005,1080.0,1.8711580135610673,2.6198013517427077,-0.15764941321693912,0.8388888888888889,0.5191571387949211,0.03963713705609695,20.411251431511275,29.114638440047955,-0.4805881867656888,0.8231481481481482,0.5071493677039527,0.031369576323551085,0.18333333333333332,0.18370935328523774,0.1488988981915614,0.5606175129984654,0.075,0.08412814025311564,0.06942768199828599,0.5756250077237731,0.11574074074074074,0.12101634196621863,0.09716545194881003,0.7044607329842932,0.028703703703703703,0.028974716305403287,0.02677749896147064,0.7277899074387282,0.565901689628211,-0.013883909174971665,-1.2234141423079614,77.13857108017936,0.020135663259215265,1.5071155276835844,2.281354107676845,0.13590376673089244,0.9074074074074074,0.1287037037037037,0.1242013481274366,0.1092758851867791,0.6053716007003112,5.321512345656166,0.37077042100106083,0.13355074798967784,-0.00212152716301528,all_weights,0.05,lower
development_2017_2022,all_weights__w012,1080.0,1.871253581660249,2.6197537202321177,-0.15771854488508222,0.8361111111111111,0.519325749956005,0.03964588378121414,20.41135302348976,29.1154704581674,-0.48034296629779866,0.8222222222222222,0.5070273172991282,0.0320017882728687,0.18333333333333332,0.18368538021231853,0.14912536915552818,0.5567924139352711,0.075,0.08412155530684869,0.0695620751456298,0.5641567493419345,0.11574074074074074,0.12107399792433934,0.09732996380736716,0.7015371727748692,0.028703703703703703,0.028900151482535663,0.026791040409600196,0.7218856668409238,0.5654032548945193,-0.016509301991285426,-1.221930892040673,76.6945780909458,0.024932944684002794,1.5071031506104493,2.2803602123163973,0.1375541554177725,0.9092592592592592,0.1287037037037037,0.12413183213377131,0.10926936333089167,0.6045994235429935,5.313472535054405,0.372150953116673,0.13335438660421212,-0.002105611514799821,all_weights,0.125,lower
development_2017_2022,all_weights__w025,1080.0,1.8714541846818267,2.619628853571058,-0.1578765829569142,0.8333333333333334,0.5192494072987454,0.04097341455738701,20.412641589787548,29.11799188598836,-0.48038773130460993,0.8231481481481482,0.5068065314540433,0.0326353358900055,0.18333333333333332,0.18368153877038393,0.14914928778012612,0.5562770562770563,0.075,0.08400505818165509,0.06961516714447791,0.560041523004486,0.11574074074074074,0.12114129755041766,0.09739408402799757,0.7009507853403142,0.028703703703703703,0.02865669799876879,0.026775039734730305,0.7148590055044743,0.5639294320749489,-0.014916479409418789,-1.2193427282230098,75.35519427328057,0.03754130499153897,1.5073210535912474,2.2789639296264372,0.14034464188325066,0.9111111111111111,0.1287037037037037,0.12399922575893209,0.1092778559708603,0.6029709707260759,5.300409781632082,0.3744184758390096,0.13306467588052967,-0.0020008791795604886,all_weights,0.25,lower
development_2017_2022,all_weights__w038,1080.0,1.8718368878391964,2.6195180928039403,-0.15801549821363245,0.8305555555555556,0.5190510791111929,0.0404730599188155,20.41538119598569,29.12042325695426,-0.48062808467240253,0.8194444444444444,0.5069646002690125,0.034332755411652205,0.18333333333333332,0.18349960918271738,0.1492673184834348,0.5536773632011728,0.075,0.08383648066614709,0.06964995980854344,0.5584967683733116,0.11574074074074074,0.12112496256826773,0.0976063970579831,0.6964104712041885,0.028703703703703703,0.028530388395110087,0.026797836592016223,0.7149051323841447,0.5624914274347392,-0.01848055425287573,-1.2166039348372013,73.42757201262505,0.05000000000000001,1.5077733788675718,2.2778300361461175,0.14317794260440916,0.9120370370370371,0.1287037037037037,0.12384532881478179,0.10930465729435629,0.6017477197837904,5.287800461683373,0.37663452906059897,0.13281996613855362,-0.0017884108086912986,all_weights,0.375,lower
development_2017_2022,all_weights__w050,1080.0,1.8724249731654803,2.619479281570188,-0.15807782531145903,0.8287037037037037,0.5189322319480044,0.042686400185437345,20.419694236309645,29.122965071584723,-0.4808212968812964,0.8166666666666667,0.5069815986117737,0.03314468906860213,0.18333333333333332,0.18328013853777228,0.14933886850527553,0.5527726242011957,0.075,0.0835538058937574,0.0696547270154023,0.5597696461893993,0.11574074074074074,0.12110557530699304,0.09771030101286778,0.6935371727748691,0.028703703703703703,0.028398884325829505,0.026824484152467076,0.7119376364586857,0.5620797946293276,-0.01711948960480552,-1.2137633352075563,71.10872309476208,0.05000000000000002,1.5084026974848863,2.2768300946278317,0.14594292848038173,0.9111111111111111,0.1287037037037037,0.1236768949664561,0.10935275558573589,0.6007538283931835,5.2756537406969475,0.37878359064316286,0.13259875994198625,-0.0014747377763416614,all_weights,0.5,lower
