event,baseline_variant,challenger_variant,n_rows,event_rate,baseline_brier,challenger_brier,brier_delta,recent_brier_delta,baseline_log_loss,challenger_log_loss,log_loss_delta,baseline_auc,challenger_auc,baseline_calibration_bias,challenger_calibration_bias,season_wins,season_count,season_95_low,season_95_high,player_95_low,player_95_high
plus3,tail_symmetric,tail_raw,3289,0.1477652782000608,0.12448144725543313,0.12661101918440656,0.002129571928973431,0.002145801686335147,0.41078066143642616,0.41717395713512617,0.006393295698699936,0.6165873131227712,0.6135922857491019,0.01576341148501656,0.027512077355456938,2,8,0.00027043289123122226,0.00394932278772159,0.0005446705591388473,0.003736338355129117
plus3,tail_symmetric,tail_smooth_k5,3289,0.1477652782000608,0.12448144725543313,0.12590197659313876,0.001420529337705613,0.0019428348990985782,0.41078066143642616,0.4146522749341682,0.0038716134977419634,0.6165873131227712,0.612775259899373,0.01576341148501656,0.024913346315151824,3,8,1.030892159604809e-05,0.002997611653447519,0.00033154690777991276,0.0025200194824978235
plus3,tail_symmetric,tail_smooth_k3,3289,0.1477652782000608,0.12448144725543313,0.12598574881800972,0.0015043015625765968,0.001916231661373256,0.41078066143642616,0.414856112196797,0.004075450760370872,0.6165873131227712,0.6124023496283376,0.01576341148501656,0.024970071016849782,3,8,0.00011842834802163165,0.003003638820902532,0.0004629484385950769,0.002601223314389205
plus3,tail_symmetric,tail_smooth_k8,3289,0.1477652782000608,0.12448144725543313,0.12601598071598116,0.0015345334605480006,0.00198617939982647,0.41078066143642616,0.41500847963566606,0.004227818199239909,0.6165873131227712,0.6131188071569409,0.01576341148501656,0.025341462136811543,3,8,3.4669522069562283e-06,0.0031649279244168574,0.0003152700099004714,0.002758572873530549
plus3,tail_symmetric,tail_hard_floor_k5,3289,0.1477652782000608,0.12448144725543313,0.1256582349984401,0.0011767877430069577,0.0018702725752281376,0.41078066143642616,0.41405984992966677,0.0032791884932405844,0.6165873131227712,0.612027971206629,0.01576341148501656,0.024052749014657843,4,8,-0.000423529558794695,0.0028961100302217877,0.000205792163012356,0.002102185013473069
plus3,tail_symmetric,tail_additive_k5,3289,0.1477652782000608,0.12448144725543313,0.12613236084736093,0.001650913591927795,0.0019937270671354685,0.41078066143642616,0.41532934968048996,0.004548688244063741,0.6165873131227712,0.6131577131497852,0.01576341148501656,0.025525968895842382,3,8,0.00016097916736754515,0.003241561971811312,0.00047939030860860216,0.0028769741470045405
plus5,tail_symmetric,tail_raw,3289,0.06688963210702341,0.06262215075670004,0.06307684637126304,0.00045469561456300554,0.00021405951230703298,0.24514974618247087,0.2478889712135795,0.0027392250311085776,0.6000859030184544,0.5855371900826445,0.005861526084743787,0.003324018843627624,4,8,-0.0003085015731325991,0.0015120232981974953,5.397014412237665e-05,0.0008398794456724995
plus5,tail_symmetric,tail_smooth_k5,3289,0.06688963210702341,0.06262215075670004,0.06295370309672853,0.0003315523400284915,0.0001191822137778983,0.24514974618247087,0.24824664894690968,0.0030969027644387652,0.6000859030184544,0.5810509789981931,0.005861526084743787,0.0033475346613638796,4,8,-0.00027622505984884165,0.0010379676842270902,2.1895208951927695e-06,0.0006532175619223165
plus5,tail_symmetric,tail_smooth_k3,3289,0.06688963210702341,0.06262215075670004,0.0629081515500467,0.0002860007933466646,0.00011943960484314648,0.24514974618247087,0.2478927433402567,0.002742997157785848,0.6000859030184544,0.5823276755828076,0.005861526084743787,0.003611525982176053,4,8,-0.00021856438077387004,0.0008709858619853273,-9.292978220021369e-06,0.0005723639379595327
plus5,tail_symmetric,tail_smooth_k8,3289,0.06688963210702341,0.06262215075670004,0.06303370265615163,0.00041155189945158815,0.00013715905709864423,0.24514974618247087,0.24852663856562301,0.0033768923831521,0.6000859030184544,0.5810435735655677,0.005861526084743787,0.0031521854502673252,4,8,-0.0002861381024293668,0.0012371720438481301,5.9208272318965425e-05,0.000763531974899375
plus5,tail_symmetric,tail_hard_floor_k5,3289,0.06688963210702341,0.06262215075670004,0.06301657994220651,0.0003944291855064771,0.00011776800063247294,0.24514974618247087,0.24880402173376095,0.003654275551290083,0.6000859030184544,0.5795950709440445,0.005861526084743787,0.0031523806967462126,4,8,-0.00027990330745538073,0.001175415451725559,3.104004704935496e-05,0.0007437350690915644
plus5,tail_symmetric,tail_additive_k5,3289,0.06688963210702341,0.06262215075670004,0.06298097056129155,0.00035881980459151545,0.00012746916504178748,0.24514974618247087,0.24848674360591114,0.0033369974234402173,0.6000859030184544,0.5796706063568233,0.005861526084743787,0.00345514159610584,4,8,-0.00023134173761806033,0.0010409779608892339,5.414571247427115e-05,0.0006532609219559927
