period,scope,scope_value,n_rows,mean_consensus_ppg,mean_bull_gap_ppg,mean_smooth_k5,mean_residual,mean_absolute_error,plus3_rate,plus5_rate,spearman_stabilized_residual,spearman_stabilized_absolute_error
full_2017_2025,all,all,3073,7.688935553661738,0.6803692601181087,0.08637989364251229,-0.1209487075186071,2.5225701294014096,0.15619915392124958,0.07061503416856492,0.015852130574779893,-0.041352905866453064
full_2017_2025,position,QB,369,12.976945729234275,0.8328289444379329,0.09046989851859882,0.10718085825606045,2.7095418332963077,0.1897018970189702,0.08672086720867209,0.10320975800827338,0.044462038921211776
full_2017_2025,position,RB,837,7.450857182064628,0.7187364682733246,0.09133157372585804,0.009339597532857947,2.8211927153745493,0.1911589008363202,0.08960573476702509,-0.04531835284172281,-0.0772386064698183
full_2017_2025,position,TE,571,5.47519162798788,0.5280777895487948,0.0742245044401936,-0.1767173696259797,1.8843507876029422,0.0893169877408056,0.043782837127845885,-0.030925025330635764,0.010623646964072727
full_2017_2025,position,WR,1296,7.312426004124922,0.6792793318427597,0.08737291772082063,-0.24547587961399192,2.5576654850882847,0.15354938271604937,0.06558641975308642,0.048887002433648546,-0.07290677063229106
full_2017_2025,quartile,Q1,692,9.636589522701815,0.19248269293721754,0.01671809050893099,-0.22607376168686366,2.5588799442003487,0.15895953757225434,0.06791907514450866,-0.03776467866725384,0.0022147480295445915
full_2017_2025,quartile,Q2,827,9.323732056823825,0.42669501260058335,0.04017466563257108,-0.06097990519263938,2.6576838046509628,0.17412333736396615,0.08343409915356712,0.017714989749021713,-0.0024378772724713295
full_2017_2025,quartile,Q3,778,7.408833583176347,0.6782324425120494,0.07714342386581448,-0.1295269298008452,2.4793843708508088,0.15295629820051415,0.06426735218508997,0.09022030175971521,-0.08742427807473958
full_2017_2025,quartile,Q4,776,4.490695963902526,1.387931826205331,0.2070031730483506,-0.08251288935309219,2.3894942516696074,0.13788659793814434,0.06572164948453608,0.028271921501053524,0.04488052972921612
full_2017_2025,projection_band,10plus,989,14.34459547285736,0.5958598841552168,0.04075811301674605,0.16346310607547565,2.8850084023919704,0.21840242669362994,0.09706774519716886,0.04491010736553815,-0.0010376936139269168
full_2017_2025,projection_band,3to6,649,4.471987941510626,0.8402591651320138,0.12585018272244256,-0.22503688483584913,2.489363199475837,0.1325115562403698,0.061633281972265024,0.05103477188222951,0.04962168402846369
full_2017_2025,projection_band,6to10,675,7.904315249906781,0.6778978082005321,0.07405937158847013,-0.25210915222508423,2.6730712459637336,0.16148148148148148,0.07111111111111111,0.023591928627308675,-0.05413961219485072
full_2017_2025,projection_band,lt3,760,1.5836329816041015,0.6560001213255298,0.12298525655367872,-0.2856812817143777,1.9456116976309665,0.09078947368421053,0.04342105263157895,0.04271489324222187,0.0679944427296932
recent_2023_2025,all,all,1170,6.86400903738184,0.7276516868902247,0.09616171717541944,-0.2598982364216704,2.4412449838703556,0.14188034188034188,0.06581196581196581,-0.008855887400986332,-0.03813337849433851
recent_2023_2025,position,QB,129,12.425976049425032,0.9161926052691167,0.09294262330177498,-0.04315059151436185,2.5715277933794254,0.17054263565891473,0.08527131782945736,0.14139646690518787,-0.019644454382826478
recent_2023_2025,position,RB,299,6.69747077473002,0.7822191387232553,0.10510394031293019,-0.101411228711077,2.8441314235425583,0.19732441471571907,0.09364548494983277,-0.017815986173149872,-0.05876905119974861
recent_2023_2025,position,TE,262,4.352987765345777,0.5633142231548222,0.0852258315102711,-0.11370801164414691,1.7478905217618645,0.0916030534351145,0.026717557251908396,-0.03830338915817685,0.06857351227442617
recent_2023_2025,position,WR,480,6.843568973325114,0.732691205493813,0.09742575975011376,-0.4966688622346316,2.533722778003202,0.12708333333333333,0.06458333333333334,-0.02174282440461981,-0.09223097756500678
recent_2023_2025,quartile,Q1,252,9.043558796804103,0.26315206446596706,0.022287011102452688,-0.2960326391639172,2.468456655292466,0.15079365079365079,0.06746031746031746,-0.013378448070779057,0.11786584470809698
recent_2023_2025,quartile,Q2,316,8.74122713424979,0.48128494503648045,0.04595044072664183,-0.09358845372982814,2.6174717765096007,0.17088607594936708,0.08227848101265822,-0.002919169504642491,-0.09566212780683891
recent_2023_2025,quartile,Q3,301,6.174728711307083,0.6947169008751367,0.08678894779733401,-0.2581961198653999,2.2872548776370834,0.132890365448505,0.059800664451827246,0.05656333193989132,-0.11455193505093399
recent_2023_2025,quartile,Q4,301,3.757782858524098,1.4081140319641041,0.2200965772119811,-0.4059459404848378,2.3874443669395986,0.11295681063122924,0.053156146179401995,0.051102946029790326,-0.002503355261710414
recent_2023_2025,projection_band,10plus,336,14.079550546220329,0.7014691916905497,0.04813715438769696,0.0737171990349025,2.8245625098088456,0.21726190476190477,0.09226190476190477,-0.007793588226734071,0.012107647434721265
recent_2023_2025,projection_band,3to6,230,4.4750670624534035,0.9358749879969547,0.1403222177167781,-0.2827400044718042,2.601898606737781,0.1391304347826087,0.07391304347826087,0.016781282131576414,-0.0233036376951319
recent_2023_2025,projection_band,6to10,213,7.843637106436248,0.6713308899952983,0.07384484518284484,-0.459660071624214,2.9335762230269236,0.1784037558685446,0.07511737089201878,-0.02373950988597783,-0.08981201616328192
recent_2023_2025,projection_band,lt3,391,1.5350421027404573,0.6583480778650646,0.12361141463470493,-0.42432767060002313,1.749143766695958,0.058823529411764705,0.03324808184143223,0.049106166669318295,0.1252045697144028
