scope,disagreement_quartile,n_rows,median_logged_mad,mean_absolute_error,spearman_logged_mad_absolute_error
all,all,2150,0.5368391876139914,2.6722980215743415,0.027463499368323593
QB,all,313,0.5239264652523694,2.7594727215642356,0.006094340770870308
RB,all,650,0.4767491935516236,2.947320138241549,0.012910746463773654
TE,all,403,0.6551030374817648,2.0551152698905018,0.057779343956926965
WR,all,784,0.6506140432222834,2.726729899122895,0.07076443556694748
all,Q1,538,0.19171723970243804,2.4634654072058444,
all,Q2,537,0.462546569621735,2.824971790751083,
all,Q3,537,0.6091835926948046,2.812038635758321,
all,Q4,538,0.8093103098115882,2.5892597737407805,
