baseline_variant,challenger_variant,baseline_crps,challenger_crps,pooled_delta,pooled_relative_delta,recent_delta,season_wins,season_count,season_95_low,season_95_high,player_95_low,player_95_high,baseline_80_coverage,challenger_80_coverage,baseline_coverage_error,challenger_coverage_error
scale_rank_level,scale_logged,1.7134443911462667,1.714691415443593,0.0012470242973263712,0.0007277880179654694,0.001580180717104751,4,8,-0.00013596710431297196,0.002863507567308544,0.00046542539762747077,0.0020279316461299553,0.8327759197324415,0.8306476132563089,0.03277591973244143,0.030647613256308825
scale_rank_level,scale_excess,1.7134443911462667,1.7146721737668542,0.0012277826205875364,0.0007165581952537359,0.0016567006248036087,4,8,-0.00011294244806250262,0.002869728238911147,0.00038747675195427005,0.0020672817660463867,0.8327759197324415,0.8303435694740042,0.03277591973244143,0.030343569474004184
