lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.257,0.254,0.23,0.259,0.41,0.32,0.304,0.552,0.185,0.431
0.255,0.255,0.23,0.26,0.41,0.32,0.303,0.55,0.185,0.431
0.257,0.254,0.229,0.26,0.41,0.32,0.302,0.55,0.185,0.431
0.257,0.252,0.23,0.261,0.41,0.32,0.302,0.55,0.185,0.431
0.256,0.253,0.23,0.26,0.41,0.32,0.298,0.546,0.185,0.431
0.259,0.253,0.23,0.258,0.41,0.32,0.298,0.546,0.185,0.431
0.255,0.254,0.231,0.26,0.41,0.32,0.297,0.545,0.185,0.431
0.261,0.249,0.231,0.258,0.42,0.32,0.308,0.555,0.185,0.431
0.26,0.251,0.23,0.258,0.42,0.32,0.303,0.55,0.185,0.431
0.256,0.254,0.231,0.259,0.42,0.32,0.289,0.538,0.185,0.431
0.258,0.251,0.232,0.259,0.42,0.32,0.282,0.531,0.185,0.431
lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.259,0.246,0.248,0.248,6.39,4.25,0.702,0.838,0.0,0.001
0.255,0.244,0.252,0.25,6.51,4.34,0.716,0.846,0.0,0.001
0.253,0.247,0.253,0.247,6.52,4.34,0.722,0.85,0.0,0.001
0.25,0.25,0.249,0.251,6.53,4.39,0.717,0.847,0.0,0.001
0.253,0.245,0.25,0.252,6.54,4.35,0.721,0.849,0.0,0.001
0.253,0.245,0.25,0.252,6.56,4.36,0.719,0.848,0.0,0.001
0.252,0.245,0.251,0.252,6.57,4.4,0.724,0.851,0.0,0.001
0.248,0.255,0.247,0.249,6.57,4.4,0.713,0.844,0.0,0.001
0.251,0.251,0.248,0.25,6.57,4.41,0.706,0.84,0.0,0.001
0.255,0.243,0.25,0.252,6.58,4.41,0.719,0.848,0.0,0.001
0.251,0.247,0.25,0.251,6.58,4.38,0.717,0.847,0.0,0.001
0.254,0.248,0.249,0.249,6.58,4.4,0.716,0.846,0.0,0.001
0.256,0.246,0.249,0.25,6.59,4.38,0.724,0.851,0.0,0.001
0.252,0.253,0.244,0.25,6.59,4.36,0.72,0.848,0.0,0.001
0.255,0.246,0.249,0.25,6.6,4.44,0.721,0.849,0.0,0.001
0.254,0.245,0.25,0.25,6.61,4.41,0.712,0.844,0.0,0.001
0.255,0.243,0.251,0.251,6.61,4.39,0.709,0.842,0.0,0.001
0.255,0.249,0.242,0.255,6.62,4.42,0.715,0.846,0.0,0.001
0.255,0.249,0.244,0.253,6.63,4.37,0.713,0.845,0.0,0.001
0.248,0.245,0.252,0.255,6.63,4.39,0.705,0.84,0.0,0.001
0.255,0.243,0.249,0.253,6.66,4.39,0.705,0.84,0.0,0.001
0.256,0.246,0.25,0.248,6.67,4.37,0.719,0.848,0.0,0.001
0.255,0.248,0.247,0.251,6.69,4.49,0.719,0.848,0.0,0.001
0.256,0.242,0.258,0.245,6.7,4.37,0.719,0.848,0.0,0.001
0.255,0.247,0.243,0.254,6.7,4.44,0.711,0.843,0.0,0.001
0.256,0.251,0.245,0.247,6.74,4.49,0.708,0.842,0.0,0.001
0.245,0.24,0.257,0.259,6.75,4.47,0.711,0.843,0.0,0.001
0.247,0.25,0.258,0.245,6.76,4.46,0.712,0.844,0.0,0.001
0.256,0.243,0.257,0.244,6.78,4.51,0.713,0.844,0.0,0.001
0.25,0.247,0.252,0.252,6.82,4.52,0.706,0.84,0.0,0.001
lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.252,0.257,0.231,0.26,0.1,0.08,0.343,0.585,0.002,0.05
0.253,0.257,0.23,0.26,0.1,0.08,0.339,0.582,0.002,0.05
0.251,0.258,0.231,0.261,0.1,0.08,0.338,0.581,0.002,0.05
0.254,0.257,0.231,0.259,0.1,0.08,0.337,0.581,0.002,0.05
0.249,0.258,0.231,0.261,0.1,0.08,0.333,0.577,0.002,0.05
0.255,0.252,0.231,0.261,0.1,0.08,0.333,0.577,0.002,0.05
0.25,0.259,0.232,0.26,0.1,0.08,0.333,0.577,0.002,0.05
0.256,0.251,0.232,0.262,0.1,0.08,0.332,0.576,0.002,0.05
0.253,0.253,0.232,0.261,0.1,0.08,0.332,0.577,0.002,0.05
0.251,0.259,0.23,0.26,0.1,0.08,0.332,0.577,0.002,0.05
0.253,0.254,0.232,0.261,0.1,0.08,0.332,0.576,0.002,0.05
0.254,0.254,0.231,0.261,0.1,0.08,0.331,0.575,0.002,0.05
0.255,0.253,0.231,0.261,0.1,0.08,0.331,0.575,0.002,0.05
0.256,0.253,0.232,0.259,0.1,0.08,0.329,0.574,0.002,0.05
0.253,0.255,0.231,0.261,0.1,0.08,0.329,0.574,0.002,0.05
0.254,0.252,0.233,0.262,0.1,0.08,0.328,0.572,0.002,0.05
0.251,0.254,0.233,0.262,0.1,0.08,0.326,0.571,0.002,0.05
0.253,0.256,0.231,0.26,0.1,0.08,0.324,0.569,0.002,0.05
0.255,0.254,0.231,0.26,0.1,0.08,0.324,0.569,0.002,0.05
0.255,0.254,0.232,0.26,0.1,0.08,0.321,0.567,0.002,0.05
0.251,0.255,0.233,0.262,0.1,0.08,0.321,0.567,0.002,0.05
0.252,0.253,0.233,0.262,0.1,0.08,0.32,0.566,0.002,0.05
0.255,0.252,0.232,0.261,0.1,0.08,0.318,0.564,0.002,0.05
0.251,0.253,0.233,0.263,0.1,0.08,0.316,0.563,0.002,0.05
0.252,0.251,0.234,0.263,0.1,0.08,0.314,0.56,0.002,0.05
0.252,0.253,0.233,0.262,0.1,0.08,0.312,0.559,0.002,0.05
0.249,0.253,0.234,0.263,0.1,0.08,0.311,0.558,0.002,0.05
0.25,0.253,0.234,0.263,0.1,0.08,0.311,0.557,0.002,0.05
0.249,0.251,0.236,0.264,0.1,0.08,0.299,0.547,0.002,0.05
0.253,0.255,0.231,0.261,0.1,0.08,0.289,0.538,0.002,0.05
lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.251,0.251,0.25,0.249,0.3,0.24,0.037,0.191,0.0,0.001
0.248,0.25,0.251,0.251,0.3,0.25,0.036,0.19,0.0,0.001
0.249,0.249,0.251,0.251,0.3,0.24,0.031,0.177,0.0,0.001
0.251,0.249,0.25,0.25,0.3,0.24,0.029,0.171,0.0,0.001
0.25,0.249,0.251,0.25,0.3,0.24,0.029,0.169,0.0,0.001
0.247,0.251,0.251,0.251,0.3,0.24,0.028,0.167,0.0,0.001
0.249,0.249,0.251,0.251,0.3,0.25,0.028,0.168,0.0,0.001
0.249,0.249,0.251,0.251,0.3,0.25,0.027,0.164,0.0,0.001
0.246,0.251,0.252,0.252,0.3,0.25,0.027,0.165,0.0,0.001
0.247,0.25,0.252,0.251,0.3,0.25,0.027,0.165,0.0,0.001
0.25,0.249,0.251,0.251,0.3,0.24,0.026,0.163,0.0,0.001
0.251,0.25,0.25,0.25,0.3,0.24,0.025,0.159,0.0,0.001
0.25,0.249,0.251,0.25,0.3,0.24,0.025,0.16,0.0,0.001
0.249,0.248,0.252,0.252,0.3,0.25,0.024,0.154,0.0,0.001
0.246,0.25,0.252,0.252,0.3,0.25,0.023,0.15,0.0,0.001
0.249,0.249,0.251,0.251,0.3,0.25,0.022,0.15,0.0,0.001
0.248,0.251,0.251,0.251,0.3,0.24,0.02,0.141,0.0,0.001
0.244,0.251,0.253,0.252,0.3,0.25,0.019,0.139,0.0,0.001
0.25,0.247,0.252,0.252,0.3,0.25,0.018,0.136,0.0,0.001
0.247,0.249,0.252,0.252,0.3,0.25,0.017,0.132,0.0,0.001
0.249,0.248,0.252,0.252,0.3,0.25,0.017,0.13,0.0,0.001
0.249,0.249,0.251,0.251,0.3,0.25,0.016,0.126,0.0,0.001
0.249,0.247,0.252,0.252,0.3,0.25,0.014,0.119,0.0,0.001
0.248,0.244,0.254,0.254,0.3,0.25,0.013,0.113,0.0,0.001
0.249,0.247,0.252,0.252,0.3,0.25,0.012,0.11,0.0,0.001
0.253,0.244,0.252,0.252,0.3,0.25,0.012,0.111,0.0,0.001
0.242,0.252,0.253,0.253,0.3,0.25,0.011,0.107,0.0,0.001
0.25,0.243,0.254,0.253,0.3,0.25,0.011,0.103,0.0,0.001
0.249,0.245,0.253,0.253,0.3,0.25,0.01,0.101,0.0,0.001
0.245,0.245,0.255,0.255,0.31,0.25,0.006,0.079,0.0,0.001
lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.251,0.248,0.241,0.26,0.55,0.45,0.175,0.418,0.022,0.149
0.253,0.248,0.24,0.259,0.55,0.45,0.167,0.408,0.022,0.149
0.248,0.248,0.242,0.261,0.55,0.45,0.16,0.4,0.022,0.149
0.251,0.246,0.242,0.261,0.55,0.45,0.159,0.398,0.022,0.149
0.249,0.247,0.243,0.261,0.55,0.45,0.159,0.399,0.022,0.149
0.251,0.251,0.239,0.259,0.55,0.45,0.124,0.352,0.022,0.149
0.251,0.245,0.243,0.261,0.56,0.45,0.161,0.402,0.022,0.149
0.25,0.246,0.242,0.261,0.56,0.46,0.16,0.4,0.022,0.149
0.253,0.244,0.243,0.26,0.56,0.46,0.16,0.401,0.022,0.149
0.253,0.247,0.241,0.259,0.56,0.45,0.157,0.396,0.022,0.149
0.252,0.247,0.241,0.26,0.56,0.45,0.156,0.395,0.022,0.149
0.245,0.25,0.243,0.262,0.56,0.45,0.154,0.392,0.022,0.149
0.251,0.247,0.242,0.261,0.56,0.45,0.153,0.391,0.022,0.149
0.249,0.249,0.242,0.26,0.56,0.45,0.152,0.39,0.022,0.149
0.245,0.25,0.243,0.262,0.56,0.45,0.152,0.39,0.022,0.149
0.249,0.245,0.244,0.262,0.56,0.45,0.151,0.389,0.022,0.149
0.25,0.246,0.243,0.261,0.56,0.45,0.149,0.386,0.022,0.149
0.249,0.247,0.243,0.261,0.56,0.45,0.148,0.385,0.022,0.149
0.243,0.251,0.244,0.262,0.56,0.45,0.147,0.384,0.022,0.149
0.247,0.245,0.245,0.263,0.56,0.46,0.146,0.381,0.022,0.149
0.243,0.251,0.244,0.262,0.56,0.45,0.145,0.38,0.022,0.149
0.243,0.246,0.247,0.264,0.56,0.45,0.145,0.381,0.022,0.149
0.249,0.246,0.244,0.262,0.56,0.45,0.144,0.379,0.022,0.149
0.247,0.246,0.244,0.263,0.56,0.45,0.142,0.376,0.022,0.149
0.248,0.246,0.244,0.262,0.56,0.46,0.141,0.375,0.022,0.149
0.241,0.252,0.245,0.262,0.56,0.46,0.139,0.373,0.022,0.149
0.244,0.248,0.245,0.263,0.56,0.46,0.138,0.371,0.022,0.149
0.246,0.247,0.244,0.263,0.56,0.46,0.137,0.37,0.022,0.149
0.237,0.251,0.247,0.265,0.56,0.46,0.136,0.368,0.022,0.149
0.236,0.253,0.247,0.264,0.57,0.46,0.141,0.375,0.022,0.149
