lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.25,0.255,0.236,0.259,1.01,0.79,0.197,0.444,0.175,0.419
0.252,0.254,0.236,0.258,1.02,0.8,0.204,0.452,0.175,0.419
0.254,0.253,0.235,0.258,1.02,0.78,0.203,0.45,0.175,0.419
0.247,0.253,0.239,0.26,1.02,0.8,0.203,0.45,0.175,0.419
0.254,0.251,0.236,0.259,1.02,0.79,0.193,0.439,0.175,0.419
0.25,0.252,0.238,0.26,1.02,0.8,0.192,0.438,0.175,0.419
0.252,0.253,0.236,0.259,1.02,0.79,0.191,0.437,0.175,0.419
0.247,0.254,0.239,0.26,1.02,0.79,0.188,0.433,0.175,0.419
0.253,0.251,0.236,0.259,1.03,0.8,0.21,0.459,0.175,0.419
0.249,0.25,0.246,0.254,1.03,0.79,0.198,0.445,0.175,0.419
0.252,0.251,0.237,0.261,1.03,0.8,0.196,0.442,0.175,0.419
0.247,0.253,0.239,0.261,1.03,0.8,0.196,0.442,0.175,0.419
0.249,0.254,0.237,0.259,1.03,0.8,0.193,0.439,0.175,0.419
0.248,0.248,0.247,0.257,1.03,0.79,0.19,0.436,0.175,0.419
0.252,0.253,0.236,0.259,1.03,0.8,0.19,0.436,0.175,0.419
0.25,0.253,0.237,0.26,1.03,0.8,0.184,0.429,0.175,0.419
0.252,0.249,0.238,0.26,1.04,0.81,0.199,0.446,0.175,0.419
0.251,0.242,0.248,0.26,1.04,0.81,0.196,0.443,0.175,0.419
0.254,0.25,0.237,0.259,1.04,0.82,0.193,0.44,0.175,0.419
0.253,0.243,0.249,0.255,1.04,0.81,0.189,0.435,0.175,0.419
0.25,0.251,0.238,0.26,1.04,0.81,0.189,0.435,0.175,0.419
0.25,0.246,0.249,0.255,1.04,0.82,0.187,0.432,0.175,0.419
0.246,0.254,0.239,0.261,1.04,0.81,0.184,0.429,0.175,0.419
0.251,0.244,0.25,0.255,1.04,0.81,0.182,0.427,0.175,0.419
0.252,0.249,0.239,0.26,1.04,0.81,0.177,0.421,0.175,0.419
0.255,0.247,0.239,0.259,1.05,0.82,0.193,0.439,0.175,0.419
0.251,0.249,0.239,0.261,1.05,0.82,0.186,0.432,0.175,0.419
0.25,0.249,0.239,0.261,1.05,0.82,0.181,0.425,0.175,0.419
0.253,0.249,0.239,0.26,1.06,0.83,0.179,0.423,0.175,0.419
lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.253,0.25,0.242,0.255,0.19,0.14,0.152,0.39,0.183,0.428
0.252,0.252,0.241,0.254,0.19,0.14,0.15,0.387,0.183,0.428
0.25,0.247,0.245,0.257,0.19,0.14,0.15,0.387,0.183,0.428
0.253,0.248,0.243,0.256,0.19,0.14,0.149,0.386,0.183,0.428
0.252,0.251,0.243,0.254,0.19,0.14,0.142,0.377,0.183,0.428
0.253,0.247,0.244,0.256,0.19,0.14,0.142,0.376,0.183,0.428
0.253,0.244,0.245,0.257,0.19,0.14,0.14,0.374,0.183,0.428
0.252,0.246,0.245,0.257,0.19,0.14,0.138,0.372,0.183,0.428
0.252,0.248,0.243,0.256,0.19,0.14,0.138,0.372,0.183,0.428
0.253,0.247,0.243,0.256,0.19,0.14,0.136,0.369,0.183,0.428
0.251,0.247,0.246,0.257,0.19,0.14,0.134,0.367,0.183,0.428
0.255,0.245,0.244,0.257,0.19,0.14,0.132,0.364,0.183,0.428
0.253,0.247,0.244,0.257,0.19,0.14,0.132,0.363,0.183,0.428
0.252,0.247,0.244,0.257,0.19,0.14,0.13,0.361,0.183,0.428
0.248,0.254,0.243,0.256,0.19,0.14,0.129,0.359,0.183,0.428
0.251,0.246,0.246,0.258,0.19,0.14,0.129,0.359,0.183,0.428
0.249,0.249,0.245,0.257,0.19,0.14,0.127,0.356,0.183,0.428
0.251,0.249,0.244,0.256,0.19,0.14,0.124,0.353,0.183,0.428
0.253,0.248,0.243,0.256,0.19,0.14,0.124,0.352,0.183,0.428
0.249,0.252,0.244,0.255,0.19,0.14,0.124,0.352,0.183,0.428
0.25,0.249,0.244,0.257,0.19,0.14,0.123,0.351,0.183,0.428
0.25,0.252,0.244,0.254,0.19,0.14,0.119,0.345,0.183,0.428
0.249,0.249,0.244,0.257,0.19,0.14,0.117,0.342,0.183,0.428
0.25,0.251,0.243,0.257,0.19,0.14,0.116,0.341,0.183,0.428
0.25,0.247,0.245,0.258,0.19,0.14,0.114,0.338,0.183,0.428
0.251,0.249,0.244,0.257,0.19,0.14,0.113,0.336,0.183,0.428
0.25,0.252,0.244,0.254,0.19,0.14,0.112,0.335,0.183,0.428
0.251,0.244,0.247,0.258,0.19,0.14,0.103,0.321,0.183,0.428
0.251,0.247,0.245,0.257,0.2,0.15,0.111,0.334,0.183,0.428
0.249,0.247,0.246,0.258,0.2,0.15,0.104,0.322,0.183,0.428
