league,domain,position,candidate,season,rows,production_rmse,opportunity_control_rmse,candidate_rmse,ppg_delta_vs_control,q90_events,opportunity_control_brier,candidate_brier,q90_brier_delta_vs_control,control_average_precision,candidate_average_precision,q90_ap_delta_vs_control
beta,receiving,WR,rec_targeted_qb_rating,2022,167,2.475306070306468,2.438966900257371,2.4295921864236125,-0.009374713833758541,17,0.04828417287269636,0.04607958474512828,-0.0022045881275680815,0.7466673606379488,0.7767557015675841,0.030088340929635304
beta,receiving,WR,rec_targeted_qb_rating,2023,171,2.8709608493027243,2.8388576154906398,2.8366760062673544,-0.0021816092232853634,18,0.05492655265689296,0.05598476860209783,0.001058215945204867,0.6739299029715508,0.6639025995311238,-0.010027303440426905
beta,receiving,WR,rec_targeted_qb_rating,2024,165,2.778748040403652,2.7560337999744555,2.74898032587817,-0.007053474096285317,17,0.06126101780737725,0.060583237722027644,-0.0006777800853496052,0.6008275572004161,0.6126818152590369,0.011854258058620726
beta,receiving,WR,rec_targeted_qb_rating,2025,173,2.5155713136760642,2.4943233205130872,2.506856280726141,0.012532960213053723,18,0.05647183931771805,0.05703799904052489,0.0005661597228068388,0.6493187035670696,0.6345160219449391,-0.014802681622130498
beta,receiving,WR,rec_targets_per_route,2018,161,2.739831350251794,3.0079394003147164,3.006861707160348,-0.0010776931543685642,17,0.05399394582398169,0.05118762839415134,-0.0028063174298303475,0.8829543582138739,0.7780508750381668,-0.10490348317570708
beta,receiving,WR,rec_targets_per_route,2019,157,2.809105790312293,2.8277501599997796,2.8280034838347463,0.0002533238349666789,16,0.059016041283627856,0.062398865175240854,0.003382823891612999,0.6305276555401416,0.6241374061494356,-0.006390249390705982
beta,receiving,WR,rec_targets_per_route,2020,163,2.7872208069472486,2.769425421249885,2.769338675383259,-8.674586662626993e-05,17,0.06438618439800842,0.0633722202718564,-0.0010139641261520116,0.5219131325651085,0.5548957459443483,0.0329826133792398
beta,receiving,WR,rec_targets_per_route,2021,178,2.706947764816028,2.7126115495317977,2.7118990622441004,-0.0007124872876973498,18,0.04724389034218071,0.04772711499455336,0.00048322465237264633,0.7415055455816326,0.7223241316176177,-0.01918141396401496
beta,receiving,WR,rec_targets_per_route,2022,167,2.475306070306468,2.446917398908456,2.4409141711378295,-0.006003227770626562,17,0.048388044541778794,0.049636137522298174,0.0012480929805193802,0.749748593130946,0.7202395873448504,-0.02950900578609561
beta,receiving,WR,rec_targets_per_route,2023,171,2.8709608493027243,2.8513319454779005,2.8303994130358743,-0.020932532442026197,18,0.05514055968868682,0.053838155517460524,-0.001302404171226297,0.673688772927802,0.690651291339637,0.016962518411834937
beta,receiving,WR,rec_targets_per_route,2024,165,2.778748040403652,2.7461835673525115,2.7725365669255444,0.026352999573032942,17,0.06119249718484485,0.06433076333985405,0.0031382661550091936,0.5992693969735252,0.5708981443852439,-0.028371252588281326
beta,receiving,WR,rec_targets_per_route,2025,173,2.5155713136760642,2.490948152830356,2.4934752535105043,0.0025271006801483864,18,0.0565054301298777,0.05401115320654079,-0.0024942769233369105,0.6473693858282782,0.6962069825567418,0.04883759672846366
beta,receiving,WR,rec_touchdowns_per_route,2018,161,2.739831350251794,3.0079394003147164,3.008088963615432,0.00014956330071580481,17,0.05399394582398169,0.05382455034426374,-0.00016939547971794866,0.8829543582138739,0.8733236569252107,-0.009630701288663168
beta,receiving,WR,rec_touchdowns_per_route,2019,157,2.809105790312293,2.8277501599997796,2.8309594661582094,0.0032093061584297367,16,0.059016041283627856,0.05828067994476584,-0.0007353613388620187,0.6305276555401416,0.6548092134581105,0.024281557917968932
beta,receiving,WR,rec_touchdowns_per_route,2020,163,2.7872208069472486,2.769425421249885,2.770485480767245,0.0010600595173597682,17,0.06438618439800842,0.06436760844487087,-1.8575953137547896e-05,0.5219131325651085,0.5461065148796327,0.02419338231452417
beta,receiving,WR,rec_touchdowns_per_route,2021,178,2.706947764816028,2.7126115495317977,2.7138371152384653,0.0012255657066675418,18,0.04724389034218071,0.046734319131197334,-0.0005095712109833769,0.7415055455816326,0.7422505697257795,0.0007450241441468997
beta,receiving,WR,rec_touchdowns_per_route,2022,167,2.475306070306468,2.446917398908456,2.4525474679365096,0.005630069028053519,17,0.048388044541778794,0.046762587410252236,-0.0016254571315265573,0.749748593130946,0.7619459548525293,0.012197361721583255
beta,receiving,WR,rec_touchdowns_per_route,2023,171,2.8709608493027243,2.8513319454779005,2.848273381585544,-0.0030585638923565917,18,0.05514055968868682,0.05479777921444418,-0.0003427804742426391,0.673688772927802,0.6574184115489976,-0.016270361378804443
beta,receiving,WR,rec_touchdowns_per_route,2024,165,2.778748040403652,2.7461835673525115,2.7473511241728295,0.0011675568203179942,17,0.06119249718484485,0.06027226532208624,-0.0009202318627586151,0.5992693969735252,0.593428073138537,-0.005841323834988255
beta,receiving,WR,rec_touchdowns_per_route,2025,173,2.5155713136760642,2.490948152830356,2.5076437649623062,0.016695612131950366,18,0.0565054301298777,0.05724923346916983,0.0007438033392921303,0.6473693858282782,0.6243200479018445,-0.02304933792643371
beta,receiving,WR,rec_wide_rate,2018,161,2.739831350251794,3.0079394003147164,3.02519123836286,0.017251838048143675,17,0.05399394582398169,0.05396488452341151,-2.906130057017675e-05,0.8829543582138739,0.8807885531068922,-0.002165805106981722
beta,receiving,WR,rec_wide_rate,2019,157,2.809105790312293,2.8277501599997796,2.827830499896451,8.033989667133312e-05,16,0.059016041283627856,0.05880833655978608,-0.00020770472384177424,0.6305276555401416,0.6368555394418566,0.006327883901715015
beta,receiving,WR,rec_wide_rate,2020,163,2.7872208069472486,2.769425421249885,2.769757497951015,0.0003320767011296688,17,0.06438618439800842,0.06373473039146374,-0.0006514540065446772,0.5219131325651085,0.556548664373842,0.034635531808733466
beta,receiving,WR,rec_wide_rate,2021,178,2.706947764816028,2.7126115495317977,2.7121410993880204,-0.0004704501437773345,18,0.04724389034218071,0.04944745149602252,0.002203561153841807,0.7415055455816326,0.7103487418631897,-0.03115680371844287
beta,receiving,WR,rec_wide_rate,2022,167,2.475306070306468,2.446917398908456,2.4474084965892815,0.0004910976808254475,17,0.048388044541778794,0.04861285753615768,0.00022481299437888957,0.749748593130946,0.7442525814369295,-0.005496011694016478
beta,receiving,WR,rec_wide_rate,2023,171,2.8709608493027243,2.8513319454779005,2.854989377794411,0.0036574323165106115,18,0.05514055968868682,0.055147697550508655,7.137861821833458e-06,0.673688772927802,0.6688534688111922,-0.004835304116609818
beta,receiving,WR,rec_wide_rate,2024,165,2.778748040403652,2.7461835673525115,2.74634806069101,0.00016449333849832826,17,0.06119249718484485,0.060762236876705324,-0.00043026030813952953,0.5992693969735252,0.6101265898366104,0.010857192863085174
beta,receiving,WR,rec_wide_rate,2025,173,2.5155713136760642,2.490948152830356,2.4908167282414517,-0.00013142458890413877,18,0.0565054301298777,0.0568909420733296,0.00038551194345189804,0.6473693858282782,0.6215301629559484,-0.02583922287232976
beta,receiving,WR,rec_yac_per_route,2018,161,2.739831350251794,3.0079394003147164,3.006534092666327,-0.001405307648389531,17,0.05399394582398169,0.05074826730473056,-0.00324567851925113,0.8829543582138739,0.8157903792362238,-0.06716397897765014
beta,receiving,WR,rec_yac_per_route,2019,157,2.809105790312293,2.8277501599997796,2.8527548802475207,0.02500472024774103,16,0.059016041283627856,0.06271245717005378,0.0036964158864259203,0.6305276555401416,0.5497992343238697,-0.08072842121627188
beta,receiving,WR,rec_yac_per_route,2020,163,2.7872208069472486,2.769425421249885,2.7647258924059437,-0.004699528843941536,17,0.06438618439800842,0.06551775889657876,0.001131574498570348,0.5219131325651085,0.5380485514975946,0.016135418932486045
beta,receiving,WR,rec_yac_per_route,2021,178,2.706947764816028,2.7126115495317977,2.6885185302325434,-0.024093019299254337,18,0.04724389034218071,0.04366478212819195,-0.0035791082139887617,0.7415055455816326,0.7679623031634137,0.02645675758178112
beta,receiving,WR,rec_yac_per_route,2022,167,2.475306070306468,2.446917398908456,2.4402818060892995,-0.006635592819156599,17,0.048388044541778794,0.05138983611026101,0.0030017915684822163,0.749748593130946,0.6940384643285901,-0.05571012880235593
beta,receiving,WR,rec_yac_per_route,2023,171,2.8709608493027243,2.8513319454779005,2.8494188774539553,-0.001913068023945197,18,0.05514055968868682,0.05559835327436278,0.0004577935856759571,0.673688772927802,0.6610177106209573,-0.012671062306844783
beta,receiving,WR,rec_yac_per_route,2024,165,2.778748040403652,2.7461835673525115,2.7653319678167545,0.019148400464243043,17,0.06119249718484485,0.06278427114320703,0.001591773958362179,0.5992693969735252,0.5606389867775067,-0.03863041019601854
beta,receiving,WR,rec_yac_per_route,2025,173,2.5155713136760642,2.490948152830356,2.503813588678599,0.012865435848242956,18,0.0565054301298777,0.05511937374784531,-0.0013860563820323885,0.6473693858282782,0.6706645730773393,0.0232951872490611
beta,receiving,WR,rec_yards_per_target,2018,161,2.739831350251794,3.0075336563958497,3.0102080574847716,0.0026744010889219183,17,0.053943711240533904,0.05236505156717994,-0.001578659673353966,0.8756918247175032,0.8980567686250299,0.022364943907526746
beta,receiving,WR,rec_yards_per_target,2019,157,2.809105790312293,2.8250499554398365,2.825866300216696,0.0008163447768594345,16,0.05913493614742745,0.06383153259948235,0.004696596452054898,0.6300891935184698,0.6433271385000456,0.013237944981575822
beta,receiving,WR,rec_yards_per_target,2020,163,2.7872208069472486,2.769277581752511,2.7890417711830318,0.01976418943052094,17,0.06440706155256225,0.06444177475824449,3.471320568224079e-05,0.5202579600261941,0.5319868634513125,0.011728903425118453
beta,receiving,WR,rec_yards_per_target,2021,178,2.706947764816028,2.7102488625170786,2.7084898121787053,-0.0017590503383733136,18,0.04725957662567036,0.04833371384531362,0.0010741372196432578,0.7434271425032295,0.731472137631558,-0.011955004871671449
beta,receiving,WR,rec_yards_per_target,2022,167,2.475306070306468,2.438966900257371,2.450199288487068,0.011232388229696966,17,0.04828417287269636,0.048028302196960554,-0.0002558706757358059,0.7466673606379488,0.7466673606379488,0.0
beta,receiving,WR,rec_yards_per_target,2023,171,2.8709608493027243,2.8388576154906398,2.838844222597489,-1.3392893150943053e-05,18,0.05492655265689296,0.05540692673692153,0.00048037408002857274,0.6739299029715508,0.6683121123486236,-0.00561779062292711
beta,receiving,WR,rec_yards_per_target,2024,165,2.778748040403652,2.7560337999744555,2.7559553750872303,-7.842488722520358e-05,17,0.06126101780737725,0.0613857844430107,0.00012476663563345397,0.6008275572004161,0.5896266379993368,-0.011200919201079351
beta,receiving,WR,rec_yards_per_target,2025,173,2.5155713136760642,2.4943233205130872,2.4948488662334456,0.0005255457203583447,18,0.05647183931771805,0.05637285437394785,-9.898494377019729e-05,0.6493187035670696,0.6291665238754162,-0.020152179691653394
beta,receiving,WR,rec_yprr,2018,161,2.739831350251794,3.0079394003147164,3.0112078599233203,0.003268459608603891,17,0.05399394582398169,0.04561155086974189,-0.0083823949542398,0.8829543582138739,0.9130953129915067,0.03014095477763279
beta,receiving,WR,rec_yprr,2019,157,2.809105790312293,2.8277501599997796,2.8288144220012934,0.0010642620015137716,16,0.059016041283627856,0.0659867327503512,0.0069706914667233486,0.6305276555401416,0.6167684912619059,-0.013759164278235647
beta,receiving,WR,rec_yprr,2020,163,2.7872208069472486,2.769425421249885,2.7722366912761136,0.002811270026228385,17,0.06438618439800842,0.0633671504223741,-0.001019033975634312,0.5219131325651085,0.5540417504158772,0.032128617850768704
beta,receiving,WR,rec_yprr,2021,178,2.706947764816028,2.7126115495317977,2.713986313894665,0.001374764362867431,18,0.04724389034218071,0.051629722205328514,0.004385831863147803,0.7415055455816326,0.6993058737045721,-0.04219967187706053
beta,receiving,WR,rec_yprr,2022,167,2.475306070306468,2.446917398908456,2.447199788234875,0.00028238932641899694,17,0.048388044541778794,0.04695056394516245,-0.0014374805966163445,0.749748593130946,0.7322259018249689,-0.017522691305977056
beta,receiving,WR,rec_yprr,2023,171,2.8709608493027243,2.8513319454779005,2.8353922591772847,-0.01593968630061582,18,0.05514055968868682,0.05524755554536095,0.00010699585667412609,0.673688772927802,0.665473997266223,-0.008214775661579021
beta,receiving,WR,rec_yprr,2024,165,2.778748040403652,2.7461835673525115,2.7628865117016215,0.016702944349110016,17,0.06119249718484485,0.06428179568695472,0.003089298502109865,0.5992693969735252,0.5680753407203066,-0.031194056253218583
beta,receiving,WR,rec_yprr,2025,173,2.5155713136760642,2.490948152830356,2.495529772631717,0.004581619801361292,18,0.0565054301298777,0.054392554711011176,-0.002112875418866525,0.6473693858282782,0.666971371444263,0.019601985615984807
beta,rushing,QB,rush_breakaway_percent,2019,37,4.366810379855773,4.332642597289019,4.332598556895812,-4.4040393206934425e-05,4,0.09069459781748088,0.09353200246694365,0.002837404649462777,0.44325396825396823,0.311875,-0.13137896825396822
beta,rushing,QB,rush_breakaway_percent,2020,37,4.9467391509361205,4.687583664181434,4.590453384379225,-0.09713027980220978,4,0.08262029483695037,0.07393289138834137,-0.008687403448608993,0.4303571428571429,0.6458333333333333,0.21547619047619038
beta,rushing,QB,rush_breakaway_percent,2021,35,3.2331066976604594,3.9861063309734623,4.353559624028622,0.36745329305515995,4,0.07827447894324584,0.08830717352420803,0.01003269458096219,0.6527777777777778,0.4519230769230769,-0.20085470085470086
beta,rushing,QB,rush_breakaway_percent,2022,39,3.856259260293408,3.9424561755489913,3.9011946302884826,-0.041261545260508736,4,0.06510130620815958,0.06652557399303516,0.0014242677848755741,0.7041666666666666,0.6416666666666666,-0.0625
beta,rushing,QB,rush_breakaway_percent,2023,36,3.648598015942483,3.846356795777238,3.810360115653444,-0.03599668012379409,4,0.061093097710386374,0.05443923562402378,-0.006653862086362594,0.8333333333333333,0.875,0.04166666666666674
beta,rushing,QB,rush_breakaway_percent,2024,43,4.067426641236511,4.058772246613609,4.102269468387583,0.04349722177397375,5,0.08853540978547748,0.09219507778972463,0.003659668004247149,0.37238095238095237,0.47339914986973813,0.10101819748878577
beta,rushing,QB,rush_breakaway_percent,2025,42,3.6745490172662705,3.7097263777189866,3.7840494686600885,0.0743230909411019,5,0.10465308613957228,0.11174031459228359,0.007087228452711314,0.2788095238095238,0.26300699300699304,-0.015802530802530745
beta,rushing,QB,rush_breakaway_yards_per_attempt,2019,37,4.366810379855773,4.332642597289019,4.364887291230622,0.03224469394160323,4,0.09069459781748088,0.09499775214925059,0.004303154331769712,0.44325396825396823,0.2837797619047619,-0.15947420634920634
beta,rushing,QB,rush_breakaway_yards_per_attempt,2020,37,4.9467391509361205,4.687583664181434,4.591399150769818,-0.09618451341161638,4,0.08262029483695037,0.07701470335335177,-0.005605591483598599,0.4303571428571429,0.6083333333333333,0.1779761904761904
beta,rushing,QB,rush_breakaway_yards_per_attempt,2021,35,3.2331066976604594,3.9861063309734623,4.349592285503207,0.36348595452974486,4,0.07827447894324584,0.08739885767024486,0.009124378726999019,0.6527777777777778,0.44047619047619047,-0.21230158730158732
beta,rushing,QB,rush_breakaway_yards_per_attempt,2022,39,3.856259260293408,3.9424561755489913,3.93024436151499,-0.01221181403400129,4,0.06510130620815958,0.06525333712319534,0.00015203091503575294,0.7041666666666666,0.6666666666666666,-0.03749999999999998
beta,rushing,QB,rush_breakaway_yards_per_attempt,2023,36,3.648598015942483,3.846356795777238,3.818998780318112,-0.027358015459125973,4,0.061093097710386374,0.057260139847679144,-0.00383295786270723,0.8333333333333333,0.85,0.01666666666666672
beta,rushing,QB,rush_breakaway_yards_per_attempt,2024,43,4.067426641236511,4.058772246613609,4.09117722513287,0.03240497851926083,5,0.08853540978547748,0.09054596914167204,0.002010559356194555,0.37238095238095237,0.37491582491582487,0.002534872534872501
beta,rushing,QB,rush_breakaway_yards_per_attempt,2025,42,3.6745490172662705,3.7097263777189866,3.7684805727510513,0.05875419503206469,5,0.10465308613957228,0.10948070257032133,0.004827616430749054,0.2788095238095238,0.26621212121212123,-0.012597402597402552
beta,rushing,QB,rush_designed_yards_per_attempt,2019,37,4.366810379855773,4.332642597289019,4.331852257716353,-0.0007903395726662765,4,0.09069459781748088,0.09420084506377732,0.0035062472462964456,0.44325396825396823,0.26458333333333334,-0.1786706349206349
beta,rushing,QB,rush_designed_yards_per_attempt,2020,37,4.9467391509361205,4.687583664181434,4.636595692806792,-0.05098797137464217,4,0.08262029483695037,0.07961431447616082,-0.0030059803607895424,0.4303571428571429,0.6083333333333333,0.1779761904761904
beta,rushing,QB,rush_designed_yards_per_attempt,2021,35,3.2331066976604594,3.9861063309734623,4.362223418625185,0.376117087651723,4,0.07827447894324584,0.07985067828982932,0.0015761993465834845,0.6527777777777778,0.5625,-0.09027777777777779
beta,rushing,QB,rush_designed_yards_per_attempt,2022,39,3.856259260293408,3.9424561755489913,3.8918183013609395,-0.05063787418805177,4,0.06510130620815958,0.06514304794972955,4.1741741569970015e-05,0.7041666666666666,0.6416666666666666,-0.0625
beta,rushing,QB,rush_designed_yards_per_attempt,2023,36,3.648598015942483,3.846356795777238,3.8361438994916957,-0.010212896285542339,4,0.061093097710386374,0.054864414586064635,-0.006228683124321739,0.8333333333333333,0.85,0.01666666666666672
beta,rushing,QB,rush_designed_yards_per_attempt,2024,43,4.067426641236511,4.058772246613609,4.056902682501235,-0.0018695641123738227,5,0.08853540978547748,0.08814060892260517,-0.00039480086287231597,0.37238095238095237,0.36844558949822104,-0.00393536288273133
beta,rushing,QB,rush_designed_yards_per_attempt,2025,42,3.6745490172662705,3.7097263777189866,3.7801430107392706,0.070416633020284,5,0.10465308613957228,0.11250790273662226,0.00785481659704998,0.2788095238095238,0.25290598290598293,-0.025903540903540856
beta,rushing,QB,rush_explosive_per_attempt,2019,37,4.366810379855773,4.332642597289019,4.3349753817374115,0.0023327844483924665,4,0.09069459781748088,0.09264681294044405,0.0019522151229631746,0.44325396825396823,0.23888888888888887,-0.20436507936507936
beta,rushing,QB,rush_explosive_per_attempt,2020,37,4.9467391509361205,4.687583664181434,4.729442874057026,0.04185920987559122,4,0.08262029483695037,0.08304156391617785,0.0004212690792274876,0.4303571428571429,0.4303571428571429,0.0
beta,rushing,QB,rush_explosive_per_attempt,2021,35,3.2331066976604594,3.9861063309734623,3.9942508057802377,0.008144474806775381,4,0.07827447894324584,0.0784855577930753,0.00021107884982946024,0.6527777777777778,0.6527777777777778,0.0
beta,rushing,QB,rush_explosive_per_attempt,2022,39,3.856259260293408,3.9424561755489913,3.9170663402751402,-0.02538983527385108,4,0.06510130620815958,0.06670356891386976,0.001602262705710178,0.7041666666666666,0.6916666666666667,-0.012499999999999956
beta,rushing,QB,rush_explosive_per_attempt,2023,36,3.648598015942483,3.846356795777238,3.8318419181075636,-0.014514877669674409,4,0.061093097710386374,0.06116507239707114,7.197468668476703e-05,0.8333333333333333,0.8333333333333333,0.0
beta,rushing,QB,rush_explosive_per_attempt,2024,43,4.067426641236511,4.058772246613609,4.130694587860368,0.07192234124675867,5,0.08853540978547748,0.088522797731572,-1.2612053905486365e-05,0.37238095238095237,0.37238095238095237,0.0
beta,rushing,QB,rush_explosive_per_attempt,2025,42,3.6745490172662705,3.7097263777189866,3.725851421078937,0.016125043359950464,5,0.10465308613957228,0.10466941075980567,1.632462023339054e-05,0.2788095238095238,0.2788095238095238,0.0
beta,rushing,QB,rush_first_downs_per_attempt,2019,37,4.366810379855773,4.332642597289019,4.4451978175758216,0.11255522028680254,4,0.09069459781748088,0.09152574393150435,0.000831146114023476,0.44325396825396823,0.31101190476190477,-0.13224206349206347
beta,rushing,QB,rush_first_downs_per_attempt,2020,37,4.9467391509361205,4.687583664181434,4.669150640622814,-0.018433023558620754,4,0.08262029483695037,0.08345971959386991,0.0008394247569195462,0.4303571428571429,0.4125,-0.017857142857142905
beta,rushing,QB,rush_first_downs_per_attempt,2021,35,3.2331066976604594,3.9861063309734623,3.888398003347798,-0.09770832762566428,4,0.07827447894324584,0.07828459351770331,1.0114574457473213e-05,0.6527777777777778,0.6527777777777778,0.0
beta,rushing,QB,rush_first_downs_per_attempt,2022,39,3.856259260293408,3.9424561755489913,3.918334797593398,-0.024121377955593104,4,0.06510130620815958,0.06692108947674066,0.0018197832685810794,0.7041666666666666,0.6777777777777777,-0.026388888888888906
beta,rushing,QB,rush_first_downs_per_attempt,2023,36,3.648598015942483,3.846356795777238,3.7338160781851046,-0.11254071759213335,4,0.061093097710386374,0.06123675487981824,0.00014365716943186974,0.8333333333333333,0.8333333333333333,0.0
beta,rushing,QB,rush_first_downs_per_attempt,2024,43,4.067426641236511,4.058772246613609,4.010071714540654,-0.04870053207295477,5,0.08853540978547748,0.08850996898628011,-2.5440799197376518e-05,0.37238095238095237,0.4723809523809524,0.10000000000000003
beta,rushing,QB,rush_first_downs_per_attempt,2025,42,3.6745490172662705,3.7097263777189866,3.905209326227485,0.19548294850849857,5,0.10465308613957228,0.10401704112034361,-0.0006360450192286621,0.2788095238095238,0.2826190476190476,0.003809523809523818
beta,rushing,QB,rush_gap_share,2019,37,4.366810379855773,4.332642597289019,4.384040348551262,0.05139775126224322,4,0.09069459781748088,0.09441838942870621,0.0037237916112253383,0.44325396825396823,0.43134920634920637,-0.011904761904761862
beta,rushing,QB,rush_gap_share,2020,37,4.9467391509361205,4.687583664181434,4.688193133840995,0.0006094696595608795,4,0.08262029483695037,0.08880901431077702,0.006188719473826654,0.4303571428571429,0.5666666666666667,0.13630952380952377
beta,rushing,QB,rush_gap_share,2021,35,3.2331066976604594,3.9861063309734623,4.281559280510874,0.2954529495374114,4,0.07827447894324584,0.07920493937798408,0.0009304604347382395,0.6527777777777778,0.5277777777777778,-0.125
beta,rushing,QB,rush_gap_share,2022,39,3.856259260293408,3.9424561755489913,3.9424941543037706,3.797875477928869e-05,4,0.06510130620815958,0.06450874819134585,-0.0005925580168137379,0.7041666666666666,0.85,0.14583333333333337
beta,rushing,QB,rush_gap_share,2023,36,3.648598015942483,3.846356795777238,3.844849378581258,-0.001507417195980132,4,0.061093097710386374,0.06598563974623955,0.004892542035853181,0.8333333333333333,0.740909090909091,-0.0924242424242423
beta,rushing,QB,rush_gap_share,2024,43,4.067426641236511,4.058772246613609,4.049751488793003,-0.009020757820605851,5,0.08853540978547748,0.0885918681259213,5.645834044382125e-05,0.37238095238095237,0.37238095238095237,0.0
beta,rushing,QB,rush_gap_share,2025,42,3.6745490172662705,3.7097263777189866,3.7379924743253454,0.028266096606358815,5,0.10465308613957228,0.10536208793381252,0.0007090017942402438,0.2788095238095238,0.2788095238095238,0.0
beta,rushing,QB,rush_mtf_per_attempt,2019,37,4.366810379855773,4.332642597289019,4.291540431233153,-0.04110216605586636,4,0.09069459781748088,0.09097340601016769,0.00027880819268681634,0.44325396825396823,0.3471590909090909,-0.09609487734487732
beta,rushing,QB,rush_mtf_per_attempt,2020,37,4.9467391509361205,4.687583664181434,4.677961575116014,-0.00962208906542017,4,0.08262029483695037,0.08283364657059225,0.00021335173364188387,0.4303571428571429,0.4303571428571429,0.0
beta,rushing,QB,rush_mtf_per_attempt,2021,35,3.2331066976604594,3.9861063309734623,3.9811755950933967,-0.004930735880065651,4,0.07827447894324584,0.07858950383745546,0.0003150248942096201,0.6527777777777778,0.5166666666666666,-0.13611111111111118
beta,rushing,QB,rush_mtf_per_attempt,2022,39,3.856259260293408,3.9424561755489913,3.9057817534169956,-0.036674422131995676,4,0.06510130620815958,0.06402397779061511,-0.0010773284175444736,0.7041666666666666,0.7041666666666666,0.0
beta,rushing,QB,rush_mtf_per_attempt,2023,36,3.648598015942483,3.846356795777238,3.818928972263091,-0.027427823514146965,4,0.061093097710386374,0.05563237994965553,-0.005460717760730843,0.8333333333333333,0.8409090909090909,0.00757575757575768
beta,rushing,QB,rush_mtf_per_attempt,2024,43,4.067426641236511,4.058772246613609,3.985887068118011,-0.07288517849559772,5,0.08853540978547748,0.08081866778878641,-0.007716741996691076,0.37238095238095237,0.5556043956043957,0.1832234432234433
beta,rushing,QB,rush_mtf_per_attempt,2025,42,3.6745490172662705,3.7097263777189866,3.7566180242380183,0.04689164651903166,5,0.10465308613957228,0.11628747106884232,0.011634384929270047,0.2788095238095238,0.2597876197876198,-0.019021904021904013
beta,rushing,QB,rush_run_grade,2019,37,4.366810379855773,4.332642597289019,4.300000514239545,-0.032642083049474024,4,0.09069459781748088,0.11469362430499488,0.023999026487514008,0.44325396825396823,0.171969696969697,-0.27128427128427124
beta,rushing,QB,rush_run_grade,2020,37,4.9467391509361205,4.687583664181434,4.672003862819979,-0.015579801361455203,4,0.08262029483695037,0.08265594012886394,3.564529191357746e-05,0.4303571428571429,0.4303571428571429,0.0
beta,rushing,QB,rush_run_grade,2021,35,3.2331066976604594,3.9861063309734623,4.165864812570618,0.17975848159715557,4,0.07827447894324584,0.07836790210976882,9.34231665229851e-05,0.6527777777777778,0.6527777777777778,0.0
beta,rushing,QB,rush_run_grade,2022,39,3.856259260293408,3.9424561755489913,3.9422409658302078,-0.00021520971878352668,4,0.06510130620815958,0.0661692838047854,0.001067977596625816,0.7041666666666666,0.6777777777777777,-0.026388888888888906
beta,rushing,QB,rush_run_grade,2023,36,3.648598015942483,3.846356795777238,3.8446228083216103,-0.0017339874556276946,4,0.061093097710386374,0.058307506577825303,-0.00278559113256107,0.8333333333333333,0.8333333333333333,0.0
beta,rushing,QB,rush_run_grade,2024,43,4.067426641236511,4.058772246613609,4.075580322218754,0.01680807560514541,5,0.08853540978547748,0.08623827145506964,-0.002297138330407844,0.37238095238095237,0.4723809523809524,0.10000000000000003
beta,rushing,QB,rush_run_grade,2025,42,3.6745490172662705,3.7097263777189866,3.7202891071023108,0.010562729383324143,5,0.10465308613957228,0.10459931295335256,-5.3773186219713276e-05,0.2788095238095238,0.3388095238095238,0.06
beta,rushing,QB,rush_scramble_share,2019,37,4.366810379855773,4.332642597289019,4.42189114697448,0.08924854968546114,4,0.09069459781748088,0.10203530819863445,0.011340710381153571,0.44325396825396823,0.1424556362169792,-0.300798332036989
beta,rushing,QB,rush_scramble_share,2020,37,4.9467391509361205,4.687583664181434,4.73657887801079,0.04899521382935568,4,0.08262029483695037,0.0824552778068545,-0.00016501703009587365,0.4303571428571429,0.6458333333333333,0.21547619047619038
beta,rushing,QB,rush_scramble_share,2021,35,3.2331066976604594,3.9861063309734623,4.010247646496202,0.02414131552273968,4,0.07827447894324584,0.07078147289480545,-0.007493006048440387,0.6527777777777778,0.6791666666666667,0.026388888888888906
beta,rushing,QB,rush_scramble_share,2022,39,3.856259260293408,3.9424561755489913,3.959232534664703,0.016776359115711514,4,0.06510130620815958,0.07061946005362826,0.005518153845468679,0.7041666666666666,0.46590909090909094,-0.23825757575757567
beta,rushing,QB,rush_scramble_share,2023,36,3.648598015942483,3.846356795777238,3.848504917834983,0.002148122057744839,4,0.061093097710386374,0.05247400607207395,-0.008619091638312426,0.8333333333333333,0.85,0.01666666666666672
beta,rushing,QB,rush_scramble_share,2024,43,4.067426641236511,4.058772246613609,4.02166627081273,-0.03710597580087871,5,0.08853540978547748,0.09115404635116718,0.002618636565689697,0.37238095238095237,0.37491582491582487,0.002534872534872501
beta,rushing,QB,rush_scramble_share,2025,42,3.6745490172662705,3.7097263777189866,3.754660197985112,0.04493382026612558,5,0.10465308613957228,0.11366384155206541,0.009010755412493132,0.2788095238095238,0.2505982905982906,-0.0282112332112332
beta,rushing,QB,rush_yco_per_attempt,2019,37,4.366810379855773,4.332642597289019,4.322350758626585,-0.010291838662434216,4,0.09069459781748088,0.09036688714022001,-0.00032771067726086733,0.44325396825396823,0.45,0.006746031746031778
beta,rushing,QB,rush_yco_per_attempt,2020,37,4.9467391509361205,4.687583664181434,4.669632241535051,-0.01795142264638372,4,0.08262029483695037,0.08543686319224876,0.0028165683552983933,0.4303571428571429,0.4020833333333333,-0.02827380952380959
