league,domain,family,position,candidate,rows,residual_spearman,residual_pvalue,volume_adjusted_rank_corr,volume_adjusted_pvalue,volume_adjusted_rows,residual_qvalue,volume_adjusted_qvalue
dk,receiving,earning,RB,rec_yprr,493,0.03295511672518064,0.4653515501620179,0.03038725443740109,0.5008523188628827,493,0.6569668943463782,0.707085626629952
dk,receiving,earning,WR,rec_yprr,1015,0.028262196493801007,0.36839847531244585,0.005788382598938059,0.8538669452825265,1015,0.5321311310068663,0.8538669452825265
dk,receiving,earning,TE,rec_yprr,501,0.033710144686895184,0.4515313976538412,0.023850384321324938,0.5943201002120566,501,0.8385583099285622,0.8584623669729707
dk,receiving,earning,RB,rec_first_downs_per_route,493,0.01279595016245667,0.7768651794558535,0.009699072132224087,0.8299133239014665,493,0.9318589224331435,0.9484723701731047
dk,receiving,earning,WR,rec_first_downs_per_route,1015,0.0448335364611673,0.1534899249437165,0.02283286208809309,0.4674514230443712,1015,0.34364385810083364,0.7390642882446535
dk,receiving,earning,TE,rec_first_downs_per_route,501,-0.019227304037219724,0.6676830881189932,-0.03176148782381087,0.47812499183239243,501,0.9281601160267406,0.8584623669729707
dk,receiving,earning,RB,rec_targets_per_route,493,0.004708313713693933,0.916949741265712,0.0004245168010346518,0.9924984987765972,493,0.9461369087782588,0.99469918566185
dk,receiving,earning,WR,rec_targets_per_route,1015,0.02917671104582857,0.35309901086848694,0.007014154778649887,0.8233862356551213,1015,0.5321311310068663,0.8538669452825265
dk,receiving,earning,TE,rec_targets_per_route,501,0.009280540092645673,0.8358441498170677,-0.00323259831836696,0.9424628023401529,501,0.9281601160267406,0.9424628023401529
dk,receiving,scoring,RB,rec_touchdowns_per_route,493,0.029679401595135952,0.510884098800179,0.02413035778609026,0.5929965720935424,493,0.6811787984002388,0.777070551300166
dk,receiving,scoring,WR,rec_touchdowns_per_route,1015,0.006069112763504162,0.8468651652711864,-0.007235666226699464,0.8179048791384143,1015,0.8480478581082574,0.8538669452825265
dk,receiving,scoring,TE,rec_touchdowns_per_route,501,-0.008561711633247213,0.848398783976658,-0.01182791060534772,0.7917087136551344,501,0.9281601160267406,0.9424628023401529
dk,receiving,efficiency,RB,rec_yards_per_target,493,0.04621515651943168,0.30579492381625273,0.04957029825878549,0.27197716909009767,493,0.6106646964257095,0.6151381294440423
dk,receiving,efficiency,WR,rec_yards_per_target,1015,-0.006021660398764628,0.8480478581082574,-0.01791965675965607,0.5685109909574257,1015,0.8480478581082574,0.7390642882446535
dk,receiving,efficiency,TE,rec_yards_per_target,501,0.07160454024750491,0.10942600803411417,0.06815734862954642,0.1276263347690655,501,0.47417936814782813,0.5530474506659505
dk,receiving,role_style,RB,rec_adot,493,-0.05417307621975581,0.22988080759480456,-0.05243875014825092,0.24516506848114042,493,0.5517139382275309,0.6151381294440423
dk,receiving,role_style,WR,rec_adot,1015,-0.03833455197705102,0.22237141469645982,-0.03611504758892157,0.2503297319883895,1015,0.4129754844362825,0.7390642882446535
dk,receiving,role_style,TE,rec_adot,501,0.037529097635003526,0.4019116781134163,0.030316891345384317,0.4983777306756124,501,0.8385583099285622,0.8584623669729707
