domain,position,candidate,existing_feature,rows,spearman
receiving,RB,rec_targets_per_route,projected_receiving_point_share,491,0.46881271984414175
receiving,RB,rec_targets_per_route,proj_rush_attempts,479,-0.01513212458724917
receiving,RB,rec_targets_per_route,projected_rush_point_share,491,-0.46881271984414175
receiving,RB,rec_touchdowns_per_route,base_prediction,493,0.22888078065932216
receiving,RB,rec_touchdowns_per_route,expert_ppg_team_game_median,493,0.23749855145731552
receiving,RB,rec_touchdowns_per_route,adp_log,475,-0.19490294781369144
receiving,RB,rec_touchdowns_per_route,prior_year_ppg,493,0.2528681933717494
receiving,RB,rec_touchdowns_per_route,prior_3year_weighted_ppg,493,0.14794474341190075
receiving,RB,rec_touchdowns_per_route,career_weighted_ppg,493,0.13197098303329702
receiving,RB,rec_touchdowns_per_route,proj_targets,107,0.2741300821660368
receiving,RB,rec_touchdowns_per_route,projected_receiving_point_share,491,0.23363074265786637
receiving,RB,rec_touchdowns_per_route,proj_rush_attempts,479,0.10777556820103827
receiving,RB,rec_touchdowns_per_route,projected_rush_point_share,491,-0.23363074265786637
receiving,RB,rec_yards_per_target,base_prediction,493,0.10964729718842559
receiving,RB,rec_yards_per_target,expert_ppg_team_game_median,493,0.12059976478715852
receiving,RB,rec_yards_per_target,adp_log,475,-0.10121586516620343
receiving,RB,rec_yards_per_target,prior_year_ppg,493,0.1125972364685297
receiving,RB,rec_yards_per_target,prior_3year_weighted_ppg,493,0.06334281161349205
receiving,RB,rec_yards_per_target,career_weighted_ppg,493,0.06391776107011274
receiving,RB,rec_yards_per_target,proj_targets,107,-0.024364020210940588
receiving,RB,rec_yards_per_target,projected_receiving_point_share,491,0.24239570171548255
receiving,RB,rec_yards_per_target,proj_rush_attempts,479,0.007459200459918602
receiving,RB,rec_yards_per_target,projected_rush_point_share,491,-0.24239570171548255
receiving,RB,rec_adot,base_prediction,493,-0.19977349297517757
receiving,RB,rec_adot,expert_ppg_team_game_median,493,-0.179252471443022
receiving,RB,rec_adot,adp_log,475,0.17748945522916657
receiving,RB,rec_adot,prior_year_ppg,493,-0.1828268595626703
receiving,RB,rec_adot,prior_3year_weighted_ppg,493,-0.21346157873126614
receiving,RB,rec_adot,career_weighted_ppg,493,-0.21188451015140247
receiving,RB,rec_adot,proj_targets,107,-0.16286709255186074
receiving,RB,rec_adot,projected_receiving_point_share,491,0.39504039291279547
receiving,RB,rec_adot,proj_rush_attempts,479,-0.298453786547683
receiving,RB,rec_adot,projected_rush_point_share,491,-0.39504039291279547
receiving,RB,rec_yac_per_route,base_prediction,493,0.3105412999130921
receiving,RB,rec_yac_per_route,expert_ppg_team_game_median,493,0.31877148191244653
receiving,RB,rec_yac_per_route,adp_log,475,-0.24363075270395662
receiving,RB,rec_yac_per_route,prior_year_ppg,493,0.29810571902143107
receiving,RB,rec_yac_per_route,prior_3year_weighted_ppg,493,0.2442772840020253
receiving,RB,rec_yac_per_route,career_weighted_ppg,493,0.23470928399909047
receiving,RB,rec_yac_per_route,proj_targets,107,0.4465294666552704
receiving,RB,rec_yac_per_route,projected_receiving_point_share,491,0.31154380887447153
receiving,RB,rec_yac_per_route,proj_rush_attempts,479,0.1333053809679231
receiving,RB,rec_yac_per_route,projected_rush_point_share,491,-0.31154380887447153
receiving,RB,rec_mtf_per_reception,base_prediction,493,0.2127731824780255
receiving,RB,rec_mtf_per_reception,expert_ppg_team_game_median,493,0.19519035156657738
receiving,RB,rec_mtf_per_reception,adp_log,475,-0.19101683419135979
receiving,RB,rec_mtf_per_reception,prior_year_ppg,493,0.18938785887028978
receiving,RB,rec_mtf_per_reception,prior_3year_weighted_ppg,493,0.19607276252915723
receiving,RB,rec_mtf_per_reception,career_weighted_ppg,493,0.2131578669936362
receiving,RB,rec_mtf_per_reception,proj_targets,107,0.17061878143326392
receiving,RB,rec_mtf_per_reception,projected_receiving_point_share,491,-0.17388485443915366
receiving,RB,rec_mtf_per_reception,proj_rush_attempts,479,0.23656734381517389
receiving,RB,rec_mtf_per_reception,projected_rush_point_share,491,0.17388485443915366
receiving,RB,rec_route_rate,base_prediction,493,0.1619848249124155
receiving,RB,rec_route_rate,expert_ppg_team_game_median,493,0.15971831988061225
receiving,RB,rec_route_rate,adp_log,475,-0.11116636388624067
receiving,RB,rec_route_rate,prior_year_ppg,493,0.16403135138649363
receiving,RB,rec_route_rate,prior_3year_weighted_ppg,493,0.12960955407837021
receiving,RB,rec_route_rate,career_weighted_ppg,493,0.13108196811028167
receiving,RB,rec_route_rate,proj_targets,107,0.2687855482388722
receiving,RB,rec_route_rate,projected_receiving_point_share,491,0.2222796313484377
receiving,RB,rec_route_rate,proj_rush_attempts,479,0.03730116830979356
receiving,RB,rec_route_rate,projected_rush_point_share,491,-0.2222796313484377
receiving,RB,rec_slot_rate,base_prediction,493,-0.030579033667363472
receiving,RB,rec_slot_rate,expert_ppg_team_game_median,493,-0.017950635803091683
receiving,RB,rec_slot_rate,adp_log,475,0.025888353530154774
receiving,RB,rec_slot_rate,prior_year_ppg,493,-0.03161724397705128
receiving,RB,rec_slot_rate,prior_3year_weighted_ppg,493,-0.05329465026318279
receiving,RB,rec_slot_rate,career_weighted_ppg,493,-0.06716798788356457
receiving,RB,rec_slot_rate,proj_targets,107,-0.03870809770518481
receiving,RB,rec_slot_rate,projected_receiving_point_share,491,0.4031575577308464
receiving,RB,rec_slot_rate,proj_rush_attempts,479,-0.19822385633659034
receiving,RB,rec_slot_rate,projected_rush_point_share,491,-0.4031575577308464
receiving,RB,rec_wide_rate,base_prediction,493,-0.01825816362479563
receiving,RB,rec_wide_rate,expert_ppg_team_game_median,493,-0.01528455081405597
receiving,RB,rec_wide_rate,adp_log,475,0.04494449242567453
receiving,RB,rec_wide_rate,prior_year_ppg,493,-0.028700976715542233
receiving,RB,rec_wide_rate,prior_3year_weighted_ppg,493,-0.050324213422029626
receiving,RB,rec_wide_rate,career_weighted_ppg,493,-0.045713538616984774
receiving,RB,rec_wide_rate,proj_targets,107,0.16796073290628877
receiving,RB,rec_wide_rate,projected_receiving_point_share,491,0.34862775200398516
receiving,RB,rec_wide_rate,proj_rush_attempts,479,-0.16813449353376406
receiving,RB,rec_wide_rate,projected_rush_point_share,491,-0.34862775200398516
receiving,RB,rec_route_grade,base_prediction,493,0.17456550310154878
receiving,RB,rec_route_grade,expert_ppg_team_game_median,493,0.1896133701564784
receiving,RB,rec_route_grade,adp_log,475,-0.1232431725861064
receiving,RB,rec_route_grade,prior_year_ppg,493,0.18069407068072066
receiving,RB,rec_route_grade,prior_3year_weighted_ppg,493,0.13830875582291724
receiving,RB,rec_route_grade,career_weighted_ppg,493,0.13331998181310042
receiving,RB,rec_route_grade,proj_targets,107,0.24960077615783632
receiving,RB,rec_route_grade,projected_receiving_point_share,491,0.37231032066137293
receiving,RB,rec_route_grade,proj_rush_attempts,479,0.003291531412204588
receiving,RB,rec_route_grade,projected_rush_point_share,491,-0.37231032066137293
receiving,RB,rec_targeted_qb_rating,base_prediction,493,0.18456030822037578
receiving,RB,rec_targeted_qb_rating,expert_ppg_team_game_median,493,0.19832050099092993
receiving,RB,rec_targeted_qb_rating,adp_log,475,-0.15648841094059243
receiving,RB,rec_targeted_qb_rating,prior_year_ppg,493,0.19851408790493186
receiving,RB,rec_targeted_qb_rating,prior_3year_weighted_ppg,493,0.11145791221598665
receiving,RB,rec_targeted_qb_rating,career_weighted_ppg,493,0.09651902592999112
receiving,RB,rec_targeted_qb_rating,proj_targets,107,0.10711241737231662
receiving,RB,rec_targeted_qb_rating,projected_receiving_point_share,491,0.16447941271207575
receiving,RB,rec_targeted_qb_rating,proj_rush_attempts,479,0.10231577654382325
receiving,RB,rec_targeted_qb_rating,projected_rush_point_share,491,-0.16447941271207575
receiving,TE,rec_yprr,base_prediction,501,0.6795466449933609
receiving,TE,rec_yprr,expert_ppg_team_game_median,501,0.6795091306907738
receiving,TE,rec_yprr,adp_log,417,-0.6454136223792133
receiving,TE,rec_yprr,prior_year_ppg,501,0.7135217788882192
receiving,TE,rec_yprr,prior_3year_weighted_ppg,501,0.601915380851536
receiving,TE,rec_yprr,career_weighted_ppg,501,0.5811005097622343
receiving,TE,rec_yprr,proj_targets,123,0.6625220879390179
receiving,TE,rec_yprr,projected_receiving_point_share,497,-0.12538648537279584
receiving,TE,rec_yprr,proj_rush_attempts,428,0.04372622963587377
receiving,TE,rec_yprr,projected_rush_point_share,497,0.12538648537279584
receiving,TE,rec_first_downs_per_route,base_prediction,501,0.6259938097963962
receiving,TE,rec_first_downs_per_route,expert_ppg_team_game_median,501,0.6286566244837128
receiving,TE,rec_first_downs_per_route,adp_log,417,-0.6039236956902769
receiving,TE,rec_first_downs_per_route,prior_year_ppg,501,0.6891155610750471
receiving,TE,rec_first_downs_per_route,prior_3year_weighted_ppg,501,0.5886273210066804
receiving,TE,rec_first_downs_per_route,career_weighted_ppg,501,0.5701891788363317
receiving,TE,rec_first_downs_per_route,proj_targets,123,0.5951138348214765
receiving,TE,rec_first_downs_per_route,projected_receiving_point_share,497,-0.10135015383962771
receiving,TE,rec_first_downs_per_route,proj_rush_attempts,428,-0.017433736292677887
receiving,TE,rec_first_downs_per_route,projected_rush_point_share,497,0.10135015383962771
receiving,TE,rec_targets_per_route,base_prediction,501,0.675813943269186
receiving,TE,rec_targets_per_route,expert_ppg_team_game_median,501,0.6810048385448059
receiving,TE,rec_targets_per_route,adp_log,417,-0.6461842654435485
receiving,TE,rec_targets_per_route,prior_year_ppg,501,0.686816145962651
receiving,TE,rec_targets_per_route,prior_3year_weighted_ppg,501,0.6264909391909309
receiving,TE,rec_targets_per_route,career_weighted_ppg,501,0.5980210775814343
receiving,TE,rec_targets_per_route,proj_targets,123,0.6768368577668304
receiving,TE,rec_targets_per_route,projected_receiving_point_share,497,-0.15459745885595472
receiving,TE,rec_targets_per_route,proj_rush_attempts,428,0.06198695104859296
receiving,TE,rec_targets_per_route,projected_rush_point_share,497,0.15459745885595472
receiving,TE,rec_touchdowns_per_route,base_prediction,501,0.33204470417420895
receiving,TE,rec_touchdowns_per_route,expert_ppg_team_game_median,501,0.322152228865113
receiving,TE,rec_touchdowns_per_route,adp_log,417,-0.3769146684925291
receiving,TE,rec_touchdowns_per_route,prior_year_ppg,501,0.4197201368403087
receiving,TE,rec_touchdowns_per_route,prior_3year_weighted_ppg,501,0.3117161050690332
receiving,TE,rec_touchdowns_per_route,career_weighted_ppg,501,0.2912292376352611
receiving,TE,rec_touchdowns_per_route,proj_targets,123,0.15404831428598326
receiving,TE,rec_touchdowns_per_route,projected_receiving_point_share,497,-0.04560041899024926
receiving,TE,rec_touchdowns_per_route,proj_rush_attempts,428,-0.052873629957966684
receiving,TE,rec_touchdowns_per_route,projected_rush_point_share,497,0.04560041899024926
receiving,TE,rec_yards_per_target,base_prediction,501,0.2628102735503412
receiving,TE,rec_yards_per_target,expert_ppg_team_game_median,501,0.26789274943943703
receiving,TE,rec_yards_per_target,adp_log,417,-0.27812061290988355
receiving,TE,rec_yards_per_target,prior_year_ppg,501,0.31155290430991744
receiving,TE,rec_yards_per_target,prior_3year_weighted_ppg,501,0.2106474099708399
receiving,TE,rec_yards_per_target,career_weighted_ppg,501,0.2158256140960285
receiving,TE,rec_yards_per_target,proj_targets,123,0.21662442523070607
receiving,TE,rec_yards_per_target,projected_receiving_point_share,497,-0.025856434935541177
receiving,TE,rec_yards_per_target,proj_rush_attempts,428,-0.04774730573996292
receiving,TE,rec_yards_per_target,projected_rush_point_share,497,0.025856434935541177
receiving,TE,rec_adot,base_prediction,501,0.3756504064930561
receiving,TE,rec_adot,expert_ppg_team_game_median,501,0.3532075431280251
receiving,TE,rec_adot,adp_log,417,-0.36758589480633175
receiving,TE,rec_adot,prior_year_ppg,501,0.32211092867292834
receiving,TE,rec_adot,prior_3year_weighted_ppg,501,0.32691600641515584
receiving,TE,rec_adot,career_weighted_ppg,501,0.3429368478951916
receiving,TE,rec_adot,proj_targets,123,0.25806671447102153
receiving,TE,rec_adot,projected_receiving_point_share,497,0.03342493027164428
receiving,TE,rec_adot,proj_rush_attempts,428,-0.08869712445515343
receiving,TE,rec_adot,projected_rush_point_share,497,-0.03342493027164428
receiving,TE,rec_yac_per_route,base_prediction,501,0.3629059720175622
receiving,TE,rec_yac_per_route,expert_ppg_team_game_median,501,0.3763896517725914
receiving,TE,rec_yac_per_route,adp_log,417,-0.34020338926966065
receiving,TE,rec_yac_per_route,prior_year_ppg,501,0.40506769526536407
receiving,TE,rec_yac_per_route,prior_3year_weighted_ppg,501,0.2796191157264572
receiving,TE,rec_yac_per_route,career_weighted_ppg,501,0.2650756839941801
receiving,TE,rec_yac_per_route,proj_targets,123,0.46120980835114367
receiving,TE,rec_yac_per_route,projected_receiving_point_share,497,-0.11065285654677531
receiving,TE,rec_yac_per_route,proj_rush_attempts,428,0.06088166063083233
receiving,TE,rec_yac_per_route,projected_rush_point_share,497,0.11065285654677531
receiving,TE,rec_mtf_per_reception,base_prediction,501,0.0794463057605888
receiving,TE,rec_mtf_per_reception,expert_ppg_team_game_median,501,0.08676447457822566
receiving,TE,rec_mtf_per_reception,adp_log,417,-0.06589573009189979
receiving,TE,rec_mtf_per_reception,prior_year_ppg,501,0.045320951915250485
receiving,TE,rec_mtf_per_reception,prior_3year_weighted_ppg,501,-0.015351668376819061
receiving,TE,rec_mtf_per_reception,career_weighted_ppg,501,0.002613461100100284
receiving,TE,rec_mtf_per_reception,proj_targets,123,0.09425602220202313
receiving,TE,rec_mtf_per_reception,projected_receiving_point_share,497,-0.04406770997326035
receiving,TE,rec_mtf_per_reception,proj_rush_attempts,428,0.08031447310399059
receiving,TE,rec_mtf_per_reception,projected_rush_point_share,497,0.04406770997326035
receiving,TE,rec_route_rate,base_prediction,501,0.5126650214015036
receiving,TE,rec_route_rate,expert_ppg_team_game_median,501,0.49374123602576087
receiving,TE,rec_route_rate,adp_log,417,-0.42474115144136126
receiving,TE,rec_route_rate,prior_year_ppg,501,0.5097326175751411
receiving,TE,rec_route_rate,prior_3year_weighted_ppg,501,0.526922933274778
receiving,TE,rec_route_rate,career_weighted_ppg,501,0.49451076419673573
receiving,TE,rec_route_rate,proj_targets,123,0.6078673236541706
receiving,TE,rec_route_rate,projected_receiving_point_share,497,-0.1776679434413841
receiving,TE,rec_route_rate,proj_rush_attempts,428,0.04489377653694752
receiving,TE,rec_route_rate,projected_rush_point_share,497,0.1776679434413841
receiving,TE,rec_slot_rate,base_prediction,501,0.46800930970656257
receiving,TE,rec_slot_rate,expert_ppg_team_game_median,501,0.4483709266213808
receiving,TE,rec_slot_rate,adp_log,417,-0.3546747195591584
receiving,TE,rec_slot_rate,prior_year_ppg,501,0.448398466490181
receiving,TE,rec_slot_rate,prior_3year_weighted_ppg,501,0.48139322447969285
receiving,TE,rec_slot_rate,career_weighted_ppg,501,0.46179292213288115
receiving,TE,rec_slot_rate,proj_targets,123,0.5562422107263154
receiving,TE,rec_slot_rate,projected_receiving_point_share,497,-0.07988292444514858
receiving,TE,rec_slot_rate,proj_rush_attempts,428,0.03939816326650314
receiving,TE,rec_slot_rate,projected_rush_point_share,497,0.07988292444514858
receiving,TE,rec_wide_rate,base_prediction,501,0.3880854369140548
receiving,TE,rec_wide_rate,expert_ppg_team_game_median,501,0.3758749585545674
receiving,TE,rec_wide_rate,adp_log,417,-0.30769282976796775
receiving,TE,rec_wide_rate,prior_year_ppg,501,0.3502732393285467
receiving,TE,rec_wide_rate,prior_3year_weighted_ppg,501,0.3829300688243832
receiving,TE,rec_wide_rate,career_weighted_ppg,501,0.34834754685561875
receiving,TE,rec_wide_rate,proj_targets,123,0.3567722371366504
receiving,TE,rec_wide_rate,projected_receiving_point_share,497,-0.17780653609153665
receiving,TE,rec_wide_rate,proj_rush_attempts,428,0.1013673087955215
receiving,TE,rec_wide_rate,projected_rush_point_share,497,0.17780653609153665
receiving,TE,rec_route_grade,base_prediction,501,0.6603988383589257
receiving,TE,rec_route_grade,expert_ppg_team_game_median,501,0.6647875485985072
receiving,TE,rec_route_grade,adp_log,417,-0.6518696774600707
receiving,TE,rec_route_grade,prior_year_ppg,501,0.7118986124765594
receiving,TE,rec_route_grade,prior_3year_weighted_ppg,501,0.6002159437546015
receiving,TE,rec_route_grade,career_weighted_ppg,501,0.5854642811348226
receiving,TE,rec_route_grade,proj_targets,123,0.6119295421193315
receiving,TE,rec_route_grade,projected_receiving_point_share,497,-0.15929269547158761
receiving,TE,rec_route_grade,proj_rush_attempts,428,0.006110729226545004
receiving,TE,rec_route_grade,projected_rush_point_share,497,0.15929269547158761
receiving,TE,rec_targeted_qb_rating,base_prediction,501,0.11608806783505371
receiving,TE,rec_targeted_qb_rating,expert_ppg_team_game_median,501,0.11760227399364565
receiving,TE,rec_targeted_qb_rating,adp_log,417,-0.13770188287287596
receiving,TE,rec_targeted_qb_rating,prior_year_ppg,501,0.23190707944856875
receiving,TE,rec_targeted_qb_rating,prior_3year_weighted_ppg,501,0.12144140672815948
receiving,TE,rec_targeted_qb_rating,career_weighted_ppg,501,0.11210563732185251
receiving,TE,rec_targeted_qb_rating,proj_targets,123,0.05015228199120064
receiving,TE,rec_targeted_qb_rating,projected_receiving_point_share,497,-0.03137384420377983
receiving,TE,rec_targeted_qb_rating,proj_rush_attempts,428,-0.004845397278811447
receiving,TE,rec_targeted_qb_rating,projected_rush_point_share,497,0.03137384420377983
receiving,WR,rec_yprr,base_prediction,1015,0.7553337381159472
receiving,WR,rec_yprr,expert_ppg_team_game_median,1015,0.7500762640051415
receiving,WR,rec_yprr,adp_log,938,-0.7432038669732691
receiving,WR,rec_yprr,prior_year_ppg,1015,0.8110926022120942
receiving,WR,rec_yprr,prior_3year_weighted_ppg,1015,0.7140170810116598
receiving,WR,rec_yprr,career_weighted_ppg,1015,0.6842738568130164
receiving,WR,rec_yprr,proj_targets,224,0.7399562618862989
receiving,WR,rec_yprr,projected_receiving_point_share,1005,-0.09448390491790681
receiving,WR,rec_yprr,proj_rush_attempts,978,0.21590201143535281
receiving,WR,rec_yprr,projected_rush_point_share,1005,0.09448390491790681
receiving,WR,rec_first_downs_per_route,base_prediction,1015,0.7348778392237638
receiving,WR,rec_first_downs_per_route,expert_ppg_team_game_median,1015,0.7343843034014081
receiving,WR,rec_first_downs_per_route,adp_log,938,-0.7247332846683876
receiving,WR,rec_first_downs_per_route,prior_year_ppg,1015,0.7942929365802367
receiving,WR,rec_first_downs_per_route,prior_3year_weighted_ppg,1015,0.723686549669439
receiving,WR,rec_first_downs_per_route,career_weighted_ppg,1015,0.7001139775990918
receiving,WR,rec_first_downs_per_route,proj_targets,224,0.753296775456801
receiving,WR,rec_first_downs_per_route,projected_receiving_point_share,1005,-0.04468699623220703
receiving,WR,rec_first_downs_per_route,proj_rush_attempts,978,0.17846017721512897
receiving,WR,rec_first_downs_per_route,projected_rush_point_share,1005,0.04468699623220703
receiving,WR,rec_targets_per_route,base_prediction,1015,0.7233030459083114
receiving,WR,rec_targets_per_route,expert_ppg_team_game_median,1015,0.7180328006656445
receiving,WR,rec_targets_per_route,adp_log,938,-0.7168792393607424
receiving,WR,rec_targets_per_route,prior_year_ppg,1015,0.7584461662449372
receiving,WR,rec_targets_per_route,prior_3year_weighted_ppg,1015,0.713612894291947
receiving,WR,rec_targets_per_route,career_weighted_ppg,1015,0.690448937519671
receiving,WR,rec_targets_per_route,proj_targets,224,0.7478483925183584
receiving,WR,rec_targets_per_route,projected_receiving_point_share,1005,-0.1395045184585977
receiving,WR,rec_targets_per_route,proj_rush_attempts,978,0.25190969118828743
receiving,WR,rec_targets_per_route,projected_rush_point_share,1005,0.1395045184585977
receiving,WR,rec_touchdowns_per_route,base_prediction,1015,0.4850736880577757
receiving,WR,rec_touchdowns_per_route,expert_ppg_team_game_median,1015,0.4779368600059723
receiving,WR,rec_touchdowns_per_route,adp_log,938,-0.4666758264451869
receiving,WR,rec_touchdowns_per_route,prior_year_ppg,1015,0.5700465671148237
receiving,WR,rec_touchdowns_per_route,prior_3year_weighted_ppg,1015,0.4683914568805843
receiving,WR,rec_touchdowns_per_route,career_weighted_ppg,1015,0.4466333232929768
receiving,WR,rec_touchdowns_per_route,proj_targets,224,0.4993685164829248
receiving,WR,rec_touchdowns_per_route,projected_receiving_point_share,1005,0.015087534166924823
receiving,WR,rec_touchdowns_per_route,proj_rush_attempts,978,0.07497810329468643
receiving,WR,rec_touchdowns_per_route,projected_rush_point_share,1005,-0.015087534166924823
receiving,WR,rec_yards_per_target,base_prediction,1015,0.35888419706001773
receiving,WR,rec_yards_per_target,expert_ppg_team_game_median,1015,0.355490482340996
receiving,WR,rec_yards_per_target,adp_log,938,-0.3289349397954967
receiving,WR,rec_yards_per_target,prior_year_ppg,1015,0.40582780919363215
receiving,WR,rec_yards_per_target,prior_3year_weighted_ppg,1015,0.30455179698910434
receiving,WR,rec_yards_per_target,career_weighted_ppg,1015,0.28315540312602194
receiving,WR,rec_yards_per_target,proj_targets,224,0.3367608197780736
receiving,WR,rec_yards_per_target,projected_receiving_point_share,1005,0.025792018478738014
receiving,WR,rec_yards_per_target,proj_rush_attempts,978,0.0351172808429901
receiving,WR,rec_yards_per_target,projected_rush_point_share,1005,-0.025792018478738014
receiving,WR,rec_adot,base_prediction,1015,0.026445021023112553
receiving,WR,rec_adot,expert_ppg_team_game_median,1015,0.019655977773088886
receiving,WR,rec_adot,adp_log,938,-0.04493483770228942
receiving,WR,rec_adot,prior_year_ppg,1015,-0.02548376837154865
receiving,WR,rec_adot,prior_3year_weighted_ppg,1015,-0.015187093242963695
receiving,WR,rec_adot,career_weighted_ppg,1015,-0.012758470587151575
receiving,WR,rec_adot,proj_targets,224,-0.007804535103327337
receiving,WR,rec_adot,projected_receiving_point_share,1005,0.20497009380617537
receiving,WR,rec_adot,proj_rush_attempts,978,-0.161489788786571
receiving,WR,rec_adot,projected_rush_point_share,1005,-0.20497009380617537
receiving,WR,rec_yac_per_route,base_prediction,1015,0.5289669484200337
receiving,WR,rec_yac_per_route,expert_ppg_team_game_median,1015,0.5269850630104773
receiving,WR,rec_yac_per_route,adp_log,938,-0.5073512100251567
receiving,WR,rec_yac_per_route,prior_year_ppg,1015,0.5677802521456836
receiving,WR,rec_yac_per_route,prior_3year_weighted_ppg,1015,0.4807010627667178
receiving,WR,rec_yac_per_route,career_weighted_ppg,1015,0.45804818656114715
receiving,WR,rec_yac_per_route,proj_targets,224,0.538693125569368
receiving,WR,rec_yac_per_route,projected_receiving_point_share,1005,-0.3111078113635785
receiving,WR,rec_yac_per_route,proj_rush_attempts,978,0.3388366017285496
receiving,WR,rec_yac_per_route,projected_rush_point_share,1005,0.3111078113635785
receiving,WR,rec_mtf_per_reception,base_prediction,1015,0.1964535968108447
receiving,WR,rec_mtf_per_reception,expert_ppg_team_game_median,1015,0.19137865244071162
receiving,WR,rec_mtf_per_reception,adp_log,938,-0.16170361411966677
receiving,WR,rec_mtf_per_reception,prior_year_ppg,1015,0.1611865453035615
receiving,WR,rec_mtf_per_reception,prior_3year_weighted_ppg,1015,0.11302833534680687
receiving,WR,rec_mtf_per_reception,career_weighted_ppg,1015,0.1153822304487472
receiving,WR,rec_mtf_per_reception,proj_targets,224,0.1839578824036067
receiving,WR,rec_mtf_per_reception,projected_receiving_point_share,1005,-0.1684244375776447
receiving,WR,rec_mtf_per_reception,proj_rush_attempts,978,0.16791469380355364
receiving,WR,rec_mtf_per_reception,projected_rush_point_share,1005,0.1684244375776447
receiving,WR,rec_route_rate,base_prediction,1015,-0.015706814873194596
receiving,WR,rec_route_rate,expert_ppg_team_game_median,1015,-0.008957512560849208
receiving,WR,rec_route_rate,adp_log,938,-0.0037692321595293754
receiving,WR,rec_route_rate,prior_year_ppg,1015,-0.046846475676445835
receiving,WR,rec_route_rate,prior_3year_weighted_ppg,1015,-0.03408389294966551
receiving,WR,rec_route_rate,career_weighted_ppg,1015,-0.030866334065381144
receiving,WR,rec_route_rate,proj_targets,224,-0.013804336628482326
receiving,WR,rec_route_rate,projected_receiving_point_share,1005,-0.04133583847065799
receiving,WR,rec_route_rate,proj_rush_attempts,978,0.08308460009096458
receiving,WR,rec_route_rate,projected_rush_point_share,1005,0.04133583847065799
receiving,WR,rec_slot_rate,base_prediction,1015,-0.09026901858965088
receiving,WR,rec_slot_rate,expert_ppg_team_game_median,1015,-0.07969505894671884
receiving,WR,rec_slot_rate,adp_log,938,0.12691957181581817
receiving,WR,rec_slot_rate,prior_year_ppg,1015,-0.033949610596155665
receiving,WR,rec_slot_rate,prior_3year_weighted_ppg,1015,-0.0464539046660881
receiving,WR,rec_slot_rate,career_weighted_ppg,1015,-0.05857579192735021
receiving,WR,rec_slot_rate,proj_targets,224,-0.16146485918691286
receiving,WR,rec_slot_rate,projected_receiving_point_share,1005,-0.22179686229344017
receiving,WR,rec_slot_rate,proj_rush_attempts,978,0.15101580074930748
receiving,WR,rec_slot_rate,projected_rush_point_share,1005,0.22179686229344017
receiving,WR,rec_wide_rate,base_prediction,1015,0.09188967274171059
receiving,WR,rec_wide_rate,expert_ppg_team_game_median,1015,0.08114038102678668
receiving,WR,rec_wide_rate,adp_log,938,-0.1274345815102022
receiving,WR,rec_wide_rate,prior_year_ppg,1015,0.03587863694853139
receiving,WR,rec_wide_rate,prior_3year_weighted_ppg,1015,0.04862233782230348
receiving,WR,rec_wide_rate,career_weighted_ppg,1015,0.06054419898057525
receiving,WR,rec_wide_rate,proj_targets,224,0.1526448368190705
receiving,WR,rec_wide_rate,projected_receiving_point_share,1005,0.23341209659627543
receiving,WR,rec_wide_rate,proj_rush_attempts,978,-0.16032966257725134
receiving,WR,rec_wide_rate,projected_rush_point_share,1005,-0.23341209659627543
receiving,WR,rec_route_grade,base_prediction,1015,0.7800585021899542
