league,domain,position,candidate,rows,events,base_brier,opportunity_control_brier,candidate_brier,candidate_brier_delta_vs_base,candidate_brier_delta_vs_opportunity_control,candidate_brier_bootstrap_low,candidate_brier_bootstrap_high,base_average_precision,control_average_precision,candidate_average_precision,candidate_ap_delta_vs_control,development_2018_2022_brier_delta_vs_control,development_2018_2022_ap_delta_vs_control,temporal_2023_2025_brier_delta_vs_control,temporal_2023_2025_ap_delta_vs_control
dk,rushing,RB,rush_explosive_per_attempt,901,93,0.05917828467141311,0.059896662891233736,0.05994210155209566,0.0007638168806825482,4.543866086192255e-05,-0.00013847090238551304,0.00026109590455522736,0.5835455290103713,0.5751063426249764,0.5749189501048182,-0.00018739252015820274,3.957066224161837e-05,0.0001585426808302648,5.573906210978863e-05,-0.0023449729656123686
dk,receiving,RB,rec_touchdowns_per_route,901,93,0.05917828467141311,0.06017984357988222,0.06023547807337058,0.0010571934019574722,5.563449348836014e-05,-0.00020760652916038965,0.00036139093126433014,0.5835455290103713,0.5742915117491306,0.5797667164977074,0.005475204748576767,8.676620896585358e-05,0.009447888893690193,9.873843627578038e-07,0.0007181250759017432
dk,receiving,RB,rec_route_rate,901,93,0.05917828467141311,0.06017984357988222,0.06023650163772194,0.0010582169663088323,5.665805783972022e-05,-0.0013873256572885673,0.0014648220875902237,0.5835455290103713,0.5742915117491306,0.5748491713562137,0.0005576596070830941,0.00011635221688137409,0.010346741553361571,-4.812618463698182e-05,0.003036865631309449
dk,receiving,RB,rec_yac_per_route,901,93,0.05917828467141311,0.06017984357988222,0.06025302605199706,0.0010747413805839504,7.31824721148383e-05,-0.001251830801919861,0.0015222607598141837,0.5835455290103713,0.5742915117491306,0.5869089722819251,0.012617460532794444,-0.0012965393725521829,0.030830590884333597,0.00247752601596464,-0.019383669270640447
dk,receiving,RB,rec_targets_per_route,901,93,0.05917828467141311,0.06017984357988222,0.06027729103685857,0.0010990063654454582,9.744745697634616e-05,-0.00020335653641925181,0.0003524358491147289,0.5835455290103713,0.5742915117491306,0.5791963959929189,0.004904884243788321,-3.3073631649990776e-06,0.009945100179653776,0.000274307599976778,-0.0024966449448067807
dk,rushing,RB,rush_run_grade,901,93,0.05917828467141311,0.059896662891233736,0.06002618966027964,0.0008479049888665269,0.0001295267690459012,-0.0011292962630552053,0.0018524771757228659,0.5835455290103713,0.5751063426249764,0.5614994571828948,-0.013606885442081551,-0.0006895867402427272,0.013358526403383086,0.0015673590452895403,-0.0221034487098401
dk,rushing,RB,rush_first_downs_per_attempt,901,93,0.05917828467141311,0.059896662891233736,0.06002875748623229,0.0008504728148191823,0.00013209459499855664,5.547144158507717e-05,0.00023922627136174494,0.5835455290103713,0.5751063426249764,0.5726695799496921,-0.002436762675284254,0.00014448148412420786,-0.0026521080891954707,0.00011035124833763676,-0.0016728917199875792
dk,receiving,RB,rec_yprr,901,93,0.05917828467141311,0.06017984357988222,0.06034635620514185,0.0011680715337287415,0.0001665126252596294,-0.0007863068423819497,0.0012706441280670628,0.5835455290103713,0.5742915117491306,0.5858968394764087,0.01160532772727807,-0.0006005565430981519,0.02579845478737497,0.001512988780114008,-0.021716459467600535
dk,receiving,RB,rec_wide_rate,901,93,0.05917828467141311,0.06017984357988222,0.06035239573978735,0.0011741110683742423,0.00017255215990513023,-0.00018383922289328446,0.0007139838202272768,0.5835455290103713,0.5742915117491306,0.5734183922920443,-0.0008731194570863465,0.00017227671064037192,-0.004048216304157526,0.00017303567023535527,-8.69282735310728e-06
dk,receiving,RB,rec_route_grade,901,93,0.05917828467141311,0.06017984357988222,0.06040135562355516,0.0012230709521420524,0.00022151204367294036,-0.0009905943470559645,0.001693949969398042,0.5835455290103713,0.5742915117491306,0.5866503385052048,0.012358826756074137,-0.0006420412127058558,0.03142756613650466,0.0017373517047170467,-0.00099061142094109
dk,rushing,RB,rush_breakaway_yards_per_attempt,901,93,0.05917828467141311,0.059896662891233736,0.0601347308161264,0.0009564461447132896,0.00023806792489266398,2.2893378244260365e-05,0.00047488277173956135,0.5835455290103713,0.5751063426249764,0.5646957177725515,-0.010410624852424943,0.00032717248033361374,-0.005282982490068089,8.165809362936649e-05,-0.007495837954609452
dk,receiving,RB,rec_mtf_per_reception,901,93,0.05917828467141311,0.0602542876973366,0.06064622155169951,0.0014679368802864023,0.00039193385436291084,-0.0006180340016194851,0.0013791352298252605,0.5835455290103713,0.57405606322856,0.5707316939950935,-0.003324369233466462,0.0004281300317192649,-0.006646526124478469,0.0003283968335600074,-0.009855037877009754
dk,receiving,RB,rec_adot,901,93,0.05917828467141311,0.060236378606765166,0.06064907802672165,0.0014707933553085376,0.0004126994199564818,-0.00034437223250411916,0.0013769796770624271,0.5835455290103713,0.5739048354206222,0.5661282383941607,-0.007776597026461496,0.00012571376645673787,-0.00496500648605136,0.0009164601695248187,-0.016101436751939147
dk,rushing,RB,rush_breakaway_percent,901,93,0.05917828467141311,0.059896662891233736,0.06030961193884511,0.0011313272674320016,0.0004129490476113759,0.00010289742112907556,0.0007569991517269333,0.5835455290103713,0.5751063426249764,0.5617889695078009,-0.013317373117175513,0.0006250334133907146,-0.01553140661805441,4.0666399423849864e-05,-0.0019616096787573034
dk,rushing,RB,rush_elusive_rating,901,93,0.05917828467141311,0.059896662891233736,0.060320010953156644,0.001141726281743534,0.00042334806192290825,-0.001662320462509009,0.002010159628052866,0.5835455290103713,0.5751063426249764,0.5574678439218095,-0.017638498703166916,-0.000658417313240657,-0.007802846101228833,0.0023222267326993423,-0.029072152185157463
dk,receiving,RB,rec_slot_rate,901,93,0.05917828467141311,0.06017984357988222,0.06069868588360084,0.0015204012121877303,0.0005188423037186182,0.00014048183432860002,0.0010657706715944768,0.5835455290103713,0.5742915117491306,0.5675998362392031,-0.006691675509927553,0.0006248836233542429,-0.006129915437067313,0.0003327024949393159,-0.00970972532516795
dk,rushing,RB,rush_mtf_per_attempt,901,93,0.05917828467141311,0.059896662891233736,0.06046681666459262,0.0012885319931795064,0.0005701537733588807,-0.0008038274923924261,0.0018606222798222551,0.5835455290103713,0.5751063426249764,0.5615405513631337,-0.013565791261842652,-0.0001459059160109008,0.0030127447191470313,0.0018270903534758909,-0.021896508675269655
dk,rushing,RB,rush_gap_share,901,93,0.05917828467141311,0.059896662891233736,0.0610999692127885,0.0019216845413753889,0.0012033063215547632,-0.0005595533783337842,0.0033119278861123494,0.5835455290103713,0.5751063426249764,0.5587750025376912,-0.016331340087285207,0.001912885058378208,-0.01014041185682324,-4.225390760929926e-05,-0.014639376684100536
dk,rushing,RB,rush_zone_share,901,93,0.05917828467141311,0.059896662891233736,0.061239660378031746,0.002061375706618636,0.0013429974867980102,-0.0005802506620325585,0.003572054692041822,0.5835455290103713,0.5751063426249764,0.5541517310736741,-0.020954611551302293,0.0018964646544340422,-0.01563691874985429,0.0003714679631800083,-0.021458244492868872
dk,receiving,TE,rec_yac_per_route,715,75,0.054369618946698714,0.0548382339617592,0.05296876522138866,-0.0014008537253100556,-0.0018694687403705418,-0.004255827142696769,0.0007959240806526825,0.697448510413006,0.6916854356138724,0.7074491013833057,0.015763665769433333,-0.0003782104517211435,0.0021023814208749325,-0.004341963895529016,0.031614453072686954
dk,receiving,TE,rec_mtf_per_reception,715,75,0.054369618946698714,0.054731292254123806,0.05347266071569103,-0.0008969582310076815,-0.0012586315384327737,-0.0024299033966191626,-0.00023537000335731325,0.697448510413006,0.6932025614091131,0.7004699015026669,0.007267340093553787,-0.00039426768262774275,-0.005309394027189551,-0.002691740384860447,0.019345390269924545
dk,receiving,TE,rec_wide_rate,715,75,0.054369618946698714,0.0548382339617592,0.053875958612972855,-0.0004936603337258594,-0.0009622753487863456,-0.002618791008430742,0.0005475177088028029,0.697448510413006,0.6916854356138724,0.7057521091564088,0.014066673542536434,-0.0015173260975712144,0.024812816987157205,-4.200533407242024e-05,0.0012924369257597546
dk,receiving,TE,rec_yards_per_target,715,75,0.054369618946698714,0.05479897794518681,0.054464329280086494,9.471033338778051e-05,-0.000334648665100315,-0.0017309209255029299,0.0011347881092980492,0.697448510413006,0.6924103966004257,0.6974152606201192,0.005004864019693467,0.0005570643965275013,-0.00519602037365674,-0.0018131022914423395,0.01705618731926839
dk,receiving,TE,rec_yprr,715,75,0.054369618946698714,0.0548382339617592,0.05459320836152405,0.000223589414825337,-0.0002450256002351492,-0.0015670210022675976,0.0012435072426843733,0.697448510413006,0.6916854356138724,0.6953430139743918,0.003657578360519387,0.00013036492250766835,-0.0027052944952253855,-0.0008674202959351451,0.0010858948483396524
dk,receiving,TE,rec_targets_per_route,715,75,0.054369618946698714,0.0548382339617592,0.05487491588914832,0.0005052969424496068,3.668192738912057e-05,-0.0005464669356393375,0.0007210264243363276,0.697448510413006,0.6916854356138724,0.6907725632839804,-0.0009128723298920116,-0.00044780731914719624,0.004111108942086994,0.0008399614959957863,-0.020509282727057765
dk,receiving,TE,rec_route_rate,715,75,0.054369618946698714,0.0548382339617592,0.05500286691941287,0.0006332479727141557,0.00016463295765366953,-0.00028119167344632645,0.0006180267039065962,0.697448510413006,0.6916854356138724,0.687432596915374,-0.004252838698498462,2.6462474882846254e-05,-0.008845831599760157,0.00039371859079786325,-0.0014172728883458108
dk,receiving,TE,rec_targeted_qb_rating,715,75,0.054369618946698714,0.05479897794518681,0.05497117442355488,0.0006015554768561693,0.00017219647836807378,-0.000938594783339989,0.0013721428263361005,0.697448510413006,0.6924103966004257,0.6914243233929671,-0.000986073207458582,0.000934291459664012,-0.009033866078883679,-0.00109135133448688,0.006919733222567892
dk,receiving,TE,rec_adot,715,75,0.054369618946698714,0.05479897794518681,0.055191843112740696,0.0008222241660419821,0.0003928651675538866,-9.885867317955052e-05,0.0008489081730529955,0.697448510413006,0.6924103966004257,0.6847264517708236,-0.007683944829602107,0.0004520144226447531,-0.009689411751179322,0.0002947961423846665,-0.006801968978748296
dk,receiving,TE,rec_first_downs_per_route,715,75,0.054369618946698714,0.0548382339617592,0.05530681815325913,0.0009371992065604143,0.0004685841914999281,-0.00021152324741913038,0.0010889854264366694,0.697448510413006,0.6916854356138724,0.6906124723549547,-0.001072963258917703,0.00023868158702835401,-0.0017993491060100952,0.0008497610004007464,-0.009386408903339305
dk,receiving,TE,rec_route_grade,715,75,0.054369618946698714,0.0548382339617592,0.05531512911206379,0.0009455101653650794,0.0004768951503045932,-0.00041249554223115963,0.001421199871984682,0.697448510413006,0.6916854356138724,0.6901864386250075,-0.001498996988864909,0.0004440596771962263,-0.005722694697134045,0.0005313361205883313,-0.00014326199076009072
dk,receiving,TE,rec_slot_rate,715,75,0.054369618946698714,0.0548382339617592,0.055332023176981236,0.0009624042302825223,0.0004937892152220361,-0.00018440735429297024,0.0011718223577914459,0.697448510413006,0.6916854356138724,0.6844134322346861,-0.00727200337918632,0.00014593616805130827,-0.002520961974417202,0.0010705269811631044,-0.019209386268095652
dk,receiving,TE,rec_touchdowns_per_route,715,75,0.054369618946698714,0.0548382339617592,0.05538057353273712,0.0010109545860384067,0.0005423395709779205,-0.00023592368345507956,0.0014039233432708658,0.697448510413006,0.6916854356138724,0.6856963907697622,-0.005989044844110225,0.0009160221008147826,-0.011866576058763734,-7.722328518284388e-05,-0.0046640976598218975
dk,receiving,WR,rec_first_downs_per_route,1335,138,0.055651633039164206,0.055788153379012904,0.054443146635156994,-0.0012084864040072113,-0.0013450067438559102,-0.003214853843237969,0.0006855483449675153,0.6323804614910672,0.6310300937236826,0.6382723297623785,0.007242236038695893,-0.002097668819145866,0.018134303921778283,-0.0001235944173539616,-0.008603735641246835
dk,receiving,WR,rec_route_grade,1335,138,0.055651633039164206,0.055788153379012904,0.05525925662463912,-0.0003923764145250877,-0.0005288967543737866,-0.002174037269111076,0.0014971200400243946,0.6323804614910672,0.6310300937236826,0.6358664765136305,0.004836382789947913,-0.0012048087431487317,0.009676914389744384,0.0005679663158189713,-0.0022609442832562943
dk,receiving,WR,rec_targets_per_route,1335,138,0.055651633039164206,0.055788153379012904,0.05546113162847035,-0.00019050141069385657,-0.00032702175054255544,-0.0015774400763622512,0.0009796325085941562,0.6323804614910672,0.6310300937236826,0.6266312986316674,-0.004398795092015129,-7.930458088834663e-05,0.00635042508393191,-0.0007290146427515534,-0.00995844679279878
dk,receiving,WR,rec_yprr,1335,138,0.055651633039164206,0.055788153379012904,0.0555020095801792,-0.0001496234589850043,-0.00028614379883370317,-0.0024199171931400397,0.0018434050075663954,0.6323804614910672,0.6310300937236826,0.6289773540076057,-0.00205273971607689,-0.0011250480495102883,0.01866195738144938,0.0010752214488261372,-0.025817254647636845
dk,receiving,WR,rec_yac_per_route,1335,138,0.055651633039164206,0.055788153379012904,0.055738454130716236,8.682109155203066e-05,-4.969924829666822e-05,-0.0011948031348117528,0.0011738663440474346,0.6323804614910672,0.6310300937236826,0.6244298917188623,-0.006600202004820255,-0.0001343783816521102,-0.007022691847655249,8.771718422118796e-05,-0.005792278269272089
dk,receiving,WR,rec_touchdowns_per_route,1335,138,0.055651633039164206,0.055788153379012904,0.05584289491876612,0.0001912618796019172,5.474153975321833e-05,-0.0003696116296346997,0.0005282296048497602,0.6323804614910672,0.6310300937236826,0.6267509880816302,-0.004279105642052361,-0.00019616419004662294,0.00408682345488709,0.00046190879479187513,-0.010666576446567655
dk,receiving,WR,rec_yards_per_target,1335,138,0.055651633039164206,0.05575236507995383,0.055933349044898176,0.00028171600573397015,0.00018098396494434232,-0.00043829938406408117,0.0007574570954287671,0.6323804614910672,0.6316857086415445,0.624882622936237,-0.006803085705307521,-0.0001949922631520884,0.0050724503183914305,0.0007911143468846832,-0.016773438216801773
dk,receiving,WR,rec_targeted_qb_rating,1335,138,0.055651633039164206,0.05575236507995383,0.055951215896481055,0.0002995828573168491,0.00019885081652722125,-0.0009935570440849693,0.0014213661311538218,0.6323804614910672,0.6316857086415445,0.6297211763447819,-0.0019645322967626333,-0.0005286562295099204,0.005201893111192235,0.0013794418185442692,-0.014731803379740338
dk,receiving,WR,rec_wide_rate,1335,138,0.055651633039164206,0.055788153379012904,0.0560146217651515,0.0003629887259872927,0.00022646838613859382,-9.706260919620772e-05,0.0006119000885555369,0.6323804614910672,0.6310300937236826,0.6271002328175421,-0.003929860906140448,0.00036407639791847385,-0.003795106645582247,3.1595104408033148e-06,-0.0012393846192004787
dk,receiving,WR,rec_slot_rate,1335,138,0.055651633039164206,0.055788153379012904,0.05603298189968743,0.0003813488605232257,0.0002448285206745268,-8.997136806764882e-05,0.0006428482043800016,0.6323804614910672,0.6310300937236826,0.6267733094936796,-0.004256784230002975,0.0003897003632583468,-0.004878493755142821,9.73197455616387e-06,-0.0010012134862058542
dk,receiving,WR,rec_route_rate,1335,138,0.055651633039164206,0.055788153379012904,0.05628505163081428,0.0006334185916500729,0.000496898251801374,9.31913569034886e-06,0.0011084358616835668,0.6323804614910672,0.6310300937236826,0.624576438105097,-0.006453655618585574,0.0008197565879884822,-0.007286367810437566,-2.7032957806795432e-05,-0.001761170304452997
dk,receiving,WR,rec_mtf_per_reception,1335,138,0.055651633039164206,0.05571066614456857,0.05643457167282233,0.0007829386336581229,0.0007239055282537571,1.5278045839757048e-05,0.0016567725191084686,0.6323804614910672,0.6314522526064902,0.6208485763613238,-0.010603676245166338,0.0011303362814378479,-0.014384736174524182,6.435385412786876e-05,0.0014604926760184433
dk,receiving,WR,rec_adot,1335,138,0.055651633039164206,0.05575236507995383,0.056767951679912686,0.0011163186407484801,0.0010155865999588523,-0.00010835809461842855,0.0027225417117210126,0.6323804614910672,0.6316857086415445,0.6151828323577695,-0.016502876283775003,0.0017894479912985845,-0.029492213916738508,-0.00024022776005418883,0.002909819968284655
