league,domain,position,candidate,rows_ppg,seasons,production_rmse,opportunity_control_rmse,candidate_rmse,candidate_delta_vs_production,candidate_delta_vs_opportunity_control,mean_season_delta_vs_control,season_wins_vs_control,season_bootstrap_low,season_bootstrap_high,development_2018_2022_delta_vs_control,temporal_2023_2025_delta_vs_control,q90_rows,q90_rmse_delta_vs_control,rows_upside,events,base_brier,opportunity_control_brier,candidate_brier,candidate_brier_delta_vs_base,candidate_brier_delta_vs_opportunity_control,candidate_brier_bootstrap_low,candidate_brier_bootstrap_high,base_average_precision,control_average_precision,candidate_average_precision,candidate_ap_delta_vs_control,development_2018_2022_brier_delta_vs_control,development_2018_2022_ap_delta_vs_control,temporal_2023_2025_brier_delta_vs_control,temporal_2023_2025_ap_delta_vs_control,consecutive_pairs,year_to_year_spearman,most_redundant_existing_feature,max_existing_spearman,residual_spearman,residual_qvalue,volume_adjusted_rank_corr,volume_adjusted_qvalue
beta,receiving,RB,rec_yprr,901,8,3.287746510328968,3.307627322444346,3.306147731441356,0.01840122111238829,-0.0014795910029898884,-0.00025104673635323316,6,-0.012339400948768064,0.016343490020292506,0.0024135412397936484,-0.008164008567408398,93,-0.006115123183487725,901,93,0.06191591421868349,0.0628717758950564,0.06316535203063582,0.0012494378119523308,0.0002935761355794264,-0.0009202429678229766,0.0013126446728494402,0.5422351365305883,0.5277908530845701,0.5262322999146704,-0.0015585531698997235,0.00014730662122889454,-0.00256045074646305,0.0005503305736136999,0.0045003065465551995,773,0.4022891057349213,projected_receiving_point_share,0.4616363018933093,0.024924995998462443,0.7745012887398603,0.021801159642242978,0.8342990897234515
beta,receiving,RB,rec_first_downs_per_route,901,8,3.287746510328968,3.307627322444346,3.3062089931248972,0.018462482795929436,-0.0014183293194487412,-0.00045610963651665504,4,-0.013014357144256772,0.013047109335503015,0.0010259781433887838,-0.005612752663707532,93,-0.038514859247803734,901,93,0.06191591421868349,0.0628717758950564,0.06315445444031006,0.0012385402216265745,0.0002826785452536701,-0.000837975131805824,0.0012904601389905417,0.5422351365305883,0.5277908530845701,0.5284241701881147,0.0006333171035446394,0.0003109766154862012,0.0004196091615331632,0.0002330054800748771,0.006854244358514394,773,0.3895676028973726,projected_receiving_point_share,0.47017558568464285,0.00546894924040475,0.9035935809622794,0.0017112450583367756,0.9697679047171947
beta,rushing,RB,rush_ypa,901,8,3.287746510328968,3.305702416422828,3.304305237103209,0.016558726774241084,-0.001397179319619024,-0.0013138974315155538,4,-0.004477705074519556,0.00163344106884461,-0.0027690847475412284,0.0009679012260406239,93,-0.06581237379077809,901,93,0.06191591421868349,0.06267167726677686,0.06251439720940176,0.0005984829907182687,-0.00015728005737510042,-0.0005701358770545985,0.0003760464105351724,0.5422351365305883,0.5308045431605386,0.5300807480572043,-0.0007237951033343126,-0.00018619817421981072,0.004171282090437378,-0.00010651859233272443,-0.005359422214593512,854,0.15650761941248073,adp_log,-0.3570438914202865,0.1023216517303673,0.24839276107768296,0.094483557520258,0.3125302502354079
beta,receiving,WR,rec_first_downs_per_route,1335,8,2.7120961681560374,2.7341564501148126,2.7333758349015294,0.021279666745491976,-0.0007806152132832089,-0.0006472825096594526,4,-0.006975845790875956,0.004410544088351152,0.0007061402872721168,-0.003245720356423565,138,-0.01707711708940618,1335,138,0.05554415844537307,0.05561419092897746,0.054936715110666855,-0.0006074433347062133,-0.0006774758183106036,-0.003084235514300621,0.0015837922769249065,0.6338542390624072,0.6330612658182779,0.6314626427802164,-0.0015986230380615751,-0.000796483301668198,-0.0025477090634408173,-0.0004843516901114203,0.0005498765028053576,1802,0.5254194103996905,prior_year_ppg,0.7942929365802367,0.053076827324429754,0.296581065497796,0.02657263132195578,0.9124040158079542
beta,receiving,WR,rec_targets_per_route,1335,8,2.7120961681560374,2.7341564501148126,2.734067840475354,0.021971672319316404,-8.860963945878098e-05,4.009219585049406e-05,5,-0.008068099623336544,0.009301402611024079,-0.0014250005621248008,0.0021240135906288593,138,-0.03454659858181053,1335,138,0.05554415844537307,0.05561419092897746,0.05566815984481745,0.00012400139944437893,5.396891583998864e-05,-0.0014242169408029224,0.001651930173603426,0.6338542390624072,0.6330612658182779,0.6303673529298235,-0.0026939128884544417,0.000252367564269787,-0.006870270170077242,-0.0002679903839694839,-0.0016299199728354585,1802,0.5876773424673849,prior_year_ppg,0.7584461662449372,0.03854908241951265,0.3583099316386181,0.012164688558067276,0.9124040158079542
beta,receiving,TE,rec_slot_rate,715,8,2.025664304485978,2.0148676273324813,2.0150308296314665,-0.010633474854511604,0.0001632022989852544,0.00020406239052123132,4,-0.001022774075847388,0.00150187050587125,0.00035899782040216266,-0.00017069953103843183,75,-0.021295180134983216,715,75,0.05714583309174471,0.056713866002778446,0.05711041948948637,-3.541360225833845e-05,0.00039655348670792484,-0.00029153311583178537,0.0011119346468051816,0.6703179935630824,0.6739128388753747,0.6661672933038347,-0.007745545571539947,-0.00014838616252264847,0.0006033784640807616,0.0013000593735363261,-0.02063825395860719,832,0.6855722750125858,proj_targets,0.5562422107263154,0.008525999859999453,0.9627974614004418,-0.0114231542936177,0.9438957803890786
beta,receiving,RB,rec_route_grade,901,8,3.287746510328968,3.307627322444346,3.3077989367414946,0.020052426412526803,0.00017161429714862564,0.0017598694507117152,5,-0.021011505741699854,0.027267685029202293,-0.0007072551991527121,0.0016776644780471806,93,-0.03364677958747553,901,93,0.06191591421868349,0.0628717758950564,0.06319169728646111,0.0012757830677776194,0.000319921391404715,-0.0011978816361638046,0.0017690115563137817,0.5422351365305883,0.5277908530845701,0.5381521381333374,0.010361285048767321,-0.00010117307922319352,0.018181109487553693,0.0010590902786842965,0.005861355372599353,773,0.32737425985295937,projected_rush_point_share,-0.37231032066137293,0.03197290730312855,0.7203223083913588,0.02695613292457722,0.8256484428614037
beta,receiving,TE,rec_targets_per_route,715,8,2.025664304485978,2.0148676273324813,2.0150571583740815,-0.010607146111896615,0.0001895310416002438,3.304747002630393e-05,5,-0.0020140323740778223,0.002347965532999957,-9.819884569406412e-05,0.0006801607378905672,75,-0.016262492505078274,715,75,0.05714583309174471,0.056713866002778446,0.056652341608959635,-0.0004934914827850745,-6.15243938188112e-05,-0.0009629682355450872,0.0008949900405406021,0.6703179935630824,0.6739128388753747,0.6701073901848522,-0.0038054486905224616,-0.0007440832087154403,0.005863009084960957,0.0010701530464930914,-0.024269192332933454,832,0.517362657236891,prior_year_ppg,0.686816145962651,0.017439147598438138,0.9627974614004418,0.0007874232699087897,0.9859731971732781
beta,receiving,TE,rec_first_downs_per_route,715,8,2.025664304485978,2.0148676273324813,2.015129880952659,-0.010534423533318904,0.0002622536201779546,0.0004001638030951826,3,-0.003449832411931692,0.0039696744789865495,-0.001612010552531018,0.0034545320546413016,75,-0.021669648460911795,715,75,0.05714583309174471,0.056713866002778446,0.05713655755157228,-9.275540172430652e-06,0.00042269154879383264,-0.0007433685244150553,0.0016952568900230316,0.6703179935630824,0.6739128388753747,0.6643634168602711,-0.00954942201510356,3.650589714989522e-05,-0.007659195993807155,0.0010629844879507175,-0.013512640742184612,832,0.449523967440421,prior_year_ppg,0.6891155610750471,-0.002089088328193949,0.9627974614004418,-0.01759557835807728,0.9027219131418205
beta,rushing,RB,rush_zone_share,901,8,3.287746510328968,3.305702416422828,3.3060561394690953,0.01830962914012746,0.0003537230462673513,0.0004973511577930356,4,-0.0015547485444217801,0.0029065625938033465,0.0001851667265668766,0.0006445004695825318,93,0.00039164405586955553,901,93,0.06191591421868349,0.06267167726677686,0.06454814585568852,0.002632231637005031,0.0018764685889116617,-0.0003243611721934278,0.004405429617105369,0.5422351365305883,0.5308045431605386,0.5061065176399066,-0.02469802552063205,0.0027617898286345713,-0.03460285354677073,0.0003224184616916065,-0.01588201345312057,854,0.7494947728705241,proj_targets,0.13367424841888798,0.006539562835316187,0.9035935809622794,0.0028580422656791175,0.9697679047171947
beta,receiving,RB,rec_targeted_qb_rating,901,8,3.287746510328968,3.310960990363034,3.31133320960833,0.0235866992793623,0.0003722192452961792,0.00024332854713599028,3,-0.008145496245036674,0.008363092397122074,-0.00342601589919056,0.006881876517496277,93,0.02113783537227132,901,93,0.06191591421868349,0.06295338748473811,0.06274250692846121,0.0008265927097777237,-0.00021088055627689617,-0.0012655577942574615,0.0011344429161159147,0.5422351365305883,0.5285205680484525,0.534840530518495,0.006319962470042517,-0.0009498619898763647,0.017331496106672395,0.00108629174612708,-0.002054674115870514,773,0.08231556562523742,prior_year_ppg,0.19851408790493186,0.049956882224607306,0.5571262838698819,0.051359510372336596,0.6394147509585526
beta,receiving,WR,rec_route_grade,1335,8,2.7120961681560374,2.7341564501148126,2.7349493304922174,0.022853162336180066,0.0007928803774048809,0.0009895022668696685,3,-0.003815760829146475,0.00482286360340356,0.0013566894452932132,-0.00014136075373416546,138,0.013689009893762538,1335,138,0.05554415844537307,0.05561419092897746,0.05575084499346184,0.00020668654808877335,0.00013665406448438305,-0.0023382517600336627,0.003207106657292957,0.6338542390624072,0.6330612658182779,0.6302536594120789,-0.002807606406199037,0.00036230542023558965,-0.01679121048828569,-0.00022953065034961306,0.007675594012500286,1802,0.5380027743329998,prior_year_ppg,0.8317164472058403,0.05303683978426736,0.296581065497796,0.02121289877605825,0.9124040158079542
beta,receiving,TE,rec_targeted_qb_rating,715,8,2.025664304485978,2.013484719142508,2.014357274814946,-0.011307029671032254,0.0008725556724380468,0.0008927791755684866,3,-7.212181633478587e-05,0.0021148789873792484,0.0008194850304223955,0.0009633114412337385,75,-0.0020480618281228935,715,75,0.05714583309174471,0.05654497106558669,0.056901790556961714,-0.00024404253478299553,0.0003568194913750253,-0.0005924640301366825,0.001353581910764429,0.6703179935630824,0.6734909869999859,0.6708504315323139,-0.0026405554676719456,0.0010085704548930888,-0.010365826798041211,-0.0007237787604058507,0.011033801471660554,832,0.11809954667928568,prior_year_ppg,0.23190707944856875,-0.03772164751256605,0.7419274754024657,-0.03661694395696998,0.7796129033745217
beta,receiving,TE,rec_route_rate,715,8,2.025664304485978,2.0148676273324813,2.0160889477696995,-0.009575356716278627,0.0012213204372182318,0.0012366396154861181,3,-0.0013170921410991846,0.0046778403764138055,0.0017175085397442835,0.00037518367393296614,75,-0.01721362094828205,715,75,0.05714583309174471,0.056713866002778446,0.05675306556012307,-0.0003927675316216378,3.919955734462549e-05,-0.0006542885284664434,0.000882481519710789,0.6703179935630824,0.6739128388753747,0.6699419854525955,-0.0039708534227791414,-4.9552874061893626e-05,-0.004337256939660139,0.0001863504287472617,-0.0030226708693144033,832,0.7264075594690395,proj_targets,0.6078673236541706,-0.01599411700531065,0.9627974614004418,-0.04175870770080392,0.7796129033745217
beta,rushing,RB,rush_gap_share,901,8,3.287746510328968,3.305702416422828,3.3070325047170677,0.01928599438809986,0.0013300882942397507,0.0013507944516003012,3,5.319354097784725e-05,0.0027177721829690226,0.0013860531779417151,0.0012336727393309488,93,0.004828248349889819,901,93,0.06191591421868349,0.06267167726677686,0.06431303444377895,0.0023971202250954587,0.0016413571770020896,-0.00023550262399858008,0.003942344248638248,0.5422351365305883,0.5308045431605386,0.5127913301383968,-0.01801321302214176,0.0025475185806309794,-0.021429748278876115,5.072523301739851e-05,-0.011642264200542096,854,0.728910517430681,proj_targets,-0.17546919390071455,-0.011050165971055183,0.9035935809622794,-0.011476707961661926,0.9094669772124465
beta,receiving,RB,rec_mtf_per_reception,901,8,3.287746510328968,3.3102689834848866,3.311656433366128,0.02390992303716022,0.0013874498812413982,0.0018775483144441996,4,-0.010810346636622725,0.014252103156051861,-0.003695723027677289,0.010092168199283602,93,-0.027273858017784036,901,93,0.06191591421868349,0.06299555068143375,0.06328425037064389,0.0013683361519604004,0.0002886996892101368,-0.0006063477592972786,0.0012310878475230217,0.5422351365305883,0.5310112154132172,0.5300771495539075,-0.0009340658593096629,0.00019782015593469704,-0.007638598165319976,0.0004482252308006668,0.007727708503102448,773,0.25850287075435296,proj_rush_attempts,0.23656734381517389,0.09442755833035076,0.28866100291653446,0.09296946823561918,0.3125302502354079
beta,rushing,RB,rush_mtf_per_attempt,901,8,3.287746510328968,3.305702416422828,3.307199956449786,0.019453446120818008,0.0014975400269578998,0.001485867769542848,3,-0.0033556902697083335,0.006907747095236394,0.005600193322385039,-0.005591461801909947,93,-0.02330550195241443,901,93,0.06191591421868349,0.06267167726677686,0.06331717535123388,0.0014012611325503882,0.0006454980844570191,-0.0006103732148102311,0.0018673448817945536,0.5422351365305883,0.5308045431605386,0.5300954371218713,-0.000709106038667251,-8.348269836687405e-05,0.008729234088579285,0.0019251157277013903,-0.023485779791630745,854,0.5177069626497263,adp_log,-0.22145758222734765,0.029194826372642122,0.7203223083913588,0.0194767405808465,0.8342990897234515
beta,receiving,WR,rec_yprr,1335,8,2.7120961681560374,2.7341564501148126,2.7357786321378565,0.02368246398181917,0.0016221820230439832,0.0017682528969359401,1,-0.00451939859557926,0.0074431454783794315,0.00180309044619964,0.0013226545889986063,138,-0.005863366136519943,1335,138,0.05554415844537307,0.05561419092897746,0.05582531627991038,0.0002811578345373114,0.00021112535093292112,-0.002988557303420649,0.003167660956059898,0.6338542390624072,0.6330612658182779,0.6287412550515405,-0.004320010766737381,0.0001444906133413401,-0.006432336639202507,0.0003192595223487221,-0.014946422372448032,1802,0.5035089860986148,prior_year_ppg,0.8110926022120942,0.038490171945241514,0.3583099316386181,0.011816262603059152,0.9124040158079542
beta,rushing,RB,rush_explosive_per_attempt,901,8,3.287746510328968,3.305702416422828,3.3075090560452582,0.019762545716290436,0.0018066396224303283,0.0012145953434111179,5,-0.006308488301184537,0.01077168292734857,0.0032800024725165855,-0.0007363274258556096,93,-0.024217074542441708,901,93,0.06191591421868349,0.06267167726677686,0.06264014655013588,0.0007242323314523846,-3.15307166409845e-05,-0.00019563585801583963,0.00011925461498877427,0.5422351365305883,0.5308045431605386,0.537231116843354,0.006426573682815406,-8.619723895304104e-05,0.00958747789066261,6.442825524621831e-05,-8.071902209733084e-05,854,0.20498435058493997,adp_log,-0.29483140168768274,0.11048618960148224,0.24839276107768296,0.10644915154895185,0.3125302502354079
beta,receiving,WR,rec_targeted_qb_rating,1335,8,2.7120961681560374,2.732515617745943,2.7343826075949513,0.022286439438913952,0.0018669898490082382,0.0018163559289316455,4,-0.003772905352941891,0.007711114141251141,0.002484938136662951,0.0008440478947253638,138,-0.023299347017158745,1335,138,0.05554415844537307,0.0555904656715809,0.055814567495426765,0.00027040905005369653,0.0002241018238458639,-0.0012487087100904832,0.0020258460325000387,0.6338542390624072,0.6335425720038573,0.6320397272254428,-0.0015028447784145582,0.0001599383659095649,-0.005668499540856908,0.0003282256278839407,-0.004892365161030088,1802,0.23932381829525187,prior_year_ppg,0.4413016838032228,0.0744565380565983,0.22969456752857087,0.06137553707408599,0.657885564812893
beta,receiving,WR,rec_yac_per_route,1335,8,2.7120961681560374,2.7341564501148126,2.736181249818498,0.024085081662460706,0.0020247997036855203,0.002284004990692534,5,-0.008231011349217165,0.012517985940964926,-0.002610681419384253,0.00968750274605501,138,-0.09981101035166873,1335,138,0.05554415844537307,0.05561419092897746,0.05576968551914352,0.00022552707377045123,0.00015549459016606093,-0.0015777187322787056,0.001928240678568028,0.6338542390624072,0.6330612658182779,0.6215826387478813,-0.011478627070396596,0.0001288712175338269,-0.022078089381326826,0.00019869872728633942,-0.005110632548801397,1802,0.49910323371007803,prior_year_ppg,0.5677802521456836,0.0611090226561034,0.296581065497796,0.045082991697400335,0.8171960568658898
beta,receiving,RB,rec_touchdowns_per_route,901,8,3.287746510328968,3.307627322444346,3.309699991774325,0.021953481445357248,0.002072669329979071,0.0020876944162724342,4,-0.003042148854807525,0.008030749547500604,0.003373764742143237,-0.00015851556639789877,93,0.0024449631543133066,901,93,0.06191591421868349,0.0628717758950564,0.06329387668794632,0.0013779624692628334,0.00042210079288992897,-0.00024647584004128665,0.0011098294580200695,0.5422351365305883,0.5277908530845701,0.5290058172471466,0.0012149641625764929,0.0005081566663394863,0.006450623262158284,0.0002710424706879183,-0.007295696765422688,773,0.17533323796554895,proj_targets,0.2741300821660368,0.016326302007191755,0.8611752052422705,0.009385665358336041,0.9112686154573804
beta,receiving,TE,rec_touchdowns_per_route,715,8,2.025664304485978,2.0148676273324813,2.0172409650526966,-0.008423339433281551,0.002373337720215307,0.0028629286924014286,4,-0.003148866974841185,0.009771357371774122,0.0025927788507726923,0.0019996641763755374,75,0.01580211838746859,715,75,0.05714583309174471,0.056713866002778446,0.05711182682395915,-3.4006267785560707e-05,0.0003979608211807026,-0.0002395349197083371,0.001139981394359063,0.6703179935630824,0.6739128388753747,0.6656153112987439,-0.008297527576630825,0.0008666274610054994,-0.017608049995474384,-0.0003790849831384474,0.0013284535708237843,832,0.16850712977941043,prior_year_ppg,0.4197201368403087,0.0022126496172084464,0.9627974614004418,-0.002166863402982194,0.9859731971732781
beta,receiving,RB,rec_adot,901,8,3.287746510328968,3.310960990363034,3.313367844179783,0.02562133385081511,0.0024068538167489884,0.002144930305870929,3,-0.0030702242506063238,0.007053401835393653,0.0021056797266543192,0.002924143958290326,93,-0.04350815960174792,901,93,0.06191591421868349,0.06295338748473811,0.06351718189061735,0.0016012676719338592,0.0005637944058792393,-0.0005470416599029347,0.0019581659121272895,0.5422351365305883,0.5285205680484525,0.5220448691365709,-0.0064756989118816,2.5801419302473594e-07,-0.005114716741798753,0.0015529989588697196,-0.02099614772062175,773,0.4255846207526776,projected_rush_point_share,-0.39504039291279547,-0.07319841238932671,0.40391284523866056,-0.07026112621457936,0.5723013996693276
beta,rushing,RB,rush_first_downs_per_attempt,901,8,3.287746510328968,3.305702416422828,3.3081347443096916,0.020388233980723758,0.00243232788686365,0.0022729076499717893,3,-0.003162463749608142,0.008578380841427147,-0.00018851516376283683,0.0069487737763229696,93,0.020989497624397835,901,93,0.06191591421868349,0.06267167726677686,0.06286654146586547,0.0009506272471819788,0.00019486419908860964,5.1656041776186834e-05,0.00036784846193755363,0.5422351365305883,0.5308045431605386,0.5265150022837297,-0.004289540876808884,0.0001589279144094749,-0.007846568814685817,0.00025794501684343885,-0.004558370334821815,854,0.25870839586798794,prior_year_ppg,0.2594080397752724,0.04576903847726891,0.5571262838698819,0.03958950923333518,0.6627210356938338
beta,receiving,WR,rec_slot_rate,1335,8,2.7120961681560374,2.7341564501148126,2.7368047960744515,0.024708627918414106,0.0026483459596389203,0.002499168255816142,3,3.615506517917755e-05,0.0064215475166296,0.003440000358488682,0.001336639307411236,138,-0.005058181325244604,1335,138,0.05554415844537307,0.05561419092897746,0.05583536969668086,0.00029121125130779357,0.00022117876770340328,-0.00028697734628328395,0.0008726049293012395,0.6338542390624072,0.6330612658182779,0.6299914715176442,-0.003069794300633699,0.00036110774413258134,-0.0016437638685562472,-5.896545716040091e-06,-0.00308807877410866,1802,0.686672303012976,projected_receiving_point_share,-0.22179686229344017,0.004671799428452215,0.95531002039889,0.006255658849191579,0.9124040158079542
beta,receiving,WR,rec_wide_rate,1335,8,2.7120961681560374,2.7341564501148126,2.736987818534431,0.02489165037839358,0.0028313684196183964,0.00267192540613731,2,-1.0163505609894763e-06,0.007023267584842293,0.003748526180536782,0.0013115902977292038,138,-0.004912732346141979,1335,138,0.05554415844537307,0.05561419092897746,0.05582634323690934,0.00028218479153627185,0.00021215230793188156,-0.000271640531165038,0.0008385412378920262,0.6338542390624072,0.6330612658182779,0.630157122990853,-0.002904142827424905,0.00034661276191692153,-0.001675777174432791,-6.048743132230916e-06,-0.0022833534864976635,1802,0.6919410355950053,projected_receiving_point_share,0.23341209659627543,-0.00493600499665768,0.95531002039889,-0.007043283162920482,0.9124040158079542
