league,domain,position,candidate,rows_ppg,seasons,production_rmse,opportunity_control_rmse,candidate_rmse,candidate_delta_vs_production,candidate_delta_vs_opportunity_control,mean_season_delta_vs_control,season_wins_vs_control,season_bootstrap_low,season_bootstrap_high,development_2018_2022_delta_vs_control,temporal_2023_2025_delta_vs_control,q90_rows,q90_rmse_delta_vs_control,rows_upside,events,base_brier,opportunity_control_brier,candidate_brier,candidate_brier_delta_vs_base,candidate_brier_delta_vs_opportunity_control,candidate_brier_bootstrap_low,candidate_brier_bootstrap_high,base_average_precision,control_average_precision,candidate_average_precision,candidate_ap_delta_vs_control,development_2018_2022_brier_delta_vs_control,development_2018_2022_ap_delta_vs_control,temporal_2023_2025_brier_delta_vs_control,temporal_2023_2025_ap_delta_vs_control,consecutive_pairs,year_to_year_spearman,most_redundant_existing_feature,max_existing_spearman,residual_spearman,residual_qvalue,volume_adjusted_rank_corr,volume_adjusted_qvalue
beta,rushing,QB,rush_mtf_per_attempt,269,7,4.004873673425657,4.084988974289436,4.063488987765931,0.05861531434027345,-0.021499986523505044,-0.02082153837486603,6,-0.045011002048478285,0.005683770084695323,-0.023170117232039544,-0.01931362536199055,30,-0.26293121079197945,269,30,0.08487132372093441,0.08213015795374447,0.08193483602836371,-0.0029364876925706968,-0.00019532192538075643,-0.004147319487394708,0.004312023626938945,0.3729004118285859,0.40411148220863713,0.4136416524500822,0.00953017024144509,-8.635148454551322e-05,-0.023002903771404237,-0.00032860808441891043,0.01647476097825462,100,0.5344597374073166,projected_rush_point_share,0.5129624210833752,0.1818960128802725,0.42184086591720366,0.09845826439810294,0.6636267383148803
beta,receiving,TE,rec_mtf_per_reception,715,8,2.025664304485978,2.014252697528351,2.0009857356415166,-0.024678568844461513,-0.013266961886834405,-0.012559882810316475,6,-0.029747187757757143,0.001690783119007353,-0.015338425033246228,-0.009741696794336008,75,-0.1256281175191205,715,75,0.05714583309174471,0.05648366509256082,0.054924538194132295,-0.0022212948976124136,-0.001559126898428527,-0.00305999938527785,-4.647751056510827e-05,0.6703179935630824,0.6748796482897115,0.6846497932879727,0.009770144998261232,-0.0006745415110814487,-0.0005365729081712178,-0.003025762893806974,0.026488531678056093,832,0.32999902250336877,proj_targets,0.09425602220202313,0.11356279766291183,0.1425647056073014,0.11433366279899315,0.135626223129622
beta,receiving,TE,rec_yac_per_route,715,8,2.025664304485978,2.0148676273324813,2.004978729786978,-0.02068557469900023,-0.009888897545503372,-0.008956575271917455,5,-0.020551075889448506,0.002890955701042197,-0.008680608694561887,-0.011953916982774038,75,-0.11947201080869663,715,75,0.05714583309174471,0.056713866002778446,0.05412015871804246,-0.0030256743737022487,-0.0025937072847359854,-0.00506896937753889,-0.00013543056281985525,0.6703179935630824,0.6739128388753747,0.6950216845409293,0.0211088456655546,-0.0011564673951444462,0.005682947398239047,-0.004976640335880307,0.043561955175990597,832,0.3645906780924148,proj_targets,0.46120980835114367,0.07891272727359705,0.39844742845209336,0.07353737218162627,0.5001912997356346
beta,receiving,TE,rec_yards_per_target,715,8,2.025664304485978,2.013484719142508,2.0048816554180795,-0.020782649067898618,-0.008603063724428317,-0.00779202378372601,6,-0.018903305517585955,0.003194267728472977,-0.014486016770014931,0.0013921076253367026,75,-0.0686866829677899,715,75,0.05714583309174471,0.05654497106558669,0.05588936691943383,-0.0012564661723108786,-0.0006556041461528578,-0.0024553822935281283,0.0010689067666578055,0.6703179935630824,0.6734909869999859,0.6812885606613012,0.007797573661315282,0.00012473740877182865,-0.0038231040602866306,-0.0019494046424220618,0.02223895105924334,832,0.22746342796584648,prior_year_ppg,0.31155290430991744,0.07537046552785687,0.39844742845209336,0.07042104296744185,0.5001912997356346
beta,rushing,QB,rush_yco_per_attempt,269,7,4.004873673425657,4.084988974289436,4.077113143124387,0.07223946969872941,-0.007875831165049085,-0.007026052402279603,5,-0.01806715185459097,0.005817812725085604,-0.004040438174679473,-0.01304030861380534,30,-0.20189942529381089,269,30,0.08487132372093441,0.08213015795374447,0.0832823545022124,-0.0015889692187220084,0.001152196548467932,0.0001936443686785759,0.002105504639665094,0.3729004118285859,0.40411148220863713,0.3908802460185555,-0.013231236190081652,0.0010945434211581812,0.017413287042582715,0.0012227144231938963,-0.00990100653515269,100,0.4492616217319035,projected_rush_point_share,0.4260544410710943,0.2143812585162764,0.42184086591720366,0.14962873261525853,0.6636267383148803
beta,receiving,TE,rec_yprr,715,8,2.025664304485978,2.0148676273324813,2.009421098266284,-0.016243206219693995,-0.005446529066197137,-0.0052789980603551445,6,-0.009985213057750797,-0.000535165257894793,-0.008758592192031234,0.00018810433994076448,75,-0.07830969682971967,715,75,0.05714583309174471,0.056713866002778446,0.055795244139921325,-0.0013505889518233838,-0.0009186218628571205,-0.002801889410781946,0.0012082093872682145,0.6703179935630824,0.6739128388753747,0.6804025977022621,0.006489758826887404,-0.0005995614951226289,0.0024251632236890197,-0.0014476215803648496,0.010054137305754995,832,0.48583958126414567,prior_year_ppg,0.7135217788882192,0.04109454790128586,0.7419274754024657,0.027204542567819207,0.8832061980446314
beta,receiving,TE,rec_route_grade,715,8,2.025664304485978,2.0148676273324813,2.0109699838600252,-0.014694320625952884,-0.003897643472456025,-0.003989867699811578,4,-0.00941234465208815,0.0004021322749763679,-0.00693015372436534,0.0012625454777501766,75,-0.04682363251267141,715,75,0.05714583309174471,0.056713866002778446,0.056708290970190534,-0.00043754212155417554,-5.575032587912254e-06,-0.000872002194534233,0.0008422963527973707,0.6703179935630824,0.6739128388753747,0.6728835254055812,-0.0010293134697935136,-0.00010705495319558722,-0.006737319463670954,0.00016267792128207836,0.004690381229684681,832,0.4579424396301268,prior_year_ppg,0.7118986124765594,0.049607260727061064,0.6961379777301645,0.036122868362229506,0.7796129033745217
beta,receiving,RB,rec_yards_per_target,901,8,3.287746510328968,3.310960990363034,3.307131813827459,0.01938530349849099,-0.0038291765355751295,-0.0037595170016171964,4,-0.014354982055827303,0.004645682577544853,-0.0020560445205370925,-0.006875487196488894,93,0.03575938614440588,901,93,0.06191591421868349,0.06295338748473811,0.06299239954566387,0.0010764853269803754,3.901206092575549e-05,-0.0014989452029165956,0.0020327666470616665,0.5422351365305883,0.5285205680484525,0.5304601411080607,0.001939573059608235,-0.0006771380606250613,0.010223091854667188,0.0012961073813238383,-0.004587948826058674,773,0.12110851057137298,projected_rush_point_share,-0.24239570171548255,0.05009955611060753,0.5571262838698819,0.05539155671151111,0.6394147509585526
beta,receiving,RB,rec_yac_per_route,901,8,3.287746510328968,3.307627322444346,3.3056224129861493,0.01787590265718153,-0.0020049094581966465,-0.0005283527272040844,4,-0.016584705997012783,0.017455997885883145,-0.001162373342193046,-0.00345001695356828,93,-0.06025198269139409,901,93,0.06191591421868349,0.0628717758950564,0.06298640459343673,0.0010704903747532357,0.0001146286983803313,-0.0010501025401178426,0.0010167482047285911,0.5422351365305883,0.5277908530845701,0.5377020151563667,0.009911162071796653,-0.0005568025960579065,0.016126046854129994,0.0012932267503911882,-0.00269986722837684,773,0.38665021241237196,proj_targets,0.4465294666552704,0.042884092337399336,0.5863026677142695,0.03947573484401629,0.6627210356938338
beta,receiving,WR,rec_route_rate,1335,8,2.7120961681560374,2.7341564501148126,2.7323245031688703,0.020228335012832943,-0.0018319469459422422,-0.0019077553078801768,5,-0.00979582181441708,0.0057703164931038,-0.004846338875875045,0.00315465469233267,138,0.008921729552131552,1335,138,0.05554415844537307,0.05561419092897746,0.05573306440919245,0.00018890596381938157,0.00011887348021499128,-2.745773029326281e-05,0.00026765477824357254,0.6338542390624072,0.6330612658182779,0.6315017513193506,-0.001559514498927328,0.00018193848679545765,-0.0034839707231067996,1.6532231815233334e-05,-0.00013678608487754929,1802,0.1881367009021015,proj_rush_attempts,0.08308460009096458,-0.043921117750746655,0.3583099316386181,-0.04130192867740654,0.8171960568658898
