study,result_dir,experiment,league,evidence_class,candidate_method,baseline_method,tier,period,metric,n,season_clusters,candidate_minus_baseline,bootstrap_p025,bootstrap_p975,probability_candidate_better,season_cluster_se
2026-08-03_ridge_swap_downstream,results_template_beta,2026-08-03_ridge_swap_downstream__results_template_beta,beta,current_direct,ridge_swap,production,core_strict,development_2017_2022,ppg_crps,408,5,-0.004675588486990244,-0.009804433320516807,0.00029843036628995743,0.9742,0.0025909091874950193
2026-08-03_ridge_swap_downstream,results_template_beta,2026-08-03_ridge_swap_downstream__results_template_beta,beta,current_direct,ridge_swap,production,core_strict,development_2017_2022,contribution_crps,408,5,-0.05075345742862121,-0.11041687292424764,0.0070501183851263746,0.957,0.030626879277587386
2026-08-03_ridge_swap_downstream,results_template_beta,2026-08-03_ridge_swap_downstream__results_template_beta,beta,current_direct,ridge_swap,production,core_strict,development_2017_2022,played_crps,408,5,-0.0005989759987822671,-0.002554575140163859,0.0009849854875021323,0.7394,0.0009273127680302857
2026-08-03_ridge_swap_downstream,results_template_beta,2026-08-03_ridge_swap_downstream__results_template_beta,beta,current_direct,ridge_swap,production,core_strict,temporal_2023_2025,ppg_crps,252,3,-0.0017138190129940265,-0.006397528368830106,0.003191360108695558,0.8598,0.0022365751482048197
2026-08-03_ridge_swap_downstream,results_template_beta,2026-08-03_ridge_swap_downstream__results_template_beta,beta,current_direct,ridge_swap,production,core_strict,temporal_2023_2025,contribution_crps,252,3,-0.0052501297197726044,-0.07441770508287443,0.05155443771871548,0.5922,0.030137809697589786
2026-08-03_ridge_swap_downstream,results_template_beta,2026-08-03_ridge_swap_downstream__results_template_beta,beta,current_direct,ridge_swap,production,core_strict,temporal_2023_2025,played_crps,252,3,-0.0014036456632635249,-0.003111438868081603,0.0014652260487557419,0.8484,0.0011830356979252497
2026-08-03_ridge_swap_downstream,results_template_beta,2026-08-03_ridge_swap_downstream__results_template_beta,beta,current_direct,ridge_swap,production,core_main,development_2017_2022,ppg_crps,582,5,-0.003495171002997185,-0.006367127724636259,-0.00015158077104684167,0.9784,0.0016219541146935464
2026-08-03_ridge_swap_downstream,results_template_beta,2026-08-03_ridge_swap_downstream__results_template_beta,beta,current_direct,ridge_swap,production,core_main,development_2017_2022,contribution_crps,582,5,-0.03702902165190958,-0.06985421949996569,0.002509496797647398,0.9744,0.018400355031858207
2026-08-03_ridge_swap_downstream,results_template_beta,2026-08-03_ridge_swap_downstream__results_template_beta,beta,current_direct,ridge_swap,production,core_main,development_2017_2022,played_crps,582,5,0.0001423062007654402,-0.0019069799168604747,0.0022364344025668998,0.4086,0.0010661437881788747
2026-08-03_ridge_swap_downstream,results_template_beta,2026-08-03_ridge_swap_downstream__results_template_beta,beta,current_direct,ridge_swap,production,core_main,temporal_2023_2025,ppg_crps,360,3,-1.518955338183297e-05,-0.004769194795362447,0.0036106210146833167,0.6042,0.0020247418985233994
2026-08-03_ridge_swap_downstream,results_template_beta,2026-08-03_ridge_swap_downstream__results_template_beta,beta,current_direct,ridge_swap,production,core_main,temporal_2023_2025,contribution_crps,360,3,-0.0037198552676904603,-0.06543240601960323,0.03498850346940756,0.5992,0.025494521399786734
2026-08-03_ridge_swap_downstream,results_template_beta,2026-08-03_ridge_swap_downstream__results_template_beta,beta,current_direct,ridge_swap,production,core_main,temporal_2023_2025,played_crps,360,3,-0.0017504317802588586,-0.0038164982254591264,0.00023322287707372436,0.9646,0.0009575440014799868
