league,template_id,template_local_id,player,pos,team,season,avg_proj_points,preseason_proj_ppg,validation_pred_fp_per_game,builder_historical_pred_fp_per_game,builder_historical_projection_source,legacy_historical_pred_fp_per_game,legacy_historical_projection_source,v2_historical_pred_fp_per_game,v2_point_center_source,v2_template_center_available,v2_template_center_unavailable_reason,v2_template_center_position,v2_template_center_position_mismatch,v2_template_center_position_mismatch_reason,historical_center_policy,v2_recenter_promoted,validation_ensemble_sources,avg_pick,year_exp,source_year_exp,year_exp_source,year_exp_uncapped_delta,year_exp_bucket,exp_bucket,qb_team_rank,qb_team_rank_bucket,projection_rank_pct,projection_decile,projection_tier,active_games,played_games,active_ppg,active_ppg_resid,season_points,profile_total,managed_profile_total,template_eligible,template_exclusion_reason,projection_context_source,projection_context_scoring_hash,projection_context_run_id,scoring_context_available,scoring_context_unavailable_reason,scoring_context_position,scoring_context_position_mismatch,scoring_context_position_mismatch_reason,team_qb_scoring_context_available,team_qb_scoring_context_unavailable_reason,model_input_avg_proj_points,model_input_preseason_proj_ppg,model_input_avg_proj_pass_points,model_input_avg_proj_rush_points,model_input_avg_proj_rec_points,model_input_qb_avg_proj_pass_points,model_input_std_proj_points,model_input_std_pos_rank,projection_context_avg_proj_points_delta,match_projection_rank_pct,match_projection_ppg_scaled,year_exp_scaled,projection_x_exp,adp_rank_pct,market_projection_gap,projection_disagreement_frac,rank_disagreement_scaled,rush_proj_rank_pct,rec_proj_rank_pct,pass_proj_rank_pct,rush_share_of_own_points,rec_share_of_own_points,rb_rush_share_of_room,rb_rec_share_of_room,rb_combined_share_of_room,rb_room_rank_scaled,rb_gap_to_next_share,rb_room_concentration,team_rec_share,pass_catcher_rank_scaled,pass_catcher_gap_to_next_share,pass_catcher_room_concentration,team_qb_proj_points,qb_room_share,team_qb1_proj_points,team_qb2_proj_points,qb1_over_qb2_gap_pct,team_qb_pass_points,team_qb_pass_proj_rank_pct,avg_proj_rush_points,avg_proj_rec_points,avg_proj_pass_points,qb_avg_proj_pass_points,std_proj_points,std_pos_rank,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,managed_week_1,managed_week_2,managed_week_3,managed_week_4,managed_week_5,managed_week_6,managed_week_7,managed_week_8,managed_week_9,managed_week_10,managed_week_11,managed_week_12,managed_week_13,managed_week_14,managed_week_15,managed_week_16,played_week_1,played_week_2,played_week_3,played_week_4,played_week_5,played_week_6,played_week_7,played_week_8,played_week_9,played_week_10,played_week_11,played_week_12,played_week_13,played_week_14,played_week_15,played_week_16,player_key,proj_receptions,proj_receiving_yards_per_reception,proj_receiving_td_rate,proj_reception_rate_reliability,proj_receiving_ypr_position_pct,proj_receiving_td_rate_position_pct,match_proj_rec_ypr_profile,match_proj_rec_td_rate_profile,receiver_rate_source_position,receiver_rate_available,center_prediction,resid_calibration_available,pred_resid_5,pred_resid_10,pred_resid_25,pred_resid_75,pred_resid_90,pred_resid_95,historical_pred_fp_per_game,historical_projection_source,observed_ppg,observed_residual,observed_contribution,observed_total,observed_zero_contribution,observed_plus3,observed_plus5,impact_threshold,observed_impact,experience_group,preseason_pos_rank
beta,1003034,3034,Todd Gurley,RB,LAR,2018,331.7361379051981,20.733508619074883,17.83411328671825,17.83411328671825,validation_ensemble,17.83411328671825,validation_ensemble,17.097781194791903,v2_conditional_ppg_2026_candidate_beta_v1,1,,RB,0,,legacy_validated_oos,0,"validation_all_current,validation_all_next,validation_rush_pass_rec",3.34,3.0,3.0,draft_team_match,0.0,3,prime,-1,non_qb,1.0,10,elite,14,14,26.157142857142855,8.323029570424605,366.2,14.000000000000004,14.000000000000004,1,,v2_beta_scoring_matched_preseason,6a9a803feee65cd1bd54f3b013594fb56a3c5c3eb6f65caf5c7e61ffee7bb0e6,milestone_3_20260803T041720Z_de712ffa,1,,RB,0,,0,legacy_validated_oos_fallback:fftoday_qb_stored_2018_2019_vintage_quarantine_v1:no_valid_beta_qb_sack_donor,350.45,21.903125,,206.12599999999998,124.71700000000001,269.4436,2.18,0.07,-18.71386209480187,1.0,1.7097781194791903,0.3,0.3,0.9886363636363636,-0.011363636363636354,0.008341204194447711,0.0,0.9886363636363636,0.9659090909090909,0.9659090909090909,0.6282482421277896,0.3717517578722103,0.8718624510026507,0.928667517751985,0.8921494334743982,0.0,0.7842988669487964,0.807562356348583,0.0,0.42857142857142855,-0.053451581386564126,0.172952347821318,0.0,0.0,282.96,201.63,0.2874257845631891,,0.5,208.41264548920273,123.32349241599539,0.0,0.0,2.7670788649447227,0.0,0.9251774986346261,1.154560349535773,0.9213544511196069,0.9404696886947025,1.3113052976515565,1.5483342435827419,1.2080830147460406,1.1736755871108686,0.6843255051884216,0.9748771163298745,0.41671217913708364,0.0,1.2616056799563082,0.27908246859639546,1.2004369197160023,0.0,0.9251774986346261,1.154560349535773,0.9213544511196069,0.9404696886947025,1.3113052976515565,1.5483342435827419,1.2080830147460406,1.1736755871108686,0.6843255051884216,0.9748771163298745,0.41671217913708364,0.0,1.2616056799563082,0.27908246859639546,1.2004369197160023,0.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,376dbf81-3c0e-5d6c-9f72-5f2d2d3f91fd,68.5,9.86861313868613,0.04998620225128555,0.8726114649681529,0.8582677165354331,0.8740157480314961,0.8126285169767793,0.8263704298109233,RB,1,17.097781194791903,1,-4.552466789220958,-3.794699369531779,-2.06823901575356,2.364455630301596,4.573794940833151,5.953184120930139,17.097781194791903,v2_conditional_ppg_production_strict_prior,26.157142857142855,9.059361662350952,268.20000000000005,366.20000000000005,0,1,1,90.11999999999999,1,3-5,1
beta,1002979,2979,Ezekiel Elliott,RB,DAL,2018,291.6518520448363,18.228240752802268,16.58135790989421,16.58135790989421,validation_ensemble,16.58135790989421,validation_ensemble,16.900695963172222,v2_conditional_ppg_2026_candidate_beta_v1,1,,RB,0,,legacy_validated_oos,0,"validation_all_current,validation_all_next,validation_rush_pass_rec",3.98,2.0,2.0,draft_team_match,0.0,2,young,-1,non_qb,0.9885057471264368,10,elite,15,15,20.44,3.8586420901057927,306.6,15.0,15.0,1,,v2_beta_scoring_matched_preseason,6a9a803feee65cd1bd54f3b013594fb56a3c5c3eb6f65caf5c7e61ffee7bb0e6,milestone_3_20260803T041720Z_de712ffa,1,,RB,0,,0,legacy_validated_oos_fallback:fftoday_qb_stored_2018_2019_vintage_quarantine_v1:no_valid_beta_qb_sack_donor,300.19,18.761875,,218.707,73.21000000000001,218.89159999999998,5.11,0.41,-8.538147955163709,0.9885057471264368,1.690069596317222,0.2,0.19770114942528738,0.9772727272727273,-0.011233019853709503,0.019747380009326597,0.0,1.0,0.8409090909090909,0.3409090909090909,0.7565571921412227,0.24344280785877734,0.8405326093914044,0.6759499202930613,0.7934985238742827,0.0,0.5869970477485652,0.6722827670327658,0.0,0.5,-0.10582769525125647,0.16910520809984056,0.0,0.0,279.65,0.0,1.0,,0.5,220.65130626582868,71.00054577900764,0.0,0.0,5.759359952753279,0.0,0.8365949119373777,0.8904109589041095,0.6996086105675147,1.663405088062622,0.5821917808219178,0.9882583170254404,0.25440313111545987,0.0,0.6457925636007827,1.7954990215264188,1.5459882583170255,1.213307240704501,1.149706457925636,1.2818003913894325,0.7974559686888454,0.6555772994129159,0.8365949119373777,0.8904109589041095,0.6996086105675147,1.663405088062622,0.5821917808219178,0.9882583170254404,0.25440313111545987,0.0,0.6457925636007827,1.7954990215264188,1.5459882583170255,1.213307240704501,1.149706457925636,1.2818003913894325,0.7974559686888454,0.6555772994129159,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,7405e0c6-7137-5435-9940-e072b72ba73e,43.0,8.639437608497813,0.046511627906976744,0.8113207547169812,0.6771653543307087,0.8267716535433071,0.6437379289852919,0.7651166245728718,RB,1,16.900695963172222,1,-4.552466789220958,-3.794699369531779,-2.06823901575356,2.364455630301596,4.573794940833151,5.953184120930139,16.900695963172222,v2_conditional_ppg_production_strict_prior,20.44,3.5393040368277795,203.4,306.6,0,1,0,90.11999999999999,1,0-2,2
beta,1002972,2972,David Johnson,RB,ARI,2018,313.6355504209846,19.602221901311538,16.00560853942145,16.00560853942145,validation_ensemble,16.00560853942145,validation_ensemble,16.827270161348604,v2_conditional_ppg_2026_candidate_beta_v1,1,,RB,0,,legacy_validated_oos,0,"validation_all_current,validation_all_next,validation_rush_pass_rec",28.35,3.0,3.0,draft_team_match,0.0,3,prime,-1,non_qb,0.9770114942528736,10,elite,15,15,14.82,-1.1856085394214482,222.3,14.999999999999998,14.999999999999998,1,,v2_beta_scoring_matched_preseason,6a9a803feee65cd1bd54f3b013594fb56a3c5c3eb6f65caf5c7e61ffee7bb0e6,milestone_3_20260803T041720Z_de712ffa,1,,RB,0,,0,legacy_validated_oos_fallback:fftoday_qb_stored_2018_2019_vintage_quarantine_v1:no_valid_beta_qb_sack_donor,337.02,21.06375,,187.558,126.521,146.35280000000003,5.81,0.31,-23.38444957901538,0.9770114942528736,1.6827270161348604,0.3,0.29310344827586204,0.8636363636363636,-0.11337513061650994,0.030868134862813815,0.005356869554443542,0.9659090909090909,0.9772727272727273,0.26136363636363635,0.5874815112178593,0.4125184887821407,0.8032423686782457,0.8032538673643586,0.8032471120589721,0.0,0.6518870246614658,0.6701763054292437,0.0,0.125,-0.08358211231402352,0.16054840644448598,0.0,0.0,0.0,0.0,0.0,,0.5,184.25508713296514,129.38046328801946,0.0,0.0,9.681344468167795,0.4714045207910317,1.0931174089068825,0.37786774628879893,1.01889338731444,1.1943319838056683,1.4912280701754386,0.8704453441295547,0.573549257759784,0.8097165991902834,0.0,2.4156545209176787,1.1403508771929827,0.6005398110661269,0.5195681511470985,0.6815114709851553,1.2550607287449393,0.9581646423751686,1.0931174089068825,0.37786774628879893,1.01889338731444,1.1943319838056683,1.4912280701754386,0.8704453441295547,0.573549257759784,0.8097165991902834,0.0,2.4156545209176787,1.1403508771929827,0.6005398110661269,0.5195681511470985,0.6815114709851553,1.2550607287449393,0.9581646423751686,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,c1c0be00-632c-5380-b7af-23dac93dd291,71.0,10.126760563380282,0.04225352112676056,0.8765432098765432,0.8740157480314961,0.7716535433070866,0.827840964323904,0.7381160688247302,RB,1,16.827270161348604,1,-4.552466789220958,-3.794699369531779,-2.06823901575356,2.364455630301596,4.573794940833151,5.953184120930139,16.827270161348604,v2_conditional_ppg_production_strict_prior,14.82,-2.007270161348604,118.7,222.29999999999998,0,0,0,90.11999999999999,0,3-5,3
beta,1002956,2956,Alvin Kamara,RB,NO,2018,268.3,16.76875,16.721985755918436,16.721985755918436,validation_ensemble,16.721985755918436,validation_ensemble,15.918030880205448,v2_conditional_ppg_2026_candidate_beta_v1,1,,RB,0,,legacy_validated_oos,0,"validation_all_current,validation_all_next,validation_rush_pass_rec",5.88,1.0,1.0,draft_team_match,0.0,1,young,-1,non_qb,0.9655172413793104,10,elite,15,15,21.953333333333333,5.231347577414898,329.3,15.000000000000002,15.000000000000002,1,,v2_beta_scoring_matched_preseason,6a9a803feee65cd1bd54f3b013594fb56a3c5c3eb6f65caf5c7e61ffee7bb0e6,milestone_3_20260803T041720Z_de712ffa,1,,RB,0,,0,legacy_validated_oos_fallback:fftoday_qb_stored_2018_2019_vintage_quarantine_v1:no_valid_beta_qb_sack_donor,297.35,18.584375,,132.03000000000003,138.454,285.33320000000003,2.38,0.41,-29.05000000000001,0.9655172413793104,1.5918030880205447,0.1,0.09655172413793105,0.9659090909090909,0.00039184952978055243,0.013414562033232174,0.0,0.8181818181818182,1.0,0.07954545454545454,0.4864864864864864,0.5135135135135134,0.4824395144629796,0.7099644895144416,0.5774728298863738,0.0,0.23544317687207805,0.45693900305721336,0.0,0.2,-0.145212791182228,0.24303485693043897,0.0,0.0,298.87,0.0,1.0,,0.5,130.5243243243243,137.77567567567564,0.0,0.0,3.5991269935161925,0.0,1.8584877011843306,0.5967203158214395,1.252657151533556,1.940479805648345,0.24597631339204376,0.0,0.7060431217734588,1.1433343455815366,1.576070452474947,1.193440631642879,0.8335863953841482,0.46917704221075013,0.5101730944427574,0.5192833282720923,0.947464318250835,1.2071059823868813,1.8584877011843306,0.5967203158214395,1.252657151533556,1.940479805648345,0.24597631339204376,0.0,0.7060431217734588,1.1433343455815366,1.576070452474947,1.193440631642879,0.8335863953841482,0.46917704221075013,0.5101730944427574,0.5192833282720923,0.947464318250835,1.2071059823868813,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,f7ba9c4b-a090-5082-9d10-9ff125440c80,76.0,9.43421052631579,0.05263157894736842,0.8837209302325582,0.8267716535433071,0.9409448818897638,0.7887749496429226,0.8896722212049075,RB,1,15.918030880205448,1,-4.552466789220958,-3.794699369531779,-2.06823901575356,2.364455630301596,4.573794940833151,5.953184120930139,15.918030880205448,v2_conditional_ppg_production_strict_prior,21.953333333333333,6.035302453127885,225.90000000000003,329.3,0,1,1,90.11999999999999,1,0-2,4
beta,1002996,2996,Kareem Hunt,RB,KC,2018,259.5864639271664,16.2241539954479,15.654480295818049,15.654480295818049,validation_ensemble,15.654480295818049,validation_ensemble,15.404916723761872,v2_conditional_ppg_2026_candidate_beta_v1,1,,RB,0,,legacy_validated_oos,0,"validation_all_current,validation_all_next,validation_rush_pass_rec",9.53,1.0,1.0,draft_team_match,0.0,1,young,-1,non_qb,0.9540229885057471,10,elite,11,11,21.2,5.545519704181951,233.2,11.000000000000002,11.000000000000002,1,,v2_beta_scoring_matched_preseason,6a9a803feee65cd1bd54f3b013594fb56a3c5c3eb6f65caf5c7e61ffee7bb0e6,milestone_3_20260803T041720Z_de712ffa,1,,RB,0,,0,legacy_validated_oos_fallback:fftoday_qb_stored_2018_2019_vintage_quarantine_v1:no_valid_beta_qb_sack_donor,272.32,17.02,,173.175,82.803,257.896,2.4,0.31,-12.733536072833601,0.9540229885057471,1.5404916723761872,0.1,0.09540229885057472,0.9431818181818182,-0.01084117032392884,0.021256617765366588,0.005356869554443542,0.9431818181818182,0.8977272727272727,0.5340909090909091,0.6734721544484277,0.32652784555157244,0.7247642220017121,0.6398537699196892,0.6946636188926574,0.0,0.4871455078407518,0.5312277096511953,0.0,0.375,-0.14584285794483012,0.1945078268962185,0.0,0.0,292.99,0.0,1.0,,0.5,174.8242551266778,84.76220880048862,0.0,0.0,5.517930240762898,0.4714045207910317,0.23113207547169815,0.7311320754716981,0.8679245283018867,1.2735849056603774,0.7971698113207548,1.3679245283018868,1.7735849056603774,0.8537735849056605,1.679245283018868,0.5000000000000001,0.9245283018867926,0.0,0.0,0.0,0.0,0.0,0.23113207547169815,0.7311320754716981,0.8679245283018867,1.2735849056603774,0.7971698113207548,1.3679245283018868,1.7735849056603774,0.8537735849056605,1.679245283018868,0.5000000000000001,0.9245283018867926,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,3f0b675d-ef58-5606-8f9e-73bc2a9b4118,53.0,8.043077066258,0.03773584905660377,0.8412698412698413,0.5511811023622047,0.6929133858267716,0.5430571178602674,0.6622922134733158,RB,1,15.404916723761872,1,-4.552466789220958,-3.794699369531779,-2.06823901575356,2.364455630301596,4.573794940833151,5.953184120930139,15.404916723761872,v2_conditional_ppg_production_strict_prior,21.2,5.7950832762381275,158.3,233.2,0,1,1,90.11999999999999,1,0-2,5
beta,1003025,3025,Saquon Barkley,RB,NYG,2018,251.8,15.7375,16.08427036527274,16.08427036527274,validation_ensemble,16.08427036527274,validation_ensemble,15.10484886328072,v2_conditional_ppg_2026_candidate_beta_v1,1,,RB,0,,legacy_validated_oos,0,"validation_all_current,validation_all_next,validation_rush_pass_rec",7.3,0.0,0.0,draft_team_match,0.0,0,rookie,-1,non_qb,0.9425287356321839,10,elite,15,15,22.42,6.335729634727262,336.3,15.0,15.0,1,,v2_beta_scoring_matched_preseason,6a9a803feee65cd1bd54f3b013594fb56a3c5c3eb6f65caf5c7e61ffee7bb0e6,milestone_3_20260803T041720Z_de712ffa,1,,RB,0,,0,legacy_validated_oos_fallback:fftoday_qb_stored_2018_2019_vintage_quarantine_v1:no_valid_beta_qb_sack_donor,262.36,16.3975,,163.94400000000002,82.355,243.87600000000003,7.22,0.74,-10.560000000000002,0.9425287356321839,1.510484886328072,0.0,0.0,0.9545454545454546,0.012016718913270719,0.032181396385866395,0.005356869554443542,0.9204545454545454,0.8863636363636364,0.8636363636363636,0.6647850309436611,0.3352149690563389,0.830007208580135,0.6877781192473404,0.7762003876594704,0.0,0.5524007753189409,0.6525733082864835,0.0,0.6,-0.22089923510178142,0.2224257126403787,0.0,0.0,251.19,0.0,1.0,,0.5,167.3928707916139,84.40712920838614,0.0,0.0,8.103275609961159,0.4714045207910317,0.9723461195361284,0.7939339875111507,0.9455842997323819,0.8920606601248884,1.289027653880464,1.5789473684210524,0.9411239964317574,0.695807314897413,0.0,0.535236396074933,1.703835860838537,1.4585191793041927,0.7627118644067796,1.3247100802854592,0.3389830508474576,0.7671721677074042,0.9723461195361284,0.7939339875111507,0.9455842997323819,0.8920606601248884,1.289027653880464,1.5789473684210524,0.9411239964317574,0.695807314897413,0.0,0.535236396074933,1.703835860838537,1.4585191793041927,0.7627118644067796,1.3247100802854592,0.3389830508474576,0.7671721677074042,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,470bce8b-05ac-5a15-9774-e2d825f72d9e,51.0,8.838459678511333,0.0392156862745098,0.8360655737704918,0.7007874015748031,0.7204724409448819,0.6678714341035239,0.6843294178391636,RB,1,15.10484886328072,1,-4.552466789220958,-3.794699369531779,-2.06823901575356,2.364455630301596,4.573794940833151,5.953184120930139,15.10484886328072,v2_conditional_ppg_production_strict_prior,22.42,7.315151136719281,231.3,336.29999999999995,0,1,1,90.11999999999999,1,0-2,6
beta,1003005,3005,Leonard Fournette,RB,JAC,2018,257.7050579018284,16.106566118864276,15.398917765066223,15.398917765066223,validation_ensemble,15.398917765066223,validation_ensemble,14.866925097233661,v2_conditional_ppg_2026_candidate_beta_v1,1,,RB,0,,legacy_validated_oos,0,"validation_all_current,validation_all_next,validation_rush_pass_rec",10.33,1.0,1.0,draft_team_match,0.0,1,young,-1,non_qb,0.9310344827586207,10,elite,8,8,14.425,-0.9739177650662221,115.4,7.999999999999999,7.999999999999999,1,,v2_beta_scoring_matched_preseason,6a9a803feee65cd1bd54f3b013594fb56a3c5c3eb6f65caf5c7e61ffee7bb0e6,milestone_3_20260803T041720Z_de712ffa,1,,RB,0,,0,legacy_validated_oos_fallback:fftoday_qb_stored_2018_2019_vintage_quarantine_v1:no_valid_beta_qb_sack_donor,266.34,16.64625,,186.78,68.213,80.9904,3.8,0.47,-8.634942098171564,0.9310344827586207,1.4866925097233659,0.1,0.09310344827586207,0.9318181818181818,0.0007836990595611049,0.03027666553813662,0.009278370237815069,0.9772727272727273,0.7727272727272727,0.6363636363636364,0.7421902422810328,0.25780975771896725,0.6934930642555615,0.4875770660521131,0.6253998346889409,0.0,0.39910128432011666,0.46432935612246073,0.0,0.5714285714285714,-0.10765152242393172,0.1523447688586645,0.0,0.0,85.83,0.0,1.0,,0.5,191.26617936120562,66.43887854062281,0.0,0.0,7.80244984557979,0.816496580927726,0.4852686308492201,0.0,0.0,0.2772963604852686,0.0,0.0,0.0,0.0,0.0,1.89948006932409,1.5320623916811091,1.8232235701906412,0.0,0.35355285961871746,0.5476603119584056,1.0814558058925476,0.4852686308492201,0.0,0.0,0.2772963604852686,0.0,0.0,0.0,0.0,0.0,1.89948006932409,1.5320623916811091,1.8232235701906412,0.0,0.35355285961871746,0.5476603119584056,1.0814558058925476,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,8a434def-07b4-5c6a-967b-ef0015b5e8d8,45.0,7.780056414191245,0.028344840243689554,0.8181818181818182,0.4094488188976378,0.47244094488188976,0.42591267000715816,0.47745168217609163,RB,1,14.86692509723366,1,-4.552466789220958,-3.794699369531779,-2.06823901575356,2.364455630301596,4.573794940833151,5.953184120930139,14.86692509723366,v2_conditional_ppg_production_strict_prior,14.425,-0.4419250972336588,64.30000000000001,115.4,0,0,0,90.11999999999999,0,0-2,7
beta,1002969,2969,Dalvin Cook,RB,MIN,2018,240.11042644807074,15.006901653004421,14.66806355556587,14.66806355556587,validation_ensemble,14.66806355556587,validation_ensemble,14.72669328644965,v2_conditional_ppg_2026_candidate_beta_v1,1,,RB,0,,legacy_validated_oos,0,"validation_all_current,validation_all_next,validation_rush_pass_rec",14.28,1.0,1.0,draft_team_match,0.0,1,young,-1,non_qb,0.9195402298850575,10,elite,10,10,12.9,-1.7680635555658704,129.0,10.0,10.0,1,,v2_beta_scoring_matched_preseason,6a9a803feee65cd1bd54f3b013594fb56a3c5c3eb6f65caf5c7e61ffee7bb0e6,milestone_3_20260803T041720Z_de712ffa,1,,RB,0,,0,legacy_validated_oos_fallback:fftoday_qb_stored_2018_2019_vintage_quarantine_v1:no_valid_beta_qb_sack_donor,252.49,15.780625,,162.65699999999998,75.92099999999999,260.62440000000004,5.86,0.31,-12.37957355192927,0.9195402298850575,1.472669328644965,0.1,0.09195402298850575,0.9090909090909091,-0.010449320794148398,0.023897916344625746,0.005356869554443542,0.9090909090909091,0.8522727272727273,0.22727272727272727,0.6892413201885984,0.3107586798114016,0.6582104932267755,0.7823050875998012,0.6923391228666633,0.0,0.3846782457333266,0.5739886763702349,0.0,0.6,-0.17127673568446847,0.21950862546464672,0.0,0.0,289.46,0.0,1.0,,0.5,165.49402731611562,74.6163991319551,0.0,0.0,5.738138884728408,0.4714045207910317,0.813953488372093,0.813953488372093,0.0,0.15503875968992248,0.0,0.0,0.0,0.0,1.0,0.0,0.038759689922480633,1.248062015503876,1.1317829457364341,1.37984496124031,2.4651162790697674,0.9534883720930233,0.813953488372093,0.813953488372093,0.0,0.15503875968992248,0.0,0.0,0.0,0.0,1.0,0.0,0.038759689922480633,1.248062015503876,1.1317829457364341,1.37984496124031,2.4651162790697674,0.9534883720930233,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,447b185a-9ecd-51f6-8921-30a0206a573c,47.0,7.6667934679941485,0.0425531914893617,0.8245614035087719,0.36220472440944884,0.7834645669291339,0.3863793341621771,0.7337339411520929,RB,1,14.72669328644965,1,-4.552466789220958,-3.794699369531779,-2.06823901575356,2.364455630301596,4.573794940833151,5.953184120930139,14.72669328644965,v2_conditional_ppg_production_strict_prior,12.9,-1.8266932864496503,70.5,129.0,0,0,0,90.11999999999999,0,0-2,8
beta,1003014,3014,Melvin Gordon,RB,LAC,2018,255.39999999999998,15.962499999999999,15.720330506270301,15.720330506270301,validation_ensemble,15.720330506270301,validation_ensemble,14.641000970371138,v2_conditional_ppg_2026_candidate_beta_v1,1,,RB,0,,legacy_validated_oos,0,"validation_all_current,validation_all_next,validation_rush_pass_rec",11.32,3.0,3.0,draft_team_match,0.0,3,prime,-1,non_qb,0.9080459770114943,10,elite,11,11,23.345454545454547,7.6251240391842465,256.8,10.999999999999998,10.999999999999998,1,,v2_beta_scoring_matched_preseason,6a9a803feee65cd1bd54f3b013594fb56a3c5c3eb6f65caf5c7e61ffee7bb0e6,milestone_3_20260803T041720Z_de712ffa,1,,RB,0,,0,legacy_validated_oos_fallback:fftoday_qb_stored_2018_2019_vintage_quarantine_v1:no_valid_beta_qb_sack_donor,273.49,17.093125,,158.351,96.033,278.4452,2.68,0.94,-18.090000000000032,0.9080459770114943,1.4641000970371139,0.3,0.27241379310344827,0.9204545454545454,0.01240856844305116,0.012043643322273572,0.014172944646870989,0.8977272727272727,0.9318181818181818,0.7386363636363636,0.623101518784972,0.376898481215028,0.7684984767600033,0.6403363559193813,0.7145927946802832,0.0,0.42918558936056656,0.5921001350573885,0.0,0.42857142857142855,-0.15446553019120768,0.15715216831036052,0.0,0.0,281.45,0.0,1.0,,0.5,159.14012789768182,96.25987210231814,0.0,0.0,3.07594650450867,1.247219128924647,0.9552180685358255,1.3107476635514017,0.7024922118380061,1.1822429906542056,0.8995327102803737,1.6277258566978192,0.0,0.0,0.8909657320872274,1.1137071651090342,0.7967289719626168,0.9252336448598131,0.0,0.0,0.0,0.5954049844236761,0.9552180685358255,1.3107476635514017,0.7024922118380061,1.1822429906542056,0.8995327102803737,1.6277258566978192,0.0,0.0,0.8909657320872274,1.1137071651090342,0.7967289719626168,0.9252336448598131,0.0,0.0,0.0,0.5954049844236761,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,219674b8-4ad5-5529-9058-a49cd3f38ede,58.5,7.829059829059829,0.05128205128205128,0.8540145985401459,0.4409448818897638,0.905511811023622,0.4495660670153457,0.846313006494626,RB,1,14.641000970371138,1,-4.552466789220958,-3.794699369531779,-2.06823901575356,2.364455630301596,4.573794940833151,5.953184120930139,14.641000970371138,v2_conditional_ppg_production_strict_prior,23.345454545454547,8.70445357508341,179.8,256.79999999999995,0,1,1,90.11999999999999,1,3-5,9
beta,1002965,2965,Christian Mccaffrey,RB,CAR,2018,229.82908203189947,14.364317626993717,15.200388779647978,15.200388779647978,validation_ensemble,15.200388779647978,validation_ensemble,14.274501868179016,v2_conditional_ppg_2026_candidate_beta_v1,1,,RB,0,,legacy_validated_oos,0,"validation_all_current,validation_all_next,validation_rush_pass_rec",15.36,1.0,1.0,draft_team_match,0.0,1,young,-1,non_qb,0.896551724137931,9,elite,15,15,22.7,7.499611220352021,340.5,15.000000000000002,15.000000000000002,1,,v2_beta_scoring_matched_preseason,6a9a803feee65cd1bd54f3b013594fb56a3c5c3eb6f65caf5c7e61ffee7bb0e6,milestone_3_20260803T041720Z_de712ffa,1,,RB,0,,0,legacy_validated_oos_fallback:fftoday_qb_stored_2018_2019_vintage_quarantine_v1:no_valid_beta_qb_sack_donor,260.22,16.26375,,99.105,131.50400000000002,216.87680000000003,2.1,0.74,-30.390917968100553,0.896551724137931,1.4274501868179015,0.1,0.08965517241379312,0.8977272727272727,0.0011755485893416573,0.012315377057678541,0.005356869554443542,0.6931818181818182,0.9886363636363636,0.18181818181818182,0.4340949033391915,0.5659050966608085,0.5204683108087897,0.8110027222403319,0.6528134386677859,0.0,0.3380077802875306,0.5263165111294692,0.0,0.25,-0.03976801577128732,0.1643198959549616,0.0,0.0,303.12,0.0,1.0,,0.5,99.76763314917251,130.06144888272695,0.0,0.0,2.8304318040429743,0.4714045207910317,0.4625550660792952,0.9647577092511015,0.9427312775330398,0.0,0.828193832599119,0.4449339207048459,0.48458149779735693,0.9515418502202644,1.418502202643172,1.6431718061674008,0.6167400881057269,1.9911894273127755,1.2599118942731278,1.193832599118943,0.7048458149779736,1.092511013215859,0.4625550660792952,0.9647577092511015,0.9427312775330398,0.0,0.828193832599119,0.4449339207048459,0.48458149779735693,0.9515418502202644,1.418502202643172,1.6431718061674008,0.6167400881057269,1.9911894273127755,1.2599118942731278,1.193832599118943,0.7048458149779736,1.092511013215859,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,e07d3f8d-4844-56f8-9663-65ceaa3310d8,76.0,8.394736842105264,0.05263157894736842,0.8837209302325582,0.6220472440944882,0.9409448818897638,0.6078557040835012,0.8896722212049075,RB,1,14.274501868179016,1,-4.552466789220958,-3.794699369531779,-2.06823901575356,2.364455630301596,4.573794940833151,5.953184120930139,14.274501868179016,v2_conditional_ppg_production_strict_prior,22.7,8.425498131820984,235.5,340.5,0,1,1,90.11999999999999,1,0-2,10
