scenario,block,path,context,managed_season_score
tuten,0,1,127,1717.974609375
tuten,0,2,0,1495.6168212890625
tuten,0,2,1,1638.55810546875
tuten,0,2,2,1633.10498046875
tuten,0,2,3,1658.4765625
tuten,0,2,4,1592.2020263671875
tuten,0,2,5,1703.55078125
tuten,0,2,6,1840.247314453125
tuten,0,2,7,1691.608154296875
tuten,0,2,8,1986.17919921875
tuten,0,2,9,1687.197509765625
tuten,0,2,10,1668.846435546875
tuten,0,2,11,1746.720703125
tuten,0,2,12,1723.91845703125
tuten,0,2,13,1862.7716064453125
tuten,0,2,14,1623.982421875
tuten,0,2,15,1644.4390869140625
tuten,0,2,16,1589.764892578125
tuten,0,2,17,1559.2255859375
tuten,0,2,18,1514.048583984375
tuten,0,2,19,1767.703369140625
tuten,0,2,20,1726.1390380859375
tuten,0,2,21,1498.34375
tuten,0,2,22,1653.56689453125
tuten,0,2,23,1705.1475830078125
tuten,0,2,24,1617.1611328125
tuten,0,2,25,1666.866943359375
tuten,0,2,26,1635.81689453125
tuten,0,2,27,1617.0069580078125
tuten,0,2,28,1456.1112060546875
tuten,0,2,29,1671.347412109375
tuten,0,2,30,1754.323974609375
tuten,0,2,31,1549.2080078125
tuten,0,2,32,1670.527099609375
tuten,0,2,33,1985.540771484375
tuten,0,2,34,1376.466064453125
tuten,0,2,35,1522.8516845703125
tuten,0,2,36,1761.76708984375
tuten,0,2,37,1601.1075439453125
tuten,0,2,38,1734.525390625
tuten,0,2,39,1725.472412109375
tuten,0,2,40,1738.51513671875
tuten,0,2,41,1403.9019775390625
tuten,0,2,42,1688.510986328125
tuten,0,2,43,1704.449951171875
tuten,0,2,44,1777.956298828125
tuten,0,2,45,1573.76123046875
tuten,0,2,46,1525.179931640625
tuten,0,2,47,1709.1724853515625
tuten,0,2,48,1466.58349609375
tuten,0,2,49,1735.4466552734375
tuten,0,2,50,1691.7889404296875
tuten,0,2,51,1546.5496826171875
tuten,0,2,52,1831.113037109375
tuten,0,2,53,1560.617919921875
tuten,0,2,54,1683.487060546875
tuten,0,2,55,1716.8189697265625
tuten,0,2,56,1738.741455078125
tuten,0,2,57,1606.0362548828125
tuten,0,2,58,1723.006103515625
tuten,0,2,59,1496.5194091796875
tuten,0,2,60,1719.8555908203125
tuten,0,2,61,1708.4654541015625
tuten,0,2,62,1764.277587890625
tuten,0,2,63,1493.7459716796875
tuten,0,2,64,1902.632080078125
tuten,0,2,65,1437.844482421875
tuten,0,2,66,1884.1524658203125
tuten,0,2,67,1624.14501953125
tuten,0,2,68,1592.4088134765625
tuten,0,2,69,1605.14404296875
tuten,0,2,70,1843.5462646484375
tuten,0,2,71,1751.398193359375
tuten,0,2,72,1424.52783203125
tuten,0,2,73,1414.361328125
tuten,0,2,74,1376.2679443359375
tuten,0,2,75,1821.6361083984375
tuten,0,2,76,1588.736328125
tuten,0,2,77,1663.8525390625
tuten,0,2,78,1751.788818359375
tuten,0,2,79,1597.903564453125
tuten,0,2,80,1822.4786376953125
tuten,0,2,81,1579.6199951171875
tuten,0,2,82,1777.582763671875
tuten,0,2,83,1584.3377685546875
tuten,0,2,84,1572.89013671875
tuten,0,2,85,1637.69384765625
tuten,0,2,86,1673.9063720703125
tuten,0,2,87,1775.2059326171875
tuten,0,2,88,1460.6298828125
tuten,0,2,89,1692.074951171875
tuten,0,2,90,1562.956787109375
tuten,0,2,91,1778.762939453125
tuten,0,2,92,1457.501708984375
tuten,0,2,93,1597.06689453125
tuten,0,2,94,1369.630126953125
tuten,0,2,95,1762.651611328125
tuten,0,2,96,1508.64697265625
tuten,0,2,97,1497.9970703125
tuten,0,2,98,1867.7630615234375
tuten,0,2,99,1788.2119140625
tuten,0,2,100,1599.46435546875
tuten,0,2,101,1573.578857421875
tuten,0,2,102,1590.3763427734375
tuten,0,2,103,1556.0416259765625
tuten,0,2,104,1649.8876953125
tuten,0,2,105,1657.9954833984375
tuten,0,2,106,1805.994140625
tuten,0,2,107,1420.2310791015625
tuten,0,2,108,1749.629638671875
tuten,0,2,109,1693.36962890625
tuten,0,2,110,1815.438232421875
tuten,0,2,111,1507.037841796875
tuten,0,2,112,1809.2088623046875
tuten,0,2,113,1532.578369140625
tuten,0,2,114,1598.608642578125
tuten,0,2,115,1591.507080078125
tuten,0,2,116,1803.59326171875
tuten,0,2,117,1443.146240234375
tuten,0,2,118,1735.9736328125
tuten,0,2,119,1722.25048828125
tuten,0,2,120,1796.208251953125
tuten,0,2,121,1511.955810546875
tuten,0,2,122,1352.87451171875
tuten,0,2,123,1638.5975341796875
tuten,0,2,124,1777.22509765625
tuten,0,2,125,1600.986083984375
tuten,0,2,126,1738.839111328125
tuten,0,2,127,1607.6046142578125
tuten,0,3,0,1674.62109375
tuten,0,3,1,1842.6533203125
tuten,0,3,2,1619.7332763671875
tuten,0,3,3,1745.140380859375
tuten,0,3,4,1481.1182861328125
tuten,0,3,5,1689.5289306640625
tuten,0,3,6,1607.396484375
tuten,0,3,7,1607.53857421875
tuten,0,3,8,1900.4649658203125
tuten,0,3,9,1804.9443359375
tuten,0,3,10,1557.689208984375
tuten,0,3,11,1935.0020751953125
tuten,0,3,12,1510.646240234375
tuten,0,3,13,1878.8148193359375
tuten,0,3,14,1650.11669921875
tuten,0,3,15,1708.834228515625
tuten,0,3,16,1643.83447265625
tuten,0,3,17,1572.88037109375
tuten,0,3,18,1533.173583984375
tuten,0,3,19,1527.845947265625
tuten,0,3,20,1658.570068359375
tuten,0,3,21,1806.0667724609375
tuten,0,3,22,1513.615478515625
tuten,0,3,23,1901.11474609375
tuten,0,3,24,1712.68310546875
tuten,0,3,25,1321.327392578125
tuten,0,3,26,1829.84521484375
tuten,0,3,27,1662.829345703125
tuten,0,3,28,1707.1536865234375
tuten,0,3,29,1506.802734375
tuten,0,3,30,1852.08642578125
tuten,0,3,31,1797.07568359375
tuten,0,3,32,1458.517578125
tuten,0,3,33,1684.8846435546875
tuten,0,3,34,1619.368896484375
tuten,0,3,35,1496.52978515625
tuten,0,3,36,1886.53173828125
tuten,0,3,37,1512.1600341796875
tuten,0,3,38,1707.6748046875
tuten,0,3,39,1674.70654296875
tuten,0,3,40,1831.180419921875
tuten,0,3,41,1555.7216796875
tuten,0,3,42,1851.7691650390625
tuten,0,3,43,1561.050537109375
tuten,0,3,44,1780.2235107421875
tuten,0,3,45,1752.95068359375
tuten,0,3,46,1681.09814453125
tuten,0,3,47,1838.8577880859375
tuten,0,3,48,1778.5806884765625
tuten,0,3,49,1726.8480224609375
tuten,0,3,50,1677.3046875
tuten,0,3,51,1489.83984375
tuten,0,3,52,1762.881591796875
tuten,0,3,53,1737.5101318359375
tuten,0,3,54,1642.48681640625
tuten,0,3,55,1813.838134765625
tuten,0,3,56,1550.04052734375
tuten,0,3,57,1574.953369140625
tuten,0,3,58,1669.3077392578125
tuten,0,3,59,1633.306884765625
tuten,0,3,60,1778.931884765625
tuten,0,3,61,1651.2596435546875
tuten,0,3,62,1812.1021728515625
tuten,0,3,63,1642.064208984375
tuten,0,3,64,1577.954345703125
tuten,0,3,65,1511.79638671875
tuten,0,3,66,1575.1689453125
tuten,0,3,67,1733.2430419921875
tuten,0,3,68,1689.597412109375
tuten,0,3,69,1678.38427734375
tuten,0,3,70,1662.156005859375
tuten,0,3,71,1634.91943359375
tuten,0,3,72,1943.011474609375
tuten,0,3,73,1612.43408203125
tuten,0,3,74,1675.0211181640625
tuten,0,3,75,1730.7119140625
tuten,0,3,76,1453.07177734375
tuten,0,3,77,1715.896240234375
tuten,0,3,78,1553.7763671875
tuten,0,3,79,1636.2476806640625
tuten,0,3,80,1532.31640625
tuten,0,3,81,1549.2294921875
tuten,0,3,82,1813.2186279296875
tuten,0,3,83,1507.2060546875
tuten,0,3,84,1695.91943359375
tuten,0,3,85,1674.3731689453125
tuten,0,3,86,1830.2052001953125
tuten,0,3,87,1664.56591796875
tuten,0,3,88,1401.031982421875
tuten,0,3,89,1888.2388916015625
tuten,0,3,90,1385.2750244140625
tuten,0,3,91,1530.943115234375
tuten,0,3,92,1644.063720703125
tuten,0,3,93,1494.7794189453125
tuten,0,3,94,1712.556640625
tuten,0,3,95,1902.5518798828125
tuten,0,3,96,1486.802001953125
tuten,0,3,97,1672.800048828125
tuten,0,3,98,1770.5867919921875
tuten,0,3,99,1659.90087890625
tuten,0,3,100,1873.5751953125
tuten,0,3,101,1819.49951171875
tuten,0,3,102,1517.91748046875
tuten,0,3,103,1598.17578125
tuten,0,3,104,1687.44091796875
tuten,0,3,105,1851.65576171875
tuten,0,3,106,1886.9910888671875
tuten,0,3,107,1448.7237548828125
tuten,0,3,108,1620.349853515625
tuten,0,3,109,1500.191162109375
tuten,0,3,110,1883.64404296875
tuten,0,3,111,1419.973388671875
tuten,0,3,112,1313.10400390625
tuten,0,3,113,1648.0042724609375
tuten,0,3,114,1371.371337890625
tuten,0,3,115,1502.9833984375
tuten,0,3,116,1691.235595703125
tuten,0,3,117,1539.47119140625
tuten,0,3,118,1770.1536865234375
tuten,0,3,119,1751.2850341796875
tuten,0,3,120,1651.797119140625
tuten,0,3,121,1714.155029296875
tuten,0,3,122,1456.1373291015625
tuten,0,3,123,1494.55810546875
tuten,0,3,124,1489.721923828125
tuten,0,3,125,1858.1259765625
tuten,0,3,126,1788.01953125
tuten,0,3,127,1841.134765625
tuten,0,4,0,1645.34716796875
tuten,0,4,1,1669.6328125
tuten,0,4,2,1823.317626953125
tuten,0,4,3,1740.8468017578125
tuten,0,4,4,1501.667724609375
tuten,0,4,5,1660.03369140625
tuten,0,4,6,1446.5965576171875
tuten,0,4,7,1717.736328125
tuten,0,4,8,1781.244140625
tuten,0,4,9,1837.804443359375
tuten,0,4,10,1610.049560546875
tuten,0,4,11,1962.389892578125
tuten,0,4,12,1945.964599609375
tuten,0,4,13,2097.68896484375
tuten,0,4,14,1782.4493408203125
tuten,0,4,15,2012.565185546875
tuten,0,4,16,1691.6541748046875
tuten,0,4,17,1495.178466796875
tuten,0,4,18,1644.474853515625
tuten,0,4,19,1635.5543212890625
tuten,0,4,20,1517.5947265625
tuten,0,4,21,1595.0965576171875
tuten,0,4,22,1606.20361328125
tuten,0,4,23,1727.052001953125
tuten,0,4,24,1790.52490234375
tuten,0,4,25,1676.603515625
tuten,0,4,26,1881.07177734375
tuten,0,4,27,1788.45263671875
tuten,0,4,28,1787.89599609375
tuten,0,4,29,1702.9180908203125
tuten,0,4,30,1875.7081298828125
tuten,0,4,31,1656.934326171875
tuten,0,4,32,1659.1116943359375
tuten,0,4,33,1842.552978515625
tuten,0,4,34,1644.452392578125
tuten,0,4,35,1653.015380859375
tuten,0,4,36,1595.322021484375
tuten,0,4,37,1941.295166015625
tuten,0,4,38,1748.5718994140625
tuten,0,4,39,1763.51708984375
tuten,0,4,40,1823.40625
tuten,0,4,41,1366.3472900390625
tuten,0,4,42,1803.52294921875
tuten,0,4,43,1739.5244140625
tuten,0,4,44,1759.4775390625
tuten,0,4,45,1793.23388671875
tuten,0,4,46,1815.7427978515625
tuten,0,4,47,1888.7454833984375
tuten,0,4,48,1614.51025390625
tuten,0,4,49,1798.81005859375
tuten,0,4,50,1649.89501953125
tuten,0,4,51,1575.052001953125
tuten,0,4,52,1631.8724365234375
tuten,0,4,53,1561.22900390625
tuten,0,4,54,1798.62939453125
tuten,0,4,55,1800.377197265625
tuten,0,4,56,1720.05322265625
tuten,0,4,57,1742.3768310546875
tuten,0,4,58,1905.935546875
tuten,0,4,59,1524.59521484375
tuten,0,4,60,1895.6708984375
tuten,0,4,61,1899.877685546875
tuten,0,4,62,1668.11474609375
tuten,0,4,63,1801.504150390625
tuten,0,4,64,1836.605712890625
tuten,0,4,65,1418.926025390625
tuten,0,4,66,1517.3154296875
tuten,0,4,67,1670.783447265625
tuten,0,4,68,1481.7921142578125
tuten,0,4,69,1568.893798828125
tuten,0,4,70,1767.473388671875
tuten,0,4,71,1757.4459228515625
tuten,0,4,72,1730.9228515625
tuten,0,4,73,1642.045166015625
tuten,0,4,74,1680.177001953125
tuten,0,4,75,1870.25341796875
tuten,0,4,76,1889.490478515625
tuten,0,4,77,1505.459228515625
tuten,0,4,78,1850.6890869140625
tuten,0,4,79,1704.139892578125
tuten,0,4,80,1734.5582275390625
tuten,0,4,81,1715.2476806640625
tuten,0,4,82,1683.4512939453125
tuten,0,4,83,1733.1885986328125
tuten,0,4,84,1849.99755859375
tuten,0,4,85,1687.5203857421875
tuten,0,4,86,1881.4246826171875
tuten,0,4,87,1623.7763671875
tuten,0,4,88,1708.1884765625
tuten,0,4,89,1777.8095703125
tuten,0,4,90,1716.99853515625
tuten,0,4,91,1540.662841796875
tuten,0,4,92,1781.8409423828125
tuten,0,4,93,1618.65087890625
tuten,0,4,94,1585.880615234375
tuten,0,4,95,1809.055419921875
tuten,0,4,96,1617.070556640625
tuten,0,4,97,1768.1351318359375
tuten,0,4,98,1525.596435546875
tuten,0,4,99,1616.87353515625
tuten,0,4,100,1734.0767822265625
tuten,0,4,101,1592.954345703125
tuten,0,4,102,1595.7523193359375
tuten,0,4,103,1442.760498046875
tuten,0,4,104,1646.463134765625
tuten,0,4,105,1659.1754150390625
tuten,0,4,106,1599.696044921875
tuten,0,4,107,1672.966796875
tuten,0,4,108,1803.39892578125
tuten,0,4,109,1474.9879150390625
tuten,0,4,110,1825.2362060546875
tuten,0,4,111,1431.3916015625
tuten,0,4,112,1468.484619140625
tuten,0,4,113,1607.360595703125
tuten,0,4,114,1622.7620849609375
tuten,0,4,115,1538.557861328125
tuten,0,4,116,1691.777099609375
tuten,0,4,117,1398.369140625
tuten,0,4,118,1525.129638671875
tuten,0,4,119,1751.536865234375
tuten,0,4,120,1551.9453125
tuten,0,4,121,1740.407958984375
tuten,0,4,122,1490.60791015625
tuten,0,4,123,1521.6258544921875
tuten,0,4,124,1798.7913818359375
tuten,0,4,125,1789.29736328125
tuten,0,4,126,1982.8056640625
tuten,0,4,127,1628.82373046875
tuten,0,5,0,1711.18896484375
tuten,0,5,1,1837.324951171875
tuten,0,5,2,1671.2049560546875
tuten,0,5,3,1520.3914794921875
tuten,0,5,4,1561.03955078125
tuten,0,5,5,1476.1591796875
tuten,0,5,6,1469.487548828125
tuten,0,5,7,1598.1343994140625
tuten,0,5,8,1642.6787109375
tuten,0,5,9,1739.639892578125
tuten,0,5,10,1485.545166015625
tuten,0,5,11,1780.1632080078125
tuten,0,5,12,1725.8125
tuten,0,5,13,1972.0198974609375
tuten,0,5,14,1699.6884765625
tuten,0,5,15,1732.3193359375
tuten,0,5,16,1667.32080078125
tuten,0,5,17,1574.4234619140625
tuten,0,5,18,1649.870849609375
tuten,0,5,19,1537.92822265625
tuten,0,5,20,1572.436767578125
tuten,0,5,21,1639.9053955078125
tuten,0,5,22,1458.6246337890625
tuten,0,5,23,1685.1473388671875
tuten,0,5,24,1844.9920654296875
tuten,0,5,25,1491.9644775390625
tuten,0,5,26,1639.438232421875
tuten,0,5,27,1738.4981689453125
tuten,0,5,28,1476.9530029296875
tuten,0,5,29,1599.2984619140625
tuten,0,5,30,1979.893310546875
tuten,0,5,31,1839.088134765625
tuten,0,5,32,1644.4417724609375
tuten,0,5,33,1879.4210205078125
tuten,0,5,34,1448.2593994140625
tuten,0,5,35,1576.4603271484375
tuten,0,5,36,1675.006103515625
tuten,0,5,37,1550.3515625
tuten,0,5,38,1703.51708984375
tuten,0,5,39,1694.59375
tuten,0,5,40,1800.490234375
tuten,0,5,41,1481.70947265625
tuten,0,5,42,1730.37109375
tuten,0,5,43,1674.243896484375
tuten,0,5,44,1757.13623046875
tuten,0,5,45,1777.742919921875
tuten,0,5,46,1596.015625
tuten,0,5,47,1681.3658447265625
tuten,0,5,48,1715.692138671875
tuten,0,5,49,1557.316162109375
tuten,0,5,50,1690.3380126953125
tuten,0,5,51,1463.6082763671875
tuten,0,5,52,1524.41845703125
tuten,0,5,53,1895.573974609375
tuten,0,5,54,1777.611328125
tuten,0,5,55,1838.146240234375
tuten,0,5,56,1644.9541015625
tuten,0,5,57,1694.25048828125
tuten,0,5,58,1775.6678466796875
tuten,0,5,59,1635.9134521484375
tuten,0,5,60,1881.052490234375
tuten,0,5,61,1686.902587890625
tuten,0,5,62,1768.913818359375
tuten,0,5,63,1575.768310546875
tuten,0,5,64,1776.458984375
tuten,0,5,65,1560.160400390625
tuten,0,5,66,1592.21240234375
tuten,0,5,67,1802.388916015625
tuten,0,5,68,1548.5667724609375
tuten,0,5,69,1715.68505859375
tuten,0,5,70,1796.3070068359375
tuten,0,5,71,1769.8984375
tuten,0,5,72,1846.362060546875
tuten,0,5,73,1551.0408935546875
tuten,0,5,74,1678.9580078125
tuten,0,5,75,1671.6392822265625
tuten,0,5,76,1638.83251953125
tuten,0,5,77,1569.49609375
tuten,0,5,78,1871.12890625
tuten,0,5,79,1456.788818359375
tuten,0,5,80,1487.9906005859375
tuten,0,5,81,1610.7861328125
tuten,0,5,82,1750.929443359375
tuten,0,5,83,1658.142578125
tuten,0,5,84,1781.681884765625
tuten,0,5,85,1826.32275390625
tuten,0,5,86,1586.173095703125
tuten,0,5,87,1662.289794921875
tuten,0,5,88,1526.568603515625
tuten,0,5,89,1825.8741455078125
tuten,0,5,90,1550.1478271484375
tuten,0,5,91,1688.1419677734375
tuten,0,5,92,1507.793701171875
tuten,0,5,93,1736.7509765625
tuten,0,5,94,1694.17138671875
tuten,0,5,95,1873.9031982421875
tuten,0,5,96,1667.00244140625
tuten,0,5,97,1515.49609375
tuten,0,5,98,1584.330078125
tuten,0,5,99,1576.125244140625
tuten,0,5,100,1920.8197021484375
tuten,0,5,101,1740.941650390625
tuten,0,5,102,1521.67138671875
tuten,0,5,103,1560.353271484375
tuten,0,5,104,1650.814208984375
tuten,0,5,105,1597.391845703125
tuten,0,5,106,1882.994873046875
tuten,0,5,107,1540.092041015625
tuten,0,5,108,1645.868408203125
tuten,0,5,109,1520.2559814453125
tuten,0,5,110,1900.81982421875
tuten,0,5,111,1487.5380859375
tuten,0,5,112,1564.664794921875
tuten,0,5,113,1669.02587890625
tuten,0,5,114,1476.5477294921875
tuten,0,5,115,1512.18310546875
tuten,0,5,116,1928.1370849609375
tuten,0,5,117,1583.3984375
tuten,0,5,118,1872.743408203125
tuten,0,5,119,1861.1219482421875
tuten,0,5,120,1520.789794921875
tuten,0,5,121,1812.474853515625
tuten,0,5,122,1434.785888671875
tuten,0,5,123,1448.9595947265625
tuten,0,5,124,1633.30322265625
tuten,0,5,125,1659.61767578125
tuten,0,5,126,1907.052490234375
tuten,0,5,127,1705.752197265625
