Rank,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameHalfPointPPR,FantasyPointsHalfPointPpr
79,Dion Lewis,TEN,RB,16,0,0,0,697,5,43,340,2,0,0,0,0,10.3,165.2
80,Marquise Goodwin,SF,WR,16,0,0,0,26,0,66,972,5,0,0,0,0,10.2,162.8
81,Royce Freeman,DEN,RB,16,0,0,0,879,5,32,266,1,0,0,0,0,10.2,162.5
82,Brandin Cooks,LAR,WR,16,0,0,0,38,0,59,930,6,0,0,0,0,10.1,162.3
82,Nelson Agholor,PHI,WR,16,0,0,0,39,0,64,844,7,0,0,0,0,10.1,162.3
84,Michael Crabtree,BAL,WR,16,0,0,0,1,0,74,819,7,0,0,0,0,10.1,161
85,Julian Edelman,NE,WR,16,0,0,0,25,0,72,824,7,0,0,0,0,10.1,160.9
85,Demaryius Thomas,DEN,WR,16,0,0,0,0,0,80,869,6,0,0,0,0,10.1,160.9
87,Robert Woods,LAR,WR,16,0,0,0,12,0,66,904,6,0,0,0,0,9.9,158.6
88,Cooper Kupp,LAR,WR,16,0,0,0,1,0,67,901,6,0,0,0,0,9.9,157.7
89,William Fuller V,HOU,WR,16,0,0,0,13,0,58,849,7,0,0,0,0,9.8,157.2
90,Robbie Chosen,NYJ,WR,16,0,0,0,22,0,62,879,6,0,0,0,0,9.8,157.1
91,Mark Ingram II,NO,RB,16,0,0,0,761,6,35,251,1,0,0,0,0,9.8,156.7
91,Alshon Jeffery,PHI,WR,16,0,0,0,0,0,64,827,7,0,0,0,0,9.8,156.7
93,Jordy Nelson,LV,WR,16,0,0,0,13,0,76,807,6,0,0,0,0,9.8,156
94,Carlos Hyde,JAX,RB,16,0,0,0,836,6,27,184,1,0,0,0,0,9.6,153.5
95,Tevin Coleman,ATL,RB,16,0,0,0,645,5,33,323,2,0,0,0,0,9.6,153.3
96,Pierre Garcon,SF,WR,16,0,0,0,2,0,72,809,6,0,0,0,0,9.6,153.1
97,Sammy Watkins,KC,WR,16,0,0,0,1,0,59,870,6,0,0,0,0,9.5,152.6
97,Sterling Shepard,NYG,WR,16,0,0,0,19,0,70,857,5,0,0,0,0,9.5,152.6
99,Peyton Barber,TB,RB,16,0,0,0,808,6,24,190,1,0,0,0,0,9.5,151.8
100,Marshawn Lynch,LV,RB,16,0,0,0,818,6,23,178,1,0,0,0,0,9.4,151.1
101,Devin Funchess,CAR,TE,16,0,0,0,1,0,64,827,6,0,0,0,0,9.4,150.8
102,Jamaal Williams,GB,RB,16,0,0,0,676,5,31,263,2,0,0,0,0,9.3,149.4
103,Greg Olsen,CAR,TE,16,0,0,0,0,0,65,868,5,0,0,0,0,9.3,149.3
104,Rex Burkhead,NE,RB,16,0,0,0,569,5,38,333,2,0,0,0,0,9.3,149.2
105,Kelvin Benjamin,BUF,WR,16,0,0,0,0,0,62,820,6,0,0,0,0,9.3,149
106,Jamison Crowder,WAS,WR,16,0,0,0,29,0,74,878,4,0,0,0,0,9.2,147.7
107,Evan Engram,NYG,TE,16,0,0,0,0,0,70,765,6,0,0,0,0,9.2,147.5
108,Delanie Walker,TEN,TE,16,0,0,0,0,0,67,779,6,0,0,0,0,9.2,147.4
109,Kenny Stills,MIA,WR,16,0,0,0,0,0,62,848,5,0,0,0,0,9,143.8
110,Jordan Reed,WAS,TE,16,0,0,0,0,0,73,747,5,0,0,0,0,8.8,141.2
111,Rishard Matthews,TEN,WR,16,0,0,0,0,0,59,802,5,0,0,0,0,8.7,139.7
112,Josh Allen,BUF,QB,16,2344,11,11,161,1,0,0,0,0,0,0,0,8.6,137.86
113,Zach Brown,WAS,ILB,16,0,0,0,0,0,0,0,0,2.7,0.5,1.4,0.7,8.6,137.19
114,Matt Breida,SF,RB,16,0,0,0,584,3,37,310,2,0,0,0,0,8.5,135.9
115,Isaiah Crowell,NYJ,RB,16,0,0,0,729,4,29,202,1,0,0,0,0,8.5,135.6
116,Jimmy Graham,GB,TE,16,0,0,0,0,0,56,652,7,0,0,0,0,8.4,135.2
117,Chris Thompson,WAS,RB,16,0,0,0,382,2,50,451,3,0,0,0,0,8.4,134.3
118,Tyler Lockett,SEA,WR,16,0,0,0,53,0,56,704,5,0,0,0,0,8.4,133.7
119,Chandler Jones,ARI,DE,16,0,0,0,0,0,0,0,0,11.7,0.3,1.6,0.8,8.3,133.44
120,Kyle Rudolph,MIN,TE,16,0,0,0,0,0,60,611,7,0,0,0,0,8.3,133.1
121,Stephen Gostkowski,NE,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.3,133
122,DeSean Jackson,TB,WR,16,0,0,0,25,0,56,782,4,0,0,0,0,8.3,132.7
123,Tarik Cohen,CHI,RB,16,0,0,0,381,2,57,427,2,0,0,0,0,8.2,131.3
124,Kerryon Johnson,DET,RB,16,0,0,0,685,4,26,216,1,0,0,0,0,8.2,131.1
125,Marlon Mack,IND,RB,16,0,0,0,533,4,29,284,2,0,0,0,0,8.1,130.2
126,Keelan Cole Sr.,JAX,WR,16,0,0,0,2,0,52,758,5,0,0,0,0,8.1,130
127,Kenny Golladay,DET,WR,16,0,0,0,6,0,52,729,5,0,0,0,0,8.1,129.5
128,John Brown,BAL,WR,16,0,0,0,8,0,50,735,5,0,0,0,0,8.1,129.3
129,Jacksonville Jaguars,JAX,DST,16,0,0,0,0,0,0,0,0,49,18,15,14,8.1,129
130,Randall Cobb,GB,WR,16,0,0,0,43,0,67,671,4,0,0,0,0,8.1,128.9
131,Josh Rosen,ARI,QB,16,2338,11,8,66,0,0,0,0,0,0,0,0,8,128.12
132,Ted Ginn Jr.,NO,WR,16,0,0,0,45,0,45,705,5,0,0,0,0,8,127.5
133,Chris Carson,SEA,RB,16,0,0,0,693,4,23,186,1,0,0,0,0,8,127.4
133,Josh Doctson,WAS,WR,16,0,0,0,2,0,56,692,5,0,0,0,0,8,127.4
135,Jack Doyle,IND,TE,16,0,0,0,0,0,69,628,5,0,0,0,0,8,127.3
136,Los Angeles Chargers,LAC,DST,16,0,0,0,0,0,0,0,0,44,17,11,13,7.9,127
137,Paul Richardson,WAS,WR,16,0,0,0,1,0,56,747,4,0,0,0,0,7.9,126.8
138,Bobby Wagner,SEA,ILB,16,0,0,0,0,0,0,0,0,2.3,1.3,1.1,0.5,7.9,126.61
139,Duke Johnson,CLE,RB,16,0,0,0,267,2,55,503,2,0,0,0,0,7.9,126.5
140,Rashaad Penny,SEA,RB,16,0,0,0,644,4,26,209,1,0,0,0,0,7.9,126.3
141,Greg Zuerlein,LAR,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.9,126
142,C.J. Mosley,BAL,LB,16,0,0,0,0,0,0,0,0,0.5,2,1.3,0.6,7.9,125.75
143,Calvin Ridley,ATL,WR,16,0,0,0,12,0,56,662,5,0,0,0,0,7.8,125.4
144,Alfred Morris,SF,RB,16,0,0,0,813,5,13,95,0,0,0,0,0,7.8,125.3
145,Wil Lutz,NO,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.8,125
146,Blake Martinez,GB,LB,16,0,0,0,0,0,0,0,0,1.1,1,1.2,0.6,7.8,124.42
147,Los Angeles Rams,LAR,DST,16,0,0,0,0,0,0,0,0,45,17,18,15,7.8,124
148,Luke Kuechly,CAR,ILB,16,0,0,0,0,0,0,0,0,1.8,1.7,1.5,0.7,7.7,123.81
149,Cameron Meredith,NO,WR,16,0,0,0,0,0,52,698,5,0,0,0,0,7.7,123.8
150,DJ Moore,CAR,WR,16,0,0,0,7,0,51,670,5,0,0,0,0,7.7,123.2
151,Philadelphia Eagles,PHI,DST,16,0,0,0,0,0,0,0,0,39,17,12,14,7.7,123
152,James White,NE,RB,16,0,0,0,249,2,55,420,3,0,0,0,0,7.6,122.4
153,Lavonte David,TB,LB,16,0,0,0,0,0,0,0,0,2.7,0.6,1.6,0.8,7.6,122.09
154,Matt Bryant,ATL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.6,122
154,Justin Tucker,BAL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.6,122
154,Chris Boswell,PIT,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.6,122
157,Sony Michel,NE,RB,16,0,0,0,567,5,25,182,1,0,0,0,0,7.6,121.4
158,Khalil Mack,CHI,OLB,16,0,0,0,0,0,0,0,0,8.7,0.8,1.4,0.7,7.6,121.29
159,Mohamed Sanu,ATL,WR,16,0,0,0,12,0,61,652,4,0,0,0,0,7.6,120.9
160,Tyrod Taylor,CLE,QB,16,1542,9,5,210,2,0,0,0,0,0,0,0,7.5,120.68
161,Bilal Powell,NYJ,RB,16,0,0,0,595,3,32,231,1,0,0,0,0,7.5,120.6
162,Giovani Bernard,CIN,RB,16,0,0,0,423,2,41,355,2,0,0,0,0,7.5,120.3
163,Christian Kirksey,CLE,LB,16,0,0,0,0,0,0,0,0,2.5,0.1,1.2,0.6,7.5,120.25
164,Adam Vinatieri,IND,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.5,120
164,Harrison Butker,KC,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.5,120
166,Dede Westbrook,JAX,WR,16,0,0,0,0,0,54,681,4,0,0,0,0,7.4,119.1
167,Robbie Gould,SF,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.4,119
167,Jake Elliott,PHI,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.4,119
169,Mike Williams,LAC,WR,16,0,0,0,1,0,51,631,5,0,0,0,0,7.4,118.7
170,Wesley Woodyard,TEN,ILB,16,0,0,0,0,0,0,0,0,2.7,0.5,1.3,0.6,7.4,118.69
171,Deion Jones,ATL,LB,16,0,0,0,0,0,0,0,0,0.5,2.6,1.5,0.7,7.4,118.55
172,Adrian Peterson,WAS,RB,16,0,0,0,747,6,12,97,0,0,0,0,0,7.4,118.4
173,Vince Williams,PIT,ILB,16,0,0,0,0,0,0,0,0,5.6,0.8,1,0.5,7.4,118.37
174,Danny Trevathan,CHI,ILB,16,0,0,0,0,0,0,0,0,1.8,1,1.3,0.7,7.4,118.11
175,Mason Crosby,GB,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.4,118
175,Graham Gano,CAR,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.4,118
175,Chris Godwin,TB,WR,16,0,0,0,0,0,42,670,5,0,0,0,0,7.4,118
178,Ryan Grant,IND,WR,16,0,0,0,0,0,58,649,4,0,0,0,0,7.4,117.9
179,John Ross,CIN,WR,16,0,0,0,36,0,45,696,4,0,0,0,0,7.4,117.7
180,Anthony Miller,CHI,WR,16,0,0,0,4,0,54,662,4,0,0,0,0,7.4,117.6
181,Donte Moncrief,JAX,WR,16,0,0,0,0,0,46,643,5,0,0,0,0,7.3,117.3
182,Caleb Sturgis,LAC,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.3,117
182,Stephen Hauschka,BUF,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.3,117
182,Daniel Carlson,MIN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.3,117
185,Justin Houston,KC,OLB,16,0,0,0,0,0,0,0,0,9.5,0.4,1.2,0.6,7.3,116.6
186,Reshad Jones,MIA,SS,16,0,0,0,0,0,0,0,0,1.1,1.7,1.3,0.6,7.3,116.47
187,DeVante Parker,MIA,WR,16,0,0,0,0,0,52,661,4,0,0,0,0,7.3,116.1
188,Danny Amendola,MIA,WR,16,0,0,0,5,0,57,628,4,0,0,0,0,7.2,115.8
189,Joey Bosa,LAC,OLB,16,0,0,0,0,0,0,0,0,9.2,0.4,1.1,0.5,7.2,115.74
190,Sean Davis,PIT,FS,16,0,0,0,0,0,0,0,0,1.6,1.9,1.3,0.6,7.2,115.22
191,Cody Parkey,CHI,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.2,115
192,Allen Hurns,DAL,WR,16,0,0,0,0,0,51,650,4,0,0,0,0,7.2,114.5
193,Michael Gallup,DAL,WR,16,0,0,0,3,0,55,626,4,0,0,0,0,7.2,114.4
194,Kwon Alexander,TB,LB,16,0,0,0,0,0,0,0,0,1.6,1.8,1.5,0.8,7.1,114.27
195,Sean Lee,DAL,OLB,16,0,0,0,0,0,0,0,0,0.4,0.6,1.3,0.7,7.1,114.23
196,Dustin Hopkins,WAS,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.1,114
196,Ka'imi Fairbairn,HOU,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.1,114
198,Matt Prater,DET,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.1,113
198,Josh Lambo,JAX,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.1,113
200,Demario Davis,NO,LB,16,0,0,0,0,0,0,0,0,2.6,0.2,1.2,0.6,7.1,112.82
201,Sam Bradford,ARI,QB,16,1927,11,5,17,0,0,0,0,0,0,0,0,7,112.78
202,Eric Kendricks,MIN,LB,16,0,0,0,0,0,0,0,0,1.6,0.8,1.3,0.6,7,112.42
203,Phil Dawson,ARI,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7,112
203,Ryan Succop,TEN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7,112
203,Minnesota Vikings,MIN,DST,16,0,0,0,0,0,0,0,0,42,17,5,12,7,112
206,Landon Collins,NYG,SS,16,0,0,0,0,0,0,0,0,1.5,2.2,1.2,0.6,7,111.9
207,DeMarcus Lawrence,DAL,DE,16,0,0,0,0,0,0,0,0,10.5,0.4,1.1,0.5,7,111.8
208,Joe Schobert,CLE,ILB,16,0,0,0,0,0,0,0,0,2.3,0.7,1.2,0.6,6.9,111.01
209,Sebastian Janikowski,SEA,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.9,111
210,Alex Okafor,NO,DE,16,0,0,0,0,0,0,0,0,8.2,0.4,1,0.5,6.9,110.94
211,Denver Broncos,DEN,DST,16,0,0,0,0,0,0,0,0,42,13,8,12,6.9,110
211,Pittsburgh Steelers,PIT,DST,16,0,0,0,0,0,0,0,0,46,14,10,12,6.9,110
211,Baltimore Ravens,BAL,DST,16,0,0,0,0,0,0,0,0,39,17,15,13,6.9,110
214,Aldrick Rosas,NYG,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.8,109
214,Corey Clement,PHI,RB,16,0,0,0,384,3,30,276,2,0,0,0,0,6.8,109
216,Quincy Enunwa,NYJ,WR,16,0,0,0,3,0,46,615,4,0,0,0,0,6.8,108.8
216,Geronimo Allison,GB,WR,16,0,0,0,6,0,47,627,4,0,0,0,0,6.8,108.8
218,Telvin Smith,JAX,OLB,16,0,0,0,0,0,0,0,0,0.9,1.6,1.3,0.6,6.8,108.78
219,Ty Montgomery II,GB,WR,16,0,0,0,312,2,44,331,2,0,0,0,0,6.8,108.3
220,Mario Addison,CAR,DE,16,0,0,0,0,0,0,0,0,10.5,0.3,1,0.5,6.8,108.25
221,Brandon McManus,DEN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.8,108
221,Carolina Panthers,CAR,DST,16,0,0,0,0,0,0,0,0,45,13,14,13,6.8,108
223,James Washington,PIT,WR,16,0,0,0,6,0,40,633,4,0,0,0,0,6.7,107.9
224,Leonard Floyd,CHI,DE,16,0,0,0,0,0,0,0,0,8.6,0.5,1.3,0.7,6.7,107.82
225,Takk McKinley,ATL,DE,16,0,0,0,0,0,0,0,0,10.6,0.6,1,0.5,6.7,107.77
226,Tyrell Williams,LAC,WR,16,0,0,0,0,0,43,637,4,0,0,0,0,6.7,107.2
227,Houston Texans,HOU,DST,16,0,0,0,0,0,0,0,0,42,14,11,13,6.7,107
227,Chicago Bears,CHI,DST,16,0,0,0,0,0,0,0,0,45,12,12,14,6.7,107
229,Charles Clay,BUF,TE,16,0,0,0,0,0,57,603,3,0,0,0,0,6.7,106.8
230,Zane Gonzalez,CLE,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.6,106
230,Chandler Catanzaro,TB,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.6,106
230,Mike Nugent,LV,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.6,106
233,Trey Burton,CHI,TE,16,0,0,0,0,0,51,564,4,0,0,0,0,6.6,105.9
234,Latavius Murray,MIN,RB,16,0,0,0,501,5,18,124,1,0,0,0,0,6.6,105.5
235,Cameron Jordan,NO,DE,16,0,0,0,0,0,0,0,0,7.6,0.5,1.1,0.6,6.6,105.22
236,Devontae Booker,DEN,RB,16,0,0,0,445,2,34,276,1,0,0,0,0,6.6,105.1
237,Randy Bullock,CIN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.6,105
238,Budda Baker,ARI,S,16,0,0,0,0,0,0,0,0,1.3,0.6,1.2,0.6,6.6,104.91
239,Aaron Jones,GB,RB,16,0,0,0,618,4,12,90,1,0,0,0,0,6.6,104.8
239,CJ Anderson,CAR,RB,16,0,0,0,571,4,15,122,1,0,0,0,0,6.6,104.8
241,Jordan Poyer,BUF,S,16,0,0,0,0,0,0,0,0,1.2,2.3,1.4,0.7,6.5,104.74
242,Von Miller,DEN,LB,16,0,0,0,0,0,0,0,0,7.8,0.3,1,0.5,6.5,104.61
243,Nick Perry,GB,OLB,16,0,0,0,0,0,0,0,0,9.2,0.7,0.9,0.5,6.5,104.24
244,Jason Sanders,MIA,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.5,104
244,Kansas City Chiefs,KC,DST,16,0,0,0,0,0,0,0,0,34,14,12,12,6.5,104
244,David Njoku,CLE,TE,16,0,0,0,0,0,44,520,5,0,0,0,0,6.5,104
247,Ryan Kerrigan,WAS,DE,16,0,0,0,0,0,0,0,0,10.1,0.5,1.2,0.6,6.5,103.77
248,Vic Beasley Jr.,ATL,OLB,16,0,0,0,0,0,0,0,0,9.3,0.3,1,0.5,6.5,103.41
249,Brett Maher,DAL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.4,103
250,Terrance Williams,DAL,WR,16,0,0,0,10,0,45,554,4,0,0,0,0,6.4,102.9
251,Ronald Jones,TB,RB,16,0,0,0,561,3,19,149,1,0,0,0,0,6.4,102.5
252,Trey Flowers,NE,LB,16,0,0,0,0,0,0,0,0,6.5,0.4,1.1,0.6,6.4,102.35
253,Calais Campbell,JAX,DT,16,0,0,0,0,0,0,0,0,8,0.5,1.1,0.6,6.4,102.15
254,Ziggy Ansah,DET,DE,16,0,0,0,0,0,0,0,0,8.4,0.3,1,0.5,6.4,102.13
255,Kyle Van Noy,NE,OLB,16,0,0,0,0,0,0,0,0,3.2,0.7,1.1,0.5,6.4,102.04
256,Atlanta Falcons,ATL,DST,16,0,0,0,0,0,0,0,0,39,13,13,13,6.4,102
256,Mike Wallace,PHI,WR,16,0,0,0,1,0,42,629,3,0,0,0,0,6.4,102
258,Cameron Heyward,PIT,DT,16,0,0,0,0,0,0,0,0,9.2,0.4,1.1,0.6,6.4,101.94
259,Jarrad Davis,DET,ILB,16,0,0,0,0,0,0,0,0,2,0.8,1.3,0.6,6.4,101.7
260,Christian Kirk,ARI,WR,16,0,0,0,4,0,42,561,4,0,0,0,0,6.3,101.5
261,Deone Bucannon,ARI,ILB,16,0,0,0,0,0,0,0,0,0.8,0.5,1.3,0.7,6.3,101.46
262,Everson Griffen,MIN,DE,16,0,0,0,0,0,0,0,0,9.2,0.3,1.2,0.6,6.3,101.29
263,New Orleans Saints,NO,DST,16,0,0,0,0,0,0,0,0,39,16,16,12,6.3,101
