rank,id,player,team,pos,gp,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,def_sck,def_int,fum_forced,fum_recovered,fpts_ppr_per_gp,fpts_ppr
176,16845,Jordan Hicks,CLE,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,1.0,0.5,8.4,143.1
177,19944,Ja'Whaun Bentley,NE,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.5,1.0,0.5,8.4,143.1
178,19920,Dalton Schultz,HOU,TE,17,0.0,0.0,0.0,0.0,0.0,55.3,589.1,4.9,0.0,0.0,0.0,0.0,8.4,142.8
179,24952,Ja'Lynn Polk,NE,WR,17,0.0,0.0,0.0,5.6,0.0,54.5,681.1,3.5,0.0,0.0,0.0,0.0,8.4,142.6
180,23170,Wan'Dale Robinson,NYG,WR,17,0.0,0.0,0.0,60.1,0.6,62.1,573.6,2.3,0.0,0.0,0.0,0.0,8.4,142.3
181,24180,Demario Douglas,NE,WR,17,0.0,0.0,0.0,48.2,0.1,55.8,671.8,2.4,0.0,0.0,0.0,0.0,8.3,141.6
182,16806,Eric Kendricks,DAL,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.2,1.0,0.5,8.3,140.6
183,24173,Michael Wilson,ARI,WR,17,0.0,0.0,0.0,1.8,0.0,48.8,665.6,4.1,0.0,0.0,0.0,0.0,8.2,139.9
184,21961,Darnell Mooney,ATL,WR,17,0.0,0.0,0.0,10.4,0.1,50.3,697.2,3.0,0.0,0.0,0.0,0.0,8.2,139.5
185,20915,Germaine Pratt,CIN,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.4,1.1,0.5,8.2,139.4
186,23534,Troy Andersen,ATL,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.4,1.1,0.5,8.2,138.6
187,18047,Demarcus Robinson,LAR,WR,17,0.0,0.0,0.0,7.3,0.0,47.9,624.1,4.6,0.0,0.0,0.0,0.0,8.1,137.6
188,21985,Kenneth Murray,TEN,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.2,1.0,0.5,8.0,136.4
189,19836,Tremaine Edmunds,CHI,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.4,1.1,0.5,8.0,135.8
190,16323,Khalil Mack,LAC,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,0.3,0.9,0.5,8.0,135.5
191,18064,Matthew Judon,ATL,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,0.2,0.8,0.4,7.9,134.4
192,24145,Josh Downs,IND,WR,17,0.0,0.0,0.0,5.0,0.0,53.7,620.2,3.1,0.0,0.0,0.0,0.0,7.9,134.2
193,22507,Pat Freiermuth,PIT,TE,17,0.0,0.0,0.0,0.0,0.0,53.3,551.9,4.3,0.0,0.0,0.0,0.0,7.9,133.9
194,20713,Nick Bosa,SF,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,0.3,0.7,0.4,7.9,133.6
195,23260,Kayvon Thibodeaux,NYG,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,0.3,1.1,0.6,7.8,133.1
196,23253,Dontayvion Wicks,GB,WR,17,0.0,0.0,0.0,3.6,0.0,44.5,599.9,4.7,0.0,0.0,0.0,0.0,7.8,132.2
197,18981,Trey Hendrickson,CIN,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.3,0.8,0.4,7.8,132.2
198,23416,Jaquan Brisker,CHI,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.9,1.1,0.5,7.8,132.0
199,24954,Adonai Mitchell,IND,WR,17,0.0,0.0,0.0,4.5,0.0,46.4,647.3,3.5,0.0,0.0,0.0,0.0,7.7,131.0
200,19873,Jessie Bates III,ATL,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.1,1.1,0.6,7.7,130.4
201,23437,Devin Lloyd,JAX,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.1,0.9,0.5,7.7,130.3
202,23173,Zach Charbonnet,SEA,RB,17,0.0,0.0,0.0,534.2,3.2,32.7,220.7,0.8,0.0,0.0,0.0,0.0,7.6,129.8
203,21052,Brian Burns,NYG,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,0.3,1.1,0.5,7.6,129.8
204,19837,Derwin James Jr.,LAC,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.6,1.1,0.5,7.6,128.9
205,19862,Harold Landry III,TEN,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.4,0.8,0.4,7.5,127.4
206,21897,Alex Highsmith,PIT,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.9,0.9,0.4,7.4,126.3
207,22623,Rashod Bateman,BAL,WR,17,0.0,0.0,0.0,6.8,0.0,45.1,600.8,3.4,0.0,0.0,0.0,0.0,7.4,126.1
208,20805,T.J. Hockenson,MIN,TE,17,0.0,0.0,0.0,0.0,0.0,54.4,538.4,3.1,0.0,0.0,0.0,0.0,7.4,126.0
209,19988,Tyler Conklin,NYJ,TE,17,0.0,0.0,0.0,0.0,0.0,52.7,528.3,3.4,0.0,0.0,0.0,0.0,7.4,125.7
210,20956,Montez Sweat,CHI,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.2,0.8,0.4,7.4,125.5
211,22714,Nick Bolton,KC,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4,0.9,0.5,7.3,124.8
212,22699,Jaelan Phillips,MIA,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.7,0.9,0.4,7.3,124.7
213,23257,Aidan Hutchinson,DET,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,1.4,1.0,0.5,7.3,124.4
214,20981,Devin White,PHI,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.7,1.1,0.5,7.3,124.3
215,21691,Chuba Hubbard,CAR,RB,17,0.0,0.0,0.0,557.0,3.8,25.6,184.8,0.7,0.0,0.0,0.0,0.0,7.3,124.2
216,24902,Brandon Aubrey,DAL,K,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,124.1
217,21861,Antonio Gibson,NE,RB,17,0.0,0.0,0.0,401.5,2.3,37.3,277.1,1.2,0.0,0.0,0.0,0.0,7.3,123.8
218,20737,Josh Hines-Allen,JAX,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,0.5,0.7,0.4,7.3,123.5
219,14688,Justin Tucker,BAL,K,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,123.5
220,21889,Joshua Uche,NE,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.3,0.6,0.3,7.2,122.8
221,21674,J.K. Dobbins,LAC,RB,17,0.0,0.0,0.0,527.2,3.8,22.2,164.8,1.7,0.0,0.0,0.0,0.0,7.2,122.0
222,19933,Josey Jewell,CAR,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.8,0.7,0.4,7.2,122.0
223,17975,Hunter Henry,NE,TE,17,0.0,0.0,0.0,0.0,0.0,46.2,487.6,4.5,0.0,0.0,0.0,0.0,7.2,121.8
224,21879,Jonathan Greenard,MIN,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,0.3,0.7,0.4,7.1,120.0
225,18215,Ka'imi Fairbairn,HOU,K,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,120.0
226,19565,Younghoe Koo,ATL,K,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,119.8
227,21852,Ty Chandler,MIN,RB,17,0.0,0.0,0.0,541.2,4.2,21.3,157.4,0.8,0.0,0.0,0.0,0.0,7.0,119.8
228,19073,Harrison Butker,KC,K,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,119.6
229,24292,Trey Benson,ARI,RB,17,0.0,0.0,0.0,585.1,4.2,19.8,141.2,0.8,0.0,0.0,0.0,0.0,7.0,119.4
230,23263,Kyle Hamilton,BAL,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,2.1,1.1,0.5,7.0,119.2
231,19882,Jerome Baker,SEA,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.8,0.9,0.4,7.0,119.0
232,20033,Jason Sanders,MIA,K,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,118.9
233,20959,Jahlani Tavai,NE,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.8,0.8,0.4,7.0,118.9
234,21900,Justin Madubuike,BAL,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,0.2,0.8,0.4,7.0,118.9
235,22759,Jamin Davis,WAS,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.6,0.9,0.4,7.0,118.7
236,21936,Xavier McKinney,GB,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,1.1,0.6,7.0,118.6
237,21772,Cole Kmet,CHI,TE,17,0.0,0.0,0.0,0.1,0.0,48.6,485.7,3.6,0.0,0.0,0.0,0.0,7.0,118.6
238,24116,Blake Corum,LAR,RB,17,0.0,0.0,0.0,569.5,4.7,17.4,134.5,0.8,0.0,0.0,0.0,0.0,6.9,117.8
239,22767,Divine Deablo,LV,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.3,0.9,0.5,6.9,117.8
240,21929,Joshua Metellus,MIN,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.4,1.1,0.6,6.9,117.6
241,24150,Luke Musgrave,GB,TE,17,0.0,0.0,0.0,0.0,0.0,46.8,504.7,3.4,0.0,0.0,0.0,0.0,6.9,117.5
242,22005,Jordyn Brooks,MIA,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.5,0.9,0.4,6.9,117.1
243,18331,Chris Jones,KC,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.3,0.8,0.4,6.9,117.1
244,23250,Tyler Allgeier,ATL,RB,17,0.0,0.0,0.0,549.3,3.6,19.4,161.2,1.1,0.0,0.0,0.0,0.0,6.9,117.0
245,19041,Jake Elliott,PHI,K,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,116.6
246,25003,Xavier Legette,CAR,WR,17,0.0,0.0,0.0,22.8,0.1,42.8,566.5,2.5,0.0,0.0,0.0,0.0,6.9,116.5
247,19207,Tim Patrick,DEN,WR,17,0.0,0.0,0.0,2.2,0.0,40.0,523.8,4.0,0.0,0.0,0.0,0.0,6.8,116.4
248,24253,Byron Young,LAR,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.4,0.8,0.4,6.8,115.8
249,24423,Jake Moody,SF,K,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,115.8
250,17933,DeForest Buckner,IND,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.3,0.8,0.4,6.8,115.8
251,22108,Tyler Bass,BUF,K,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,115.7
252,21926,Kyle Dugger,NE,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,2.0,1.1,0.5,6.8,115.3
253,22908,Evan McPherson,CIN,K,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,115.2
254,20940,Jeffery Simmons,TEN,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.3,0.9,0.5,6.8,114.8
255,17986,Tyler Boyd,TEN,WR,17,0.0,0.0,0.0,6.1,0.0,48.2,538.4,2.1,0.0,0.0,0.0,0.0,6.7,114.7
256,24003,Jack Gibbens,TEN,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.9,0.7,0.4,6.7,114.5
257,17215,Jason Myers,SEA,K,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,113.9
258,21952,Rico Dowdle,DAL,RB,17,0.0,0.0,0.0,495.5,3.1,21.4,171.6,1.3,0.0,0.0,0.0,0.0,6.7,113.5
259,18130,Elandon Roberts,PIT,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.1,0.6,0.3,6.7,113.1
260,20753,Noah Fant,SEA,TE,17,0.0,0.0,0.0,0.0,0.0,45.5,492.2,3.0,0.0,0.0,0.0,0.0,6.6,112.5
261,24311,Jaleel McLaughlin,DEN,RB,17,0.0,0.0,0.0,462.2,2.5,27.8,178.1,1.1,0.0,0.0,0.0,0.0,6.6,112.2
262,23567,Cameron Dicker,LAC,K,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,111.9
263,23442,Damone Clark,DAL,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.9,0.4,6.6,111.7
264,16191,Chris Boswell,PIT,K,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,111.6
265,20769,Matt Gay,IND,K,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,111.6
266,22746,Jonathon Cooper,DEN,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.6,0.8,0.4,6.6,111.4
267,19318,Kendrick Bourne,NE,WR,17,0.0,0.0,0.0,12.6,0.0,42.5,516.7,2.8,0.0,0.0,0.0,0.0,6.5,111.2
268,20943,Darius Slayton,NYG,WR,17,0.0,0.0,0.0,1.2,0.0,37.7,547.1,3.1,0.0,0.0,0.0,0.0,6.5,110.9
269,24474,Kobie Turner,LAR,NT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,0.4,0.6,0.3,6.5,110.7
270,21542,Chase McLaughlin,TB,K,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,110.6
271,18909,Haason Reddick,NYJ,LB,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,0.3,0.8,0.4,6.9,110.5
272,23599,Reed Blankenship,PHI,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.6,1.1,0.5,6.5,110.5
273,22085,Derrick Brown,CAR,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9,0.9,0.4,6.5,110.4
274,22696,Jeremiah Owusu-Koramoah,CLE,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.8,0.8,0.4,6.5,110.1
275,25121,Joshua Karty,LAR,K,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,110.0
276,16301,Cairo Santos,CHI,K,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,110.0
277,18927,Budda Baker,ARI,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.1,0.9,0.5,6.5,109.9
278,24530,Jake Bates,DET,K,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,109.8
279,19871,Sam Hubbard,CIN,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.2,0.9,0.4,6.5,109.7
280,19989,Daniel Carlson,LV,K,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,109.6
281,21738,Juwan Johnson,NO,TE,17,0.0,0.0,0.0,0.2,0.0,41.3,436.7,4.1,0.0,0.0,0.0,0.0,6.4,109.4
282,20983,Christian Wilkins,LV,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.3,0.9,0.5,6.4,109.3
283,24125,Jalin Hyatt,NYG,WR,17,0.0,0.0,0.0,6.7,0.0,39.0,541.0,2.6,0.0,0.0,0.0,0.0,6.4,109.0
284,22377,Bryce Huff,PHI,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,0.3,0.6,0.3,6.4,108.9
285,21123,Donovan Wilson,DAL,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.9,0.9,0.5,6.4,108.7
286,23158,Jermaine Burton,CIN,WR,17,0.0,0.0,0.0,4.0,0.0,39.2,506.2,3.3,0.0,0.0,0.0,0.0,6.4,108.6
287,19816,DJ Chark,LAC,WR,17,0.0,0.0,0.0,1.8,0.0,35.7,493.4,4.0,0.0,0.0,0.0,0.0,6.4,108.4
288,20971,Andrew Van Ginkel,MIN,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,1.1,0.8,0.4,6.4,108.4
289,24184,Devon Witherspoon,SEA,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,1.4,1.0,0.5,6.4,108.2
290,24506,Blake Grupe,NO,K,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,108.0
291,25039,Roman Wilson,PIT,WR,17,0.0,0.0,0.0,15.0,0.0,39.2,512.6,2.8,0.0,0.0,0.0,0.0,6.4,108.0
292,24982,Ricky Pearsall,SF,WR,17,0.0,0.0,0.0,16.6,0.1,37.9,493.9,3.3,0.0,0.0,0.0,0.0,6.4,108.0
293,16809,Denzel Perryman,LAC,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,0.4,6.4,108.0
294,19026,Rayshawn Jenkins,SEA,SS,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.8,1.1,0.5,6.3,107.9
295,14461,Harrison Smith,MIN,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.0,1.2,0.6,6.3,107.8
296,20767,Rashan Gary,GB,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,0.3,0.7,0.3,6.3,107.6
297,21071,Greg Dortch,ARI,WR,17,0.0,0.0,0.0,14.0,0.0,43.7,452.3,2.9,0.0,0.0,0.0,0.0,6.3,107.5
298,21918,Grant Delpit,CLE,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.7,1.0,0.5,6.3,107.5
299,14697,Greg Zuerlein,NYJ,K,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,107.4
300,18478,Wil Lutz,DEN,K,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,107.4
301,23489,Chigoziem Okonkwo,TEN,TE,17,0.0,0.0,0.0,1.0,0.0,45.3,479.9,2.4,0.0,0.0,0.0,0.0,6.3,107.4
302,22597,Jalen Tolbert,DAL,WR,17,0.0,0.0,0.0,2.1,0.0,39.7,496.8,3.0,0.0,0.0,0.0,0.0,6.3,107.4
303,21934,L'Jarius Sneed,TEN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.4,1.1,0.5,6.3,107.4
304,549,Matt Prater,ARI,K,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,107.1
305,14867,Dustin Hopkins,CLE,K,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,107.0
306,23134,Cade Otton,TB,TE,17,0.0,0.0,0.0,0.0,0.0,43.4,435.9,3.4,0.0,0.0,0.0,0.0,6.3,106.8
307,23381,Boye Mafe,SEA,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.3,0.8,0.4,6.3,106.5
308,25098,Jalen McMillan,TB,WR,17,0.0,0.0,0.0,7.4,0.0,40.7,480.3,3.0,0.0,0.0,0.0,0.0,6.2,106.1
309,24265,Ivan Pace Jr.,MIN,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.8,0.7,0.4,6.2,105.9
310,22896,Malcolm Koonce,LV,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0.5,0.7,0.3,6.2,105.8
311,20862,David Long Jr.,MIA,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.9,0.5,6.2,105.7
312,24960,Cam Little,JAX,K,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,105.6
313,23541,Micah McFadden,NYG,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.6,0.9,0.4,6.2,105.1
314,20811,Amani Hooker,TEN,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.4,1.1,0.5,6.2,104.9
315,16799,Preston Smith,GB,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.2,0.8,0.4,6.2,104.9
316,24371,Anders Carlson,GB,K,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,104.8
317,20989,Quinnen Williams,NYJ,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.7,0.8,0.4,6.2,104.7
318,17994,Kevin Byard III,CHI,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.1,0.6,6.1,104.2
319,23155,Jahan Dotson,PHI,WR,17,0.0,0.0,0.0,4.4,0.0,38.0,468.7,3.2,0.0,0.0,0.0,0.0,6.1,104.1
320,24226,Quentin Johnston,LAC,WR,17,0.0,0.0,0.0,9.8,0.0,39.2,483.5,2.6,0.0,0.0,0.0,0.0,6.1,103.9
321,22729,Camryn Bynum,MIN,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,1.2,0.6,6.1,103.8
322,23344,Christian Harris,HOU,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.9,0.4,6.1,103.5
323,20864,Julian Love,SEA,FS,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.0,0.8,0.4,6.1,103.4
324,23605,DaRon Bland,DAL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,1.1,0.5,6.1,103.2
325,24979,Malachi Corley,NYJ,WR,17,0.0,0.0,0.0,36.4,0.2,39.4,435.1,2.6,0.0,0.0,0.0,0.0,6.1,103.2
326,20149,Eddy Piñeiro,CAR,K,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,103.1
327,24186,Brian Branch,DET,DB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.9,0.8,0.4,6.1,103.0
328,16389,Odell Beckham Jr.,MIA,WR,17,0.0,0.0,0.0,2.1,0.0,35.5,498.5,3.0,0.0,0.0,0.0,0.0,6.0,102.8
329,21373,P.J. Locke,DEN,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,1.2,0.9,0.4,6.0,102.7
330,22592,Elijah Moore,CLE,WR,17,0.0,0.0,0.0,16.5,0.1,40.9,464.9,2.3,0.0,0.0,0.0,0.0,6.0,102.6
331,14860,Jordan Poyer,MIA,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.9,1.2,0.6,6.0,102.6
332,20898,Ed Oliver,BUF,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.6,0.7,0.4,6.0,102.4
333,22109,Julian Blackmon,IND,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2.3,1.1,0.5,6.0,102.4
334,21635,Jalen Thompson,ARI,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.0,0.9,0.4,6.0,102.3
335,25113,Will Reichard,MIN,K,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,101.9
336,23289,Dane Belton,NYG,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.5,0.9,0.5,6.0,101.7
337,17958,Emmanuel Ogbah,MIA,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.9,0.7,0.4,6.0,101.7
338,19918,Josh Sweat,PHI,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.5,0.8,0.4,6.0,101.2
339,24987,Luke McCaffrey,WAS,WR,17,0.0,0.0,0.0,13.0,0.0,39.6,478.8,2.2,0.0,0.0,0.0,0.0,6.0,101.2
340,23422,Jalen Pitre,HOU,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,1.1,0.5,5.9,100.8
341,19954,Jordan Whitehead,TB,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.3,1.1,0.5,5.9,100.7
342,12902,Cameron Heyward,PIT,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.2,0.7,0.4,5.9,100.3
343,18902,Jabrill Peppers,NE,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.1,1.0,0.5,5.9,100.3
344,19866,Justin Reid,KC,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.7,1.0,0.5,5.9,100.2
345,22753,Pete Werner,NO,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.6,0.8,0.4,5.9,100.2
346,18017,Javon Hargrave,SF,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.2,0.6,0.3,5.9,100.0
347,19287,Kenny Moore II,IND,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.6,1.1,0.6,5.9,100.0
348,23334,Derek Stingley Jr.,HOU,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,3.4,1.1,0.6,5.9,99.5
349,18023,Justin Simmons,ATL,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,3.7,1.1,0.6,5.8,99.4
350,23359,Kerby Joseph,DET,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.4,1.0,0.5,5.8,99.3
351,22563,Khalil Herbert,CHI,RB,17,0.0,0.0,0.0,516.6,3.2,15.1,104.4,0.7,0.0,0.0,0.0,0.0,5.8,99.2
352,20852,Dexter Lawrence II,NYG,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.3,0.8,0.4,5.8,98.9
