Rank,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameHalfPointPPR,FantasyPointsHalfPointPpr
52,Josh Jacobs,LV,RB,16,0,0,0,997,7,45,353,2,0,0,0,0,13,207.5
53,Joe Flacco,DEN,QB,16,3578,19,13,74,1,0,0,0,0,0,0,0,12.9,206.52
54,Chris Carson,SEA,RB,16,0,0,0,1126,8,33,266,1,0,0,0,0,12.9,205.7
55,Kerryon Johnson,DET,RB,16,0,0,0,960,6,51,374,2,0,0,0,0,12.7,202.9
56,Derrick Henry,TEN,RB,16,0,0,0,1143,11,19,142,0,0,0,0,0,12.6,202
57,Amari Cooper,DAL,WR,16,0,0,0,8,0,81,1110,8,0,0,0,0,12.4,198.3
58,Devonta Freeman,ATL,RB,16,0,0,0,890,7,43,354,2,0,0,0,0,12.4,197.9
59,Julian Edelman,NE,WR,16,0,0,0,74,0,92,1095,6,0,0,0,0,12.3,196.9
60,Adam Thielen,MIN,WR,16,0,0,0,31,0,84,1078,7,0,0,0,0,12.1,192.9
61,Damien Williams,KC,RB,16,0,0,0,736,7,48,364,3,0,0,0,0,12,192
62,Stefon Diggs,MIN,WR,16,0,0,0,57,0,86,958,8,0,0,0,0,11.9,190.5
63,Brandin Cooks,LAR,WR,16,0,0,0,44,0,75,1137,6,0,0,0,0,11.8,189.6
64,Tyler Lockett,SEA,WR,16,0,0,0,62,0,63,1052,8,0,0,0,0,11.8,188.9
65,Sony Michel,NE,RB,16,0,0,0,1072,10,14,118,1,0,0,0,0,11.8,188
66,Marlon Mack,IND,RB,16,0,0,0,1078,8,25,173,1,0,0,0,0,11.7,187.6
67,Travis Kelce,KC,TE,16,0,0,0,1,0,75,968,9,0,0,0,0,11.6,186.4
68,David Montgomery,CHI,RB,16,0,0,0,860,8,35,302,1,0,0,0,0,11.5,183.7
69,Mark Ingram II,BAL,RB,16,0,0,0,971,8,28,209,1,0,0,0,0,11.4,182
70,Robert Woods,LAR,WR,16,0,0,0,80,0,77,1048,5,0,0,0,0,11.2,179.3
71,T.Y. Hilton,IND,WR,16,0,0,0,0,0,69,1141,5,0,0,0,0,11.2,178.6
72,Duke Johnson,HOU,RB,16,0,0,0,722,4,53,437,2,0,0,0,0,11,176.4
73,Phillip Lindsay,DEN,RB,16,0,0,0,867,7,37,246,1,0,0,0,0,11,175.8
74,Kenny Golladay,DET,WR,16,0,0,0,5,0,71,1053,6,0,0,0,0,11,175.3
75,Zach Ertz,PHI,TE,16,0,0,0,0,0,88,888,7,0,0,0,0,10.9,174.8
76,Chris Godwin,TB,WR,16,0,0,0,3,0,73,1027,6,0,0,0,0,10.8,173.5
77,Eli Manning,NYG,QB,16,2975,16,9,19,1,0,0,0,0,0,0,0,10.8,172.9
78,Melvin Gordon III,LAC,RB,16,0,0,0,731,6,37,346,2,0,0,0,0,10.8,172.2
79,Cooper Kupp,LAR,WR,16,0,0,0,24,0,70,931,7,0,0,0,0,10.7,170.5
80,Ryan Fitzpatrick,MIA,QB,16,2701,17,14,158,1,0,0,0,0,0,0,0,10.6,169.84
81,Tyler Boyd,CIN,WR,16,0,0,0,5,0,75,961,6,0,0,0,0,10.5,168.1
82,Allen Robinson II,CHI,WR,16,0,0,0,7,0,71,972,6,0,0,0,0,10.5,167.4
83,Mike Williams,LAC,WR,16,0,0,0,17,0,61,888,8,0,0,0,0,10.4,167
83,James White,NE,RB,16,0,0,0,279,3,72,631,4,0,0,0,0,10.4,167
85,Calvin Ridley,ATL,WR,16,0,0,0,25,0,66,836,8,0,0,0,0,10.3,165.1
86,Alshon Jeffery,PHI,WR,16,0,0,0,1,0,68,897,7,0,0,0,0,10.2,163.8
87,Tevin Coleman,SF,RB,16,0,0,0,790,5,32,283,2,0,0,0,0,10.2,163.3
88,DJ Moore,CAR,WR,16,0,0,0,99,0,70,947,4,0,0,0,0,10.1,161.6
89,Robbie Chosen,NYJ,WR,16,0,0,0,8,0,61,900,7,0,0,0,0,10.1,161.3
90,Kenyan Drake,MIA,RB,16,0,0,0,604,4,49,408,2,0,0,0,0,9.9,157.7
91,Jarvis Landry,CLE,WR,16,0,0,0,19,0,73,910,5,0,0,0,0,9.8,157.4
92,Austin Ekeler,LAC,RB,16,0,0,0,580,4,45,421,2,0,0,0,0,9.8,156.6
93,Marvin Jones Jr.,DET,WR,16,0,0,0,1,0,59,900,6,0,0,0,0,9.7,155.6
94,Derrius Guice,WAS,RB,16,0,0,0,793,6,29,235,1,0,0,0,0,9.7,155.3
95,Sterling Shepard,NYG,WR,16,0,0,0,18,0,67,891,5,0,0,0,0,9.5,152.4
96,Josh Gordon,NE,WR,16,0,0,0,8,0,54,879,6,0,0,0,0,9.5,151.7
97,Sammy Watkins,KC,WR,16,0,0,0,31,0,60,825,6,0,0,0,0,9.5,151.6
98,A.J. Green,CIN,WR,16,0,0,0,1,0,59,879,6,0,0,0,0,9.5,151.5
99,Emmanuel Sanders,DEN,WR,16,0,0,0,30,0,72,835,5,0,0,0,0,9.4,150.5
100,Corey Davis,TEN,WR,16,0,0,0,35,0,64,864,5,0,0,0,0,9.4,149.9
101,Aaron Donald,LAR,DT,16,0,0,0,0,0,0,0,0,15.2,0.3,1.5,0.7,9.2,147.44
102,Shaquille Leonard,IND,LB,16,0,0,0,0,0,0,0,0,6,1.1,1.2,0.6,9.2,146.55
103,Dante Pettis,SF,WR,16,0,0,0,3,0,53,811,6,0,0,0,0,9,143.9
104,Tarik Cohen,CHI,RB,16,0,0,0,314,2,58,545,3,0,0,0,0,8.9,142.9
105,Miles Sanders,PHI,RB,16,0,0,0,723,4,32,262,1,0,0,0,0,8.9,142.5
106,Dede Westbrook,JAX,WR,16,0,0,0,44,0,67,762,5,0,0,0,0,8.9,142.1
107,Larry Fitzgerald,ARI,WR,16,0,0,0,0,0,69,795,5,0,0,0,0,8.9,142
108,Curtis Samuel,CAR,WR,16,0,0,0,75,1,58,705,5,0,0,0,0,8.8,141
109,George Kittle,SF,TE,16,0,0,0,4,0,60,855,4,0,0,0,0,8.7,139.9
110,O.J. Howard,TB,TE,16,0,0,0,0,0,48,697,8,0,0,0,0,8.7,139.7
111,William Fuller V,HOU,WR,16,0,0,0,4,0,52,770,6,0,0,0,0,8.7,139.4
112,Calais Campbell,JAX,DT,16,0,0,0,0,0,0,0,0,12.5,0.2,1.1,0.6,8.6,137.65
113,Jared Cook,NO,TE,16,0,0,0,0,0,57,727,6,0,0,0,0,8.6,137.2
114,Christian Kirk,ARI,WR,16,0,0,0,32,0,61,814,4,0,0,0,0,8.6,137.1
115,Courtland Sutton,DEN,WR,16,0,0,0,5,0,56,784,5,0,0,0,0,8.6,136.9
116,Matt Breida,SF,RB,16,0,0,0,643,4,31,269,1,0,0,0,0,8.4,134.7
117,Hunter Henry,LAC,TE,16,0,0,0,0,0,54,675,6,0,0,0,0,8.2,130.5
118,Donte Moncrief,PIT,WR,16,0,0,0,1,0,57,714,5,0,0,0,0,8.1,130
119,Mohamed Sanu,ATL,WR,16,0,0,0,37,0,59,741,4,0,0,0,0,8.1,129.3
120,Eric Ebron,IND,TE,16,0,0,0,0,1,50,534,8,0,0,0,0,8,128.4
121,Devin Singletary,BUF,RB,16,0,0,0,678,3,29,239,1,0,0,0,0,8,128.2
122,DeSean Jackson,PHI,WR,16,0,0,0,21,0,48,776,4,0,0,0,0,8,127.7
123,Cory Littleton,LAR,LB,16,0,0,0,0,0,0,0,0,3.2,1.6,1.5,0.7,7.9,126.09
124,Rashaad Penny,SEA,RB,16,0,0,0,676,4,24,180,1,0,0,0,0,7.8,125.6
125,Latavius Murray,NO,RB,16,0,0,0,661,5,20,138,1,0,0,0,0,7.7,123.9
126,David Njoku,CLE,TE,16,0,0,0,1,0,51,622,6,0,0,0,0,7.7,123.8
126,Delanie Walker,TEN,TE,16,0,0,0,0,0,56,638,6,0,0,0,0,7.7,123.8
128,Peyton Barber,TB,RB,16,0,0,0,708,5,20,148,0,0,0,0,0,7.7,123.6
129,Tyrell Williams,LV,WR,16,0,0,0,3,0,53,746,4,0,0,0,0,7.7,123.4
130,John Brown,BUF,WR,16,0,0,0,1,0,45,705,5,0,0,0,0,7.7,123.1
131,Jamison Crowder,NYJ,WR,16,0,0,0,15,0,57,710,4,0,0,0,0,7.7,123
132,Michael Gallup,DAL,WR,16,0,0,0,0,0,53,743,4,0,0,0,0,7.7,122.8
133,Ryan Kerrigan,WAS,DE,16,0,0,0,0,0,0,0,0,12.5,0.6,1.2,0.6,7.7,122.55
134,Kalen Ballage,MIA,RB,16,0,0,0,639,4,25,195,1,0,0,0,0,7.6,121.9
135,Derwin James Jr.,LAC,S,16,0,0,0,0,0,0,0,0,3.1,2.3,1.3,0.6,7.6,121.17
136,Luke Kuechly,CAR,ILB,16,0,0,0,0,0,0,0,0,1.6,1.2,1.2,0.6,7.6,120.82
137,Kyle Rudolph,MIN,TE,16,0,0,0,0,0,58,551,6,0,0,0,0,7.5,120.1
138,Marquez Valdes-Scantling,GB,WR,16,0,0,0,15,0,49,697,4,0,0,0,0,7.5,119.7
139,Greg Zuerlein,LAR,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.4,119
139,Stephen Gostkowski,NE,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.4,119
141,J.J. Watt,HOU,DE,16,0,0,0,0,0,0,0,0,10.8,0.4,1.1,0.6,7.4,118.91
142,Geronimo Allison,GB,WR,16,0,0,0,1,0,54,676,4,0,0,0,0,7.4,118.7
143,Bradley Chubb,DEN,LB,16,0,0,0,0,0,0,0,0,11.1,0.3,1,0.5,7.4,118.67
144,Evan Engram,NYG,TE,16,0,0,0,16,0,53,662,4,0,0,0,0,7.4,118.3
145,Albert Wilson,MIA,WR,16,0,0,0,35,0,53,639,4,0,0,0,0,7.4,117.9
146,LeSean McCoy,KC,RB,16,0,0,0,501,3,29,252,2,0,0,0,0,7.4,117.8
146,Ted Ginn Jr.,NO,WR,16,0,0,0,52,0,47,651,4,0,0,0,0,7.4,117.8
148,Royce Freeman,DEN,RB,16,0,0,0,604,5,20,128,1,0,0,0,0,7.3,117.2
149,Cameron Jordan,NO,DE,16,0,0,0,0,0,0,0,0,11.1,0.4,1.2,0.6,7.3,117.07
150,Harrison Butker,KC,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.3,117
150,Jason Myers,SEA,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.3,117
152,Greg Olsen,CAR,TE,16,0,0,0,0,0,49,562,6,0,0,0,0,7.3,116.7
153,Case Keenum,WAS,QB,16,1871,11,8,78,1,0,0,0,0,0,0,0,7.3,116.64
154,DeMarcus Lawrence,DAL,DE,16,0,0,0,0,0,0,0,0,11.1,0.6,0.9,0.5,7.3,116.07
155,DK Metcalf,SEA,WR,16,0,0,0,19,0,42,624,5,0,0,0,0,7.2,115.3
156,Robbie Gould,SF,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.2,115
157,Dwayne Haskins,WAS,QB,16,1914,10,8,79,1,0,0,0,0,0,0,0,7.2,114.46
158,Deion Jones,ATL,LB,16,0,0,0,0,0,0,0,0,1.3,2.2,1.2,0.6,7.1,113.56
159,Von Miller,DEN,LB,16,0,0,0,0,0,0,0,0,11.8,0.5,1,0.5,7.1,113.51
160,Justin Tucker,BAL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.1,113
160,Wil Lutz,NO,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.1,113
160,Matt Gay,TB,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.1,113
160,Chandler Jones,ARI,DE,16,0,0,0,0,0,0,0,0,11,0.2,1.3,0.6,7.1,113
160,Joey Slye,CAR,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.1,113
165,Roquan Smith,CHI,ILB,16,0,0,0,0,0,0,0,0,3.8,0.6,1.2,0.6,7,112.56
166,Vance McDonald,PIT,TE,16,0,0,0,0,0,56,625,4,0,0,0,0,7,112.5
167,Michael Badgley,LAC,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7,112
167,Dan Bailey,MIN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7,112
169,Jack Doyle,IND,TE,16,0,0,0,0,0,55,502,6,0,0,0,0,7,111.7
170,Joey Bosa,LAC,OLB,16,0,0,0,0,0,0,0,0,10.2,0.3,0.9,0.5,7,111.44
171,Avery Williamson,NYJ,ILB,16,0,0,0,0,0,0,0,0,2.9,0.6,1.3,0.6,7,111.33
172,DeVante Parker,MIA,WR,16,0,0,0,0,0,51,636,4,0,0,0,0,6.9,111.1
173,Austin Seibert,CLE,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.9,111
174,Jason Witten,DAL,TE,16,0,0,0,0,0,59,533,5,0,0,0,0,6.9,110.8
175,Telvin Smith,JAX,OLB,16,0,0,0,0,0,0,0,0,1.4,1.8,1.4,0.7,6.9,110.43
176,Jake Elliott,PHI,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.9,110
176,Adam Vinatieri,IND,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.9,110
176,Eddy Piñeiro,CHI,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.9,110
176,Matt Bryant,ATL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.9,110
176,Paul Richardson,WAS,WR,16,0,0,0,16,0,45,619,4,0,0,0,0,6.9,110
181,Khalil Mack,CHI,OLB,16,0,0,0,0,0,0,0,0,10.2,0.4,1.2,0.6,6.9,109.79
182,Danielle Hunter,MIN,DE,16,0,0,0,0,0,0,0,0,9.9,0.2,0.9,0.5,6.8,109.38
183,Ka'imi Fairbairn,HOU,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.8,109
184,T.J. Watt,PIT,LB,16,0,0,0,0,0,0,0,0,9,0.5,1.1,0.5,6.8,108.9
185,Jordan Howard,PHI,RB,16,0,0,0,625,5,14,111,0,0,0,0,0,6.8,108.6
186,Darrell Henderson Jr.,LAR,RB,16,0,0,0,556,3,22,196,1,0,0,0,0,6.8,108.2
187,Aldrick Rosas,NYG,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.8,108
187,James Washington,PIT,WR,16,0,0,0,1,0,45,614,4,0,0,0,0,6.8,108
189,Dion Lewis,TEN,RB,16,0,0,0,414,2,41,300,1,0,0,0,0,6.7,107.9
190,Blake Martinez,GB,LB,16,0,0,0,0,0,0,0,0,2.8,0.6,1,0.5,6.7,107.46
191,Anthony Miller,CHI,WR,16,0,0,0,19,0,43,538,5,0,0,0,0,6.7,107.2
192,Daniel Carlson,LV,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.7,107
192,Stephen Hauschka,BUF,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.7,107
192,Austin Hooper,ATL,TE,16,0,0,0,0,0,61,585,3,0,0,0,0,6.7,107
195,Dallas Goedert,PHI,TE,16,0,0,0,0,0,44,429,7,0,0,0,0,6.7,106.9
196,Keke Coutee,HOU,WR,16,0,0,0,13,0,54,618,3,0,0,0,0,6.6,106.1
197,Dustin Hopkins,WAS,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.6,106
197,Mason Crosby,GB,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.6,106
197,Chris Boswell,PIT,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.6,106
197,Brett Maher,DAL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.6,106
201,Leighton Vander Esch,DAL,LB,16,0,0,0,0,0,0,0,0,0.3,1.3,1,0.5,6.6,105.41
202,Jimmy Graham,GB,TE,16,0,0,0,0,0,55,598,3,0,0,0,0,6.6,105.3
203,Demario Davis,NO,LB,16,0,0,0,0,0,0,0,0,4.1,0.2,1.2,0.6,6.6,105.17
204,Brandon McManus,DEN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.6,105
205,Jordan Hicks,ARI,LB,16,0,0,0,0,0,0,0,0,2.3,0.3,1.3,0.6,6.6,104.81
206,Jalen Richard,LV,RB,16,0,0,0,284,2,46,372,1,0,0,0,0,6.5,104.6
207,Antoine Bethea,NYG,FS,16,0,0,0,0,0,0,0,0,2.3,1.7,1,0.5,6.5,104.06
208,Ryan Succop,TEN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.5,104
208,Tyler Eifert,CIN,TE,16,0,0,0,0,0,47,505,5,0,0,0,0,6.5,104
210,Bobby Wagner,SEA,ILB,16,0,0,0,0,0,0,0,0,1.1,1.4,1,0.5,6.5,103.77
211,Yannick Ngakoue,JAX,DE,15,0,0,0,0,0,0,0,0,11.5,0.3,1,0.5,6.9,103.6
212,Jordan Reed,WAS,TE,16,0,0,0,0,0,59,577,3,0,0,0,0,6.4,103.2
213,Jaylon Smith,DAL,LB,16,0,0,0,0,0,0,0,0,2.6,0.3,1.2,0.6,6.4,103.12
214,Matt Prater,DET,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.4,103
215,Mark Andrews,BAL,TE,16,0,0,0,0,0,39,594,4,0,0,0,0,6.4,102.9
216,Jamal Adams,NYJ,SS,16,0,0,0,0,0,0,0,0,2.3,0.6,1.1,0.5,6.3,101.56
217,Chris Jones,KC,DT,16,0,0,0,0,0,0,0,0,10,0.8,0.9,0.5,6.3,101.4
218,C.J. Mosley,NYJ,LB,16,0,0,0,0,0,0,0,0,0.7,1.2,1.2,0.6,6.3,101.39
219,Jason Sanders,MIA,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.3,101
220,Frank Clark,KC,OLB,16,0,0,0,0,0,0,0,0,10,0.5,1,0.5,6.3,100.7
221,Jayon Brown,TEN,LB,16,0,0,0,0,0,0,0,0,4.1,0.6,1.1,0.5,6.3,100.62
222,Darren Waller,LV,TE,16,0,0,0,13,0,44,593,3,0,0,0,0,6.3,100.6
223,Josh Lambo,JAX,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.2,100
223,Devin Funchess,IND,TE,16,0,0,0,0,0,43,545,4,0,0,0,0,6.2,100
225,Tony Jefferson,BAL,S,16,0,0,0,0,0,0,0,0,2,0.9,1.3,0.7,6.2,99.95
226,Marquise Goodwin,SF,WR,16,0,0,0,11,0,36,567,4,0,0,0,0,6.2,99.8
227,Cameron Heyward,PIT,DT,16,0,0,0,0,0,0,0,0,8.5,0.2,1,0.5,6.2,99.45
228,Mason Foster,WAS,ILB,16,0,0,0,0,0,0,0,0,1.2,1.6,1.4,0.7,6.2,99.09
229,Zane Gonzalez,ARI,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.2,99
230,Myles Jack,JAX,LB,16,0,0,0,0,0,0,0,0,2.4,0.5,1.4,0.7,6.2,98.63
231,Quincy Enunwa,NYJ,WR,16,0,0,0,1,0,46,575,3,0,0,0,0,6.2,98.6
232,Melvin Ingram,LAC,LB,16,0,0,0,0,0,0,0,0,8.8,0.6,1.2,0.6,6.2,98.56
233,Vince Williams,PIT,ILB,16,0,0,0,0,0,0,0,0,5.3,0.8,1,0.5,6.2,98.41
234,Randy Bullock,CIN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.1,98
234,Cole Beasley,BUF,WR,16,0,0,0,2,0,48,558,3,0,0,0,0,6.1,98
236,CJ Anderson,DET,RB,16,0,0,0,533,3,19,130,1,0,0,0,0,6.1,97.8
237,Alec Ogletree,NYG,ILB,16,0,0,0,0,0,0,0,0,2,2,1,0.5,6.1,97.6
238,Kiko Alonso,MIA,ILB,16,0,0,0,0,0,0,0,0,0.8,0.8,0.8,0.4,6.1,97.46
239,John Johnson III,LAR,DB,16,0,0,0,0,0,0,0,0,0.1,1.7,1.5,0.8,6.1,97.17
240,Golden Tate,NYG,WR,16,0,0,0,9,0,47,567,3,0,0,0,0,6.1,97.1
241,Kyle Van Noy,NE,OLB,16,0,0,0,0,0,0,0,0,4.3,0.5,1,0.5,6.1,97.01
242,Adam Humphries,TEN,WR,16,0,0,0,8,0,49,536,3,0,0,0,0,6.1,96.9
243,Adrian Peterson,WAS,RB,16,0,0,0,531,4,15,137,0,0,0,0,0,6,96.3
244,Thomas Davis Sr.,LAC,OLB,16,0,0,0,0,0,0,0,0,1.9,0.3,1.1,0.6,6,96.08
245,Tremaine Edmunds,BUF,LB,16,0,0,0,0,0,0,0,0,1.8,1,1,0.5,6,96.06
246,Everson Griffen,MIN,DE,16,0,0,0,0,0,0,0,0,9.1,0.2,0.8,0.4,6,95.82
247,Rashard Higgins,CLE,WR,16,0,0,0,0,0,38,527,4,0,0,0,0,6,95.7
248,Landon Collins,WAS,SS,16,0,0,0,0,0,0,0,0,0.1,1.2,1.5,0.7,6,95.67
249,Mario Addison,CAR,DE,16,0,0,0,0,0,0,0,0,9.7,0.2,0.9,0.5,6,95.44
250,Logan Ryan,TEN,S,16,0,0,0,0,0,0,0,0,2.2,0.5,1.3,0.7,5.9,94.79
251,Jamaal Williams,GB,RB,16,0,0,0,425,3,23,182,1,0,0,0,0,5.9,94.2
252,Budda Baker,ARI,S,16,0,0,0,0,0,0,0,0,1.7,0.5,1.4,0.7,5.9,94.14
253,Lavonte David,TB,LB,16,0,0,0,0,0,0,0,0,1.8,0.2,0.9,0.4,5.9,94.11
254,Danny Trevathan,CHI,ILB,16,0,0,0,0,0,0,0,0,2,1,1.3,0.7,5.9,93.7
255,Todd Davis,DEN,ILB,16,0,0,0,0,0,0,0,0,1.2,0.5,1,0.5,5.8,93.59
256,Earl Thomas III,BAL,FS,16,0,0,0,0,0,0,0,0,0.1,2.7,1.2,0.6,5.8,93.37
257,Kareem Jackson,DEN,S,16,0,0,0,0,0,0,0,0,1,1.2,1.2,0.6,5.8,93.3
258,DJ Chark,JAX,WR,16,0,0,0,3,0,45,544,3,0,0,0,0,5.8,93.2
259,Zach Cunningham,HOU,LB,16,0,0,0,0,0,0,0,0,0.9,0.6,1,0.5,5.8,93.03
260,DaeSean Hamilton,DEN,WR,16,0,0,0,0,0,48,510,3,0,0,0,0,5.8,93
261,Kevin Byard III,TEN,S,16,0,0,0,0,0,0,0,0,1,4.2,1.4,0.7,5.8,92.8
