Rank,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameHalfPointPPR,FantasyPointsHalfPointPpr
89,Marvin Jones Jr.,DET,WR,16,0,0,0,4,0,68,895,6,0,0,0,0,10,159.9
90,Tyler Lockett,SEA,WR,16,0,0,0,31,0,62,856,7,0,0,0,0,10,159.7
91,Melvin Gordon III,LAC,RB,16,0,0,0,910,5,32,211,1,0,0,0,0,9.9,158.1
92,Allen Hurns,JAX,WR,16,0,0,0,0,0,61,875,7,0,0,0,0,9.9,158
93,Ameer Abdullah,DET,RB,16,0,0,0,803,5,34,264,1,0,0,0,0,9.7,155.7
94,Emmanuel Sanders,DEN,WR,16,0,0,0,22,0,67,917,5,0,0,0,0,9.7,155.4
95,Michael Crabtree,LV,WR,16,0,0,0,1,0,71,835,6,0,0,0,0,9.7,155.1
96,DeSean Jackson,WAS,WR,16,0,0,0,12,0,56,904,6,0,0,0,0,9.6,153.6
97,Gary Barnidge,CLE,TE,16,0,0,0,0,0,64,847,6,0,0,0,0,9.5,152.7
98,Rashad Jennings,NYG,RB,16,0,0,0,787,5,32,258,1,0,0,0,0,9.5,152.5
99,Coby Fleener,NO,TE,16,0,0,0,0,0,73,851,5,0,0,0,0,9.5,151.6
100,Carson Wentz,PHI,QB,16,2490,14,13,138,1,0,0,0,0,0,0,0,9.3,149.4
100,Arian Foster,MIA,RB,16,0,0,0,653,4,39,326,2,0,0,0,0,9.3,149.4
102,Travis Kelce,KC,TE,16,0,0,0,0,0,72,829,6,0,0,0,0,9.3,148.9
103,Willie Snead IV,NO,WR,16,0,0,0,0,0,66,876,5,0,0,0,0,9.3,148.6
104,Kevin White,CHI,WR,16,0,0,0,0,0,59,814,6,0,0,0,0,9.2,146.9
105,Stefon Diggs,MIN,WR,16,0,0,0,7,0,61,794,6,0,0,0,0,9.2,146.6
106,Matt Jones,WAS,RB,16,0,0,0,761,5,27,254,1,0,0,0,0,9.1,145
107,Torrey Smith,SF,WR,16,0,0,0,0,0,57,856,5,0,0,0,0,9,144.1
108,Tavon Austin,LAR,WR,16,0,0,0,265,2,57,541,4,0,0,0,0,8.9,143.1
109,T.J. Yeldon,JAX,RB,16,0,0,0,706,4,37,272,1,0,0,0,0,8.9,142.3
110,Stephen Gostkowski,NE,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.9,142
111,Sterling Shepard,NYG,WR,16,0,0,0,0,0,60,777,6,0,0,0,0,8.9,141.7
112,Antonio Gates,LAC,TE,16,0,0,0,0,0,63,736,6,0,0,0,0,8.8,141.1
113,Vincent Jackson,TB,WR,16,0,0,0,0,0,55,821,5,0,0,0,0,8.7,139.6
114,DeVante Parker,MIA,WR,16,0,0,0,1,0,53,765,6,0,0,0,0,8.7,139.1
115,Charles Sims,TB,RB,16,0,0,0,452,2,51,463,2,0,0,0,0,8.7,139
116,LeGarrette Blount,NE,RB,16,0,0,0,798,7,13,89,0,0,0,0,0,8.4,135.2
117,Mason Crosby,GB,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.4,135
118,Corey Coleman,CLE,WR,16,0,0,0,5,0,59,763,5,0,0,0,0,8.4,134.3
119,Graham Gano,CAR,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.4,134
120,Justin Tucker,BAL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.3,133
121,Isaiah Crowell,CLE,RB,16,0,0,0,740,5,19,161,1,0,0,0,0,8.2,131.6
122,Chris Ivory,JAX,RB,16,0,0,0,728,5,22,156,1,0,0,0,0,8.2,131.4
123,Martellus Bennett,NE,TE,16,0,0,0,0,0,61,705,5,0,0,0,0,8.2,131
124,Chris Boswell,PIT,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.1,130
125,Zach Ertz,PHI,TE,16,0,0,0,0,0,66,806,3,0,0,0,0,8.1,129.6
126,Travis Benjamin,LAC,WR,16,0,0,0,1,0,52,742,5,0,0,0,0,8,128.3
127,Stephen Hauschka,SEA,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8,128
127,Chandler Catanzaro,ARI,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8,128
129,Markus Wheaton,PIT,WR,16,0,0,0,5,0,52,725,5,0,0,0,0,7.9,127
130,Theo Riddick,DET,RB,16,0,0,0,235,1,61,507,3,0,0,0,0,7.9,126.7
131,Josh Gordon,CLE,WR,16,0,0,0,0,0,51,709,5,0,0,0,0,7.9,126.4
132,Michael Thomas,NO,WR,16,0,0,0,0,0,49,678,6,0,0,0,0,7.9,126.3
132,Mike Wallace,BAL,WR,16,0,0,0,3,0,52,700,5,0,0,0,0,7.9,126.3
134,Dan Bailey,DAL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.9,126
135,Shane Vereen,NYG,RB,16,0,0,0,263,2,53,450,3,0,0,0,0,7.9,125.8
136,Kamar Aiken,BAL,WR,16,0,0,0,0,0,54,704,5,0,0,0,0,7.8,125.4
137,Zach Miller,CHI,TE,16,0,0,0,0,0,54,619,6,0,0,0,0,7.8,124.9
138,Jason Witten,DAL,TE,16,0,0,0,0,0,70,737,3,0,0,0,0,7.8,124.7
139,Phillip Dorsett,IND,WR,16,0,0,0,11,0,51,686,5,0,0,0,0,7.7,123.2
140,Adam Vinatieri,IND,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.7,123
141,Tony Romo,DAL,QB,16,2052,13,7,22,0,0,0,0,0,0,0,0,7.6,122.28
142,Blair Walsh,MIN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.6,122
143,Cairo Santos,KC,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.6,121
143,Denver Broncos,DEN,DST,16,0,0,0,0,0,0,0,0,44,18,1,11,7.6,121
145,Mohamed Sanu,ATL,WR,16,0,0,0,11,0,56,677,4,0,0,0,0,7.6,120.8
146,Brandon McManus,DEN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.4,119
146,Arizona Cardinals,ARI,DST,16,0,0,0,0,0,0,0,0,47,17,0,14,7.4,119
146,Minnesota Vikings,MIN,DST,16,0,0,0,0,0,0,0,0,45,16,1,12,7.4,119
149,Pierre Garcon,WAS,WR,16,0,0,0,0,0,57,650,4,0,0,0,0,7.3,117.5
150,Charles Clay,BUF,TE,16,0,0,0,0,0,57,646,4,0,0,0,0,7.3,117.1
151,Nick Folk,NYJ,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.3,117
151,Carolina Panthers,CAR,DST,16,0,0,0,0,0,0,0,0,46,17,0,13,7.3,117
153,Jimmy Graham,SEA,TE,16,0,0,0,0,0,59,654,4,0,0,0,0,7.3,116.9
154,Dak Prescott,DAL,QB,16,1649,11,8,165,1,0,0,0,0,0,0,0,7.3,116.46
155,Steve Smith,BAL,WR,16,0,0,0,0,0,51,667,4,0,0,0,0,7.3,116.2
156,DeAngelo Williams,PIT,RB,16,0,0,0,584,4,22,181,1,0,0,0,0,7.2,115.5
156,Julius Thomas,JAX,TE,16,0,0,0,0,0,53,590,5,0,0,0,0,7.2,115.5
158,Justin Forsett,BAL,RB,16,0,0,0,582,4,26,162,1,0,0,0,0,7.2,115.4
159,Dwayne Allen,IND,TE,16,0,0,0,0,0,51,538,6,0,0,0,0,7.2,115.3
160,Josh Brown,NYG,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.2,115
160,Kai Forbath,NO,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.2,115
160,Houston Texans,HOU,DST,16,0,0,0,0,0,0,0,0,47,16,0,12,7.2,115
163,Terrance Williams,DAL,WR,16,0,0,0,0,0,40,641,5,0,0,0,0,7.1,114.1
164,Rishard Matthews,TEN,WR,16,0,0,0,1,0,49,645,4,0,0,0,0,7.1,113.1
165,Mike Nugent,CIN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.1,113
165,Dustin Hopkins,WAS,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.1,113
165,Seattle Seahawks,SEA,DST,16,0,0,0,0,0,0,0,0,41,16,0,10,7.1,113
168,Matt Bryant,ATL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7,112
168,Cincinnati Bengals,CIN,DST,16,0,0,0,0,0,0,0,0,44,20,0,10,7,112
170,Robbie Gould,CHI,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.9,111
170,Philadelphia Eagles,PHI,DST,16,0,0,0,0,0,0,0,0,41,15,2,10,6.9,111
170,Darren Sproles,PHI,RB,16,0,0,0,279,2,48,371,2,0,0,0,0,6.9,111
173,Bilal Powell,NYJ,RB,16,0,0,0,456,2,37,301,1,0,0,0,0,6.9,110.2
174,Matt Prater,DET,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.8,109
174,Dan Carpenter,BUF,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.8,109
174,Roberto Aguayo,TB,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.8,109
174,Jason Myers,JAX,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.8,109
174,Green Bay Packers,GB,DST,16,0,0,0,0,0,0,0,0,45,16,2,8,6.8,109
174,Devin Funchess,CAR,TE,16,0,0,0,0,0,43,595,5,0,0,0,0,6.8,109
180,William Fuller V,HOU,WR,16,0,0,0,4,0,44,624,4,0,0,0,0,6.8,108.8
181,Kenny Britt,LAR,WR,16,0,0,0,1,0,41,636,4,0,0,0,0,6.8,108.2
182,Nick Novak,HOU,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.8,108
182,Josh Lambo,LAC,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.8,108
184,Eric Ebron,DET,TE,16,0,0,0,0,0,48,598,4,0,0,0,0,6.7,107.8
185,Derrick Henry,TEN,RB,16,0,0,0,601,4,16,134,1,0,0,0,0,6.7,107.5
186,Clive Walford,LV,TE,16,0,0,0,0,0,47,537,5,0,0,0,0,6.7,107.2
187,Sebastian Janikowski,LV,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.7,107
187,Pittsburgh Steelers,PIT,DST,16,0,0,0,0,0,0,0,0,45,15,1,14,6.7,107
189,Jay Ajayi,MIA,RB,16,0,0,0,546,3,22,182,1,0,0,0,0,6.6,105.8
190,Connor Barth,CHI,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.6,105
190,Tajae Sharpe,TEN,WR,16,0,0,0,0,0,47,595,4,0,0,0,0,6.6,105
192,Tevin Coleman,ATL,RB,16,0,0,0,523,4,22,146,1,0,0,0,0,6.5,103.9
193,Robert Woods,BUF,WR,16,0,0,0,2,0,49,570,4,0,0,0,0,6.5,103.7
194,Kansas City Chiefs,KC,DST,16,0,0,0,0,0,0,0,0,33,18,1,10,6.4,103
194,Los Angeles Rams,LAR,DST,16,0,0,0,0,0,0,0,0,42,12,0,13,6.4,103
196,James Starks,GB,RB,16,0,0,0,474,3,26,201,1,0,0,0,0,6.4,102.5
197,Greg Zuerlein,LAR,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.4,102
197,New England Patriots,NE,DST,16,0,0,0,0,0,0,0,0,42,15,0,12,6.4,102
199,Tyler Boyd,CIN,WR,16,0,0,0,39,0,47,577,3,0,0,0,0,6.3,101.1
200,Caleb Sturgis,PHI,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.3,101
201,Laquon Treadwell,MIN,WR,16,0,0,0,0,0,43,553,4,0,0,0,0,6.3,100.8
202,Chris Hogan,NE,WR,16,0,0,0,2,0,44,541,4,0,0,0,0,6.3,100.3
203,Jermaine Kearse,SEA,WR,16,0,0,0,0,0,40,562,4,0,0,0,0,6.3,100.2
204,Paxton Lynch,DEN,QB,16,1721,10,9,93,0,0,0,0,0,0,0,0,6.3,100.14
205,Phil Dawson,SF,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.2,100
205,New York Jets,NYJ,DST,16,0,0,0,0,0,0,0,0,42,16,0,8,6.2,100
207,Tyler Eifert,CIN,TE,16,0,0,0,0,0,41,487,5,0,0,0,0,6.2,99.2
208,Jacksonville Jaguars,JAX,DST,16,0,0,0,0,0,0,0,0,42,14,1,11,6.2,99
209,Davante Adams,GB,WR,16,0,0,0,0,0,42,533,4,0,0,0,0,6.1,98.3
210,Kenny Stills,MIA,WR,16,0,0,0,0,0,41,597,3,0,0,0,0,6.1,98.2
210,Virgil Green,DEN,TE,16,0,0,0,0,0,50,492,4,0,0,0,0,6.1,98.2
212,Patrick Murray,CLE,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.1,98
213,Andrew Franks,MIA,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.1,97
214,Jacob Tamme,ATL,TE,16,0,0,0,0,0,53,578,2,0,0,0,0,6,96.3
215,Dion Lewis,NE,RB,16,0,0,0,256,2,34,306,2,0,0,0,0,6,95.2
216,Tampa Bay Buccaneers,TB,DST,16,0,0,0,0,0,0,0,0,42,12,0,11,5.9,95
217,Devontae Booker,DEN,RB,16,0,0,0,535,3,20,148,0,0,0,0,0,5.9,94.3
218,Buffalo Bills,BUF,DST,16,0,0,0,0,0,0,0,0,34,17,0,8,5.9,94
218,Washington Commanders,WAS,DST,16,0,0,0,0,0,0,0,0,36,14,2,12,5.9,94
218,Miami Dolphins,MIA,DST,16,0,0,0,0,0,0,0,0,39,14,2,9,5.9,94
221,New York Giants,NYG,DST,16,0,0,0,0,0,0,0,0,41,17,1,12,5.8,93
222,Austin Seferian-Jenkins,TB,TE,16,0,0,0,0,0,34,477,5,0,0,0,0,5.8,92.7
223,Las Vegas Raiders,LV,DST,16,0,0,0,0,0,0,0,0,40,14,0,12,5.8,92
223,Los Angeles Chargers,LAC,DST,16,0,0,0,0,0,0,0,0,38,15,1,12,5.8,92
225,Jared Cook,GB,TE,16,0,0,0,0,0,41,550,3,0,0,0,0,5.7,91.5
226,Chicago Bears,CHI,DST,16,0,0,0,0,0,0,0,0,39,12,1,10,5.7,91
226,Ted Ginn Jr.,CAR,WR,16,0,0,0,24,0,32,486,4,0,0,0,0,5.7,91
228,Ryan Succop,TEN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,5.6,90
228,Trevor Siemian,DEN,QB,16,1655,9,9,58,0,0,0,0,0,0,0,0,5.6,90
228,Baltimore Ravens,BAL,DST,16,0,0,0,0,0,0,0,0,41,11,1,9,5.6,90
231,Richard Rodgers,GB,TE,16,0,0,0,0,0,40,395,5,0,0,0,0,5.6,89.5
232,Chris Thompson,WAS,RB,16,0,0,0,224,1,40,308,2,0,0,0,0,5.6,89.2
233,Indianapolis Colts,IND,DST,16,0,0,0,0,0,0,0,0,37,15,0,10,5.6,89
234,Anquan Boldin,DET,WR,16,0,0,0,0,0,43,513,3,0,0,0,0,5.6,88.8
235,Jerick McKinnon,MIN,RB,16,0,0,0,360,2,28,215,1,0,0,0,0,5.5,87.5
236,Jared Goff,LAR,QB,16,1602,8,7,50,0,0,0,0,0,0,0,0,5.4,87.08
237,Spencer Ware,KC,RB,16,0,0,0,444,5,14,76,0,0,0,0,0,5.4,87
238,Detroit Lions,DET,DST,16,0,0,0,0,0,0,0,0,42,12,1,8,5.4,86
239,Sammie Coates,PIT,WR,16,0,0,0,0,0,36,499,3,0,0,0,0,5.4,85.9
240,DeAndre Washington,LV,RB,16,0,0,0,366,2,26,198,1,0,0,0,0,5.3,85.4
241,Kendall Wright,TEN,WR,16,0,0,0,7,0,39,470,3,0,0,0,0,5.3,85.2
242,Atlanta Falcons,ATL,DST,16,0,0,0,0,0,0,0,0,29,14,0,10,5.3,85
242,Chris Conley,KC,WR,16,0,0,0,5,0,38,475,3,0,0,0,0,5.3,85
244,Vance McDonald,SF,TE,16,0,0,0,0,0,44,466,3,0,0,0,0,5.3,84.6
245,Shaun Draughn,SF,RB,16,0,0,0,334,2,30,200,1,0,0,0,0,5.3,84.4
246,Case Keenum,LAR,QB,16,1532,8,7,42,0,0,0,0,0,0,0,0,5.2,83.48
247,Breshad Perriman,BAL,WR,16,0,0,0,0,0,34,476,3,0,0,0,0,5.2,82.6
248,James White,NE,RB,16,0,0,0,172,1,35,317,2,0,0,0,0,5.2,82.4
248,Brandon LaFell,CIN,WR,16,0,0,0,3,0,37,476,3,0,0,0,0,5.2,82.4
250,Tennessee Titans,TEN,DST,16,0,0,0,0,0,0,0,0,39,12,0,7,5.1,82
251,Kyle Rudolph,MIN,TE,16,0,0,0,0,0,39,382,4,0,0,0,0,5.1,81.7
252,Javorius Allen,BAL,RB,16,0,0,0,331,2,27,210,1,0,0,0,0,5.1,81.6
252,Jack Doyle,IND,TE,16,0,0,0,0,0,41,431,3,0,0,0,0,5.1,81.6
254,Cameron Brate,TB,TE,16,0,0,0,0,0,33,408,4,0,0,0,0,5.1,81.3
255,Terrance West,BAL,RB,16,0,0,0,490,3,16,101,0,0,0,0,0,5.1,81.1
256,Dorial Green-Beckham,PHI,WR,16,0,0,0,0,0,32,468,3,0,0,0,0,5,80.8
257,Nelson Agholor,PHI,WR,16,0,0,0,0,0,36,466,3,0,0,0,0,5,80.6
258,Terrelle Pryor,CLE,WR,16,0,0,0,20,0,32,445,3,0,0,0,0,5,80.5
259,Cole Beasley,DAL,WR,16,0,0,0,0,0,41,437,3,0,0,0,0,5,80.2
260,Garrett Celek,SF,TE,16,0,0,0,0,0,36,379,4,0,0,0,0,5,79.9
261,C.J. Prosise,SEA,RB,16,0,0,0,276,2,28,221,1,0,0,0,0,5,79.7
262,Jamison Crowder,WAS,WR,16,0,0,0,2,0,44,467,2,0,0,0,0,4.9,78.9
263,Colin Kaepernick,SF,QB,16,1119,6,6,157,1,0,0,0,0,0,0,0,4.9,78.46
264,Crockett Gillmore,BAL,TE,16,0,0,0,0,0,30,387,4,0,0,0,0,4.9,77.7
265,Quinton Patton,SF,WR,16,0,0,0,1,0,38,484,2,0,0,0,0,4.8,77.5
266,Victor Cruz,NYG,WR,16,0,0,0,0,0,33,421,3,0,0,0,0,4.8,76.6
267,Kenneth Dixon,BAL,RB,16,0,0,0,377,2,22,174,0,0,0,0,0,4.8,76.1
267,Charles Johnson,MIN,WR,16,0,0,0,0,0,30,431,3,0,0,0,0,4.8,76.1
267,Jordan Cameron,MIA,TE,16,0,0,0,0,0,36,401,3,0,0,0,0,4.8,76.1
270,Eli Rogers,PIT,WR,16,0,0,0,0,0,34,430,3,0,0,0,0,4.8,76
