Rank,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameHalfPointPPR,FantasyPointsHalfPointPpr
116,Devonta Freeman,ATL,RB,16,0,0,0,603,4,36,285,1,0,0,0,0,8.4,134.8
117,Brian Quick,LAR,WR,16,0,0,0,2,0,53,768,5,0,0,0,0,8.3,133.5
118,Shane Vereen,NYG,RB,16,0,0,0,406,3,47,406,2,0,0,0,0,8.3,132.7
119,Adam Vinatieri,IND,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.2,131
120,Doug Baldwin,SEA,WR,16,0,0,0,5,0,60,782,4,0,0,0,0,8.2,130.7
121,Terrance Williams,DAL,WR,16,0,0,0,0,0,45,738,6,0,0,0,0,8.1,130.3
122,Mason Crosby,GB,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.1,130
122,Cody Parkey,PHI,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.1,130
124,Tevin Coleman,ATL,RB,16,0,0,0,646,6,20,153,1,0,0,0,0,8.1,129.9
125,Steve Johnson,LAC,WR,16,0,0,0,0,0,56,712,5,0,0,0,0,8.1,129.2
126,Justin Tucker,BAL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.1,129
127,Devin Funchess,CAR,TE,16,0,0,0,1,0,55,726,5,0,0,0,0,8,128.2
127,Eddie Royal,CHI,WR,16,0,0,0,16,0,60,726,5,0,0,0,0,8,128.2
129,Stephen Hauschka,SEA,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8,128
130,Dan Bailey,DAL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.9,127
130,Seattle Seahawks,SEA,DST,16,0,0,0,0,0,0,0,0,43,18,16,12,7.9,127
132,Buffalo Bills,BUF,DST,16,0,0,0,0,0,0,0,0,50,17,14,12,7.9,126
133,Malcom Floyd,LAC,WR,16,0,0,0,0,0,45,733,5,0,0,0,0,7.9,125.8
134,Garrett Hartley,PIT,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.8,125
135,Markus Wheaton,PIT,WR,16,0,0,0,8,0,56,709,4,0,0,0,0,7.7,123.7
136,Los Angeles Rams,LAR,DST,16,0,0,0,0,0,0,0,0,47,14,16,12,7.7,123
137,Michael Crabtree,LV,WR,16,0,0,0,0,0,60,689,4,0,0,0,0,7.7,122.9
138,Zach Ertz,PHI,TE,16,0,0,0,0,0,54,673,5,0,0,0,0,7.6,122.3
139,Matt Bryant,ATL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.6,122
140,Dwayne Bowe,CLE,WR,16,0,0,0,0,0,54,707,4,0,0,0,0,7.6,121.7
141,Chandler Catanzaro,ARI,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.6,121
142,Brandon McManus,DEN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.5,120
143,Martavis Bryant,PIT,WR,16,0,0,0,6,0,41,626,6,0,0,0,0,7.5,119.7
143,Delanie Walker,TEN,TE,16,0,0,0,0,0,57,672,4,0,0,0,0,7.5,119.7
145,Bishop Sankey,TEN,RB,16,0,0,0,618,4,25,183,1,0,0,0,0,7.4,118.6
146,Dan Carpenter,BUF,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.4,118
147,Tre Mason,LAR,RB,16,0,0,0,659,4,18,147,1,0,0,0,0,7.4,117.6
148,Phil Dawson,SF,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.3,117
149,Blair Walsh,MIN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.2,116
149,Josh Brown,NYG,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.2,116
149,Randy Bullock,HOU,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.2,116
149,Cairo Santos,KC,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.2,116
149,Josh Scobee,JAX,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.2,116
154,Graham Gano,CAR,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.2,115
154,Houston Texans,HOU,DST,16,0,0,0,0,0,0,0,0,40,17,16,11,7.2,115
156,Dwayne Allen,IND,TE,16,0,0,0,0,0,43,514,7,0,0,0,0,7.2,114.9
157,Ryan Mathews,PHI,RB,16,0,0,0,597,6,16,130,0,0,0,0,0,7.2,114.7
158,Matt Prater,DET,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.1,114
158,Denver Broncos,DEN,DST,16,0,0,0,0,0,0,0,0,45,17,13,11,7.1,114
158,Green Bay Packers,GB,DST,16,0,0,0,0,0,0,0,0,41,17,12,9,7.1,114
161,Kenny Stills,MIA,WR,16,0,0,0,5,0,48,650,4,0,0,0,0,7.1,113.5
161,Jordan Cameron,MIA,TE,16,0,0,0,0,0,53,630,4,0,0,0,0,7.1,113.5
163,Greg Zuerlein,LAR,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.1,113
163,Nick Folk,NYJ,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.1,113
163,Zach Hocker,NO,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.1,113
166,DeVante Parker,MIA,WR,16,0,0,0,0,0,49,657,4,0,0,0,0,7,112.2
167,Kyle Rudolph,MIN,TE,16,0,0,0,0,0,52,560,5,0,0,0,0,7,112
168,Heath Miller,PIT,TE,16,0,0,0,0,0,58,628,4,0,0,0,0,7,111.8
169,Marvin Jones Jr.,CIN,WR,16,0,0,0,16,0,43,584,5,0,0,0,0,7,111.5
170,Jordan Reed,WAS,TE,16,0,0,0,0,0,60,613,4,0,0,0,0,7,111.3
171,Victor Cruz,NYG,WR,16,0,0,0,0,0,49,646,4,0,0,0,0,6.9,111.1
172,New York Jets,NYJ,DST,16,0,0,0,0,0,0,0,0,42,17,9,11,6.9,111
172,Minnesota Vikings,MIN,DST,16,0,0,0,0,0,0,0,0,41,15,8,10,6.9,111
174,Robbie Gould,CHI,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.9,110
174,Miami Dolphins,MIA,DST,16,0,0,0,0,0,0,0,0,44,15,13,12,6.9,110
174,Arizona Cardinals,ARI,DST,16,0,0,0,0,0,0,0,0,39,18,9,11,6.9,110
174,Philadelphia Eagles,PHI,DST,16,0,0,0,0,0,0,0,0,42,14,24,10,6.9,110
174,Coby Fleener,IND,TE,16,0,0,0,0,0,46,570,5,0,0,0,0,6.9,110
179,Kansas City Chiefs,KC,DST,16,0,0,0,0,0,0,0,0,45,12,13,10,6.8,109
180,Kenny Britt,LAR,WR,16,0,0,0,1,0,46,674,3,0,0,0,0,6.8,108.5
181,Allen Hurns,JAX,WR,16,0,0,0,4,0,49,655,3,0,0,0,0,6.8,108.4
182,Sebastian Janikowski,LV,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.8,108
182,Mike Nugent,CIN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.8,108
184,Danny Woodhead,LAC,RB,16,0,0,0,288,1,47,390,2,0,0,0,0,6.7,107.3
185,Kai Forbath,WAS,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.7,107
185,Kyle Brindza,TB,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.7,107
185,Baltimore Ravens,BAL,DST,16,0,0,0,0,0,0,0,0,44,16,14,13,6.7,107
185,Detroit Lions,DET,DST,16,0,0,0,0,0,0,0,0,40,17,11,9,6.7,107
189,Brandon Coleman,NO,WR,16,0,0,0,0,0,43,621,4,0,0,0,0,6.6,105.6
190,Duke Johnson,CLE,RB,16,0,0,0,464,3,30,241,1,0,0,0,0,6.6,105.5
190,Jared Cook,LAR,TE,16,0,0,0,0,0,48,575,4,0,0,0,0,6.6,105.5
192,Tyler Eifert,CIN,TE,16,0,0,0,0,0,53,541,4,0,0,0,0,6.5,104.6
193,Charles Sims,TB,RB,16,0,0,0,393,3,32,270,1,0,0,0,0,6.5,104.3
193,Cody Latimer,DEN,WR,16,0,0,0,0,0,44,583,4,0,0,0,0,6.5,104.3
195,Owen Daniels,DEN,TE,16,0,0,0,0,0,49,557,4,0,0,0,0,6.5,104.2
196,Carolina Panthers,CAR,DST,16,0,0,0,0,0,0,0,0,39,15,21,11,6.5,104
196,New England Patriots,NE,DST,16,0,0,0,0,0,0,0,0,39,15,15,11,6.5,104
198,Percy Harvin,BUF,WR,16,0,0,0,80,1,49,534,3,0,0,0,0,6.5,103.9
199,Darren Sproles,PHI,RB,16,0,0,0,262,3,39,358,1,0,0,0,0,6.5,103.5
200,Julius Thomas,JAX,TE,16,0,0,0,0,0,49,547,4,0,0,0,0,6.4,103.2
201,Josh Lambo,LAC,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.4,103
202,Antonio Gates,LAC,TE,16,0,0,0,0,0,45,522,5,0,0,0,0,6.4,102.7
203,Ryan Succop,TEN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.4,102
204,Knile Davis,KC,RB,16,0,0,0,458,5,18,142,1,0,0,0,0,6.3,101
205,Breshad Perriman,BAL,WR,16,0,0,0,0,0,41,583,4,0,0,0,0,6.3,100.8
206,Roy Helu,LV,RB,16,0,0,0,363,2,36,300,1,0,0,0,0,6.3,100.3
207,Jacksonville Jaguars,JAX,DST,16,0,0,0,0,0,0,0,0,40,15,18,12,6.2,100
207,Tennessee Titans,TEN,DST,16,0,0,0,0,0,0,0,0,40,14,5,8,6.2,100
209,Travis Coons,CLE,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.2,99
209,Andrew Franks,MIA,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.2,99
209,Cincinnati Bengals,CIN,DST,16,0,0,0,0,0,0,0,0,35,18,7,10,6.2,99
209,Dallas Cowboys,DAL,DST,16,0,0,0,0,0,0,0,0,33,15,15,12,6.2,99
209,Cleveland Browns,CLE,DST,16,0,0,0,0,0,0,0,0,36,18,14,9,6.2,99
209,Tampa Bay Buccaneers,TB,DST,16,0,0,0,0,0,0,0,0,36,17,16,11,6.2,99
215,Andrew Hawkins,CLE,WR,16,0,0,0,22,0,48,600,2,0,0,0,0,6.1,98.2
216,San Francisco 49ers,SF,DST,16,0,0,0,0,0,0,0,0,38,16,11,10,6.1,98
216,Indianapolis Colts,IND,DST,16,0,0,0,0,0,0,0,0,42,13,21,12,6.1,98
218,Darren McFadden,DAL,RB,16,0,0,0,522,4,19,128,0,0,0,0,0,6,96.5
219,Vernon Davis,SF,TE,16,0,0,0,0,0,42,512,4,0,0,0,0,6,96.2
220,New York Giants,NYG,DST,16,0,0,0,0,0,0,0,0,43,15,15,11,6,96
220,Atlanta Falcons,ATL,DST,16,0,0,0,0,0,0,0,0,33,17,13,11,6,96
222,Robert Woods,BUF,WR,16,0,0,0,0,0,45,572,3,0,0,0,0,6,95.7
223,Chicago Bears,CHI,DST,16,0,0,0,0,0,0,0,0,37,15,17,10,5.9,95
224,Charles Clay,BUF,TE,16,0,0,0,0,0,48,526,3,0,0,0,0,5.9,94.6
225,Reggie Bush,SF,RB,16,0,0,0,392,2,33,239,1,0,0,0,0,5.8,93.6
226,Larry Donnell,NYG,TE,16,0,0,0,0,0,50,521,4,0,0,0,0,5.8,93.1
227,Pittsburgh Steelers,PIT,DST,16,0,0,0,0,0,0,0,0,35,15,12,10,5.8,93
228,Cole Beasley,DAL,WR,16,0,0,0,0,0,45,503,4,0,0,0,0,5.8,92.8
229,Danny Amendola,NE,WR,16,0,0,0,0,0,47,512,3,0,0,0,0,5.8,92.7
230,Tyler Lockett,SEA,WR,16,0,0,0,3,0,40,529,3,0,0,0,0,5.7,91.2
231,Austin Seferian-Jenkins,TB,TE,16,0,0,0,0,0,50,539,3,0,0,0,0,5.7,90.9
232,Greg Jennings,MIA,WR,16,0,0,0,0,0,41,504,3,0,0,0,0,5.6,88.9
233,Alfred Blue,HOU,RB,16,0,0,0,553,3,14,104,0,0,0,0,0,5.5,88.7
234,Jermaine Kearse,SEA,WR,16,0,0,0,2,0,36,523,3,0,0,0,0,5.5,88.5
235,Jonas Gray,NE,RB,16,0,0,0,472,5,11,76,0,0,0,0,0,5.5,88.3
236,Richard Rodgers,GB,TE,16,0,0,0,0,0,36,402,5,0,0,0,0,5.5,88.2
237,Geno Smith,NYJ,QB,16,1322,8,7,112,1,0,0,0,0,0,0,0,5.5,88.08
238,Caleb Sturgis,MIA,K,16,0,0,0,0,0,0,0,0,0,0,0,0,5.5,88
238,New Orleans Saints,NO,DST,16,0,0,0,0,0,0,0,0,39,14,11,9,5.5,88
240,Donte Moncrief,IND,WR,16,0,0,0,7,0,33,465,4,0,0,0,0,5.5,87.7
241,David Johnson,ARI,RB,16,0,0,0,397,4,20,159,0,0,0,0,0,5.5,87.6
242,Mychal Rivera,LV,TE,16,0,0,0,0,0,44,475,3,0,0,0,0,5.5,87.5
243,Josh Hill,NO,TE,16,0,0,0,0,0,40,434,4,0,0,0,0,5.5,87.4
244,Brian Hartline,CLE,WR,16,0,0,0,1,0,41,545,2,0,0,0,0,5.4,87.1
245,Los Angeles Chargers,LAC,DST,16,0,0,0,0,0,0,0,0,32,14,16,9,5.4,87
246,Eric Ebron,DET,TE,16,0,0,0,0,0,44,462,3,0,0,0,0,5.4,86.2
247,Phillip Dorsett,IND,WR,16,0,0,0,5,0,36,511,3,0,0,0,0,5.4,85.6
248,Ty Montgomery II,GB,WR,16,0,0,0,28,0,36,484,3,0,0,0,0,5.3,85.2
249,James Jones,LV,WR,16,0,0,0,0,0,35,428,4,0,0,0,0,5.3,84.3
250,Cecil Shorts,HOU,WR,16,0,0,0,1,0,41,492,3,0,0,0,0,5.2,83.8
251,Leonard Hankerson,ATL,WR,16,0,0,0,0,0,36,473,3,0,0,0,0,5.2,83.3
252,Kamar Aiken,BAL,WR,16,0,0,0,0,0,37,467,3,0,0,0,0,5.2,83.2
253,Ronnie Hillman,DEN,RB,16,0,0,0,384,3,18,137,1,0,0,0,0,5.2,83.1
254,Las Vegas Raiders,LV,DST,16,0,0,0,0,0,0,0,0,31,13,12,8,5.2,83
255,Dustin Hopkins,NO,K,16,0,0,0,0,0,0,0,0,0,0,0,0,5.1,82
256,Ladarius Green,LAC,TE,16,0,0,0,0,0,38,449,3,0,0,0,0,5.1,81.9
257,Rod Streater,LV,WR,16,0,0,0,1,0,36,476,3,0,0,0,0,5.1,81.7
257,Benjamin Watson,NO,TE,16,0,0,0,0,0,42,427,3,0,0,0,0,5.1,81.7
259,Mohamed Sanu,CIN,WR,16,0,0,0,28,0,36,427,3,0,0,0,0,5.1,81.5
260,Marqise Lee,JAX,WR,16,0,0,0,1,0,39,496,2,0,0,0,0,5.1,81.2
261,Corey Brown,CAR,WR,16,0,0,0,42,0,34,459,3,0,0,0,0,5.1,81.1
262,Dan Herron,IND,RB,16,0,0,0,318,3,24,189,1,0,0,0,0,5,80.7
263,James Starks,GB,RB,16,0,0,0,413,2,18,138,1,0,0,0,0,5,80.1
264,Washington Commanders,WAS,DST,16,0,0,0,0,0,0,0,0,35,14,14,11,5,80
265,Dorial Green-Beckham,TEN,WR,16,0,0,0,0,0,33,469,3,0,0,0,0,5,79.4
266,Andre Williams,NYG,RB,16,0,0,0,388,5,10,74,0,0,0,0,0,5,79.2
266,Brandon LaFell,NE,WR,16,0,0,0,2,0,32,470,3,0,0,0,0,5,79.2
266,Jerricho Cotchery,CAR,WR,16,0,0,0,1,0,39,476,2,0,0,0,0,5,79.2
269,Terrance West,CLE,RB,16,0,0,0,393,3,14,100,1,0,0,0,0,4.8,76.3
270,Patrick Murray,TB,K,16,0,0,0,0,0,0,0,0,0,0,0,0,4.8,76
