rank,id,player,team,pos,gp,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,def_sck,def_int,fum_forced,fum_recovered,fpts_half_ppr_per_gp,fpts_half_ppr
705,19026,Rayshawn Jenkins,CLE,SS,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.4,0.4,0.2,2.9,49.2
706,21861,Antonio Gibson,NE,RB,17,0.0,0.0,0.0,208.7,0.9,15.1,122.6,0.7,0.0,0.0,0.0,0.0,2.9,49.1
707,18911,Derek Barnett,HOU,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.1,0.3,0.2,2.9,48.5
708,24191,Lukas Van Ness,GB,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1,0.3,0.2,2.8,48.4
709,26079,Shedeur Sanders,CLE,QB,17,807.3,4.4,3.5,46.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,48.2
710,25996,Mykel Williams,SF,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.3,2.8,48.0
711,19023,Mack Hollins,NE,WR,17,0.0,0.0,0.0,0.0,0.0,20.4,254.4,2.0,0.0,0.0,0.0,0.0,2.8,47.4
712,25208,Erick All Jr.,CIN,TE,17,0.0,0.0,0.0,0.0,0.0,28.5,233.7,1.6,0.0,0.0,0.0,0.0,2.8,47.0
713,16310,Denico Autry,HOU,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.1,0.3,0.2,2.8,47.0
714,24192,Carrington Valentine,GB,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.5,0.3,2.8,46.8
715,25584,Jarius Monroe,NYJ,S,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.4,0.2,5.2,46.5
716,23532,Sam Williams,DAL,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.2,0.3,0.2,2.7,46.5
717,21896,Yetur Gross-Matos,SF,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.1,0.3,0.1,2.7,46.4
718,24990,Jarquez Hunter,LAR,RB,17,0.0,0.0,0.0,247.7,1.8,7.7,60.8,0.3,0.0,0.0,0.0,0.0,2.7,46.3
719,24282,Karl Brooks,GB,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.1,0.3,0.2,2.7,46.3
720,24609,Emari Demercado,ARI,RB,17,0.0,0.0,0.0,208.2,1.3,14.7,94.7,0.2,0.0,0.0,0.0,0.0,2.7,46.2
721,25994,Derrick Harmon,PIT,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.3,2.7,46.2
722,22563,Khalil Herbert,IND,RB,17,0.0,0.0,0.0,260.0,1.9,7.7,44.2,0.1,0.0,0.0,0.0,0.0,2.7,46.1
723,17958,Emmanuel Ogbah,JAX,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.5,0.3,0.1,2.7,45.9
724,18904,Solomon Thomas,DAL,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.1,0.3,0.2,2.7,45.9
725,26075,Alfred Collins,SF,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.3,2.7,45.8
726,25102,Will Shipley,PHI,RB,17,0.0,0.0,0.0,234.2,1.5,8.9,66.2,0.4,0.0,0.0,0.0,0.0,2.7,45.7
727,13338,Cameron Jordan,NO,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,0.3,0.2,2.7,45.6
728,20934,Khalen Saunders,NO,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.4,0.3,0.2,2.7,45.4
729,25012,Kris Jenkins Jr.,CIN,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.1,0.3,0.2,2.7,45.3
730,24269,Ventrell Miller,JAX,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.2,0.1,2.7,45.2
731,24470,Quindell Johnson,PIT,SS,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.3,2.6,45.0
732,26022,Azareye'h Thomas,NYJ,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,2.6,45.0
733,19238,Taysom Hill,NO,QB,17,0.0,0.0,0.0,121.2,1.8,12.8,111.5,0.8,0.0,0.0,0.0,0.0,2.6,44.7
734,24455,Desjuan Johnson,LAR,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.2,0.3,0.1,2.6,44.6
735,21882,Darrell Taylor,HOU,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.1,0.3,0.2,2.6,44.5
736,23429,Tycen Anderson,CIN,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.2,2.6,44.4
737,24926,James Williams,TEN,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.2,0.1,2.6,44.3
738,20868,Alexander Mattison,MIA,RB,17,0.0,0.0,0.0,230.1,1.6,9.2,66.9,0.2,0.0,0.0,0.0,0.0,2.6,44.3
739,22626,Rondale Moore,MIN,WR,17,0.0,0.0,0.0,46.4,0.1,21.5,215.9,1.1,0.0,0.0,0.0,0.0,2.6,44.0
740,22562,Kenneth Gainwell,PIT,RB,17,0.0,0.0,0.0,198.6,1.3,11.6,82.1,0.4,0.0,0.0,0.0,0.0,2.6,43.7
741,14871,Robert Woods,PIT,WR,17,0.0,0.0,0.0,0.0,0.0,22.8,236.2,1.5,0.0,0.0,0.0,0.0,2.6,43.6
742,21013,Byron Cowart,NYJ,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.3,0.3,0.1,2.6,43.6
743,22535,Elijah Mitchell,KC,RB,17,0.0,0.0,0.0,241.0,1.6,7.5,44.1,0.3,0.0,0.0,0.0,0.0,2.6,43.5
744,24979,Malachi Corley,NYJ,WR,17,0.0,0.0,0.0,36.0,0.1,21.2,217.5,1.2,0.0,0.0,0.0,0.0,2.6,43.4
745,24480,Josh Hayes,TB,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.5,0.3,2.5,43.3
746,24309,Emanuel Wilson,GB,RB,17,0.0,0.0,0.0,242.8,1.6,7.4,48.4,0.2,0.0,0.0,0.0,0.0,2.5,43.2
747,15090,Johnathan Hankins,SEA,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,0.3,0.2,2.5,43.1
748,23602,Tristin McCollum,PHI,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.4,0.2,2.5,43.0
749,25041,Jer'Zhan Newton,WAS,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.2,0.3,0.2,2.5,43.0
750,26064,Andrew Mukuba,PHI,DB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.2,2.5,42.9
751,25942,Woody Marks,HOU,RB,17,0.0,0.0,0.0,198.2,1.1,12.2,89.2,0.3,0.0,0.0,0.0,0.0,2.5,42.8
752,19105,Al-Quadin Muhammad,DET,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.2,0.2,0.1,2.5,42.8
753,20773,Kevin Givens,SF,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.1,0.3,0.1,2.5,42.7
754,22922,Jason Pinnock,SF,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.4,0.5,0.2,2.5,42.7
755,21996,Malik Harrison,PIT,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.3,0.1,2.5,42.5
756,18422,Kalif Raymond,DET,WR,17,0.0,0.0,0.0,2.6,0.0,19.9,239.2,1.4,0.0,0.0,0.0,0.0,2.5,42.3
757,23186,Spencer Rattler,NO,QB,17,662.8,3.7,2.5,57.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,42.1
758,22592,Elijah Moore,BUF,WR,17,0.0,0.0,0.0,1.1,0.0,22.4,241.4,1.1,0.0,0.0,0.0,0.0,2.5,41.8
759,24975,Mike Hall Jr.,CLE,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.3,0.3,0.2,2.5,41.8
760,25911,Jalen Royals,KC,WR,17,0.0,0.0,0.0,6.0,0.0,19.8,236.7,1.3,0.0,0.0,0.0,0.0,2.5,41.8
761,25151,Decamerion Richardson,LV,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.2,2.5,41.7
762,22279,Chris Williams,CHI,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.2,0.3,0.2,2.4,41.6
763,24213,Cameron Mitchell,CLE,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.4,0.2,2.4,41.5
764,20901,Charles Omenihu,KC,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.2,0.3,0.2,2.4,41.4
765,17949,Sheldon Rankins,HOU,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.1,0.3,0.2,2.4,41.4
766,22785,Grant Stuard,DET,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.2,0.1,2.4,41.4
767,18883,JuJu Smith-Schuster,KC,WR,17,0.0,0.0,0.0,0.0,0.0,19.7,226.2,1.5,0.0,0.0,0.0,0.0,2.4,41.3
768,19882,Jerome Baker,CLE,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.3,0.2,0.1,2.4,41.3
769,19952,Kentavius Street,ATL,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.2,0.4,0.2,2.4,41.1
770,24987,Luke McCaffrey,WAS,WR,17,0.0,0.0,0.0,0.9,0.0,22.2,224.5,1.3,0.0,0.0,0.0,0.0,2.4,41.0
771,25888,Devin Neal,NO,RB,17,0.0,0.0,0.0,223.8,1.5,6.4,49.1,0.3,0.0,0.0,0.0,0.0,2.4,40.9
772,20850,Dawson Knox,BUF,TE,17,0.0,0.0,0.0,0.0,0.0,18.2,219.2,1.6,0.0,0.0,0.0,0.0,2.4,40.6
773,19318,Kendrick Bourne,NE,WR,17,0.0,0.0,0.0,5.1,0.0,19.0,217.9,1.5,0.0,0.0,0.0,0.0,2.4,40.6
774,24243,Jakorian Bennett,LV,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.2,2.4,40.5
775,24989,Tory Horton,SEA,WR,17,0.0,0.0,0.0,0.0,0.0,17.5,240.8,1.3,0.0,0.0,0.0,0.0,2.4,40.4
776,23158,Jermaine Burton,CIN,WR,17,0.0,0.0,0.0,1.3,0.0,15.8,229.9,1.6,0.0,0.0,0.0,0.0,2.4,40.4
777,23514,D.J. Davidson,NYG,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.2,0.3,0.2,2.4,40.4
778,15194,John Jenkins,BAL,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.4,0.2,2.4,40.3
779,24440,Dante Stills,ARI,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.1,0.3,0.1,2.4,40.2
780,21373,P.J. Locke,DEN,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.4,0.2,2.4,40.1
781,24201,Nick Herbig,PIT,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.2,0.3,0.1,2.4,40.1
782,24456,Starling Thomas V,ARI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.3,2.4,40.0
783,16809,Denzel Perryman,LAC,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.2,0.1,2.3,39.9
784,16778,Arik Armstead,JAX,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.2,0.3,0.1,2.3,39.8
785,20941,Devin Singletary,NYG,RB,17,0.0,0.0,0.0,207.4,1.5,8.7,60.5,0.1,0.0,0.0,0.0,0.0,2.3,39.7
786,21050,Sean Murphy-Bunting,ARI,CB,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.2,4.0,39.7
787,19887,Nathan Shepherd,NO,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.2,0.3,0.2,2.3,39.7
788,25167,McKinnley Jackson,CIN,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.2,0.3,0.1,2.3,39.6
789,23615,Ja'Sir Taylor,LAC,DB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.4,0.2,2.3,39.6
790,22775,Joe Tryon-Shoyinka,CLE,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1,0.3,0.2,2.3,39.6
791,22662,Tommy Tremble,CAR,TE,17,0.0,0.0,0.0,0.0,0.0,19.8,193.9,1.8,0.0,0.0,0.0,0.0,2.3,39.5
792,22697,Zaven Collins,ARI,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.3,0.2,0.1,2.3,39.5
793,26101,Isaac TeSlaa,DET,WR,17,0.0,0.0,0.0,0.0,0.0,16.7,226.0,1.4,0.0,0.0,0.0,0.0,2.3,39.4
794,24194,Sean Tucker,TB,RB,17,0.0,0.0,0.0,222.4,1.4,5.7,49.1,0.2,0.0,0.0,0.0,0.0,2.3,39.2
795,23393,Micheal Clemons,NYJ,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.1,0.3,0.1,2.3,39.2
796,21984,Willie Gay Jr.,MIA,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.3,0.1,2.3,39.2
797,24214,Keaton Mitchell,BAL,RB,17,0.0,0.0,0.0,224.4,1.2,6.4,60.9,0.1,0.0,0.0,0.0,0.0,2.3,39.1
798,23386,Arnold Ebiketie,ATL,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.1,0.2,0.1,2.3,39.0
799,23223,Dameon Pierce,HOU,RB,17,0.0,0.0,0.0,225.6,1.4,6.6,44.8,0.1,0.0,0.0,0.0,0.0,2.3,38.9
800,23527,LaBryan Ray,CAR,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.3,0.2,2.3,38.9
801,26332,Micah Robinson,GB,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.2,2.3,38.9
802,25924,Tai Felton,MIN,WR,17,0.0,0.0,0.0,4.1,0.0,17.3,215.8,1.4,0.0,0.0,0.0,0.0,2.3,38.8
803,26182,Quincy Riley,NO,DB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.2,2.3,38.8
804,23534,Troy Andersen,ATL,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.2,0.1,2.3,38.7
805,18924,Adoree' Jackson,PHI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.2,2.3,38.6
806,21802,A.J. Dillon,PHI,RB,17,0.0,0.0,0.0,230.0,1.6,4.6,37.0,0.1,0.0,0.0,0.0,0.0,2.3,38.6
807,22000,Justin Strnad,DEN,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.3,0.1,2.3,38.5
808,16319,Shelby Harris,CLE,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.1,0.3,0.2,2.3,38.4
809,16796,Mario Edwards Jr.,HOU,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.1,0.3,0.2,2.2,38.2
810,26194,Upton Stout,SF,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.3,2.2,38.1
811,23732,Parker Romo,NE,K,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,38.0
812,24970,Jonah Elliss,DEN,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.1,0.3,0.1,2.2,37.6
813,25299,Darius Robinson,ARI,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.3,0.3,0.1,2.2,37.5
814,22824,Richie Grant,SF,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.4,0.2,2.2,37.5
815,24101,Colby Wooden,GB,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.3,0.2,2.2,37.4
816,25023,Josh Newton,CIN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.2,2.2,37.2
817,22808,Brandin Echols,PIT,CB,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.4,0.2,4.1,37.2
818,24248,Byron Young,PHI,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.1,0.3,0.2,2.2,37.2
819,25949,Tahj Brooks,CIN,RB,17,0.0,0.0,0.0,187.3,1.5,7.3,53.1,0.1,0.0,0.0,0.0,0.0,2.2,37.1
820,23683,Sam Okuayinonu,SF,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.1,0.3,0.1,2.2,37.0
821,21899,Malcolm Roach,DEN,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.1,0.3,0.2,2.2,36.8
822,23155,Jahan Dotson,PHI,WR,17,0.0,0.0,0.0,1.1,0.0,18.3,205.2,1.2,0.0,0.0,0.0,0.0,2.2,36.8
823,25953,Ollie Gordon II,MIA,RB,17,0.0,0.0,0.0,197.1,1.5,5.8,44.8,0.1,0.0,0.0,0.0,0.0,2.2,36.7
824,21422,Shy Tuttle,CAR,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.3,0.2,2.2,36.6
825,26140,Dante Trader Jr.,MIA,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.2,2.2,36.6
826,25156,De'Antre Prince,JAX,CB,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.4,0.2,4.0,36.3
827,25264,JD Bertrand,ATL,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.2,0.1,2.1,36.2
828,20924,Hunter Renfrow,CAR,WR,17,0.0,0.0,0.0,0.0,0.0,19.2,187.7,1.3,0.0,0.0,0.0,0.0,2.1,36.2
829,23381,Boye Mafe,SEA,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.1,0.2,0.1,2.1,36.0
830,24150,Luke Musgrave,GB,TE,17,0.0,0.0,0.0,0.0,0.0,18.5,182.8,1.4,0.0,0.0,0.0,0.0,2.1,35.9
831,24986,Cade Stover,HOU,TE,17,0.0,0.0,0.0,0.0,0.0,18.8,180.9,1.4,0.0,0.0,0.0,0.0,2.1,35.9
832,24971,Audric Estime,DEN,RB,17,0.0,0.0,0.0,209.5,1.5,5.9,39.0,0.0,0.0,0.0,0.0,0.0,2.1,35.6
833,22078,Neville Gallimore,IND,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.3,0.2,2.1,35.4
834,22796,Charles Snowden,LV,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.1,0.3,0.1,2.1,35.3
835,25133,Bub Means,NO,WR,17,0.0,0.0,0.0,3.6,0.0,16.2,209.6,1.1,0.0,0.0,0.0,0.0,2.1,35.2
836,24375,Josh Whyle,TEN,TE,17,0.0,0.0,0.0,0.0,0.0,20.5,190.5,1.0,0.0,0.0,0.0,0.0,2.1,35.1
837,24281,Jalen Redmond,MIN,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.1,0.3,0.1,2.1,35.1
838,25900,DJ Giddens,IND,RB,17,0.0,0.0,0.0,175.8,1.2,7.9,58.0,0.1,0.0,0.0,0.0,0.0,2.1,34.9
839,24518,Mohamoud Diabate,CLE,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.2,0.1,2.1,34.9
840,25064,Isaiah Davis,NYJ,RB,17,0.0,0.0,0.0,190.5,1.2,6.5,49.8,0.1,0.0,0.0,0.0,0.0,2.1,34.9
841,19086,Jeremiah Ledbetter,NYG,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.1,0.3,0.2,2.1,34.9
842,21136,Quinton Bell,MIA,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.2,0.3,0.1,2.0,34.8
843,24985,Ben Sinnott,WAS,TE,17,0.0,0.0,0.0,0.0,0.0,18.0,169.6,1.5,0.0,0.0,0.0,0.0,2.0,34.8
844,24109,Felix Anudike-Uzomah,KC,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.1,0.3,0.1,2.0,34.7
845,19994,Parry Nickerson,PHI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.5,0.2,2.0,34.7
846,16783,Bud Dupree,LAC,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.2,0.2,0.1,2.0,34.6
847,25976,Jaylin Lane,WAS,WR,17,0.0,0.0,0.0,4.2,0.0,17.0,192.3,1.1,0.0,0.0,0.0,0.0,2.0,34.5
848,25952,Kyle Monangai,CHI,RB,17,0.0,0.0,0.0,199.8,1.4,5.1,36.2,0.0,0.0,0.0,0.0,0.0,2.0,34.2
849,25435,Jacoby Windmon,CAR,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.1,0.2,0.1,2.0,34.1
850,22083,Leki Fotu,LV,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.2,0.3,0.1,2.0,34.0
851,21688,Cam Akers,NO,RB,17,0.0,0.0,0.0,184.8,1.3,5.7,42.9,0.1,0.0,0.0,0.0,0.0,2.0,34.0
852,24931,Dallas Turner,MIN,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.4,0.2,0.1,2.0,34.0
853,22887,Elijah Molden,LAC,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.2,2.0,33.9
854,26025,Benjamin Morrison,TB,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.2,2.0,33.9
855,26035,Jacob Parrish,TB,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.2,2.0,33.9
856,19273,Eric Wilson,MIN,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.2,0.1,2.0,33.8
857,25421,Thomas Harper,LV,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.1,2.0,33.8
858,24942,Austin Booker,CHI,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.1,0.3,0.1,2.0,33.7
859,14901,Kyle Juszczyk,SF,FB,17,0.0,0.0,0.0,22.8,0.5,15.4,151.1,1.1,0.0,0.0,0.0,0.0,2.0,33.7
860,25106,AJ Barner,SEA,TE,17,0.0,0.0,0.0,0.0,0.0,17.8,156.6,1.5,0.0,0.0,0.0,0.0,2.0,33.6
861,21142,Olamide Zaccheaus,CHI,WR,17,0.0,0.0,0.0,4.9,0.0,16.9,176.1,1.2,0.0,0.0,0.0,0.0,2.0,33.5
862,25179,Marshawn Kneeland,DAL,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.3,0.2,2.0,33.4
863,21008,L.J. Collier,ARI,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.3,0.1,2.0,33.3
864,20764,Greg Gaines,TB,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.1,0.4,0.2,2.0,33.2
865,26074,Cody Simon,ARI,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,2.0,33.2
866,16800,Eddie Goldman,WAS,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.3,0.1,2.0,33.2
867,19881,Justin Jones,ARI,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.1,0.3,0.1,2.0,33.2
868,25738,Elijah Chatman,NYG,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.2,0.3,0.2,1.9,33.1
869,24083,Tyree Wilson,LV,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1,0.3,0.1,1.9,33.1
870,24949,Chop Robinson,MIA,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.1,0.3,0.1,1.9,33.0
871,24275,Tavius Robinson,BAL,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.1,0.2,0.1,1.9,32.6
872,17983,Deion Jones,TB,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.3,0.1,1.9,32.6
873,19886,Lorenzo Carter,TEN,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.1,0.2,0.1,1.9,32.5
874,22334,Christian Rozeboom,CAR,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.2,0.1,1.9,32.4
875,23328,Cor'Dale Flott,NYG,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.2,1.9,32.3
876,21889,Joshua Uche,PHI,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.1,0.2,0.1,1.9,32.2
877,22720,K.J. Britt,MIA,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.3,0.1,1.9,32.2
878,24449,Elijah Higgins,ARI,TE,17,0.0,0.0,0.0,0.0,0.0,16.6,156.3,1.4,0.0,0.0,0.0,0.0,1.9,32.1
879,26114,Aeneas Peebles,BAL,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.2,1.9,32.1
880,24932,Jeremiah Trotter Jr.,PHI,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.2,0.1,1.9,31.9
